time	U	M	E
0.0	1000000.0	1.0	0.0
0.9900990099009901	2482361.958060188	1.0	0.3729174572204825
1.9801980198019802	6083908.974158137	1.0	0.7029703509663391
2.9702970297029703	14479699.747873746	1.0	0.9734265888639091
3.9603960396039604	32312873.13869218	1.0	1.143667120587409
4.9504950495049505	63714185.12979598	1.0	1.1541169583463402
5.9405940594059405	104295185.55118217	1.0	0.9950074352878187
6.930693069306931	140021761.17442635	1.0	0.7695304994778862
7.920792079207921	162304797.70441687	1.0	0.5919783434442297
8.910891089108912	173367337.8411707	1.0	0.4890827434966099
9.900990099009901	178240583.50419348	1.0	0.4381128155485977
10.89108910891089	180274056.11574835	1.0	0.4147333220022017
11.881188118811881	181103458.09603554	1.0	0.4044160336558787
12.871287128712872	181438661.22726953	1.0	0.399958546955583
13.861386138613861	181573653.33018783	1.0	0.3980577274605487
14.85148514851485	181627947.36822802	1.0	0.3972544252466874
15.841584158415841	181649776.2330057	1.0	0.3969172344417505
16.831683168316832	181658552.2952025	1.0	0.3967764569339509
17.821782178217823	181662080.98097676	1.0	0.3967179425917037
18.81188118811881	181663499.9895353	1.0	0.3966937120087732
19.801980198019802	181664070.7244093	1.0	0.3966837099931595
20.792079207920793	181664300.31165037	1.0	0.396679592656077
21.78217821782178	181664392.67114583	1.0	0.3966779019258608
22.77227722772277	181664429.83864883	1.0	0.39667720897083963
23.762376237623762	181664444.79775202	1.0	0.39667692547050454
24.752475247524753	181664450.81117642	1.0	0.3966768098067234
25.742574257425744	181664453.2364661	1.0	0.3966767625546735
26.73267326732673	181664454.21186495	1.0	0.39667674332264097
27.722772277227723	181664454.59504324	1.0	0.3966767356686913
28.712871287128714	181664454.76016474	1.0	0.3966767323670991
29.7029702970297	181664454.83008036	1.0	0.39667673096137507
30.693069306930692	181664454.85629687	1.0	0.39667673042488966
31.683168316831683	181664454.869254	1.0	0.3966767301651011
32.67326732673267	181664454.87664235	1.0	0.39667673002044357
33.663366336633665	181664454.87915888	1.0	0.39667672996870645
34.65346534653465	181664454.87842894	1.0	0.39667672997843473
35.64356435643565	181664454.8772301	1.0	0.3966767299991059
36.633663366336634	181664454.87623683	1.0	0.39667673001738624
37.62376237623762	181664454.8749993	1.0	0.39667673004051396
38.613861386138616	181664454.87524262	1.0	0.3966767300364003
39.603960396039604	181664454.87477133	1.0	0.39667673004556525
40.59405940594059	181664454.87500244	1.0	0.3966767300414811
41.584158415841586	181664454.8756491	1.0	0.39667673002949155
42.57425742574257	181664454.87604916	1.0	0.3966767300220445
43.56435643564356	181664454.87645406	1.0	0.39667673001430503
44.554455445544555	181664454.87677342	1.0	0.3966767300082138
45.54455445544554	181664454.87693053	1.0	0.3966767300051396
46.53465346534654	181664454.87718105	1.0	0.396676730000278
47.524752475247524	181664454.8776756	1.0	0.3966767299908049
48.51485148514851	181664454.87817553	1.0	0.396676729981231
49.504950495049506	181664454.87861073	1.0	0.39667672997289244
50.495049504950494	181664454.87891105	1.0	0.3966767299671251
51.48514851485149	181664454.87900633	1.0	0.3966767299652652
52.475247524752476	181664454.8788264	1.0	0.3966767299686488
53.46534653465346	181664454.87830117	1.0	0.3966767299786118
54.45544554455446	181664454.87799415	1.0	0.39667672998442743
55.445544554455445	181664454.87817866	1.0	0.39667672998089315
56.43564356435643	181664454.87831575	1.0	0.3966767299782703
57.42574257425743	181664454.87838832	1.0	0.39667672997688386
58.415841584158414	181664454.87837934	1.0	0.3966767299770589
59.4059405940594	181664454.8782718	1.0	0.3966767299791204
60.396039603960396	181664454.87804866	1.0	0.3966767299833935
61.386138613861384	181664454.87769285	1.0	0.3966767299902031
62.37623762376238	181664454.87751463	1.0	0.3966767299936291
63.366336633663366	181664454.87776282	1.0	0.3966767299889213
64.35643564356435	181664454.87806323	1.0	0.3966767299832183
65.34653465346534	181664454.87840304	1.0	0.39667672997676423
66.33663366336634	181664454.87876576	1.0	0.3966767299698712
67.32673267326733	181664454.87913147	1.0	0.39667672996291864
68.31683168316832	181664454.87947658	1.0	0.396676729956354
