time	cLc	cLm	cLn	cP7c	cP7m	cP7n	cP9c	cP9m	cP9n	cPn	cTc	cTm	cTn	cXc	cXm	cXn	cYc	cYm	cYn
0.0	0.0659	0.1951	0.3952	0.0861	0.0772	2.7182	0.0077	0.0011	0.0073	0.0	0.7852	0.1234	4.5209	2.5615	1.6104	14.5474	7.6795	1.1149	9.7016
1.0	0.05958824703977505	0.17501865563600172	0.357294541283557	0.08565632742574071	0.07330660250810944	2.7692294393585755	0.00794959258938526	0.0009809438398692292	0.007508025285268131	0.0	0.7451943149052195	0.22683873349065845	4.284956524805532	2.2937986554918393	1.5036071106582916	12.933817923529377	8.913765708406508	1.2936918416823528	11.261682073571025
2.0	0.05384645109561773	0.15887041191091958	0.32276577351737584	0.08390303483698754	0.06859895443048587	2.7729670791103733	0.008073588032557586	0.0008580402753286377	0.007628917053386907	0.0	0.7198339805071223	0.42351205589876373	4.1286946450159885	2.0440551405525005	1.4055761776737348	11.428303844111262	10.40986863932151	1.4761215138047907	13.15695038131887
3.0	0.0488200128288586	0.14616521477507083	0.2923268088544524	0.08108596028446388	0.0634605804893419	2.733376839380734	0.008097120045789923	0.0007402519196905556	0.007654449274011018	0.0	0.7179143667611947	0.76794545198603	4.099993766555331	1.8238228055409524	1.3217146030931506	10.099000906259882	12.124506654881834	1.631735462615574	15.33557175203241
4.0	0.044545301190287906	0.13654579590499302	0.2662655615698329	0.07745373086295439	0.05819801608802194	2.656673098146799	0.008033440307293941	0.0006324799222669385	0.00759704647262218	0.0	0.7510376212260798	1.2890477492381287	4.264205821964594	1.6439437682407243	1.2601369985224327	9.005898864244847	13.924501723550764	1.711403106925851	17.632763703241825
5.0	0.041032599508788514	0.12994356076584637	0.24465991885855545	0.07324911996459278	0.05304129991150008	2.5502479612966638	0.007897379357127608	0.0005368379161882817	0.007470706612711688	0.0	0.8289011970366772	1.9379596906821293	4.679682161332851	1.5154142774475705	1.2315142819585392	8.206281620224276	15.568233429597845	1.6699561482157586	19.74430840508737
6.0	0.03830672997846977	0.12670299062737073	0.22762044203572454	0.06869691349053408	0.04815670101014524	2.4218435318053197	0.0077035717182583185	0.00045373956939901995	0.007289288873353256	0.0	0.9532125398462635	2.5948609775426017	5.362405094316577	1.4490988248363261	1.246710133731688	7.756012717402969	16.771120692815664	1.5053123195120488	21.30576156310506
7.0	0.0364407352622429	0.12762799287398188	0.21549963980699782	0.06399966360904409	0.04366534432287783	2.27899232598172	0.00746551109145347	0.00038268384083488195	0.007065596483574861	0.0	1.1154823088617811	3.128655926341272	6.270196143945654	1.453935089619828	1.3128857809702934	7.7031887814747515	17.331345642705347	1.2646968552685884	22.052773395409762
8.0	0.035573909335849856	0.13388184095461653	0.2090220257161766	0.059339458528469446	0.03966348839759701	2.1287170881870936	0.007195160167272194	0.00032277518083025135	0.006810992536948787	0.0	1.2986113356207138	3.4283987630077584	7.310209754278893	1.5348199018561375	1.4302552870027287	8.079011085966277	17.20289610761419	1.0085869165510322	21.919038559140947
9.0	0.03590462346672093	0.14669850295756234	0.2092797012012498	0.05488394094325184	0.03624204819839579	1.9774509349806693	0.0069028169198013375	0.0002728511268393374	0.006535269599621715	0.34018525808589883	1.416787306294473	3.3927245899802725	8.018095355286022	1.6866819279367238	1.5800486600125323	8.87434748736385	16.43444727776396	0.7557446477422904	20.96462013342547
