time	FeDuo	FeDuo_0	FeRBC	FeRBC_0	FeSpleen	FeSpleen_0	FeLiver	FeLiver_0	Fe2Tf	NTBI	Tf	Fe1Tf	Hepcidin	Fe2Tf_0	Fe1Tf_0	NTBI_0	Fe2Tf_	FeRest	FeOutside	FeRest_0	FeBM	FeBM_0	FeOutside_0
0.0	0.0	4.522709658297896e-07	0.0	3.000419111816154e-05	0.0	2.6535386983253474e-07	0.0	2.323937591254054e-06	0.0	0.0	2.05683830088178e-08	0.0	2.9902269360981806e-11	1.7582265578416237e-08	1.2159351412765894e-08	4.33045736047067e-11	0.0	0.0	0.0	5.649279300692685e-06	6.509657569052975e-07	0.0	0.0
0.9900990099009901	4.0219206041280665e-36	4.5227096582978955e-07	4.424887155985362e-34	3.000419111816154e-05	1.1012558105516105e-35	2.653538698325348e-07	2.050435543883488e-34	2.323937591254054e-06	9.574092924265214e-35	1.5729395630126337e-39	2.056838300881819e-08	7.351358730258266e-35	2.9902269360981806e-11	1.7582265578416813e-08	1.2159351412764923e-08	4.330457360470665e-11	-1.618811804364929e-50	-6.002480239457737e-35	-9.181658915846622e-37	5.649279300692686e-06	6.509657569052979e-07	7.466916645502864e-34	0.0
1.9801980198019802	3.4467050353709884e-36	4.5227096582978944e-07	6.276563154086458e-34	3.000419111816154e-05	1.1408736179506736e-35	2.6535386983253485e-07	2.023663422109849e-34	2.323937591254054e-06	6.203509916345537e-35	1.6131419059259947e-39	2.056838300881819e-08	4.736092176908813e-35	2.99022693609818e-11	1.7582265578416823e-08	1.2159351412764913e-08	4.330457360470667e-11	-2.966793674253007e-50	-4.94016934637491e-35	-1.572874616851673e-36	5.649279300692686e-06	6.509657569052981e-07	5.472731550774289e-34	0.0
2.9702970297029703	2.8714894666139096e-36	4.522709658297894e-07	8.128239152187555e-34	3.000419111816154e-05	1.1804914253497366e-35	2.653538698325349e-07	1.9968913003362097e-34	2.3239375912540544e-06	2.8329269084258583e-35	1.6533442488393553e-39	2.0568383008818194e-08	2.1208256235593585e-35	2.99022693609818e-11	1.7582265578416833e-08	1.2159351412764902e-08	4.3304573604706695e-11	-4.314775544141085e-50	-3.877858453292083e-35	-2.2275833421186843e-36	5.649279300692686e-06	6.509657569052983e-07	3.4785464560457135e-34	0.0
3.9603960396039604	2.412262789765987e-36	4.5227096582978933e-07	9.567606271235854e-34	3.000419111816154e-05	1.209164574365608e-35	2.6535386983253485e-07	1.969863326591376e-34	2.323937591254054e-06	2.1804451827632606e-36	1.681771550500759e-39	2.0568383008818194e-08	9.22649844243893e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.33045736047067e-11	-5.32314966720262e-50	-2.9668703986212103e-35	-2.1954988965596112e-36	5.649279300692686e-06	6.509657569052986e-07	1.9209024792035629e-34	0.0
4.9504950495049505	2.3537459340342132e-36	4.5227096582978933e-07	9.582559255012925e-34	3.0004191118161532e-05	1.2000269293414696e-35	2.6535386983253485e-07	1.9419514544324605e-34	2.3239375912540544e-06	2.139005736773225e-36	1.669519312974888e-39	2.0568383008818194e-08	9.061242297676365e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.33045736047067e-11	-5.158272134518493e-50	-2.578661262800022e-35	2.0926765756769828e-37	5.649279300692686e-06	6.509657569052986e-07	1.8713883791009651e-34	0.0
5.9405940594059405	2.2952290783024396e-36	4.5227096582978933e-07	9.597512238789995e-34	3.0004191118161532e-05	1.1908892843173311e-35	2.6535386983253485e-07	1.9140395822735452e-34	2.3239375912540544e-06	2.0975662907831898e-36	1.6572670754490166e-39	2.0568383008818194e-08	8.8959861529138e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.33045736047067e-11	-4.993394601834368e-50	-2.1904521269788363e-35	2.6140342116949864e-36	5.649279300692686e-06	6.509657569052986e-07	1.821874278998368e-34	0.0
6.930693069306931	2.2367122225706657e-36	4.5227096582978933e-07	9.612465222567067e-34	3.0004191118161532e-05	1.1817516392931925e-35	2.6535386983253485e-07	1.8861277101146298e-34	2.3239375912540544e-06	2.0561268447931553e-36	1.6450148379231456e-39	2.0568383008818194e-08	8.730730008151237e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.3304573604706695e-11	-4.828517069150242e-50	-1.8022429911576504e-35	5.018800765822285e-36	5.649279300692686e-06	6.509657569052986e-07	1.77236017889577e-34	0.0
7.920792079207921	2.1781953668388917e-36	4.522709658297893e-07	9.627418206344138e-34	3.0004191118161532e-05	1.1726139942690541e-35	2.6535386983253485e-07	1.8582158379557145e-34	2.3239375912540544e-06	2.0146873988031204e-36	1.6327626003972743e-39	2.0568383008818194e-08	8.565473863388671e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.3304573604706695e-11	-4.6636395364661165e-50	-1.4140338553364623e-35	7.423567319949584e-36	5.649279300692686e-06	6.509657569052986e-07	1.7228460787931726e-34	0.0
8.910891089108912	2.1196785111071178e-36	4.522709658297893e-07	9.64237119012121e-34	3.0004191118161532e-05	1.1634763492449155e-35	2.6535386983253485e-07	1.830303965796799e-34	2.3239375912540544e-06	1.9732479528130852e-36	1.6205103628714033e-39	2.0568383008818194e-08	8.400217718626106e-37	2.990226936098179e-11	1.7582265578416836e-08	1.2159351412764893e-08	4.3304573604706695e-11	-4.498762003781991e-50	-1.0258247195152762e-35	9.828333874076883e-36	5.649279300692686e-06	6.509657569052986e-07	1.673331978690575e-34	0.0
