time	IFNb_mRNA	IFNb_env	STATP2n	SOCS1m	IRF7m	IRF7Pn	IFNa_mRNA	IFNa_env	TNFam	TNFenv	STATm	STAT	w
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
0.9900990099009901	0.0025974835044913444	1.116254765777047e-12	2.6750364395134675e-17	5.143590812629687e-08	2.2575757795000826e-21	1.74757414944139e-18	1.0492064289958783e-15	4.6940796981261345e-18	0.00021130241245377794	3.414381961685875e-06	7.163795845562563e-07	0.0956677589186702	0.0
1.9801980198019802	0.0045714189262472055	4.099497949356571e-12	1.514576242521566e-16	6.300350068567269e-08	2.358084323110323e-20	3.8875109968061045e-17	4.6275075408547355e-14	4.2949604427534853e-16	0.00036998629709240693	1.2112483077410609e-05	1.077034885899585e-06	0.0917093832480605	0.0
2.9702970297029703	0.006070487982470038	8.501480624704264e-12	3.8356615942212713e-16	6.557766490396168e-08	8.213017462611633e-20	2.1446856437036995e-16	3.7778241276416e-13	5.454375950014197e-15	0.0004969201185167016	2.4597136436963403e-05	1.258280151187339e-06	0.08801870262577319	0.0
3.9603960396039604	0.005875913378921739	1.3647968252551656e-11	7.241132952594853e-16	3.3976269552382963e-08	1.8336173589673286e-19	4.1686080856484087e-16	1.3120708200404332e-12	2.963667767148962e-14	0.0004951042332190929	3.920409747355633e-05	9.532367292507533e-07	0.08449474301402118	0.0
4.9504950495049505	0.004574827306704625	1.7935278285321143e-11	1.1410471646081949e-15	9.41742800682298e-09	1.813507738605486e-19	4.882116485359838e-16	1.6628526967801961e-12	7.602376309334778e-14	0.0003835506161785673	5.1852036327380236e-05	5.081278302605283e-07	0.08096353018055484	0.0
5.9405940594059405	0.003509594714343885	2.1238452738959943e-11	1.5042265999077479e-15	2.7542621244001425e-09	1.3483887848964602e-19	5.43651125630661e-16	1.681740936547845e-12	1.2549627551512005e-13	0.0002840141248826356	6.157462208913315e-05	2.6482519484162587e-07	0.07747234856907811	0.0
6.930693069306931	0.002696232421825114	2.377364819565524e-11	1.7816478724210548e-15	1.194718551147919e-09	1.1600049955725114e-19	5.877260265296881e-16	1.7230934968218054e-12	1.758020443500908e-13	0.00021313607384361381	6.895764497706882e-05	1.413527088582295e-07	0.07407583926540426	0.0
7.920792079207921	0.0020775544379414354	2.5723913289189224e-11	1.9875411124636837e-15	8.342450402629344e-10	1.1233489019674991e-19	6.281316236406208e-16	1.788282073670596e-12	2.2770222650316686e-13	0.00016341851733741802	7.46330171317003e-05	7.904223495155197e-08	0.07080014318701554	0.0
8.910891089108912	0.0016072481265671029	2.7229415473164285e-11	2.140251826553536e-15	7.504746051404148e-10	1.1516340229949034e-19	6.685685060891674e-16	1.871043966701143e-12	2.818033564705982e-13	0.00012868416977994157	7.908355279602724e-05	4.763319450239236e-08	0.06765526472103436	0.0
9.900990099009901	0.0012497945085489814	2.8396851963823274e-11	2.2537943828725047e-15	7.307495721952995e-10	1.2015378771874802e-19	7.10483704199477e-16	1.9676317749143133e-12	3.385647964749048e-13	0.00010449006293186425	8.266470777205031e-05	3.180755377362965e-08	0.06464312950263228	0.0
10.89108910891089	0.0009781325167639158	2.930735287402324e-11	2.3381736388549822e-15	7.259878908035219e-10	1.2534912935286362e-19	7.542503406806309e-16	2.075796176525935e-12	3.983599939546234e-13	8.769679960231891e-05	8.563387796306167e-05	2.3835621951687604e-08	0.06176172094701005	0.0
11.881188118811881	0.0007716777035077673	3.002258803361613e-11	2.4006138639213422e-15	7.247711549209939e-10	1.2996605409753198e-19	7.997786599959432e-16	2.193926716079336e-12	4.615067353609454e-13	7.609656859132678e-05	8.817556599231371e-05	1.982009305469088e-08	0.05900716829175201	0.0
12.871287128712872	0.0006147806250887701	3.0589428571448156e-11	2.4464351995678356e-15	7.244322173101806e-10	1.3377008683942425e-19	8.468101991705485e-16	2.320665351204607e-12	5.282794393613631e-13	6.81394389860142e-05	9.042113392192828e-05	1.779742978053259e-08	0.056374793423657865	0.0
13.861386138613861	0.0004955463297520756	3.104349579729249e-11	2.479607364839418e-15	7.24324356101826e-10	1.3676594345774532e-19	8.950517051272302e-16	2.45477171484199e-12	5.989142325630575e-13	6.273814315918967e-05	9.246368218608236e-05	1.6778610141311564e-08	0.05385963351544075	0.0
14.85148514851485	0.00040493436659776665	3.1411860889902855e-11	2.5031120854551587e-15	7.242841514122959e-10	1.3904950136935362e-19	9.442307610626201e-16	2.595096074103869e-12	6.736118863097326e-13	5.913020679518425e-05	9.436899451605655e-05	1.6265433145946245e-08	0.051456698968079036	0.0
15.841584158415841	0.0003360741014638919	3.1715096840949216e-11	2.5191948996387787e-15	7.24266679252156e-10	1.407399848292831e-19	9.941145770847194e-16	2.7405864289880386e-12	7.52540567065387e-13	5.678100628249948e-05	9.618346073828369e-05	1.600694005989061e-08	0.04916109805236712	0.0
16.831683168316832	0.00028374407425737694	3.1968838115483514e-11	2.5295477779320026e-15	7.242580060749695e-10	1.4195113188381418e-19	1.044512393904234e-15	2.890300133813321e-12	8.358389075569527e-13	5.531570417330218e-05	9.793975534717642e-05	1.587673000034325e-08	0.046968094696557966	0.0
17.821782178217823	0.0002439763731717627	3.2184965555863235e-11	2.535444686895528e-15	7.242533268440081e-10	1.4278078254829948e-19	1.0952713115317613e-15	3.0434099299647407e-12	9.236193494349826e-13	5.447151919570259e-05	9.96608774932553e-05	1.5811178893927876e-08	0.044873132826505936	0.0
18.81188118811881	0.00021375509588196807	3.2372509392410464e-11	2.537843730829165e-15	7.242505986925851e-10	1.4330874697314887e-19	1.1462700939670205e-15	3.199202881022963e-12	1.015971557782414e-12	5.4064137406242515e-05	0.00010136302269073971	1.5778125707384386e-08	0.042871844184918476	0.0
19.801980198019802	0.00019078855106917687	3.253833137996398e-11	2.5374638346375158e-15	7.242489710197404e-10	1.4359822780451764e-19	1.1974129206593433e-15	3.357073499862913e-12	1.1129657149518116e-12	5.396436170731554e-05	0.00010305759419395196	1.576145418237819e-08	0.040960047736836536	0.0
20.792079207920793	0.00017333528387835438	3.268764574174806e-11	2.5348430746847533e-15	7.242479648031662e-10	1.4369828808009128e-19	1.248623904195147e-15	3.5165134196103988e-12	1.2146555518622972e-12	5.40816101508265e-05	0.00010475263065781201	1.5753050157944085e-08	0.039133745375296076	0.0
21.78217821782178	0.00016007176274875678	3.2824415354336094e-11	2.530382910054477e-15	7.242473271985942e-10	1.4364651726461874e-19	1.299842524237899e-15	3.677099408797241e-12	1.321081047395172e-12	5.43523440426026e-05	0.00010645381087604194	1.5748808221138223e-08	0.03738911576314434	0.0
22.77227722772277	0.00014999223554370406	3.295165160322689e-11	2.5243815629160306e-15	7.242469124026676e-10	1.4347144172946713e-19	1.3510199792482848e-15	3.8384810376268396e-12	1.432270764147678e-12	5.473200793738935e-05	0.00010816515536857248	1.5746668833543354e-08	0.03572250742202249	0.0
23.762376237623762	0.00014233235583530217	3.3071643062737326e-11	2.5170594274373463e-15	7.242466372340475e-10	1.4319453559940645e-19	1.4021163258280729e-15	4.000368956764311e-12	1.5482438270146788e-12	5.518934346643249e-05	0.00010988952200479168	1.574558763708183e-08	0.034130431658523905	0.0
24.752475247524753	0.00013651128243702493	3.318612886153994e-11	2.5085782872698563e-15	7.242464512623205e-10	1.4283185096455693e-19	1.4530982661572659e-15	4.162524239937391e-12	1.6690115697596237e-12	5.570242204698993e-05	0.00011162895223432139	1.5745041719184447e-08	0.032609555534306445	0.0
25.742574257425744	0.00013208759443820376	3.32964306812963e-11	2.4990559260840652e-15	7.24246323361437e-10	1.4239529952617237e-19	1.5039374528417487e-15	4.324749036165733e-12	1.7945788856305152e-12	5.625585252500872e-05	0.00011338491490820761	1.5744765246300946e-08	0.03115669503434895	0.0
26.73267326732673	0.0001287258857355979	3.340355277850042e-11	2.4885771819930705e-15	7.242462342636054e-10	1.4189365130284373e-19	1.5546092005790462e-15	4.486878578042109e-12	1.924945319650884e-12	5.683883285868527e-05	0.00011515847648543888	1.5744625561853265e-08	0.02976880847176565	0.0
27.722772277227723	0.00012617131026892772	3.350825820034608e-11	2.4772023701838e-15	7.242461711484063e-10	1.4133330489051788e-19	1.6050915097659368e-15	4.648774470350972e-12	2.060105945017421e-12	5.744377765034986e-05	0.0001169504209475914	1.5744555247877704e-08	0.028442990157994116	0.0
28.712871287128714	0.00012422991757755678	3.3611127663290825e-11	2.4649737685106227e-15	7.242461257169845e-10	1.407188891515811e-19	1.6553643183487044e-15	4.8103190780350096e-12	2.200052068602347e-12	5.806533572763579e-05	0.0001187613356380115	1.5744518735753724e-08	0.027176464321621015	0.0
29.7029702970297	0.00012275450300166995	3.371260191978882e-11	2.4519203444200836e-15	7.2424609277957e-10	1.4005370054686067e-19	1.7054089733218446e-15	4.971411100989919e-12	2.344771762292938e-12	5.8699754161602534e-05	0.00012059166682968305	1.574449961605805e-08	0.02596657932622958	0.0
30.693069306930692	0.00012163326117616196	3.3813015731503836e-11	2.4380614709367575e-15	7.242460686523341e-10	1.393400539170974e-19	1.7552078156398908e-15	5.131961900384276e-12	2.4942502941029563e-12	5.9344392246292365e-05	0.00012244176217202104	1.5744489856268997e-08	0.024810802117365683	0.0
