time	DFG	E1	E2	Cn	Gly	_3DG	FA	_1DG	AA	Man	Glu	MG	Mel	Fru
0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	8.67482000867135	0.04424868037265128	0.12330179884274925	0.1359063129103676	0.15760573925532925	0.0017755175492739565	0.0011066612949666636	0.007845917072718755	0.006927341795861331	0.0016431842515343801	0.002627822285261048	0.0010898759430467164	2.3772857924960456e-05	0.0008628580291899754
2.0	8.3613891314157	0.0766589373782117	0.21721667981100515	0.26489610687283466	0.34453449428963145	0.006205457417903129	0.004406610989510309	0.01884017948272582	0.0357703502442285	0.005975085799186274	0.009552436125073092	0.004285189388639183	0.00020075710546107436	0.0031734567554554775
3.0	8.059282859709704	0.10002808856609563	0.28784770747322114	0.38727219606775176	0.5521370679386441	0.012226569324119581	0.009849823449064533	0.027900757183141823	0.08593189075161843	0.012260116288730355	0.01959380429589192	0.009478536880925915	0.0007042763123440731	0.006580447473516648
4.0	7.768092022984641	0.11650402772899834	0.34005807165491225	0.5032375656140131	0.7736310029373096	0.0190755352655418	0.017365410225695637	0.03477469703658018	0.1531499275114011	0.019937011164671115	0.03185169249923028	0.016566479416305832	0.0017148746941478736	0.010805643034191504
5.0	7.487422234461033	0.12773558806644383	0.3777220074669419	0.6129319898214761	1.0037113354036515	0.026213418125407097	0.026867475655618787	0.03982292823149064	0.23347562274492178	0.0285783400674458	0.045640675110504784	0.02544826199370523	0.003408834601939207	0.015629147634680398
6.0	7.21689335703616	0.13498805368849717	0.4039248888308432	0.716458311265767	1.2382431729971013	0.0332683104187703	0.03825965651185507	0.043416493446012	0.3236883104752454	0.03785940665286309	0.06044021310102766	0.036025029942468624	0.0059505274474076116	0.020877501041493614
7.0	6.9561389882697515	0.13923217796949092	0.42112322929895285	0.8139011086244733	1.4740180909487046	0.03999174274153157	0.05143865196586539	0.04586271901149742	0.42121858908438625	0.047534285829709394	0.07585618914393302	0.048199396051485356	0.009487513513106853	0.026414200571278343
8.0	6.704805964313652	0.14121217225343416	0.43127166446316095	0.9053395075268894	1.7085624846897869	0.04622594544702457	0.06629694399172328	0.04740893811034651	0.524025167400363	0.05741752630649858	0.09159153682657617	0.06187526213029629	0.014147714279970698	0.03213218118258465
9.0	6.4625538815289145	0.14149829518017937	0.4359247615164235	0.9908558559043207	1.9399850430556203	0.05187899406518489	0.08272491729510113	0.04825155123263752	0.630490210099096	0.06737000155107616	0.10742352899991786	0.0769578044590143	0.02003801871886572	0.03794778833927603
10.0	6.229054635431157	0.1405271735574845	0.43631809788530446	1.0705412257655356	2.1668561283585084	0.05690618620144523	0.10061249480088358	0.048547021670545906	0.739332355413631	0.0772880655639155	0.12318637109244153	0.09335357233607812	0.027243964767547743	0.043795980158241064
11.0	6.003991976346936	0.1386327689348366	0.43343289756555925	1.1444986077712715	2.388112174300984	0.061296119714227736	0.11985039739310265	0.048419531247523045	0.8495386012064565	0.08709522832523965	0.13875783905742153	0.11097065490856807	0.03583018285168647	0.04962650446640107
12.0	5.787061081200917	0.1360701640894445	0.4280475644541294	1.2128444376973913	2.6029798213866395	0.06506033633720579	0.1403311094593114	0.04796774006402188	0.9603094430057881	0.09673576512783087	0.1540490216282161	0.12971888466013884	0.045841368868868866	0.055400852699723786
13.0	5.577968140292864	0.13303399727279244	0.42077908927156965	1.2757089714365022	2.810915174082319	0.06822558742711392	0.16194962018992864	0.04726988682672816	1.071015205346461	0.10616976735597881	0.16899637640348802	0.14951005503737183	0.0573035990804498	0.061089814106454844
14.0	5.376429959268467	0.12967249954842486	0.41211584029201165	1.333235792404547	3.011555817849702	0.07082822151689397	0.18460397612052717	0.046387928452993415	1.1811614324865887	0.11536937730212789	0.18355568656151036	0.17025813768884512	0.07022588304138255	0.06667154066617208
15.0	5.182173576468971	0.12609803546888215	0.4024432226186544	1.3855807213853983	3.204683314487716	0.07291022518864998	0.2081956785697893	0.04537082250327501	1.2903618254199343	0.12431596445340488	0.19769752882539474	0.19187948653299297	0.08460185095576231	0.07213003464767336
