time	HMP	Fru16P2	ATP	Glc	Tre6P	ADP
0.0	0.1	1.0	4.0	10.0	0.010000000000000002	1.0
0.9900990099009901	8.954498337580421	4.3634500741797595	1.4586890506315522	10.0	80.18304047773053	3.541310949368448
1.9801980198019802	10.407949621809022	5.854220545139143	2.3667355018855467	10.0	108.32541533011457	2.6332644981144533
2.9702970297029703	10.795751003937212	6.458310844638235	2.665804077957026	10.0	116.54823973901134	2.334195922042974
3.9603960396039604	10.931319142882426	6.758034587642839	2.785846540306546	10.0	119.49373820354778	2.214153459693454
4.9504950495049505	10.990487089016483	6.917477047605202	2.8426806649744827	10.0	120.790806453838	2.1573193350255173
5.9405940594059405	11.019860530095157	7.005082196071116	2.872084371870488	10.0	121.43732610274911	2.127915628129512
6.930693069306931	11.035436256608786	7.05406318670533	2.8880064624261514	10.0	121.78085337367574	2.1119935375738486
7.920792079207921	11.043981716513088	7.081716773047052	2.896839394607585	10.0	121.96953215467536	2.103160605392415
8.910891089108912	11.04875648749519	7.097415238773168	2.9018048125622697	10.0	122.07501991996705	2.0981951874377303
9.900990099009901	11.051451360937097	7.106354724564044	2.9046167788964725	10.0	122.13457718315841	2.0953832211035275
10.89108910891089	11.052980935794109	7.111454316879278	2.9062158593126894	10.0	122.168387567028	2.0937841406873106
11.881188118811881	11.053851870354135	7.114366346466324	2.9071273551244663	10.0	122.18764117173161	2.0928726448755337
12.871287128712872	11.054348674869583	7.116030164093579	2.9076476169713574	10.0	122.19862462559091	2.0923523830286426
13.861386138613861	11.054632357176127	7.116981114027038	2.9079447980446975	10.0	122.20489655232541	2.0920552019553025
14.85148514851485	11.054794439318492	7.117524729723147	2.9081146267452995	10.0	122.20848009558705	2.0918853732547005
15.841584158415841	11.054887076199936	7.117835524001179	2.9082117022310325	10.0	122.21052826753237	2.0917882977689675
16.831683168316832	11.054940032290803	7.118013221213633	2.908267199292431	10.0	122.21169911754578	2.091732800707569
17.821782178217823	11.0549703080516	7.118114823384561	2.908298928949783	10.0	122.21236851190247	2.091701071050217
18.81188118811881	11.054987617978712	7.118172916932637	2.9083170705189576	10.0	122.21275123366264	2.0916829294810424
