time	Susceptible	Infected	Asymptomatic	Susceptible_quarantined	Exposed_quarantined	Recovered
0.0	902654.0	1.0	114.0	10785.0	0.0	0.0
0.9900990099009901	903067.1307836033	2.2703646255027707	66.56062650443909	10350.029276429037	6.711254108966443	61.297694728313296
1.9801980198019802	903450.3291640782	2.9446815312921983	48.99055397214739	9933.144790498975	16.176234134819474	102.4145757846535
2.9702970297029703	903809.4518447216	3.390150812170293	43.71325823604792	9533.405924923858	26.570461983946075	137.46835932224414
3.9603960396039604	904147.0882165545	3.7572364123271713	43.59397498626318	9150.042164418179	37.23063503221039	172.28777259601011
4.9504950495049505	904464.4666822928	4.1083707859972	45.745314836419375	8782.368531587754	47.960761791238404	209.3503387053909
5.9405940594059405	904762.2295007005	4.470300619438947	49.00817423823183	8429.750579525267	58.75091011640375	249.79053479978316
6.930693069306931	905040.7471268037	4.8553805171160755	52.9274398957728	8091.589576524612	69.66373561160957	294.2167406464955
7.920792079207921	905300.2450650973	5.270240605375087	57.335594304140486	7767.315933519587	80.78918395875506	343.04398251429427
8.910891089108912	905540.8543020289	5.719321121398599	62.18352734198761	7456.386012009615	92.2268570093292	396.6299804881604
9.900990099009901	905762.6304893022	6.20632090700193	67.47187403855025	7158.280333875311	104.07957515502227	455.33140672136403
10.89108910891089	905965.5602415341	6.73479875284385	73.2232340091701	6872.502387656495	116.45144804471644	519.5278900020979
11.881188118811881	906149.5620055799	7.308431366046192	79.4710224690669	6598.5777031635935	129.4477428699613	589.6330945508311
12.871287128712872	906314.4845222916	7.931132852473555	86.2550936710977	6336.053060472158	143.1754560563048	666.1007346556939
13.861386138613861	906460.1040961419	8.607119086183998	93.62012934661699	6084.4957783777045	157.7441509598714	749.4287260871046
14.85148514851485	906586.1211527586	9.340950936414082	101.61516418096767	5843.493059606884	173.26689060134305	840.1627819151096
15.841584158415841	906692.1562648211	10.137570261067609	110.29358688936132	5612.651383205761	189.86120216803977	938.8999926540563
16.831683168316832	906777.7457041611	11.002334406456091	119.71334917007174	5391.595939893398	207.6500533726165	1046.292618995843
17.821782178217823	906842.3365257393	11.941051651090344	129.9372746585951	5179.970108530809	226.76283791623655	1163.0522015033907
18.81188118811881	906885.2811690969	12.960018688302274	141.03342457701925	4977.434972664501	247.33637390430545	1289.9540410682052
19.801980198019802	906905.8315520524	14.066060698180328	153.07550362263106	4783.668876644199	269.5159214110107	1427.8420855708437
20.792079207920793	906903.1326270008	15.266574345072563	166.143300101941	4598.367020991702	293.4562260251554	1577.634251534465
21.78217821782178	906876.2153670046	16.569573951594503	180.32315871883722	4421.24109685225	319.32259520203684	1740.3282082696676
22.77227722772277	906823.9891473721	17.983741064597588	195.70848608502268	4252.018959414382	347.29201394012694	1917.0076521227713
23.762376237623762	906745.2334865942	19.518477617455595	212.40028964789596	4090.4443402748093	377.554305932282	2108.8490999322753
24.752475247524753	906638.5891098286	21.183962884047563	230.50775083820997	3936.2765987455277	410.3133458698948	2317.1292318325304
25.742574257425744	906502.5482971034	22.991214415321892	250.14883315161433	3789.2905121480862	445.78832810596685	2543.2328150744156
26.73267326732673	906335.4444784054	24.952153139262887	271.4509256197255	3649.276105134104	484.2150963105524	2788.6612413896064
27.722772277227723	906135.4410378417	27.079672793671534	294.55152178063577	3516.038518071558	525.8475381377524	3055.0417113732938
28.712871287128714	905900.5192900246	29.387713842630507	319.5989337870239	3389.3979144934165	570.9590481825749	3344.1370996685655
29.7029702970297	905628.4655934179	31.891342003167996	346.75304070558207	3269.189427541045	619.8440616456456	3657.8565346856094
30.693069306930692	905316.857567829	34.606831476530566	376.1860693410765	3155.2631452366604	672.8196601057543	3998.2667260099247
31.683168316831683	904963.0493871054	37.55175293518098	408.0834050279781	3047.484134266423	730.2272495575315	4367.60407110654
32.67326732673267	904564.156122748	40.74506626480704	442.64442877610884	2945.732501776719	792.4343094316167	4768.287571001829
33.663366336633665	904117.0371212934	44.20721799092311	480.0833758631386	2849.9034944134874	859.8362095216229	5202.932580916493
34.65346534653465	903618.2784061601	47.96024323991431	520.630209456032	2759.907633539904	932.8580896939269	5674.3654179093655
35.64356435643565	903064.1741062948	52.02787197887153	564.5315010268067	2675.670885135095	1011.9567947091926	6185.638840854511
36.633663366336634	902450.7069263468	56.435639160038285	612.0513072138773	2597.1348624200527	1097.622853589008	6740.048411269599
37.62376237623762	901773.5276907125	61.21099824313978	663.4720303043141	2524.2570586175825	1190.3824894232514	7341.149732698554
38.613861386138616	901027.9340126052	66.38343739711246	719.0952466176454	2457.011106571343	1290.7996414701724	7992.776555337749
39.603960396039604	900208.8481645718	71.98459747013564	779.2424837881784	2395.387061050885	1399.477976605747	8699.059716512433
40.59405940594059	899310.79425447	78.04839057427735	844.2559240786093	2339.3916985852743	1517.0628616374543	9464.446870653599
41.584158415841586	898327.8748458719	84.61111784292214	914.4990066164988	2289.048828448004	1644.2432616446956	10293.722939575211
42.57425742574257	897253.7472008879	91.7115845861749	990.356896436883	2244.3996070457774	1781.753522100559	11192.03118894177
43.56435643564356	896081.5993704085	99.39121068851202	1072.2367828985393	2205.502846350776	1930.3749843143798	12164.894805338425
44.554455445544555	894804.1264100546	107.69413364936979	1160.567963770919	2172.435305175881	2090.93737411483	13218.238813233284
45.54455445544554	893413.507061628	116.66730117694541	1255.801664870544	2145.2919500178964	2264.3198933683207	14358.412128937267
46.53465346534654	891901.3813101188	126.3605496732168	1358.4105376138448	2124.1861698104212	2451.451931856061	15592.209500926578
47.524752475247524	890258.8293043816	136.8266643361553	1468.887769482855	2109.2499263445243	2653.3133045137147	16926.893030940206
48.51485148514851	888476.3522188715	148.1214158935055	1587.7457339104226	2100.633819148577	2870.9339045126835	18370.212907662288
49.504950495049506	886543.8557293294	160.3035682478668	1715.5140982586022	2098.5070405290794	3105.392648204059	19930.426915429955
50.495049504950494	884450.6368839158	173.43485046795203	1852.7372997774717	2103.057192956273	3357.8155714300146	21616.318201451537
51.48514851485149	882185.3752628643	187.57988572383366	1999.9712921287817	2114.489937477711	3629.3729211382247	23437.210700666186
52.475247524752476	879736.1294446643	202.8060688222789	2157.7794573234673	2133.0284379366126	3921.2750689787663	25402.981522273574
53.46534653465346	877090.3399190907	219.1833831151262	2326.7275728751756	2158.9125621086055	4234.767058618875	27524.069504190567
54.45544554455446	874234.8397201439	236.78414660037785	2507.377719596261	2192.3977969479624	4571.121582974472	29811.47903373607
55.445544554455445	871155.8741734045	255.6826762193558	2700.2810153860682	2233.753831792648	4931.6301763126285	32276.778126883793
56.43564356435643	867839.131276189	275.9548585460024	2905.969062792365	2283.2627601095005	5317.592396462863	34932.08964589946
57.42574257425743	864269.7843286823	297.6776145074324	3124.944007062927	2341.216848159498	5730.302769743494	37790.074431843525
58.415841584158414	860432.5485214719	320.92824536977645	3357.667115292177	2407.91581741442	6171.035273470099	40863.90502698092
59.4059405940594	856311.753230934	345.78364721854143	3604.5458103555934	2483.663587711148	6641.0251438303085	44167.228579949544
60.396039603960396	851891.431782481	372.3193815358453	3865.919124735791	2568.7644298562664	7141.447819753993	47714.117461636095
61.386138613861384	847155.4303891528	400.60859043133945	4142.041582209212	2663.5184805415665	7673.394870722228	51519.006086941874
62.37623762376238	842087.5378478357	430.7207467238177	4433.065570216548	2768.2165793893428	8237.846810038976	55596.61244579473
63.366336633663366	836671.6373662043	462.72023149536847	4739.022334471641	2883.1343981400855	8835.642767339896	59961.8429023477
64.35643564356435	830891.8815709027	496.6647352132434	5059.80180919972	3008.525846327469	9467.447088456887	64629.67894989905
65.34653465346534	824732.8913213238	532.6034829429542	5395.131593235281	3144.6157560142115	10133.713046780622	69615.04479970217
66.33663366336634	818179.9783690992	570.5752900134314	5744.555491755527	3291.591871868156	10834.64399326099	74932.65498400175
