time	tumor_volume_x_1	endothelial_volume_x_2	concentration_of_administrated_inhibitor_x_3
0.0	1.0	1.0	0.0
0.9900990099009901	1.2522092414063266	7.301630869528735	0.0
1.9801980198019802	1.8301829560934075	15.937285713865723	0.0
2.9702970297029703	2.8107142981198465	28.809369476953716	0.0
3.9603960396039604	4.408974178285432	48.57687429117689	0.0
4.9504950495049505	6.980362271531675	79.24935133774329	0.0
5.9405940594059405	11.088860144107795	126.86573726873208	0.0
6.930693069306931	17.616915308351754	200.35170597058504	0.0
7.920792079207921	27.9282422427733	312.5001590629512	0.0
8.910891089108912	44.09822079984776	480.8383312439939	0.0
9.900990099009901	69.22150500078116	727.8428126284832	0.0
10.89108910891089	107.7875698586288	1079.573490678389	0.0
11.881188118811881	166.07302965795242	1561.5653144548266	0.0
12.871287128712872	252.4290500153847	2191.332209259707	0.0
13.861386138613861	377.2570360078648	2968.828389507859	0.0
14.85148514851485	552.4224831697459	3869.4769381997025	0.0
15.841584158415841	789.9557084038241	4846.214941910428	0.0
16.831683168316832	1100.195734309053	5843.107070268265	0.0
17.821782178217823	1489.9255872448987	6813.70592056259	0.0
18.81188118811881	1961.1782302693032	7731.892598196844	0.0
19.801980198019802	2511.0444680732107	8589.720801834115	0.0
20.792079207920793	3132.2840545057443	9388.373916193115	0.0
21.78217821782178	3814.323262775852	10130.963821946627	0.0
22.77227722772277	4544.353755487573	10819.915781169588	0.0
23.762376237623762	5308.409743318584	11456.975926634554	0.0
24.752475247524753	6092.34890322043	12043.747300139928	0.0
25.742574257425744	6882.669917221	12582.018662655673	0.0
26.73267326732673	7667.123795040854	13073.86900718297	0.0
27.722772277227723	8435.110477960507	13521.65437242008	0.0
28.712871287128714	9177.879794187716	13927.94652049249	0.0
29.7029702970297	9888.571615671392	14295.457513511361	0.0
30.693069306930692	10562.13575544995	14626.966103962479	0.0
31.683168316831683	11195.170878678848	14925.253066621099	0.0
32.67326732673267	11785.716523522044	15193.048153756943	0.0
33.663366336633665	12333.025311978143	15432.988976064025	0.0
34.65346534653465	12837.335264363976	15647.590959329043	0.0
35.64356435643565	13299.655676236905	15839.226902931148	0.0
36.633663366336634	13721.57462636556	16010.114602764437	0.0
37.62376237623762	14105.092101696007	16162.310911677852	0.0
38.613861386138616	14452.479745082983	16297.710829323849	0.0
39.603960396039604	14766.166275566084	16418.050404400157	0.0
40.59405940594059	15048.646417433703	16524.912349961407	0.0
41.584158415841586	15302.410555206117	16619.73356482779	0.0
42.57425742574257	15529.892114980034	16703.813857495305	0.0
43.56435643564356	15733.429722938921	16778.325346683338	0.0
44.554455445544555	15915.241398679394	16844.3221321066	0.0
45.54455445544554	16077.408346597487	16902.749934731393	0.0
46.53465346534654	16221.86623422782	16954.45548960855	0.0
47.524752475247524	16350.4021799326	17000.195540977624	0.0
48.51485148514851	16464.65598377517	17040.64534139052	0.0
49.504950495049506	16566.124411269146	17076.40659684661	0.0
50.495049504950494	16656.167585475836	17108.014829802727	0.0
51.48514851485149	16736.01674062737	17135.946154545934	0.0
52.475247524752476	16806.782776167347	17160.62347336344	0.0
53.46534653465346	16869.46517802308	17182.422118135157	0.0
54.45544554455446	16924.960979996744	17201.674962504916	0.0
55.445544554455445	16974.07355019724	17218.67703857912	0.0
56.43564356435643	17017.521035578662	17233.689693726577	0.0
57.42574257425743	17055.944364615527	17246.94432410977	0.0
58.415841584158414	17089.914741881883	17258.645719008557	0.0
59.4059405940594	17119.94060546378	17268.97505138494	0.0
60.396039603960396	17146.474034577597	17278.09254887359	0.0
61.386138613861384	17169.916616663722	17286.13987299769	0.0
62.37623762376238	17190.62479091911	17293.24223875073	0.0
63.366336633663366	17208.914693261908	17299.51029833703	0.0
64.35643564356435	17225.066534812457	17305.04181568517	0.0
65.34653465346534	17239.328544357453	17309.923152126277	0.0
66.33663366336634	17251.920510322798	17314.230584537454	0.0
67.32673267326733	17263.03695486104	17318.031473711493	0.0
68.31683168316832	17272.84997238219	17321.385299262398	0.0
69.3069306930693	17281.51176456149	17324.34457626153	0.0
70.29702970297029	17289.15689964101	17326.955666244216	0.0
71.2871287128713	17295.90432456522	17329.259494945003	0.0
72.27722772277228	17301.85915419415	17331.29218697434	0.0
73.26732673267327	17307.11426094777	17333.085626967753	0.0
74.25742574257426	17311.751686204778	17334.667955697412	0.0
75.24752475247524	17315.843891881792	17336.06400835761	0.0
76.23762376237623	17319.45487028584	17337.29570194935	0.0
77.22772277227723	17322.641126781895	17338.3823772779	0.0
78.21782178217822	17325.452549934118	17339.34110103739	0.0
79.20792079207921	17327.93318529276	17340.186933787598	0.0
80.1980198019802	17330.121913395375	17340.933164443515	0.0
81.18811881188118	17332.053052738684	17341.591518187768	0.0
82.17821782178218	17333.756894210444	17342.172340784622	0.0
83.16831683168317	17335.26017255891	17342.684760756743	0.0
84.15841584158416	17336.586481735703	17343.136832118867	0.0
85.14851485148515	17337.75664338093	17343.535660943646	0.0
86.13861386138613	17338.78903219738	17343.88751694784	0.0
87.12871287128712	17339.699862262067	17344.19793163747	0.0
88.11881188118812	17340.503441201152	17344.47178536873	0.0
89.10891089108911	17341.21239375735	17344.713383872393	0.0
90.0990099009901	17341.83785943861	17344.926525879546	0.0
91.08910891089108	17342.389667279916	17345.11456285805	0.0
92.07920792079207	17342.87648954292	17345.28045158313	0.0
93.06930693069307	17343.305977975215	17345.42680066641	0.0
94.05940594059406	17343.684883678496	17345.55591150508	0.0
95.04950495049505	17344.019163032648	17345.669814453235	0.0
96.03960396039604	17344.31407131354	17345.77030077486	0.0
97.02970297029702	17344.57424500773	17345.858950741895	0.0
98.01980198019803	17344.803774457938	17345.937158419056	0.0
99.00990099009901	17345.00626834374	17346.006153663573	0.0
100.0	17345.184911124015	17346.067021718543	0.0
