time	CDK2cycA	CyclinA	Cdk2	CDK2cycA_star_
0.0	0.0	4e-19	1e-19	0.0
0.9900990099009901	7.768781071734801e-20	2.5045824249969203e-19	-4.954175750030796e-20	4.6012571914086876e-20
1.9801980198019802	1.2057399201472454e-19	1.18997949932808e-19	-1.8100205006719188e-19	9.85571802788827e-20
2.9702970297029703	1.6346017331210107e-19	-1.2462342634076091e-20	-3.1246234263407586e-19	1.5110178864367853e-19
3.9603960396039604	2.1383093756223198e-19	-3.928055083032937e-19	-6.928055083032875e-19	2.1616554921452696e-19
4.9504950495049505	2.900588838817972e-19	-1.6329707648484011e-18	-1.9329707648483945e-18	3.2447954830771954e-19
5.9405940594059405	3.6628683020136167e-19	-2.873136021393496e-18	-3.17313602139349e-18	4.3279354740091135e-19
6.930693069306931	4.425147765209269e-19	-4.1133012779385976e-18	-4.413301277938591e-18	5.411075464941039e-19
7.920792079207921	5.187427228404917e-19	-5.353466534483699e-18	-5.653466534483692e-18	6.494215455872961e-19
8.910891089108912	5.949706691600566e-19	-6.5936317910288e-18	-6.893631791028794e-18	7.577355446804883e-19
9.900990099009901	6.711986154796218e-19	-7.833797047573901e-18	-8.133797047573895e-18	8.660495437736805e-19
10.89108910891089	7.474265617991863e-19	-9.073962304118997e-18	-9.37396230411899e-18	9.743635428668723e-19
11.881188118811881	8.236545081187515e-19	-1.0314127560664098e-17	-1.0614127560664092e-17	1.0826775419600645e-18
12.871287128712872	8.998824544383163e-19	-1.1554292817209199e-17	-1.1854292817209193e-17	1.1909915410532567e-18
13.861386138613861	9.761104007578815e-19	-1.2794458073754294e-17	-1.3094458073754294e-17	1.2993055401464489e-18
14.85148514851485	1.052338347077446e-18	-1.4034623330299396e-17	-1.4334623330299395e-17	1.4076195392396407e-18
15.841584158415841	1.128566293397011e-18	-1.527478858684449e-17	-1.5574788586844494e-17	1.515933538332833e-18
16.831683168316832	1.204794239716576e-18	-1.6514953843389595e-17	-1.6814953843389595e-17	1.6242475374260251e-18
17.821782178217823	1.2810221860361411e-18	-1.7755119099934696e-17	-1.8055119099934696e-17	1.7325615365192173e-18
18.81188118811881	1.357250132355706e-18	-1.8995284356479795e-17	-1.9295284356479798e-17	1.8408755356124095e-18
19.801980198019802	1.4334780786752708e-18	-2.0235449613024893e-17	-2.0535449613024896e-17	1.9491895347056013e-18
20.792079207920793	1.5097060249948356e-18	-2.1475614869569994e-17	-2.1775614869569997e-17	2.0575035337987935e-18
21.78217821782178	1.5859339713144007e-18	-2.2715780126115095e-17	-2.3015780126115098e-17	2.1658175328919857e-18
22.77227722772277	1.6621619176339653e-18	-2.395594538266019e-17	-2.4255945382660193e-17	2.274131531985177e-18
23.762376237623762	1.7383898639535303e-18	-2.5196110639205295e-17	-2.5496110639205295e-17	2.3824455310783693e-18
24.752475247524753	1.814617810273095e-18	-2.6436275895750393e-17	-2.6736275895750396e-17	2.490759530171562e-18
25.742574257425744	1.8908457565926604e-18	-2.7676441152295494e-17	-2.79764411522955e-17	2.599073529264754e-18
26.73267326732673	1.9670737029122253e-18	-2.891660640884059e-17	-2.92166064088406e-17	2.7073875283579463e-18
27.722772277227723	2.04330164923179e-18	-3.015677166538569e-17	-3.04567716653857e-17	2.8157015274511385e-18
28.712871287128714	2.119529595551355e-18	-3.139693692193079e-17	-3.16969369219308e-17	2.92401552654433e-18
29.7029702970297	2.1957575418709198e-18	-3.263710217847589e-17	-3.2937102178475896e-17	3.032329525637522e-18
30.693069306930692	2.2719854881904842e-18	-3.3877267435020985e-17	-3.4177267435020985e-17	3.1406435247307143e-18
31.683168316831683	2.3482134345100495e-18	-3.5117432691566087e-17	-3.541743269156609e-17	3.248957523823906e-18
32.67326732673267	2.4244413808296143e-18	-3.635759794811118e-17	-3.6657597948111194e-17	3.357271522917098e-18
33.663366336633665	2.500669327149179e-18	-3.759776320465628e-17	-3.789776320465629e-17	3.4655855220102897e-18
34.65346534653465	2.5768972734687444e-18	-3.8837928461201384e-17	-3.9137928461201397e-17	3.573899521103482e-18
35.64356435643565	2.653125219788309e-18	-4.007809371774648e-17	-4.037809371774649e-17	3.682213520196674e-18
36.633663366336634	2.7293531661078744e-18	-4.131825897429159e-17	-4.161825897429159e-17	3.790527519289867e-18
37.62376237623762	2.805581112427439e-18	-4.255842423083669e-17	-4.2858424230836694e-17	3.8988415183830585e-18
38.613861386138616	7.002829997901826e-18	-1.1859664752292466e-15	-1.1862664752292178e-15	9.992992155741342e-18
39.603960396039604	1.164837424413399e-17	-2.4536225152441305e-15	-2.4539225152441014e-15	1.6738297648852e-17
40.59405940594059	1.6293918490365956e-17	-3.721278555258964e-15	-3.721578555258935e-15	2.348360314196266e-17
41.584158415841586	2.093946273659812e-17	-4.9889345952737974e-15	-4.989234595273769e-15	3.022890863507332e-17
42.57425742574257	2.5585006982830284e-17	-6.256590635288631e-15	-6.256890635288602e-15	3.697421412818398e-17
43.56435643564356	3.023055122906225e-17	-7.524246675303464e-15	-7.524546675303436e-15	4.371951962129464e-17
44.554455445544555	3.4876095475294414e-17	-8.791902715318298e-15	-8.792202715318269e-15	5.04648251144049e-17
45.54455445544554	3.952163972152657e-17	-1.0059558755333182e-14	-1.0059858755333153e-14	5.721013060751596e-17
46.53465346534654	4.4167183967758545e-17	-1.1327214795348015e-14	-1.1327514795347936e-14	6.395543610062622e-17
47.524752475247524	4.881272821399051e-17	-1.2594870835362748e-14	-1.2595170835362719e-14	7.070074159373688e-17
48.51485148514851	5.345827246022287e-17	-1.3862526875377682e-14	-1.3862826875377653e-14	7.744604708684793e-17
49.504950495049506	5.810381670645464e-17	-1.5130182915392465e-14	-1.5130482915392436e-14	8.41913525799582e-17
50.495049504950494	6.274936095268661e-17	-1.6397838955407298e-14	-1.639813895540722e-14	9.093665807306846e-17
51.48514851485149	6.739490519891877e-17	-1.766549499542208e-14	-1.7665794995422053e-14	9.768196356617912e-17
52.475247524752476	7.204044944515092e-17	-1.8933151035436965e-14	-1.893345103543694e-14	1.0442726905928979e-16
53.46534653465346	7.66859936913829e-17	-2.02008070754518e-14	-2.020110707545177e-14	1.1117257455240044e-16
54.45544554455446	8.133153793761487e-17	-2.1468463115466582e-14	-2.1468763115466553e-14	1.179178800455107e-16
55.445544554455445	8.597708218384723e-17	-2.2736119155481466e-14	-2.2736419155481437e-14	1.2466318553862178e-16
56.43564356435643	9.0622626430079e-17	-2.400377519549625e-14	-2.400407519549622e-14	1.3140849103173202e-16
57.42574257425743	9.526817067631116e-17	-2.5271431235511082e-14	-2.5271731235511053e-14	1.3815379652484268e-16
58.415841584158414	9.991371492254312e-17	-2.6539087275525915e-14	-2.6539387275525887e-14	1.4489910201795295e-16
59.4059405940594	1.045592591687753e-16	-2.78067433155408e-14	-2.780704331554072e-14	1.51644407511064e-16
60.396039603960396	1.0920480341500746e-16	-2.907439935555558e-14	-2.9074699355555554e-14	1.5838971300417427e-16
61.386138613861384	1.1385034766123942e-16	-3.0342055395570416e-14	-3.034235539557039e-14	1.6513501849728493e-16
62.37623762376238	1.184958919074716e-16	-3.16097114355853e-14	-3.161001143558527e-14	1.7188032399039558e-16
63.366336633663366	1.2314143615370356e-16	-3.287736747560013e-14	-3.2877667475600054e-14	1.7862562948350624e-16
64.35643564356435	1.2778698039993555e-16	-3.4145023515614866e-14	-3.414532351561484e-14	1.853709349766165e-16
65.34653465346534	1.324325246461675e-16	-3.54126795556297e-14	-3.541297955562967e-14	1.9211624046972717e-16
66.33663366336634	1.3707806889239965e-16	-3.668033559564458e-14	-3.6680635595644554e-14	1.9886154596283783e-16
67.32673267326733	1.4172361313863182e-16	-3.7947991635659416e-14	-3.794829163565934e-14	2.0560685145594849e-16
68.31683168316832	1.4636915738486398e-16	-3.92156476756743e-14	-3.921594767567422e-14	2.1235215694905914e-16
69.3069306930693	1.5101470163109595e-16	-4.0483303715689083e-14	-4.0483603715689055e-14	2.190974624421698e-16
70.29702970297029	1.556602458773281e-16	-4.1750959755703917e-14	-4.175125975570389e-14	2.2584276793528007e-16
71.2871287128713	1.6030579012355988e-16	-4.30186157957187e-14	-4.301891579571867e-14	2.3258807342839033e-16
72.27722772277228	1.6495133436979227e-16	-4.4286271835733634e-14	-4.4286571835733555e-14	2.393333789215014e-16
73.26732673267327	1.695968786160242e-16	-4.555392787574837e-14	-4.555422787574834e-14	2.4607868441461165e-16
74.25742574257426	1.7424242286225617e-16	-4.68215839157632e-14	-4.682188391576317e-14	2.528239899077223e-16
