time	PA_D_Cytosol	PABCa_D_Cytosol	h_D_ERM	PABMg_D_Cytosol	CG_D_Cytosol	D28kB_D_Cytosol	PA_Cytosol	CG_Cytosol	PABCa_Cytosol	D28k_high_Cytosol	D28k_high_D_Cytosol	D28kB_high_D_Cytosol	CGB_D_Cytosol	Ca_D_Cytosol	CGB_Cytosol	D28k_Cytosol	D28kB_high_Cytosol	PABMg_Cytosol	IP3_Cytosol	D28k_D_Cytosol	IP3_D_Cytosol	Ca_Cytosol	h_ERM	D28kB_Cytosol	ERDensity_ERM	Ca_D_ER	ERDensity_D_ERM	Mg_Cytosol	Ca_ER	Ca_Extracellular	Mg_D_Cytosol	Ca_D_Extracellular
0.0	27321544.324742235	139251266.01102576	40000.0	515830395.1774797	1198262944.0248964	35566082.9219839	27321544.324742235	1198262944.0248964	139251266.01102576	622787018.824822	622787018.824822	59616101.388035655	166543040.4996487	383851.7551197324	166543040.4996487	646837037.2908738	59616101.388035655	515830395.1774797	1364806.240425715	646837037.2908738	1364806.240425715	383851.7551197324	40000.0	35566082.9219839	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
0.9900990099009901	27316006.053771447	139354528.19187737	40367.51592696194	515732671.26759946	1197938029.3608336	35639471.16065272	27315929.191082105	1197933025.5380192	139355948.4188748	622702605.678019	622703768.521333	59699351.691525355	166867955.16370967	386860.4868131438	166872958.98652393	646763548.0389183	59700514.53483922	515731327.9032914	1364806.2404257157	646763658.3901713	1364806.2404257157	386873.8577054466	40367.44705644549	35641021.38289662	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
1.9801980198019802	27308930.384526454	139494062.8688038	40552.116340688066	515600212.2599181	1197720617.2390237	35689657.286682025	27308753.98776251	1197711656.7259257	139497413.7272228	622618721.5066642	622621073.0028944	59782047.20996375	167085367.28551993	387434.3239144643	167094327.79861763	646713412.6752334	59784398.706194006	515597037.79826313	1364806.2404257162	646713499.824136	1364806.2404257164	387458.26329455856	40551.899768531424	35692439.56835008	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
2.9702970297029703	27302732.62395533	139616783.62884197	40643.14441884925	515483689.2604511	1197544142.6186528	35730367.19790939	27302469.33519351	1197531979.9577553	139621828.92216945	622551464.659083	622554769.0419114	59848351.17094672	167261841.90589103	387900.3804874753	167274004.56678817	646672755.7825618	59851655.553775065	515478907.2558854	1364806.2404257169	646672828.4415642	1364806.2404257169	387932.8802330924	40642.76306867504	35734146.0275267	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
3.9603960396039604	27297546.60364002	139719543.12220573	40686.45267845964	515386115.7874027	1197398473.6892948	35763972.48649502	27297210.6479795	1197383668.8485231	139726006.75009668	622496186.5483131	622500274.2332923	59902845.97956574	167407510.83524945	388285.1989790849	167422315.6760209	646639207.0595334	59906933.66454502	515379988.1151724	1364806.2404257169	646639268.0770687	1364806.2404257169	388324.7661326223	40685.91346174063	35768573.79279633	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
4.9504950495049505	27293243.19150515	139804825.3862094	40705.67426157187	515305136.93553394	1197277900.4689047	35791791.791883074	27292846.94263469	1197260908.748697	139812466.04122353	622450469.3549535	622455204.8987843	59947915.314073995	167528084.05563945	388603.79427136405	167545075.77584738	646611445.5717093	59952650.85790477	515297892.52939034	1364806.2404257169	646611496.8750687	1364806.2404257169	388649.21362143586	40704.99334691927	35797074.04630758	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
5.9405940594059405	27289677.887453716	139875482.1168259	40712.956187878226	515238045.508969	1197178048.1872947	35814833.07911427	27289231.68781013	1197159245.398542	139884097.93041992	622412613.13197	622417885.1519707	59985235.06088772	167627936.33724993	388867.6867274191	167646739.1260027	646588461.4242755	59990507.08088851	515229875.89501846	1364806.2404257169	646588504.566453	1364806.2404257169	388917.95438359334	40712.15231401038	35820679.41102286	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
6.930693069306931	27286725.000388693	139934002.33330148	40714.50586299512	515182478.17955846	1197095348.5258996	35833918.40368238	27286237.43031729	1197075045.7506378	139943425.8023497	622381259.3194238	622386975.6761132	60016144.53674507	167710635.9986459	389086.28111818543	167730938.7739076	646569431.1953053	60021860.89343445	515173542.2805816	1364806.2404257169	646569467.4730505	1364806.2404257169	389140.56553210475	40713.59729802922	35840232.02822807	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
7.920792079207921	27284279.473514587	139982467.7435915	40713.46469959969	515136458.2961424	1197026854.4288678	35849726.875629574	27283757.641284585	1197005309.304892	139992560.0978058	622355290.3196108	622361374.7069539	60041745.50590445	167779130.09567782	389267.3497713401	167800675.21965343	646553674.8747563	60047829.89324761	515126887.7741582	1364806.2404257169	646553705.3781496	1364806.2404257169	389324.96186892845	40712.467981718284	35856427.60411896	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
8.910891089108912	27282254.150364134	140022605.56663468	40711.39671552572	515098345.7962498	1196970126.0813332	35862820.88207456	27281703.94311645	1196947552.001677	140033251.8742182	622333781.4877732	622340170.700684	60062949.51217449	167835858.4432128	389417.33057347836	167858432.52286875	646540629.5304788	60069338.72508514	515088249.6959141	1364806.240425717	646540655.1768694	1364806.2404257169	389477.69935193955	40710.32625996658	35869842.27473215	50000.0	602000000.0	50000.0	5032723011.569825	602000000.0	602000.0	5032723011.569825	602000.0
