time	S_c	S_u	E	I_r	I_u	R	Q
0.0	0.0	66990000.0	112.0	12.0	50.0	0.0	36.0
0.9900990099009901	0.0	66989917.08158345	153.76920257097208	16.750082015257135	57.76834929123823	14.652284419404443	49.978498237389196
1.9801980198019802	0.0	66989816.964534946	201.14891089933954	23.02589472225297	70.04891324277138	32.335243845800505	66.47650232505796
2.9702970297029703	0.0	66989692.32720876	258.56260796149104	31.045814903592287	86.96978538347668	54.32828024560311	86.76630276531094
3.9603960396039604	0.0	66989535.10024072	330.23913852471475	41.1944220445417	109.22857380113096	82.0465307029893	112.191094238559
4.9504950495049505	0.0	66989335.64974858	420.84415914593336	54.01543780126275	137.98916913501694	117.1823551435256	144.3191302179024
5.9405940594059405	0.0	66989082.034073874	535.9516277706554	70.2284144140313	174.87628372758	161.8349375930455	185.0746626393128
6.930693069306931	0.0	66988759.20960589	682.4734356762576	90.76318211805838	222.033261330686	218.64938095665755	236.8711340618507
7.920792079207921	0.0	66988348.09745319	869.1188938048024	116.8105025209068	282.2290068760669	290.98055445424836	302.76358918097594
8.910891089108912	0.0	66987824.43469002	1106.9349729719538	149.89007135171306	359.01131792736516	383.09497975149895	386.6339680132288
9.900990099009901	0.0	66987157.33158744	1409.9713473755585	191.93893032053398	456.91101735970653	500.42452001079977	493.42259752168513
10.89108910891089	0.0	66986307.44428204	1796.1156588614642	245.42500837658406	581.7065279822759	649.8877815554115	629.4207412190538
11.881188118811881	0.0	66985224.65249392	2288.1513357974245	313.4922261410931	740.763238465449	840.2986590288929	802.6420466900785
12.871287128712872	0.0	66983845.10429913	2915.101749115624	400.1455721845762	943.4669931261002	1082.8863433564436	1023.2950431450093
13.861386138613861	0.0	66982087.45364918	3713.9403949291654	510.4869663706779	1201.776857847218	1391.9575425229032	1304.3845891951278
14.85148514851485	0.0	66979848.06957796	4731.767682190005	651.0157309731242	1530.929445343764	1785.7399556354676	1662.47760796037
15.841584158415841	0.0	66976994.93637433	6028.581747069336	830.0112812330381	1950.3360030027475	2287.4566421969375	2118.677952230751
16.831683168316832	0.0	66973359.88819365	7680.804885623851	1058.0204457249079	2484.724714462634	2926.6944371165446	2699.867323465226
17.821782178217823	0.0	66968728.72551793	9785.770475658845	1348.4779058901129	3165.594885044894	3741.1467439111166	3440.2844716052573
18.81188118811881	0.0	66962828.63942548	12467.42987824277	1718.4959405102672	4033.0676554397496	4778.8328658154105	4383.534234529785
19.801980198019802	0.0	66955312.21647486	15883.607496964274	2189.8693916434463	5138.240578693387	6100.923731452554	5585.142326406846
20.792079207920793	0.0	66945737.10445925	20235.218197057933	2790.354046630737	6546.181975171165	7785.33897244914	7115.802349476209
21.78217821782178	1594777.7430111035	65338853.41038476	25707.83671782678	3554.6675718936517	8337.589774326683	9931.229271156923	9047.523268962013
22.77227722772277	6030422.7118110005	60888602.26089017	32085.833241676515	4514.629751690282	10574.241585593441	12660.13310592391	11350.189613966157
23.762376237623762	11203279.964754958	55698788.33232475	39111.48514654714	5687.503310509111	13265.163483541503	16104.586578651104	13972.964401042891
24.752475247524753	16308428.84547564	50574443.40264132	46598.32383981065	7080.054637602908	16387.77820566258	20396.216726974304	16875.378472972025
25.742574257425744	21079477.069504466	45782115.64333472	54358.804633396765	8690.605519089539	19898.6315910305	25658.625425627346	20010.61999166955
26.73267326732673	25447032.443868686	41391422.75711483	62186.56330574933	10509.160503605046	23736.144912085827	32001.80895867559	23321.121336375272
27.722772277227723	29412117.544843033	37401637.03638032	69859.79940567077	12517.292072453873	27822.05189098784	39517.01448048681	26739.260927059608
28.712871287128714	32999410.20595131	33788432.95160605	77152.48657349455	14688.37949620034	32063.661400961264	48272.03703489824	30190.277937097624
29.7029702970297	36240110.57367288	30521002.490327235	83847.76693079693	16988.371404533525	36357.40047814759	58307.283830947425	33596.113355470356
30.693069306930692	39165787.57256775	27568188.7575181	89750.74143556022	19377.05705964247	40593.439419934744	69632.95828159052	36879.47371741814
31.683168316831683	41806280.19059272	24900564.710554652	94699.11489051723	21809.742849842743	44660.954157345805	82227.62504596492	39967.66190894749
32.67326732673267	44189084.73339106	22491027.56249874	98570.85145161793	24239.188855957593	48453.51687694079	96038.28411051749	42795.86281516624
33.663366336633665	46339276.9133288	20314861.189084347	101288.4878349804	26617.646889350235	51874.13644000185	110981.94305862996	45309.683363903336
34.65346534653465	48279618.31819197	18349617.74358345	102820.13732514494	28898.84771258931	54839.55477757145	126948.55236727143	47466.846042012716
35.64356435643565	50030719.44554095	16574946.618899282	103177.51687518507	31039.80564960301	57283.51930109883	143805.0706314308	49238.023102450075
36.633663366336634	51611213.68551863	14972416.32797769	102411.53958474525	33002.338595997055	59158.875863222805	161400.3610136342	50606.87144607529
37.62376237623762	53037926.692968816	13525344.520956649	100606.1335546115	34754.235807340505	60438.446550351015	179570.58845681482	51569.38170542462
38.613861386138616	54326036.353327096	12218640.387550775	97870.9826519248	36270.04076923554	61114.76080705033	198144.7865891184	52132.688304806456
39.603960396039604	55489222.22623016	11038659.898394965	94333.8480151273	37531.44836625603	61198.78892212369	216950.2891812931	52313.5008900805
40.59405940594059	56539804.49272873	9973073.162683172	90133.04066491513	38527.34215094287	60717.88071402106	235817.76638581636	52136.31467240733
41.584158415841586	57488872.712986134	9010742.92908808	85410.49559687736	39253.517405321065	59713.13931836733	254585.66367433078	51631.541930907544
42.57425742574257	58346404.731217735	8141613.304234926	80305.76508276796	39712.14847383653	58236.46312230312	273103.90435097157	50833.68351746268
43.56435643564356	59121376.05255382	7356607.8799853735	74951.11922748547	39911.06492308466	56347.47279444443	291236.7786970366	49779.63181877252
44.554455445544555	59821860.02280929	6647536.570777869	69467.82636035622	39862.901376753725	54110.51052626281	308864.99948465027	48507.16866483029
45.54455445544554	60455119.17413211	6007010.545012341	63963.59140793827	39584.18162581767	51591.86058869709	325886.9515612742	47053.69567182374
46.53465346534654	61027688.14783328	5428364.690155219	58531.05991002133	39094.39017121619	48857.29911239473	342219.20069328323	45455.212124576436
47.524752475247524	61491061.19532254	4959960.739352003	53258.018283279605	38415.140913148025	45970.26913494998	357796.36021417036	43748.27677989309
48.51485148514851	61683379.159982346	4763321.630765076	48359.88964574563	37572.46371958024	43000.66366597284	372571.43698899524	42004.755232256095
49.504950495049506	61752457.96793816	4690341.563604688	43976.6237606542	36599.24225129105	40032.0674621078	386519.7285423556	40282.80644071705
50.495049504950494	61775952.24920817	4663257.945694559	40094.02260177165	35527.85218624537	37136.41465420404	399639.51355020574	38602.00210482859
51.48514851485149	61782676.237462826	4653213.818488038	36654.35033226712	34386.27163952446	34363.93430434339	411947.21683095634	36968.170942015175
52.475247524752476	61783318.71117018	4649498.197337201	33595.75389520765	33197.58804865079	31745.20752018695	423471.7019937157	35382.84003483621
53.46534653465346	61781840.31687294	4648134.013337759	30863.41274722142	31980.51629518887	29295.890042475246	434249.51915502915	33846.331549350434
54.45544554455446	61779703.553572536	4647643.695707572	28411.404099312946	30750.11385962317	27021.16341608872	444321.3807469467	32358.688597898534
55.445544554455445	61777443.10412041	4647477.791297243	26201.8401802618	29518.44556411942	24919.231312332075	453729.6939672709	30919.89355833175
56.43564356435643	61775249.07307572	4647431.688372972	24203.445387702093	28295.14069118181	22983.87416598242	462516.8996604725	29529.87864592836
57.42574257425743	61773183.759083666	4647429.035837556	22390.226254208363	27087.844384697157	21206.24728868847	470724.3955143724	28188.491636767696
58.415841584158414	61771262.304888465	4647441.279919239	20740.383970783074	25902.58017501665	19576.115315850886	478391.87105962954	26895.464670967398
59.4059405940594	61769482.75472925	4647457.733899124	19235.464811064652	24744.041497780043	18082.681162370092	485556.92742818146	25650.396472180342
60.396039603960396	61767837.27504413	4647474.425104423	17859.705780251243	23615.827361869942	16715.128805197255	492254.89076736255	24452.74713673056
61.386138613861384	61766316.3463264	4647489.9247790165	16599.53099881192	22520.634141529976	15462.966714430539	498518.75490399596	23301.84213578102
62.37623762376238	61764910.32185161	4647503.779094909	15443.161885080324	21460.41272932312	14316.234000619039	504379.2081626925	22196.882275753942
63.366336633663366	61763609.99331667	4647515.912521849	14380.312723982443	20436.49812950809	13265.613180445562	509864.7130437113	21136.95708382804
64.35643564356435	61762406.77832738	4647526.396888325	13401.950401864779	19449.716932360967	12302.480394619686	515001.6172408392	20121.05981460695
65.34653465346534	61761292.762172	4647535.359493676	12500.102635047595	18500.4768767994	11418.914595059008	519814.2813680946	19148.10285932838
66.33663366336634	61760260.68298156	4647542.945109989	11667.703125971122	17588.841790893744	10607.680625112991	524325.213594988	18216.932771477765
67.32673267326733	61759303.89518384	4647549.299565633	10898.465141677154	16714.594485887003	9862.196432107768	528555.204763323	17326.344427529526
68.31683168316832	61758416.325437956	4647554.562381203	10186.777156110276	15877.289672452385	9176.491410065331	532523.4598887003	16475.094053515466
69.3069306930693	61757592.427026175	4647558.863481366	9527.61583734968	15076.298549384552	8545.160545461262	536247.7235695275	15661.910990735674
70.29702970297029	61756827.13536116	4647562.32187948	8916.47282021277	14310.846405912793	7963.317449455364	539744.3979162425	14885.508167544818
71.2871287128713	61756115.8258104	4647565.045386789	8349.292559293279	13580.044336474237	7426.548249543784	543028.6523528716	14144.591304640551
72.27722772277228	61755454.2743612	4647567.130878361	7822.419189367679	12882.91597428058	6930.867549347359	546114.5251294586	13437.866917997573
73.26732673267327	61754838.6213068	4647568.6648632735	7332.550786573067	12218.419997410965	6472.677145053131	549015.0166964937	12764.049204418148
74.25742574257426	61754265.33795053	4647569.724212499	6876.699771758592	11585.469038327301	6048.727837177667	551742.1752850029	12121.865904730656
75.24752475247524	61753731.1962231	4647570.376955513	6452.1584588537735	10982.945527981026	5656.0844453972395	554307.1751465417	11510.06324263759
76.23762376237623	61738957.37600491	4661846.291416209	6056.671998417125	10409.715477824975	5292.095923606603	556720.3879883761	10927.461190685553
77.22772277227723	61468219.15063845	4932093.216586904	5707.787567289346	9864.937119185086	4955.373452907016	558991.5222358399	10378.012399458572
78.21782178217822	61027292.150509514	5372487.34335442	5433.091605679178	9349.061388659904	4648.8338882361	561130.4391382278	9869.080115299266
79.20792079207921	60523108.77355696	5876081.353719051	5231.283260203965	8863.02538695335	4376.389531134752	563148.0290201082	9401.14552561911
80.1980198019802	59995396.39637716	6403146.971735278	5091.2744800961755	8407.369671895472	4140.021551147761	565056.0089581755	8971.95722628673
81.18811881188118	59458917.150860734	6938924.814276136	5001.293300057302	7982.085049187291	3939.6175932661713	566866.3446364967	8578.694284181322
82.17821782178218	58919158.29039224	7477930.620144568	4951.426570701833	7586.695399557385	3773.5618328138744	568590.7489552647	8218.656704895297
83.16831683168317	58378160.7896467	8018125.6531425705	4934.002673497111	7220.387411072268	3639.366395483045	570240.3502392664	7889.450491463462
84.15841584158416	57836684.6420186	8558751.213341799	4943.334236738464	6882.129363431643	3534.1616389968035	571825.5131075344	7589.00629296508
85.14851485148515	57295013.37552793	9099524.176906545	4975.331029535001	6570.765450190794	3455.0302136886394	573355.7715504895	7315.549321685947
86.13861386138613	56753253.038678296	9640338.121543583	5027.1419787061905	6285.086198972634	3399.2147978208577	574839.8364405972	7067.560362084596
87.12871287128712	56211443.358717285	10181152.272788942	5096.865428210385	6023.879265382239	3364.234893852174	576285.6484830567	6843.740423330375
88.11881188118812	55669599.11118959	10721950.214926993	5183.327854573459	5785.965204581551	3347.942450516765	577700.4562181155	6642.982155685032
89.10891089108911	55127725.53990647	11262724.525349792	5285.920392898124	5570.222166760782	3348.538602976358	579090.9055561081	6464.348025044986
90.0990099009901	54585824.12062437	11803471.04165759	5404.481109075754	5375.602634462506	3364.5672781679186	580463.1323548193	6307.054341564129
91.08910891089108	54043894.725462876	12344186.708000619	5539.2124278117035	5201.144575338706	3394.896361194139	581822.8530603828	6170.460111836073
92.07920792079207	53501936.44027152	12884868.75165009	5690.625243805913	5045.978781085191	3438.693439927303	583175.4508034464	6054.059810183774
93.06930693069307	52959947.87387914	13425514.353363145	5859.503244157402	4909.333700175039	3495.4005665486	584526.0558931812	5957.479353715557
94.05940594059406	52417927.27241696	13966120.50009672	6046.882658946388	4790.538724838848	3564.71072000987	585879.6206285235	5880.47475406389
95.04950495049505	51875872.55628916	14506683.90354982	6254.044000574462	4689.026640268129	3646.547498939033	587240.9889372241	5822.933084080425
96.03960396039604	51333781.324219145	15047200.94057313	6482.513382430779	4604.335762812784	3741.048829476374	588614.9617003138	5784.875532761409
97.02970297029702	50791650.84132126	15587667.598427052	6734.071826543458	4536.112165366088	3848.5550292645635	590006.3587914543	5766.462439133435
98.01980198019803	50249478.017767295	16128079.417803017	7010.771574436247	4484.112302209223	3969.601314848111	591420.0789494527	5768.00028880675
99.00990099009901	49707259.38053185	16668431.43019514	7314.958893550094	4448.206288860144	4104.914718997232	592861.1586336435	5789.950738027529
100.0	49164991.03904144	17208718.087480992	7649.303247280254	4428.382058759397	4255.415348969514	594334.8310212708	5832.941801349761
