time	Tp	Tm	G	A	S	P	Nn	Na
0.0	100000.0	0.0	0.0	0.0	0.26	0.03	0.5	80.0
0.9900990099009901	118022.02669435217	28267.824462229804	7.998053706415035	164.6549609208821	74.70404337590153	0.3265398280361633	0.5047362789599713	23.79787017265826
1.9801980198019802	234692.39382814578	68439.5993715119	12.68561239024636	238.72594477896345	100.11562109945271	0.36539129338146226	0.3415473619366026	14.072569914826309
2.9702970297029703	971699.2060501827	212660.04549735837	25.65357929338491	433.1535448068119	155.03685088212552	0.4161295115034575	0.12774394406882755	3.906041124565266
3.9603960396039604	974835.8663600523	432542.5868715472	25.67856775206702	434.84169827335205	155.5743162346331	0.4164175976517903	0.12777371562659637	3.8939449446463783
4.9504950495049505	974835.8881967448	649759.0985644602	25.678567802678774	434.8417300859812	155.57432691278964	0.41641760306227515	0.12777372155607686	3.8939448606839684
5.9405940594059405	974835.8882104357	864282.6137647565	25.678567802726434	434.84173010333393	155.57432691858708	0.4164176030652269	0.1277737215590542	3.8939448606313216
6.930693069306931	974835.8882364631	1076146.5192426448	25.67856780294773	434.8417301150562	155.57432692224438	0.41641760306722303	0.12777372155863798	3.89394486053125
7.920792079207921	974835.8882134797	1285383.7882083459	25.67856780274852	434.841730105322	155.5743269192287	0.41641760306556547	0.12777372155918226	3.893944860619609
8.910891089108912	974835.8882069481	1492026.9849135976	25.6785678026924	434.84173010247576	155.57432691834373	0.4164176030650805	0.12777372155931346	3.893944860644739
9.900990099009901	974835.8882081104	1696108.2700154919	25.67856780270135	434.84173010315055	155.57432691855956	0.4164176030651955	0.12777372155933833	3.893944860640263
10.89108910891089	974835.8882071837	1897659.4055318101	25.67856780269401	434.84173010264556	155.57432691839898	0.4164176030651095	0.1277737215593281	3.8939448606438267
11.881188118811881	974835.8882076677	2096711.7595921068	25.678567802697895	434.8417301029017	155.57432691848018	0.4164176030651532	0.12777372155933128	3.893944860641965
12.871287128712872	974835.888207524	2293296.311676691	25.678567802696623	434.8417301028448	155.57432691846265	0.4164176030651433	0.12777372155933578	3.893944860642518
13.861386138613861	974835.8882076737	2487443.6572782006	25.67856780269787	434.8417301029166	155.57432691848535	0.41641760306515585	0.12777372155933475	3.893944860641941
14.85148514851485	974835.8882077101	2679184.012106041	25.67856780269812	434.8417301029416	155.57432691849337	0.41641760306515996	0.12777372155933653	3.8939448606418012
15.841584158415841	974835.8882076109	2868547.2169031836	25.67856780269738	434.8417301028814	155.57432691847404	0.41641760306514974	0.12777372155933367	3.8939448606421827
16.831683168316832	974835.8882075663	3055562.7426525746	25.678567802697085	434.84173010284735	155.5743269184629	0.41641760306514386	0.12777372155933037	3.8939448606423546
17.821782178217823	974835.8882075759	3240259.6954482095	25.67856780269717	434.8417301028508	155.57432691846395	0.4164176030651445	0.12777372155932995	3.893944860642318
18.81188118811881	974835.8882076538	3422666.8201968293	25.6785678026978	434.8417301028888	155.57432691847592	0.4164176030651511	0.12777372155932953	3.8939448606420193
19.801980198019802	974835.8882076062	3602812.5062791905	25.678567802697405	434.84173010286736	155.57432691846924	0.4164176030651474	0.12777372155933037	3.8939448606422027
20.792079207920793	974835.8882076263	3780724.7896884107	25.67856780269762	434.8417301028667	155.57432691846864	0.4164176030651472	0.12777372155932723	3.8939448606421254
21.78217821782178	974835.8882075909	3956431.3608215125	25.678567802697305	434.8417301028562	155.5743269184656	0.41641760306514536	0.12777372155932934	3.893944860642261
22.77227722772277	974835.8882075921	4129959.5648151455	25.67856780269733	434.8417301028532	155.57432691846455	0.4164176030651448	0.12777372155932828	3.893944860642256
23.762376237623762	974835.8882075864	4301336.40941866	25.678567802697245	434.8417301028579	155.57432691846634	0.4164176030651457	0.1277737215593306	3.8939448606422777
24.752475247524753	974835.8882075888	4470588.566159726	25.67856780269726	434.84173010286077	155.57432691846728	0.41641760306514614	0.127773721559331	3.893944860642268
25.742574257425744	974835.8882075828	4637742.376598239	25.678567802697216	434.84173010285724	155.57432691846608	0.4164176030651455	0.12777372155933078	3.8939448606422915
26.73267326732673	974835.8882075816	4802823.855268847	25.678567802697202	434.8417301028562	155.57432691846574	0.4164176030651454	0.12777372155933067	3.8939448606422964
27.722772277227723	974835.8882075798	4965858.694335899	25.678567802697188	434.8417301028546	155.57432691846526	0.41641760306514525	0.12777372155933053	3.8939448606423035
28.712871287128714	974835.8882075805	5126872.267519539	25.678567802697195	434.8417301028552	155.57432691846546	0.4164176030651453	0.1277737215593306	3.8939448606423004
29.7029702970297	974835.8882075814	5285889.633848027	25.678567802697206	434.84173010285605	155.57432691846577	0.41641760306514547	0.1277737215593307	3.893944860642297
30.693069306930692	974835.8882075812	5442935.542002469	25.678567802697206	434.841730102856	155.57432691846566	0.41641760306514547	0.12777372155933064	3.8939448606422973
31.683168316831683	974835.8882075814	5598034.433471568	25.678567802697202	434.84173010285616	155.57432691846566	0.4164176030651454	0.12777372155933064	3.8939448606422973
32.67326732673267	974835.888207581	5751210.447131476	25.6785678026972	434.8417301028559	155.57432691846566	0.41641760306514536	0.12777372155933067	3.8939448606422986
