time	PX	PY	PZ	X	Y	Z
0.0	0.0	0.0	0.0	0.0	20.0	0.0
1.0	81.44041227830465	188.3820216984616	42.64142499478237	19.903416016903485	30.615526718471415	7.491022398848356
2.0	218.53859184363233	358.0267741350321	84.58900066151632	21.233496591418643	23.608855889632505	5.8662624619159836
3.0	337.6221249899548	469.6258234870294	113.05465757639455	18.54406591073758	17.234829468653952	4.4036326748050305
4.0	428.9377761124915	536.662563496809	131.03488623307518	15.559753422461554	12.48200221002168	3.2958076078258727
5.0	495.4961801485325	572.0166992382906	141.44143049631742	13.017902145470977	9.037650320369151	2.4856662758582795
6.0	542.4648360387719	585.3957181558969	146.5316917377758	11.03360175649083	6.564228587596424	1.902653875128265
7.0	574.7766249697879	583.829385707273	147.9768094547062	9.56144064662532	4.795366906099123	1.4883667781984091
8.0	596.5686113608456	572.3326503187061	146.99297107625955	8.51882958224189	3.5332866041603603	1.1983534604874617
9.0	611.1378609413647	554.4509952411224	144.45827734017223	7.823197271830727	2.6341034495142	0.9998279779766072
10.0	621.0418436482546	532.6717731142559	141.00435936876767	7.402844388650491	1.9940710985763372	0.8690057492320556
11.0	628.2289450028547	508.7253459607706	137.08516616932428	7.198467110623104	1.5386988174873837	0.7888240698077915
12.0	634.1579255146761	483.80276897598367	133.02759857580398	7.161616230216699	1.214619163962845	0.7471679796153188
13.0	639.8954769467126	458.7121746966772	129.06842145905244	7.252319974022527	0.983646984885143	0.73553974026739
14.0	646.1912022879028	433.990775316667	125.38103887361643	7.436750014142277	0.8184913420678648	0.7480806752753532
15.0	653.5331083980227	409.9849750284337	122.09487612014472	7.685264352896695	0.6996802169406242	0.7808607049113117
16.0	662.1879069129876	386.90764666175306	119.30941213554776	7.97094251090632	0.61336143690407	0.8313667838291126
17.0	672.2305761998134	364.87908466008497	117.10436588173002	8.268643782388533	0.5497296359819717	0.8981371968011345
18.0	683.5673945312864	343.9562623526361	115.54712784186925	8.554580490973999	0.501897493969516	0.9805019578656679
