time	PX	PY	PZ	X	Y	Z
19.0	695.9562245828329	324.1537704008024	114.69824585455319	8.806364367739453	0.4650778287841022	1.0783988973989633
20.0	709.0271664303539	305.45852125345846	114.61547349851772	9.00347591494524	0.4359943521753107	1.1922461767254013
21.0	722.3061200579377	287.8402112225427	115.3568572416845	9.128032858489856	0.412445685644045	1.322851036101987
22.0	735.2425539421125	271.25854340390975	116.98309586166094	9.165729487419906	0.392986533535556	1.471346130113057
23.0	747.2417940217093	255.6681195226943	119.55937313126017	9.106770887695355	0.37669519683049246	1.6391424707495823
24.0	757.7008631404489	241.0216926903652	123.15679414798595	8.946616060863892	0.36300459453838424	1.8278925768555505
25.0	766.0457650634307	227.27223215951346	127.853494432156	8.686363314529995	0.35158265097976904	2.039458072991644
26.0	771.7672846850434	214.37418616843115	133.7354603941922	8.332658707463432	0.34224923075007113	2.275876987935564
27.0	774.4520313790948	202.28419845069067	140.89706319708768	7.897089240891891	0.3349206629219587	2.539326807183578
28.0	773.8056881872521	190.96147820689706	149.4412824834501	7.395112365055666	0.32957452970397844	2.832079128350059
29.0	769.6662071789484	180.36795912436608	159.47956774913698	6.844660591159765	0.3262285078528564	3.156442404546573
30.0	762.006859336366	170.46834642505985	171.1312989471633	6.2646222509873875	0.3249285149232645	3.514689717811476
31.0	750.928375709156	161.23009836842567	184.52271225621715	5.67337851414894	0.3257441664007892	3.9089661654760635
32.0	736.642373167576	152.62339311027685	199.78519932562975	5.087582677479921	0.32876833798262767	4.34117346149518
33.0	719.4493068661415	144.62111076047418	217.05285746937278	4.521317914639349	0.33411871810507676	4.812828172807476
34.0	699.7138201234516	137.19882979017595	236.45920506824172	3.9856155959212103	0.341940944576328	5.324893096027801
35.0	677.8392630140597	130.3348463169741	258.1328171114718	3.4883502206419297	0.352413053871338	5.877577013814166
36.0	654.2443548432361	124.01022422995985	282.19188256584533	3.03440644731589	0.365750158930909	6.47010819034437
37.0	629.3434267374922	118.20887652865592	308.73747502541323	2.6260582385143962	0.38220949636583784	7.100483258311449
38.0	603.5307965657415	112.91767431071096	337.84556261160026	2.263442738836604	0.402095911480347	7.765201966292107
39.0	577.1694552519995	108.1265864606435	369.5577689455632	1.9450669205749505	0.42576765893583396	8.459000583612154
40.0	550.5839963871289	103.82885146731634	403.87098526680086	1.668290011478891	0.4536425898006821	9.174604429201732
41.0	524.0568745694181	100.02117909637263	440.7262036946281	1.4297461558579416	0.48620485853754614	9.902524382458472
42.0	497.8276809257748	96.70398727545177	479.9969368626494	1.2256886071422652	0.5240122347822189	10.630932855170675
43.0	472.0943316665943	93.88167197014695	521.4779572069976	1.052260012411961	0.5677039727909655	11.345648256720237
44.0	447.0158547197602	91.5629170345299	564.8751996065243	0.9056812966625283	0.618009686496972	12.030277348605459
45.0	422.71598696430857	89.76104190997408	609.7978715926527	0.7823885752808883	0.6757583523331142	12.666539102350875
46.0	399.2872688683629	88.49439081651776	655.7539923513414	0.6791103093071795	0.7418885862979582	13.234807623228127
47.0	376.79524833201987	87.78676728237718	702.1507147605682	0.5929065692587155	0.8174594945856426	13.714889446237512
48.0	355.2825651397752	87.66791260318344	748.3004182825763	0.5211832895751174	0.9036619288452905	14.087018522706451
49.0	334.7727793791672	88.17403130813557	793.4340602119235	0.46168406575633125	1.0018302376153343	14.33305495638898
50.0	315.2738591139877	89.34835811622357	836.7216958760699	0.41247032498351227	1.113454189165692	14.437797203378572
51.0	296.7812513870603	91.2417690692618	877.3010162386258	0.37189394740845877	1.2401906302719239	14.390321859922915
52.0	279.2805723354849	93.91342528753052	914.3122318788554	0.338567030035956	1.383874352848069	14.185197499803948
53.0	262.7498987007341	97.43144300009403	946.9381008923273	0.31133046540684295	1.546527501558119	13.823410390090187
54.0	247.16170046456887	101.87357385832769	974.4459420174992	0.2892238064665324	1.7303665814380413	13.31283127290148
55.0	232.4844554439022	107.3278753961288	996.2280496278646	0.2714572958076683	1.9378059240780898	12.66810285678827
56.0	218.6839616475536	113.89334341565123	1011.8364063660098	0.2573826432984116	2.171456029837818	11.909857282913585
57.0	205.72430633526207	121.68047223967288	1021.0079278690487	0.24645385669510916	2.4341156447509	11.063340033670855
58.0	193.56889925492365	130.81168655463728	1023.6761789314253	0.23829030169190085	2.7287543004469423	10.15654565186279
59.0	182.18126730691486	141.42159991304857	1019.9704746713892	0.23257172777117335	3.058482799957962	9.218193299568409
60.0	171.52552431152873	153.6569976205611	1010.200459475369	0.22905964052754507	3.426507835031808	8.275712536852508
61.0	161.56681536010933	167.67645880078382	994.8294668181355	0.22758322803831	3.8360682364847194	7.353559872207562
62.0	152.27168793800132	183.64950210061687	974.4399824697315	0.22803108274339923	4.290348540943375	6.472023284935286
63.0	143.60836787318684	201.7551314119702	949.6953141666448	0.23034520114913914	4.792365757253975	5.646580118960008
64.0	135.54698687888816	222.17959381446983	921.3012469796942	0.23451761866555182	5.344824209943684	4.887809222952447
65.0	128.0597810189166	245.11321672143043	889.9713858539958	0.24058553143459177	5.949936244240943	4.201717217810444
66.0	121.12124352807623	270.7461334489422	856.3979973708771	0.24863003042753073	6.609206299144147	3.5903596046058484
67.0	114.7082650130236	299.26268414328	821.2296778706581	0.25877556957885084	7.323176078952024	3.0526242755095656
68.0	108.80026471820351	330.83440215028133	785.0557876455719	0.2711900689699702	8.091136473309607	2.5850369716233628
69.0	103.37931702914426	365.6115727425175	748.3966711141011	0.2860865146870152	8.910812972946479	2.1825387412398825
70.0	98.43028032560045	403.7129249686761	711.7004274806848	0.3037250687261443	9.77802859694561	1.8391029984608824
71.0	93.94093875464621	445.2138506440985	675.3434887716617	0.32441690833638026	10.68636915537761	1.5483212246061764
72.0	89.90216207484922	490.13320008309285	639.6339991944332	0.3485278505204605	11.626879896579464	1.303744287419747
73.0	86.30808201506862	538.4192936745718	604.8169904205681	0.3764838324465728	12.587814541879839	1.0992157925186263
74.0	83.15629417082606	589.9353519889933	571.0811900887933	0.40877651394399467	13.554473995729305	0.9290115441791083
75.0	80.4480906009197	644.4451692747151	538.5662040050796	0.4459704973588268	14.509180672469022	0.7879491721853923
76.0	78.18872729165622	701.6002553171463	507.36955913540737	0.4887113235897342	15.43142430486887	0.6714432978788688
77.0	76.38772996657713	760.9294584194396	477.5535387489609	0.5377342518884748	16.2982162106744	0.575490432979925
78.0	75.05924221608967	821.8324244095157	449.1513624421548	0.593874348073094	17.084682305123955	0.49664620589091324
79.0	74.22242145488016	883.5783866004095	422.1727273080363	0.6580774123257865	17.764915054195956	0.4319828109995283
80.0	73.90188448460141	945.3115935310666	396.6086689550689	0.731411904572319	18.313083394797136	0.3790320487807661
81.0	74.12820654921305	1006.0646375944218	372.4356976105011	0.8150818820753662	18.704782349864484	0.33573180640962547
82.0	74.93847608929647	1064.7805814781736	349.6193084436664	0.9104406370642982	18.9185736789247	0.3003716132971473
83.0	76.37690644797877	1120.3444282739408	328.11689621083696	1.0190050282655452	18.937634458282066	0.2715409092379267
84.0	78.49550354873033	1171.6234475910683	307.88014735245804	1.142470148447703	18.75137971969818	0.24808359666725194
85.0	81.35478709371007	1217.515112000592	288.8569870437659	1.28272389924771	18.356886711209924	0.2290570693103377
86.0	85.02455966383347	1257.0001308582353	270.9931364489121	1.4418610076339364	17.759906104305994	0.21369657976288703
87.0	89.58471399899955	1289.1966436554583	254.23334484937257	1.6221956682965961	16.975238736150228	0.2013849118086643
88.0	95.12606346840025	1313.4106364410181	238.52235348416488	1.8262718605111652	16.026306740179184	0.19162649304960336
89.0	101.75117498341955	1329.1772240167518	223.80563621169037	2.056870153974852	14.943851650336951	0.18402592404431653
90.0	109.57517524060952	1336.2875286564401	210.02995908891188	2.3170093443583104	13.763827431170084	0.17827065639990428
91.0	118.72649104493392	1334.7976780749648	197.1438010337421	2.609941037386031	12.52474989862296	0.17411730274790121
92.0	129.34747331769918	1325.0186032681588	185.09766515439344	2.9391347706300293	11.26485695247781	0.17138114424460507
93.0	141.59484025689318	1307.4879993845277	173.84430764634556	3.30825077362738	10.019477291934592	0.16992805347364012
94.0	155.6398552529038	1282.9281685468134	163.33889541084025	3.7210968290979425	8.818955452480576	0.1696639100497769
95.0	171.66814586877467	1252.1953986338349	153.53909699213023	4.181565906121841	7.68732694847556	0.1705400910886297
96.0	189.8790180914533	1216.226526089775	144.40528466774015	4.693547987324606	6.641822072368583	0.1725529021701305
97.0	210.4841538335063	1175.9883646402825	135.90047176324623	5.260813280341705	5.6930304714721265	0.17570845039254265
98.0	233.70548837557533	1132.4333627924802	127.9903056638975	5.886863306811508	4.845637256754302	0.18004532675973642
99.0	259.7721210314956	1086.4644385744614	120.64307814202851	6.574745711121247	4.09945437125797	0.18562820636334387
100.0	288.9160287980474	1038.9097083334334	113.82973353033378	7.326828667671565	3.4505792074952812	0.192550360246828
