time	CD4	CD8	Mr	Ma	Mi	Se	Si	CD4rec	Mrrec
0.0	9000000.0	7000000.0	9000000.0	0.0	100.0	200.0	100.0	27000000.0	20000000.0
0.9900990099009901	36001779.5700494	5322731.536620269	3565723.4780009915	15838560.110666282	1209.958288762415	7268.827257718444	292011.8380722936	1.3238245736409478e-25	11094488.418743886
1.9801980198019802	26993919.69076998	4190390.5666899965	4393297.62328381	22831331.884864632	7150.483671393165	12007.321864242722	1073995.5512445858	-1.108547697496273e-36	4475704.22811296
2.9702970297029703	20555004.584778383	3447045.3964418583	4334068.360139821	26353489.316840246	10415.71110086124	7323.168880197972	2383650.2504094853	1.4384033579583226e-42	1827897.9631549716
3.9603960396039604	16577395.17677184	2953478.077486149	4064438.272716862	28289241.06565863	10121.888655548892	4426.657080606114	3794106.0036010426	1.6304087196658364e-47	789059.544482736
4.9504950495049505	17018894.47129444	2593226.937487845	4238865.634076177	29074287.57068444	8741.099474933853	3005.9262962096327	5059161.267970975	7.746960743853013e-53	363525.7178243706
5.9405940594059405	19199673.373584688	2291319.1763303815	4615676.067413701	29389917.00348358	7347.381724821743	2211.465365108236	6153256.360326458	1.6606648018871694e-56	178342.83067780396
6.930693069306931	21787228.223653384	2034244.63863944	5001309.663371001	29554236.494681526	6141.170457263687	1693.4712471605596	7093160.095818747	-4.72949853371366e-60	92913.2595537446
7.920792079207921	24643433.99774537	1818268.4946900508	5370823.651200585	29617422.980624642	5134.264900349678	1328.5200966185253	7902422.8862499455	3.0443176038695803e-64	51323.735111111986
8.910891089108912	27729564.13282012	1639425.170207248	5713404.467938414	29588830.926581375	4304.492455456268	1064.0368110435331	8603960.660832444	1.3879952398549733e-67	29989.219901069726
9.900990099009901	31006197.264541235	1493168.5434184116	6020655.819440115	29472408.854806054	3625.538175012461	870.4016541893332	9217276.207466925	-3.2386869603297404e-71	18462.12943185415
10.89108910891089	34424867.621766634	1374738.101401474	6286936.999461644	29275286.921421193	3073.138968146318	727.8932464072477	9758087.879724927	-1.3322350381410736e-74	11909.461946087022
11.881188118811881	37929381.699337624	1279517.4710395285	6509851.939553991	29009436.388752922	2626.096916121563	622.6306699718521	10238754.224251488	-2.1420509264545123e-78	7999.458766955815
12.871287128712872	41459051.40760838	1203288.5205600555	6690078.504810544	28690527.157638494	2266.261483364994	544.7589513420589	10668911.62082072	3.4680846645455034e-80	5558.65792498688
13.861386138613861	44952575.55360513	1142371.4482982205	6830712.370325657	28335806.93201779	1978.3281912849488	487.30633787232733	11056111.216420712	5.8571130831658505e-83	3971.1496559157767
14.85148514851485	48351966.61740602	1093669.8743786397	6936408.7336891	27962033.015706092	1749.587706226473	445.36537754961324	11406369.412095854	2.6959287324314976e-86	2900.095141539066
15.841584158415841	51606007.601536065	1054649.6301552802	7012555.56253658	27583964.65386217	1569.6458951855584	415.4992987896338	11724603.454144362	-9.897629156896704e-89	2153.877878795875
16.831683168316832	54672831.46779886	1023279.0899840759	7064615.3931191275	27213545.64265668	1430.13117646976	395.3189476588238	12014954.686536165	-3.303312644639431e-92	1619.37518733768
17.821782178217823	57521393.65037266	997952.9791488919	7097680.884194377	26859681.76109036	1324.4078008426823	383.186376420723	12281017.479117401	3.5982288086296996e-94	1227.4609309033822
18.81188118811881	60131813.34513875	977414.42892355	7116227.472587355	26528427.91033404	1247.3103579682067	378.00964014434476	12525996.694206258	8.652203071349272e-96	934.5272022723481
19.801980198019802	62494736.93163546	960683.7416711926	7124017.469190488	26223400.029090792	1194.9089077362864	379.101790516101	12752815.103260743	8.933486869946026e-98	712.2424710122332
20.792079207920793	64609989.565690115	946997.6724152704	7124104.848135647	25946269.20082224	1164.3085802222452	386.0843866411534	12964187.9315399	2.7561460513373007e-100	541.6868430085037
21.78217821782178	66484818.39871946	935760.0451370743	7118897.616665608	25697246.43249932	1153.4833845035675	398.82155134945606	13162676.97376894	9.601816026612397e-103	409.8886492245033
22.77227722772277	68132005.74628003	926502.8694459947	7110246.485669026	25475509.52208158	1161.1413756003437	417.3747519102553	13350732.6218627	2.3322216966914392e-105	307.7195122635991
23.762376237623762	69568067.35796285	918856.3932435011	7099539.786017185	25279553.251538638	1186.6169144459504	441.9713695215061	13530729.031262951	-3.2818889728305847e-107	228.58144629414787
24.752475247524753	70811674.82697801	912526.3584454292	7087793.274509599	25107461.97661834	1229.785120753709	472.9820631913392	13704995.469510743	-4.201653801178703e-109	167.57002538118735
25.742574257425744	71882370.76078893	907276.8543967463	7075729.399080187	24957112.748399854	1290.993433994306	510.90320336139655	13875845.428629346	-1.5019686457945654e-111	120.93287407913928
26.73267326732673	72799590.66435051	902917.4153801436	7063844.230382593	24826320.59980427	1371.0052338885216	556.3414608402525	14045604.11501481	-1.0330989332712796e-113	85.7172869798756
27.722772277227723	73581969.27934264	899293.2856238637	7052462.277965617	24712938.003026754	1470.950592673267	609.9981492519769	14216634.271744218	-4.460336791209913e-116	59.542407044445575
28.712871287128714	74246889.38558383	896278.0282016842	7041780.378624434	24614919.35541596	1592.2793785230517	672.6512619520449	14391359.808751952	-1.7884317335694025e-117	40.45470416850996
29.7029702970297	74810223.62933746	893767.8642659812	7031902.200772103	24530359.630576342	1736.712107654342	745.1334245232016	14572286.336669426	-7.0367572944467e-120	26.838606062479602
30.693069306930692	75286220.13867298	891677.293863794	7022864.9285890525	24457514.551594578	1906.1842071864091	828.3042968374856	14762017.380860303	-2.133898204187431e-122	17.361824491554326
31.683168316831683	75687486.08227573	889935.6748719069	7014659.529648945	24394808.063633177	2102.779794049413	923.0163886414097	14963264.784321332	-3.23556398176267e-123	10.940095808142539
32.67326732673267	76025025.48095903	888484.5315340515	7007245.734289905	24340831.64381123	2328.6518086359165	1030.0738647871751	15178851.606620843	1.1014946073293425e-124	6.7103496734767365
33.663366336633665	76308282.84367652	887275.4402330279	7000562.446618982	24294339.208430536	2585.9264445655594	1150.1847289789723	15411705.712522143	-1.7902641723463522e-126	4.005375927877751
34.65346534653465	76545123.33391951	886268.4113783325	6994533.654900604	24254241.28410337	2876.5912983090952	1283.9077316540263	15664842.25060394	-1.5529278536418316e-127	2.3267933432848986
