time	FeDuo	FeRBC	FeSpleen	FeLiver	Tf	Hepcidin	Fe2Tf	Fe1Tf	NTBI	FeRest	FeBM	FeOutside
0.0	4.522709658297896e-07	3.000419111816154e-05	2.6535386983253474e-07	2.323937591254054e-06	2.05683830088178e-08	2.9902269360981806e-11	1.7582265578416237e-08	1.2159351412765894e-08	4.33045736047067e-11	5.649279300692685e-06	6.509657569052975e-07	0.0
0.9900990099009901	3.042600523875243e-07	3.0025058324850695e-05	2.0645742144300326e-07	2.312793398047294e-06	1.7381676030804202e-08	2.1890780341971796e-11	2.154463440903656e-08	1.1383689560159177e-08	5.681110652286919e-11	5.649025336236093e-06	6.994767896793258e-07	0.0
1.9801980198019802	1.7221884628357478e-07	3.0099741534844326e-05	1.5940540044336443e-07	2.269904017592897e-06	1.7187691678590284e-08	1.8103702350449215e-11	2.18245521203859e-08	1.1297756201023795e-08	5.769150589058262e-11	5.619880002935438e-06	7.377921960106904e-07	0.0
2.9702970297029703	8.302319723345396e-08	3.0196152743140246e-05	1.3997676576867452e-07	2.201980035813323e-06	1.763306736369637e-08	1.6310332439376005e-11	2.1481201011537307e-08	1.1195731624766322e-08	5.600150125146492e-11	5.558791179114527e-06	7.462173234880002e-07	0.0
3.9603960396039604	3.637085204240268e-08	3.0290066788981717e-05	1.3131613607383634e-07	2.12185346876642e-06	1.7975248962154883e-08	1.545924129001145e-11	2.079781450283711e-08	1.1536936535008041e-08	5.384496075045333e-11	5.477766379976059e-06	7.396697730606952e-07	0.0
4.9504950495049505	1.592334629247948e-08	3.03719843340522e-05	1.274344290842616e-07	2.0388272736727225e-06	1.8329851945642668e-08	1.505563012778284e-11	2.032972013984676e-08	1.1650427914510613e-08	5.2227900748113694e-11	5.387445121287218e-06	7.289977938594373e-07	0.0
5.9405940594059405	7.951651649881015e-09	3.0440922809864415e-05	1.2571000179651506e-07	1.958138351502721e-06	1.8605268601472153e-08	1.4865773414453665e-11	1.9981249220750152e-08	1.1723482177777771e-08	5.1017402232030025e-11	5.294717516794367e-06	7.190424933300272e-07	0.0
6.930693069306931	4.9804156377657646e-09	3.0498567582011577e-05	1.2494918203450798e-07	1.8822101250342535e-06	1.8837387384407106e-08	1.477623889701165e-11	1.969050937417112e-08	1.1782103241421867e-08	5.002066282914132e-11	5.203198388416659e-06	7.106329612413419e-07	0.0
7.920792079207921	3.965084703816129e-09	3.054654893602211e-05	1.2467177024478035e-07	1.8118078732055927e-06	1.9051525239265345e-08	1.473518751134232e-11	1.9425169423335054e-08	1.1833305337399667e-08	4.91322886869238e-11	5.114387913421653e-06	7.033248459204756e-07	0.0
8.910891089108912	3.618526378557885e-09	3.0586044388596506e-05	1.2459270381214098e-07	1.7470130198304795e-06	1.925126110287498e-08	1.4715937861577e-11	1.9178672059478032e-08	1.188006683764707e-08	4.831251876953039e-11	5.028920796856357e-06	6.967000771794265e-07	0.0
9.900990099009901	3.4505321373774446e-09	3.061786124446752e-05	1.2459540711137721e-07	1.6875876800056198e-06	1.9444192770142443e-08	1.4706625416137396e-11	1.894209858086926e-08	1.1923708648988392e-08	4.753939953123354e-11	4.946998131972575e-06	6.905190294088193e-07	0.0
10.89108910891089	3.333757918749207e-09	3.064263167308359e-05	1.2435535524271072e-07	1.6331893323954288e-06	1.9617273698982034e-08	1.4702139900757432e-11	1.8725807520884403e-08	1.1966918780133662e-08	4.683312319081017e-11	4.868665949252114e-06	6.847886723918484e-07	0.0
11.881188118811881	3.2783819789831474e-09	3.0660768651833244e-05	1.2449482338590855e-07	1.583339528852632e-06	1.9786574698872985e-08	1.4699992473493447e-11	1.851918066578606e-08	1.2004244635341053e-08	4.619230899318088e-11	4.7936715238080005e-06	6.791395295350094e-07	0.0
12.871287128712872	3.2490075540442074e-09	3.067271007840152e-05	1.245067378002324e-07	1.53771639031683e-06	1.9949231294807034e-08	1.4698963513618434e-11	1.832208018174707e-08	1.2038688523445967e-08	4.557140044913229e-11	4.722032716802557e-06	6.73898204437597e-07	0.0
13.861386138613861	3.2231442164814457e-09	3.067896606995891e-05	1.244601747016636e-07	1.4959505979181445e-06	2.0106116117274026e-08	1.469846989085091e-11	1.8133233449594228e-08	1.2070650433131825e-08	4.4983590444522836e-11	4.653615084114936e-06	6.689368551744304e-07	0.0
14.85148514851485	3.1991033818482065e-09	3.067993818613758e-05	1.2441123363244087e-07	1.4576973419940516e-06	2.0255267676701905e-08	1.4698233126292614e-11	1.7954597257624318e-08	1.2100135065673855e-08	4.443343894996521e-11	4.588278251008825e-06	6.642072833882741e-07	0.0
15.841584158415841	3.176861947881281e-09	3.067599566910055e-05	1.243464646656958e-07	1.4226472345900596e-06	2.0397230822933733e-08	1.4698119589336128e-11	1.7785401182248184e-08	1.2127367994818163e-08	4.391727623745799e-11	4.525900240744339e-06	6.597160116960675e-07	0.0
16.831683168316832	3.155590313654348e-09	3.0667482065130384e-05	1.2436289554992402e-07	1.3905043587188498e-06	2.0537216947191592e-08	1.4698065142487666e-11	1.7619603793805652e-08	1.2153179259002809e-08	4.341576119939999e-11	4.466335812838776e-06	6.554083632156906e-07	0.0
17.821782178217823	3.1360293695631823e-09	3.065476595263771e-05	1.2421779256910605e-07	1.3610361780355594e-06	2.0672739418850542e-08	1.4698039031241918e-11	1.7460204114275757e-08	1.2177056466872257e-08	4.2927194553095024e-11	4.409521884295091e-06	6.513829360538579e-07	0.0
18.81188118811881	3.117216713406497e-09	3.063817565900165e-05	1.241083018151247e-07	1.3339540932243742e-06	2.0796227022699605e-08	1.469802593846197e-11	1.7314850424709862e-08	1.2198922552587886e-08	4.249440105398128e-11	4.3552732376501095e-06	6.475052362203393e-07	0.0
