time	species_0000001	species_0000002	species_0000006	species_0000007	species_0000008	species_0000009	species_0000011	species_0000016	species_0000017
0.0	0.0	5e-06	0.0	0.0	0.0	0.0	0.0	1e-05	1e-05
0.9900990099009901	4.1224234698145473e-11	5e-06	9.711943815889524e-10	4.0802411202907173e-10	4.5073414973494843e-23	1.349243392271454e-09	1.0894420789064006e-13	1e-05	1e-05
1.9801980198019802	4.122423459308783e-11	5e-06	9.711944498447775e-10	8.160217373468833e-10	4.507336351368258e-23	4.481997334721931e-09	2.0414365446382753e-13	1e-05	1e-05
2.9702970297029703	4.122423448806698e-11	5e-06	9.71194448845227e-10	1.2238933327457497e-09	4.5073363960458167e-23	8.931674360185983e-09	2.9931369450295794e-13	1e-05	1e-05
3.9603960396039604	4.1224234383073735e-11	5e-06	9.71194446323455e-10	1.6315863271846138e-09	4.507336406024155e-23	1.4345611295030861e-08	3.9444206147268375e-13	1e-05	1e-05
4.9504950495049505	4.122423427816078e-11	5e-06	9.711944437738426e-10	2.039014437034861e-09	4.507336422329245e-23	2.0350275356608503e-08	4.895086224695911e-13	1e-05	1e-05
5.9405940594059405	4.122423417333595e-11	5e-06	9.711944413312777e-10	2.4461639886354584e-09	4.507336397300483e-23	2.688480966201539e-08	5.845101869647071e-13	1e-05	1e-05
6.930693069306931	4.1224234068588785e-11	5e-06	9.711944389095367e-10	2.852970263415511e-09	4.5073363649498e-23	3.379168090378502e-08	6.794316540058138e-13	1e-05	1e-05
7.920792079207921	4.1224233963909905e-11	5e-06	9.711944364361124e-10	3.259371032550996e-09	4.50733635425519e-23	4.091754319742524e-08	7.742585035785652e-13	1e-05	1e-05
8.910891089108912	4.12242338593262e-11	5e-06	9.711944339939824e-10	3.6653278226399502e-09	4.5073363355862484e-23	4.8184586587513796e-08	8.68981758523527e-13	1e-05	1e-05
9.900990099009901	4.1224233754930633e-11	5e-06	9.711944315344985e-10	4.070764010836949e-09	4.507336322679499e-23	5.556442091561336e-08	9.635835400393032e-13	1e-05	1e-05
10.89108910891089	4.12242336507292e-11	5e-06	9.711944290818795e-10	4.4756334868448956e-09	4.507336308517585e-23	6.29422660255031e-08	1.0580530890659762e-12	1e-05	1e-05
11.881188118811881	4.122423354666987e-11	5e-06	9.711944266313548e-10	4.879873668865958e-09	4.5073362950398024e-23	7.036953933798564e-08	1.1523758033053144e-12	1e-05	1e-05
12.871287128712872	4.122423344276984e-11	5e-06	9.711944241836532e-10	5.2834278216480635e-09	4.507336282046736e-23	7.77833012986014e-08	1.2465384445248822e-12	1e-05	1e-05
13.861386138613861	4.1224233339052094e-11	5e-06	9.711944217398655e-10	5.686239930284096e-09	4.507336269257455e-23	8.518013112846338e-08	1.3405279425607576e-12	1e-05	1e-05
14.85148514851485	4.1224233235542835e-11	5e-06	9.711944193012943e-10	6.088254347607324e-09	4.5073362563343905e-23	9.258091759953272e-08	1.4343313130486792e-12	1e-05	1e-05
15.841584158415841	4.122423313225001e-11	5e-06	9.711944168678654e-10	6.4894143157149005e-09	4.507336243412644e-23	9.996121720093992e-08	1.5279353124872382e-12	1e-05	1e-05
16.831683168316832	4.122423302918973e-11	5e-06	9.71194414439851e-10	6.889668192825247e-09	4.5073362305557135e-23	1.073395520848835e-07	1.6213278911174526e-12	1e-05	1e-05
17.821782178217823	4.122423292637645e-11	5e-06	9.71194412017676e-10	7.288959468025262e-09	4.5073362177258004e-23	1.1470689872884031e-07	1.7144958630566421e-12	1e-05	1e-05
18.81188118811881	4.122423282381992e-11	5e-06	9.711944096015277e-10	7.686857190600611e-09	4.5073362049313173e-23	1.2205603264681784e-07	1.8073386733031835e-12	1e-05	1e-05
19.801980198019802	4.1224232721516414e-11	5e-06	9.711944071913405e-10	8.08356503319293e-09	4.5073361921677074e-23	1.2939036864105993e-07	1.899903845393779e-12	1e-05	1e-05
20.792079207920793	4.122423261946571e-11	5e-06	9.7119440478712e-10	8.47915420414474e-09	4.507336179432653e-23	1.3671110112561306e-07	1.9922079945784043e-12	1e-05	1e-05
21.78217821782178	4.1224232517667826e-11	5e-06	9.711944023888662e-10	8.873624703456035e-09	4.507336166726155e-23	1.440182301004772e-07	2.0842511208570594e-12	1e-05	1e-05
22.77227722772277	4.1224232416122747e-11	5e-06	9.711943999965786e-10	9.266976531126818e-09	4.507336154048213e-23	1.5131175556565232e-07	2.176033224229743e-12	1e-05	1e-05
23.762376237623762	4.122423231483048e-11	5e-06	9.711943976102578e-10	9.65920968715709e-09	4.507336141398827e-23	1.585916775211385e-07	2.2675543046964573e-12	1e-05	1e-05
24.752475247524753	4.1224232214119716e-11	5e-06	9.711943952376249e-10	1.004985022297046e-08	4.507336128821001e-23	1.658437532289864e-07	2.358703773805796e-12	1e-05	1e-05
25.742574257425744	4.122423211404131e-11	5e-06	9.711943928798745e-10	1.0438824805376547e-08	4.507336116321389e-23	1.7306577893658313e-07	2.4494645204103392e-12	1e-05	1e-05
