time	L	LR	R	CA	LRCA
0.0	0.0005	0.0	0.0035	30.0	0.0
0.9900990099009901	0.0004990054247069781	8.226506610275135e-07	0.0034990054247069783	29.999999828058584	1.719414080836568e-07
1.9801980198019802	0.0004980789583653428	1.3587951660765892e-06	0.0034980789583653423	29.999999437746386	5.622536034068905e-07
2.9702970297029703	0.0004971996073660276	1.7475223392107893e-06	0.0034971996073660276	29.99999894714074	1.0528592506319832e-06
3.9603960396039604	0.0004963564896799105	2.05842856675505e-06	0.0034963564896799107	29.999998414926498	1.5850734924060037e-06
4.9504950495049505	0.0004955437982840644	2.3263179863660735e-06	0.003495543798284064	29.99999787004287	2.129957124621472e-06
5.9405940594059405	0.0004947582009612643	2.56909337684809e-06	0.003494758200961264	29.99999732719088	2.672809110617879e-06
6.930693069306931	0.000493997641349163	2.796022618675223e-06	0.0034939976413491626	29.99999679354803	3.2064519590960608e-06
7.920792079207921	0.000493260742806537	3.011833793411225e-06	0.0034932607428065365	29.99999627243904	3.727560951718484e-06
8.910891089108912	0.0004925464861783995	3.2189428505570394e-06	0.0034925464861783988	29.99999576527716	4.234722835771239e-06
9.900990099009901	0.000491854033343631	3.4186569666628955e-06	0.00349185403334363	29.999995272523357	4.7274766380022694e-06
10.89108910891089	0.0004911826456948195	3.6117313300281863e-06	0.0034911826456948186	29.999994794197036	5.205802960267915e-06
11.881188118811881	0.0004905316385817975	3.798672881812973e-06	0.003490531638581796	29.999994330116586	5.669883411986065e-06
12.871287128712872	0.0004899003700426589	3.979840002537892e-06	0.003489900370042657	29.999993880035046	6.119964951758371e-06
13.861386138613861	0.000489288235710935	4.155446568208678e-06	0.003489288235710933	29.999993443609515	6.556390483129517e-06
14.85148514851485	0.0004886946380258042	4.325759246801446e-06	0.003488694638025802	29.999993020417232	6.9795827660933655e-06
15.841584158415841	0.00048811902258141506	4.490945484142411e-06	0.0034881190225814133	29.99999261001498	7.389985018007446e-06
16.831683168316832	0.00048756084770808857	4.651121928395328e-06	0.003487560847708087	29.999992211993142	7.788006855354965e-06
17.821782178217823	0.00048701958549556966	4.806407135950004e-06	0.0034870195854955683	29.99999182599171	8.174008287149131e-06
18.81188118811881	0.00048649472169770954	4.956952547322345e-06	0.003486494721697708	29.99999145167904	8.548320956073574e-06
19.801980198019802	0.00048598575741235834	5.102931104088961e-06	0.003485985757412357	29.999991088720787	8.911279211073166e-06
20.792079207920793	0.0004854922101532438	5.24450852355212e-06	0.0034854922101532422	29.999990736766996	9.263232999933044e-06
21.78217821782178	0.0004850136132730932	5.381812601948744e-06	0.0034850136132730915	29.99999039546459	9.604535402654801e-06
22.77227722772277	0.0004845495137183062	5.514950547075243e-06	0.0034845495137183044	29.9999900644854	9.93551459334469e-06
23.762376237623762	0.00048409947192922973	5.64404225732427e-06	0.003484099471929228	29.99998974352137	1.0256478622461381e-05
24.752475247524753	0.0004836630613983575	5.769215271454578e-06	0.0034836630613983557	29.999989432277165	1.0567722826264998e-05
25.742574257425744	0.00048323986859236914	5.890590632429966e-06	0.0034832398685923673	29.999989130464986	1.0869535004562398e-05
26.73267326732673	0.00048282949296037624	6.008290021289131e-06	0.0034828294929603746	29.99998883780903	1.1162190958216156e-05
27.722772277227723	0.0004824315457307437	6.122428176865717e-06	0.003482431545730742	29.999988554023794	1.144597619416399e-05
28.712871287128714	0.0004820456509742317	6.233118756270835e-06	0.00348204565097423	29.99998827884362	1.1721156372862599e-05
29.7029702970297	0.0004816714437736709	6.340463705946177e-06	0.0034816714437736693	29.999988011999164	1.1988000830494413e-05
30.693069306930692	0.00048130856989595406	6.444564721829211e-06	0.0034813085698959523	29.999987753235633	1.224676435995924e-05
31.683168316831683	0.00048095668498697057	6.545517915412434e-06	0.0034809566849869685	29.999987502308517	1.2497691473600643e-05
32.67326732673267	0.0004806154592009009	6.64341299484583e-06	0.003480615459200899	29.99998725897044	1.2741029553246296e-05
33.663366336633665	0.00048028456688855475	6.738344843295529e-06	0.003480284566888553	29.999987022995725	1.2977004265325302e-05
34.65346534653465	0.0004799636946054219	6.830402791467049e-06	0.00347996369460542	29.999986794163213	1.3205836777761432e-05
35.64356435643565	0.00047965254335379615	6.9196674173495475e-06	0.0034796525433537944	29.999986572251625	1.3427748367813695e-05
36.633663366336634	0.0004793508139674367	7.006226406053863e-06	0.003479350813967435	29.99998635705633	1.3642943662683076e-05
