time	CycE	Cdk2	CycECdk2	CycECdk2a	p21	DNADamageC	DNADamageS	p53	DDR
0.0	9.2179813538304	0.0166736	1.36697471606784	2.28154	1.0	0.0	0.0	1.0	2.6669080000000003
0.9900990099009901	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
1.9801980198019802	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
2.9702970297029703	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
3.9603960396039604	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
4.9504950495049505	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
5.9405940594059405	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999997	1.0	0.0	0.0	1.0	2.6669080000000003
6.930693069306931	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
7.920792079207921	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
8.910891089108912	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
9.900990099009901	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
10.89108910891089	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
11.881188118811881	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
12.871287128712872	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999992	1.0	0.0	0.0	1.0	2.6669080000000003
13.861386138613861	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
14.85148514851485	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
15.841584158415841	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
16.831683168316832	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
17.821782178217823	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
18.81188118811881	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
19.801980198019802	9.2179813538304	0.0166736	1.36697471606784	2.281539999999999	1.0	0.0	0.0	1.0	2.6669080000000003
20.792079207920793	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999983	1.0	0.0	0.0	1.0	2.6669080000000003
21.78217821782178	9.2179813538304	0.0166736	1.36697471606784	2.2815399999999983	1.0	0.0	0.0	1.0	2.6669080000000003
