time	T	N	D	L
35.64356435643565	4.209607901827126	240159.75943795094	520.5465103790823	91.08209795244728
36.633663366336634	2.792010091875379	243051.2947730099	513.5469852607969	76.857826080648
37.62376237623762	1.8337024771054005	245827.45618720882	507.0509816395226	65.10814792560645
38.613861386138616	1.1930189882456317	248492.82527635992	501.00275846453576	55.4195144994983
39.603960396039604	0.7691937386665956	251051.80737777957	495.3561578564763	47.43665706965554
40.59405940594059	0.4916441138142337	253508.63680732466	490.07245904127734	40.85760224338279
41.584158415841586	0.3116328650423137	255867.38235424962	485.1187534720474	35.42827738452632
42.57425742574257	0.1959555464409333	258131.9529154768	480.4667191429487	30.93695131336834
43.56435643564356	0.12227357393749316	260306.1031749747	476.09169703310783	27.20872904653417
44.554455445544555	0.0757358838062541	262393.43925595214	471.9719938423042	24.10028258760882
45.54455445544554	0.04657928633910311	264397.4242925106	468.08835280151976	21.49495662478252
46.53465346534654	0.02845305456523048	266321.38388292986	464.42354859590944	19.29834272113777
47.524752475247524	0.01726743738722422	268168.5113990304	460.9620736831718	17.43437241344449
48.51485148514851	0.010413652857823476	269941.873135424	457.68989195727124	15.841942043079234
49.504950495049506	0.006242568018822355	271644.4132894093	454.59424224909117	14.472052393188845
50.495049504950494	0.003720599107515523	273278.9587672804	451.66347900306613	13.285425151482286
51.48514851485149	0.002205221104280175	274848.223816336	448.8869410051483	12.250545468257506
52.475247524752476	0.001300101854714482	276354.81448428106	446.25484158438456	11.34207418558422
53.46534653465346	0.0007625722971781454	277801.2329093067	443.7581755264596	10.539572996242972
54.45544554455446	0.0004450940078496748	279189.88144514087	441.3886392253564	9.826489159118161
55.445544554455445	0.0002585679785191847	280523.0666259666	439.1385615071703	9.189351911215088
56.43564356435643	0.00014953118943152234	281803.00297645415	437.0008432029821	8.61713917453109
57.42574257425743	8.609965479760549e-05	283031.816672277	434.9689040040959	8.100779783776828
58.415841584158414	4.936952993477826e-05	284211.5490565176	433.03663545930016	7.632762647609217
59.4059405940594	2.8195311980187273e-05	285344.16001730884	431.1983592109236	7.206829765469503
60.396039603960396	1.6040748812539203e-05	286431.5312319526	429.448789741139	6.8177347264052015
61.386138613861384	9.092198433113183e-06	287475.46928262233	427.7830010310944	6.461052218248355
62.37623762376238	5.1353948198542115e-06	288477.70864860044	426.19639663593375	6.133027239725738
63.366336633663366	2.890698783877953e-06	289439.9145798358	424.6846827573315	5.830455232732543
64.35643564356435	1.6218573790539102e-06	290363.6858565007	423.24384395682875	5.550586325832439
65.34653465346534	9.071108473242577e-07	291250.5574388863	421.87012120678895	5.291048458662522
66.33663366336634	5.058250070172786e-07	292102.003012074	420.559992012627	5.049785304559869
67.32673267326733	2.812449777056758e-07	292919.4374294361	419.3101523795071	4.8250058724116345
68.31683168316832	1.5594232050775605e-07	293704.2190589769	418.1175004231871	4.615143354415717
69.3069306930693	8.623547857495682e-08	294457.6520363377	416.9791214504491	4.418821334469429
70.29702970297029	4.756604102427949e-08	295180.98842815106	415.89227435569643	4.234825886806164
71.2871287128713	2.617227912692767e-08	295875.43030929094	414.8543791985244	4.062082413570593
72.27722772277228	1.4366862256135775e-08	296542.1317574209	413.8630058429647	3.8996363161758927
73.26732673267327	7.868631187292086e-09	297182.2007681138	412.91586355283755	3.746636784839573
74.25742574257426	4.300240648920301e-09	297796.7010936922	412.0107914494423	3.6023231377413474
75.24752475247524	2.3452016732151728e-09	298386.654008813	411.14574974842225	3.466013255744719
76.23762376237623	1.2764323953405963e-09	298953.0400056982	410.3188117016789	3.3370937482794782
77.22772277227723	6.934394884150566e-10	299496.8004217605	409.52815617849893	3.215011556903643
78.21782178217822	3.760238276390505e-10	300018.8390025501	408.7720608250681	3.0992667538497938
79.20792079207921	2.0354342978313134e-10	300520.0234020979	408.04889575377155	2.989406349816353
80.1980198019802	1.0998983724088509e-10	301001.1866236398	407.3571177094966	2.8850189423918415
81.18811881188118	5.933958955143795e-11	301463.12840283953	406.6952646743007	2.7857300790948814
82.17821782178218	3.19634072771845e-11	301906.61653586366	406.06195087047035	2.6911982251268816
83.16831683168317	1.7191316392244993e-11	302332.3881544731	405.45586212817665	2.601111246456354
84.15841584158416	9.232911286137925e-12	302741.15095026407	404.87575158636304	2.5151833327434883
85.14851485148515	4.9518225877631215e-12	303133.5843500702	404.32043569895274	2.4331522975221036
86.13861386138613	2.6522584251174776e-12	303510.34064447426	403.78879052100217	2.354777202795124
87.12871287128712	1.4187641380214898e-12	303872.0460712985	403.2797482518229	2.2798362635288436
88.11881188118812	7.580047341225399e-13	304219.3018558562	402.7922940143474	2.2081249944450985
89.10891089108911	4.045031441075316e-13	304552.68520970125	402.32546285176363	2.1394545670261738
90.0990099009901	2.1561579449687633e-13	304872.7502895197	401.87833692432014	2.0736503495354968
91.08910891089108	1.148062201964282e-13	305180.0291177552	401.4500428906742	2.0105506067458787
92.07920792079207	6.106576081704584e-14	305475.0324664907	401.03974945960766	1.9500053393840382
93.06930693069307	3.2448549793914865e-14	305758.25070605404	400.6466650990467	1.8918752461649364
94.05940594059406	1.7225721228376848e-14	306030.15461975086	400.2700358906897	1.8360307935683504
95.04950495049505	9.136047552347757e-15	306291.1961860807	399.9091435193125	1.7823513805725981
96.03960396039604	4.841215099493113e-15	306541.8093297216	399.56330338694863	1.7307245872791903
97.02970297029702	2.5632735950913798e-15	306782.4106425332	399.2318628428481	1.6810454977725622
98.01980198019803	1.3571766738711942e-15	307013.4000756625	398.9141995212127	1.6332160890519285
99.00990099009901	7.183880123926007e-16	307235.1616045048	398.609719777232	1.5871446774534292
100.0	3.7962094008993993e-16	307448.0638665486	398.3178572183611	1.5427454184322675
