time	T	N	D	L
0.0	100.0	1.0	1.0	1.0
0.9900990099009901	149.88452698992856	12611.194185494423	477.0611383854957	308.65296003496184
1.9801980198019802	215.21643933554503	24705.7608917128	927.8949175180335	1326.140915752488
2.9702970297029703	296.5575626945076	36295.83556943078	1320.5219162856201	2237.592388857206
3.9603960396039604	392.8510385008988	47395.229763620126	1634.3463381414883	2660.950129190634
4.9504950495049505	501.15818713534355	58020.667686664994	1861.5409050371425	2940.1107166825836
5.9405940594059405	616.6754771919062	68191.3250420038	2004.669169593467	3143.7173586265903
6.930693069306931	733.0759466413812	77927.99792352962	2073.0657030637963	3274.114499837671
7.920792079207921	843.1304536259577	87252.20819924885	2079.3268443144884	3332.454250541015
8.910891089108912	939.5158033491365	96185.43938520744	2036.706276604663	3322.431102562866
9.900990099009901	1015.6737359779023	104748.57309642031	1957.6137222801506	3250.3350505857484
10.89108910891089	1066.573920732167	112961.51079272383	1853.0131516291	3124.6427880992533
11.881188118811881	1089.2566259181738	120842.931322546	1732.3554870188293	2955.477300000276
12.871287128712872	1083.0785607663547	128410.13934067855	1603.7034359956008	2753.966861455792
13.861386138613861	1049.644980013518	135678.9816383966	1473.8283684890353	2531.4941717171055
14.85148514851485	992.4676693410734	142663.8286716875	1348.2053428274144	2298.8814957277327
15.841584158415841	916.4299902521528	149377.62622625634	1230.9463050560207	2065.628445993427
16.831683168316832	827.1603658789458	155832.01611431237	1124.7617818193864	1839.3477152996038
17.821782178217823	730.4140329450414	162037.51151100517	1031.0267760635375	1625.5065890228448
18.81188118811881	631.5439687845573	168003.70101561627	949.9729524129046	1427.495057515296
19.801980198019802	535.1127642395766	173739.4520329197	880.9737158821551	1246.9489393192537
20.792079207920793	444.6655382895577	179253.08944210768	822.8590649599159	1084.2017707611767
21.78217821782178	362.656216867547	184552.53611114682	774.1995945303526	938.7394690769156
22.77227722772277	290.49972312951365	189645.41265925232	733.5224602874075	809.5731276810554
23.762376237623762	228.71230635334814	194539.10150494022	699.4497035773002	695.4984209158027
24.752475247524753	177.10058027744404	199240.7836932193	670.769265237016	595.2506891957594
25.742574257425744	134.96462019274782	203757.45716220562	646.4578004002898	507.583969380293
26.73267326732673	101.28892233522672	208095.9435270811	625.6744587391497	431.30399992429165
27.722772277227723	74.90460822697996	212262.88842182784	607.7404309893276	365.2781760661047
28.712871287128714	54.61506046225221	216264.75866947812	592.1137857012078	308.43660867315685
29.7029702970297	39.284098718094285	220107.83828054642	578.3647810025901	259.7713966208532
30.693069306930692	27.890455353068326	223798.22446213703	566.1539482928919	218.33678498198825
31.683168316831683	19.55481978355786	227341.8243209991	555.2136151426803	183.25058031069224
32.67326732673267	13.546518769558176	230744.35263602613	545.3327563543537	153.69626077021655
33.663366336633665	9.27652073939329	234011.33087498174	536.3447679607476	128.92501987760778
34.65346534653465	6.2824031554902575	237148.08749118916	528.1176991437101	108.25711168055902
