time	S1	DNA_000	DNA_100	DNA_010	DNA_001	DNA_110	DNA_101	DNA_011	DNA_111	DNA_1B10	DNA_01B1	DNA_1B11	DNA_11B1	DNA_1B1B1
0.0	1e-10	1e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	9.763483703354734e-11	9.785331117832656e-11	9.555169188704837e-15	1.9105382242325176e-12	9.555169188704837e-15	1.8111097057882074e-16	2.3165861721161093e-18	1.8111097057882077e-16	5.160665684273494e-21	1.0820164488445371e-13	1.082016448844537e-13	7.135695139007966e-19	7.135695139007969e-19	4.2576681357237297e-16
1.9801980198019802	9.762916574295263e-11	9.785071348848909e-11	9.553843155877796e-15	1.910548827400355e-12	9.553843155877795e-15	1.8269811374834237e-16	2.070444518646031e-18	1.8269811374834222e-16	6.042303943391234e-21	1.0930161873444706e-13	1.0930161873444692e-13	1.3691733984611024e-18	1.3691733984611028e-18	8.192553377792973e-16
2.9702970297029703	9.76234944523579e-11	9.784811579865163e-11	9.552517123050754e-15	1.910559430568192e-12	9.552517123050754e-15	1.8428525691786396e-16	1.8243028651759526e-18	1.8428525691786367e-16	6.923942202508974e-21	1.1040159258444039e-13	1.1040159258444014e-13	2.0247772830214083e-18	2.0247772830214083e-18	1.2127438619862214e-15
3.9603960396039604	9.761782316176319e-11	9.784551810881415e-11	9.551191090223713e-15	1.9105700337360294e-12	9.551191090223713e-15	1.8587240008738559e-16	1.5781612117058747e-18	1.8587240008738512e-16	7.805580461626714e-21	1.1150156643443374e-13	1.1150156643443336e-13	2.680381167581714e-18	2.680381167581714e-18	1.6062323861931456e-15
4.9504950495049505	9.761710201794499e-11	9.784522984395588e-11	9.551059361249385e-15	1.9105564063305714e-12	9.551059361249385e-15	1.8599822365068977e-16	1.5468188876286254e-18	1.859982236506893e-16	8.077254941670023e-21	1.1158812603617083e-13	1.1158812603617045e-13	2.892363050960888e-18	2.892363050960885e-18	1.7334703302443868e-15
5.9405940594059405	9.761677001533355e-11	9.784512312773928e-11	9.551021518954275e-15	1.910540874109972e-12	9.551021518954275e-15	1.8600916987788637e-16	1.5323623800786855e-18	1.860091698778859e-16	8.300978916044298e-21	1.1159501906208299e-13	1.1159501906208263e-13	3.0694708975327886e-18	3.0694708975327863e-18	1.8397777692539826e-15
6.930693069306931	9.761643801272212e-11	9.784501641152269e-11	9.550983676659165e-15	1.910525341889373e-12	9.550983676659165e-15	1.8602011610508297e-16	1.5179058725287454e-18	1.8602011610508252e-16	8.524702890418574e-21	1.1160191208799516e-13	1.116019120879948e-13	3.2465787441046908e-18	3.2465787441046885e-18	1.946085208263579e-15
7.920792079207921	9.761610601011068e-11	9.784490969530608e-11	9.550945834364055e-15	1.9105098096687736e-12	9.550945834364055e-15	1.8603106233227956e-16	1.5034493649788054e-18	1.8603106233227912e-16	8.748426864792849e-21	1.1160880511390732e-13	1.1160880511390698e-13	3.4236865906765922e-18	3.423686590676589e-18	2.052392647273175e-15
8.910891089108912	9.761577400749924e-11	9.784480297908949e-11	9.550907992068945e-15	1.9104942774481742e-12	9.550907992068945e-15	1.8604200855947613e-16	1.4889928574288655e-18	1.8604200855947574e-16	8.972150839167125e-21	1.1161569813981947e-13	1.1161569813981916e-13	3.6007944372484944e-18	3.600794437248491e-18	2.158700086282771e-15
9.900990099009901	9.761544200488781e-11	9.784469626287289e-11	9.550870149773836e-15	1.910478745227575e-12	9.550870149773836e-15	1.8605295478667273e-16	1.4745363498789256e-18	1.8605295478667234e-16	9.195874813541401e-21	1.1162259116573164e-13	1.1162259116573134e-13	3.777902283820396e-18	3.777902283820393e-18	2.265007525292367e-15
10.89108910891089	9.761511000227636e-11	9.784458954665628e-11	9.550832307478726e-15	1.9104632130069754e-12	9.550832307478726e-15	1.8606390101386933e-16	1.4600798423289857e-18	1.8606390101386896e-16	9.419598787915675e-21	1.116294841916438e-13	1.1162948419164351e-13	3.9550101303922965e-18	3.955010130392294e-18	2.3713149643019628e-15
11.881188118811881	9.761477799966493e-11	9.784448283043969e-11	9.550794465183616e-15	1.910447680786376e-12	9.550794465183616e-15	1.8607484724106592e-16	1.4456233347790458e-18	1.8607484724106555e-16	9.643322762289952e-21	1.1163637721755597e-13	1.1163637721755569e-13	4.132117976964199e-18	4.132117976964196e-18	2.4776224033115594e-15
12.871287128712872	9.76144459970535e-11	9.784437611422308e-11	9.550756622888506e-15	1.9104321485657767e-12	9.550756622888506e-15	1.8608579346826252e-16	1.431166827229106e-18	1.8608579346826215e-16	9.867046736664226e-21	1.1164327024346813e-13	1.1164327024346787e-13	4.3092258235361e-18	4.309225823536098e-18	2.583929842321155e-15
13.861386138613861	9.761411399444205e-11	9.784426939800649e-11	9.550718780593396e-15	1.9104166163451773e-12	9.550718780593396e-15	1.860967396954591e-16	1.4167103196791658e-18	1.8609673969545877e-16	1.0090770711038503e-20	1.116501632693803e-13	1.1165016326938004e-13	4.486333670108002e-18	4.486333670108e-18	2.6902372813307514e-15
14.85148514851485	9.761378199183062e-11	9.784416268178989e-11	9.550680938298286e-15	1.910401084124578e-12	9.550680938298286e-15	1.8610768592265569e-16	1.4022538121292259e-18	1.8610768592265537e-16	1.0314494685412777e-20	1.1165705629529246e-13	1.1165705629529222e-13	4.663441516679903e-18	4.6634415166799014e-18	2.7965447203403475e-15
15.841584158415841	9.761344998921919e-11	9.784405596557328e-11	9.550643096003177e-15	1.9103855519039785e-12	9.550643096003177e-15	1.8611863214985228e-16	1.387797304579286e-18	1.86118632149852e-16	1.0538218659787054e-20	1.1166394932120463e-13	1.116639493212044e-13	4.840549363251805e-18	4.8405493632518036e-18	2.9028521593499437e-15
16.831683168316832	9.761311798660775e-11	9.784394924935669e-11	9.550605253708067e-15	1.910370019683379e-12	9.550605253708067e-15	1.8612957837704888e-16	1.373340797029346e-18	1.8612957837704858e-16	1.0761942634161328e-20	1.1167084234711679e-13	1.1167084234711657e-13	5.0176572098237066e-18	5.017657209823705e-18	3.0091595983595395e-15
17.821782178217823	9.761278598399631e-11	9.784384253314009e-11	9.550567411412957e-15	1.9103544874627797e-12	9.550567411412957e-15	1.8614052460424545e-16	1.3588842894794062e-18	1.861405246042452e-16	1.0985666608535605e-20	1.1167773537302895e-13	1.1167773537302875e-13	5.194765056395609e-18	5.1947650563956064e-18	3.115467037369136e-15
18.81188118811881	9.761245398138488e-11	9.78437358169235e-11	9.550529569117847e-15	1.9103389552421803e-12	9.550529569117847e-15	1.8615147083144205e-16	1.3444277819294663e-18	1.861514708314418e-16	1.1209390582909879e-20	1.1168462839894112e-13	1.1168462839894093e-13	5.37187290296751e-18	5.371872902967509e-18	3.221774476378732e-15
