time	S	V	V_e	I	R
0.0	0.9424	0.0565	0.0565	0.0012	0.0
0.9900990099009901	0.9310020600380621	0.0636966646540755	0.06384086615634933	0.0020514232338056677	0.003349852074056629
1.9801980198019802	0.9178116394463172	0.06985398489073137	0.07026837133486628	0.003426570606258011	0.009007805056693621
2.9702970297029703	0.9012478451356267	0.07500072645756124	0.07589615690236227	0.005545189434438362	0.018306238972373674
3.9603960396039604	0.8793872726323548	0.07911949321812493	0.080823725136877	0.008579369893354833	0.03301386425616564
4.9504950495049505	0.8504270120335546	0.08216682498699564	0.08513819810573102	0.01245685785746136	0.05504930512198858
5.9405940594059405	0.8136848327849229	0.0841291886103637	0.0889158580209125	0.016599451897051837	0.085686526707662
6.930693069306931	0.7707549451121637	0.08510597213564942	0.09222349594999402	0.019874758683284904	0.12436432406890252
7.920792079207921	0.7256912737748792	0.08535781918690395	0.09511959271749643	0.02110325177266786	0.16794765526555
8.910891089108912	0.6834689124397755	0.08524962968066266	0.0976553528782341	0.019875766111621222	0.21150569176794168
9.900990099009901	0.6477882463509624	0.08511445663816745	0.09987561004123216	0.016821492913321006	0.2503758040975502
10.89108910891089	0.6200233178347316	0.08515142639857663	0.10181961955213506	0.013055927813710823	0.2818693279529819
11.881188118811881	0.5996600678399563	0.08541859032669305	0.10352175254891816	0.009494895486480236	0.3055264463468716
12.871287128712872	0.5852876092977842	0.08588500801019044	0.1050121036621654	0.00659205533972437	0.3223353273523022
13.861386138613861	0.5753611738607579	0.08648595554439893	0.10631702310439144	0.0044327381441699966	0.3338201324506745
14.85148514851485	0.56856585189156	0.08715674388905884	0.10745958255589468	0.0029171702052551334	0.3414602340141275
15.841584158415841	0.5639089377732678	0.08784646852978459	0.10845998308494238	0.0018923605907519574	0.34645223310619705
16.831683168316832	0.5606887314190764	0.08852025210762379	0.10933591231269939	0.0012158723985223217	0.34967514407477873
17.821782178217823	0.5584276457044254	0.08915676103630742	0.11010285714105879	0.0007762378277395364	0.3517393554315291
18.81188118811881	0.5568075719153343	0.08974461112290806	0.11077437756934184	0.0004934346465796217	0.35305438231517944
19.801980198019802	0.5556190257319276	0.09027913563450521	0.11136234644130158	0.00031274101735450917	0.35388909761621434
20.792079207920793	0.5547246610094065	0.09075991783341314	0.11187715936408921	0.00019781034517238135	0.35441761081200956
21.78217821782178	0.5540343479102446	0.09118905921911495	0.1123279185081345	0.00012493345473482985	0.35475165941590725
22.77227722772277	0.5534886224162895	0.09157002695977604	0.11272259353855237	7.882162636819124e-05	0.35496252899756797
23.762376237623762	0.5530478763257283	0.0919069171584779	0.11306816252297	4.968953985751524e-05	0.3550955169759381
24.752475247524753	0.5526853648849313	0.09220400144655089	0.11337073530764034	3.130527888894964e-05	0.35517932838963057
25.742574257425744	0.5523827079560661	0.0924654601207265	0.1136356615409996	1.9713355909349412e-05	0.35523211856729975
26.73267326732673	0.5521270012074483	0.09269523485623547	0.11386762526367619	1.2408927515612433e-05	0.35526535500880246
