time	TF	TF_VII	VII	TF_VIIa	VIIa	Xa	IIa	TF_VIIa_X	X	TF_VIIa_Xa	IX	TF_VIIa_IX	IXa	II	VIII	VIIIa	IXa_VIIIa	IXa_VIIIa_X	VIIIa1_L	VIIIa2	V	Va	Xa_Va	Xa_Va_II	mIIa	TFPI	Xa_TFPI	TF_VIIa_Xa_TFPI	ATIII	Xa_ATIII	mIIa_ATIII	IXa_ATIII	IIa_ATIII	TF_VIIa_ATIII
0.0	5e-12	0.0	1e-08	0.0	1e-10	0.0	0.0	0.0	1.6e-07	0.0	9e-08	0.0	0.0	1.4e-06	7e-10	0.0	0.0	0.0	0.0	0.0	2e-08	0.0	0.0	0.0	0.0	2.5e-09	0.0	0.0	3.4e-06	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	4.844698929851532e-12	1.4483371861921835e-13	9.99985364085785e-09	4.9623207456566995e-15	1.0000298358867014e-10	3.227488165545445e-14	1.0275332107645298e-15	2.436677260789992e-15	1.5999996140543922e-07	7.019317201099661e-16	8.999999517989604e-08	8.568955554024478e-16	3.9416161016142645e-15	1.3999999988884975e-06	6.999999513035809e-10	4.7723733758906765e-17	1.2999062877249259e-27	2.4479575578328184e-27	9.726852765259395e-19	9.726852765259395e-19	1.9999998608673224e-08	1.391326747085728e-15	1.5137798872581328e-23	1.2706023309065432e-23	2.533967240144793e-21	2.4999983305199184e-09	2.3788852302225637e-16	1.4315915589663616e-15	3.399999998374022e-06	1.5116396606161859e-15	2.0787245676921878e-22	2.1592248393812512e-17	8.396653968651052e-17	8.779585950630471e-18
1.9801980198019802	4.6958660170659885e-12	2.836080300276276e-13	9.999712549206417e-09	8.954606415259179e-15	1.0001329634844983e-10	7.900248480622217e-14	2.5835780734304362e-15	4.7204127533866114e-15	1.5999990697379477e-07	1.3943954751838907e-15	8.999998856416458e-08	1.7126285949598261e-15	9.668892010473306e-15	1.399999997204665e-06	6.999998771955408e-10	1.2035077490601852e-16	3.279238658447291e-27	6.1753967448938824e-27	2.453684213531732e-18	2.453684213531732e-18	1.9999996491299864e-08	3.5087000653990047e-15	3.8187718403646157e-23	3.205314354094171e-23	6.392371059043735e-21	2.499995892606071e-09	5.982675310127325e-16	3.5091263980236377e-15	3.399999995911088e-06	3.801646145230036e-15	5.243942603409289e-22	5.4314766176127916e-17	2.1174997452768723e-16	2.120098752397262e-17
2.9702970297029703	4.5470331042804444e-12	4.2238234143603686e-13	9.999571457554983e-09	1.294689208486166e-14	1.0002360910822953e-10	1.257300879569899e-13	4.1396229360963426e-15	7.004148245983231e-15	1.5999985254215032e-07	2.086859230257816e-15	8.999998194843311e-08	2.5683616345172048e-15	1.539616791933235e-14	1.3999999955208325e-06	6.999998030875006e-10	1.929778160531303e-16	5.2585710291696566e-27	9.902835931954948e-27	3.9346831505375255e-18	3.9346831505375255e-18	1.9999994373926505e-08	5.626073383712281e-15	6.123763793471099e-23	5.140026377281799e-23	1.0250774877942678e-20	2.4999934546922242e-09	9.58646539003209e-16	5.586661237080914e-15	3.399999993448154e-06	6.0916526298438874e-15	8.409160639126393e-22	8.703728395844332e-17	3.39533409368864e-16	3.362238909731477e-17
3.9603960396039604	4.416859454768356e-12	5.43671493462754e-13	9.999397384379412e-09	1.5866871670870728e-14	1.0001350622625864e-10	1.565755962322522e-13	4.48120065335531e-15	8.677845476949153e-15	1.5999981860348824e-07	2.5946428886176855e-15	8.999997777160547e-08	3.1958588183714338e-15	1.8962340926289572e-14	1.3999999931241155e-06	7.000001405899973e-10	-7.905596726741983e-17	4.1040698942389717e-22	7.977363730277589e-22	-6.153523832776622e-17	-6.153523832776622e-17	2.0000001064425188e-08	-1.0670997859151729e-15	1.4530381296646323e-18	1.2215578036026732e-18	1.4480164565398195e-15	2.4999922188804e-09	9.10647647775123e-16	6.870471952359185e-15	3.3999999931782474e-06	5.764747130813916e-15	1.1878617597544552e-15	7.019651817382336e-17	-2.424160727835395e-16	4.136361893154947e-17
4.9504950495049505	4.351148444095178e-12	6.045542136950117e-13	9.999109369080418e-09	1.508232772996299e-14	9.993287289935299e-11	1.3255282107311503e-13	6.271273511304322e-16	8.244027766885253e-15	1.5999985546246176e-07	2.4644074461833022e-15	8.999998202052185e-08	3.034863695714697e-15	1.5062495912202905e-14	1.3999999882645787e-06	7.000019000940481e-10	-1.5417984041920733e-15	2.2386273433453663e-21	4.351376209467108e-21	-3.583022340482487e-16	-3.583022340482487e-16	2.0000038183706963e-08	-3.8198295502420905e-14	7.925572192879732e-18	6.6629670936458674e-18	7.898473776686232e-15	2.499995136001488e-09	-5.481849211453756e-16	5.412183433650816e-15	3.4000000004846486e-06	-3.602871798463626e-15	6.4794553863594004e-15	-1.178718036735834e-16	-3.276298197171123e-15	3.293613855998782e-17
5.9405940594059405	4.285437433422e-12	6.654369339272691e-13	9.998821353781424e-09	1.4297783789055257e-14	9.985223957244733e-11	1.0853004591397796e-13	-3.22694595109442e-15	7.810210056821355e-15	1.599998923214353e-07	2.3341720037489213e-15	8.999998626943822e-08	2.8738685730579615e-15	1.1162650898116262e-14	1.3999999834050418e-06	7.000036595980989e-10	-3.0045408411167205e-15	4.0668476972668234e-21	7.905016045906433e-21	-6.55069229768728e-16	-6.55069229768728e-16	2.0000075302988736e-08	-7.532949121892623e-14	1.4398106256094782e-17	1.2104376383689037e-17	1.434893109683262e-14	2.4999980531225752e-09	-2.007017490065868e-15	3.953894914942459e-15	3.40000000779105e-06	-1.2970490727741168e-14	1.1771049012964295e-14	-3.0594012552098935e-16	-6.310180321558694e-15	2.4508658188426165e-17
6.930693069306931	4.219726422748822e-12	7.263196541595269e-13	9.998533338482431e-09	1.351323984814752e-14	9.977160624554168e-11	8.450727075484079e-14	-7.081019253319297e-15	7.376392346757454e-15	1.5999992918040884e-07	2.2039365613145388e-15	8.999999051835459e-08	2.7128734504012253e-15	7.26280588402962e-15	1.3999999785455047e-06	7.000054191021496e-10	-4.467283278041368e-15	5.8950680511882926e-21	1.1458655882345782e-20	-9.51836225489209e-16	-9.51836225489209e-16	2.0000112422270508e-08	-1.1246068693543176e-13	2.0870640319309857e-17	1.7545785673732207e-17	2.0799388416979032e-14	2.500000970243663e-09	-3.4658500589863604e-15	2.4956063962340958e-15	3.4000000150974514e-06	-2.233810965701871e-14	1.7062642639569215e-14	-4.940084473683961e-16	-9.344062445946265e-15	1.6081177816864513e-17
7.920792079207921	4.154015412075643e-12	7.872023743917846e-13	9.998245323183437e-09	1.2728695907239785e-14	9.969097291863603e-11	6.048449559570362e-14	-1.093509255554415e-14	6.9425746366935545e-15	1.5999996603938236e-07	2.073701118880157e-15	8.999999476727095e-08	2.551878327744489e-15	3.3629608699429775e-15	1.3999999736859679e-06	7.000071786062005e-10	-5.930025714966015e-15	7.72328840510975e-21	1.5012295718785118e-20	-1.2486032212096898e-15	-1.2486032212096898e-15	2.000014954155228e-08	-1.495918826519373e-13	2.734317438252493e-17	2.2987194963775376e-17	2.7249845737125445e-14	2.5000038873647504e-09	-4.924682627906853e-15	1.0373178775257264e-15	3.400000022403853e-06	-3.17057285862962e-14	2.235423626617411e-14	-6.820767692158021e-16	-1.2377944570333848e-14	7.653697445302861e-18
8.910891089108912	4.088304401402465e-12	8.480850946240424e-13	9.997957307884443e-09	1.1944151966332049e-14	9.961033959173037e-11	3.646172043656645e-14	-1.4789165857769027e-14	6.508756926629655e-15	1.600000028983559e-07	1.9434656764457746e-15	8.999999901618732e-08	2.390883205087753e-15	-5.368841441436775e-16	1.399999968826431e-06	7.000089381102513e-10	-7.392768151890668e-15	9.551508759031213e-21	1.8565935555224455e-20	-1.5453702169301707e-15	-1.5453702169301707e-15	2.0000186660834056e-08	-1.8672307836844282e-13	3.3815708445740006e-17	2.8428604253818546e-17	3.370030305727183e-14	2.5000068044858383e-09	-6.383515196827345e-15	-4.209706411826367e-16	3.4000000297102545e-06	-4.1073347515573744e-14	2.764582989277903e-14	-8.701450910632088e-16	-1.541182669472142e-14	-7.7378292625874195e-19
