time	EpoRJAK2	EpoRpJAK2	p1EpoRpJAK2	p2EpoRpJAK2	p12EpoRpJAK2	EpoRJAK2_CIS	SHP1	SHP1Act	STAT5	pSTAT5	npSTAT5	CISnRNA1	CISnRNA2	CISnRNA3	CISnRNA4	CISnRNA5	CISRNA	CIS	SOCS3nRNA1	SOCS3nRNA2	SOCS3nRNA3	SOCS3nRNA4	SOCS3nRNA5	SOCS3RNA	SOCS3	Epo
0.0	1.5904880000000001	0.0	0.0	0.0	0.0	0.0	10.690040000000002	0.0	31.901400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.99988e-08
0.9900990099009901	1.4707582585128602	0.07337160161903526	0.008844566169945335	0.031646606351534684	0.005866967290389089	0.0	10.689637193955162	0.0004028060448370574	31.78559146218841	0.11489090803886615	0.0009176297728318756	0.0026697538028855124	7.374935518255551e-05	1.721414278318026e-06	3.470568659689616e-08	6.150675291739983e-10	8.833685372767235e-14	3.548859472481014e-14	1.8799229104930844e-08	3.3920722647642948e-09	5.333135490217212e-10	7.393923634096521e-11	9.141523766770639e-12	1.130535742355825e-12	1.961522055127952e-10	4.99988e-08
1.9801980198019802	1.3621061444474323	0.09268907291894894	0.01969089231551983	0.08353178836943626	0.03247010189105908	0.0	10.688479505036561	0.0015604949634348707	30.97359970478853	0.916368492411487	0.011431802800082845	0.056000662427166475	0.0027630580707587262	0.00011962668327444333	4.581867736676014e-06	1.566467682295789e-07	2.2586118732153375e-11	1.7923318163718205e-11	3.5154521275218743e-07	1.0199593381552612e-07	2.719922277170072e-08	6.65397268422492e-09	1.4940569728505126e-09	3.7909931278483665e-10	6.580417571369915e-08	4.99988e-08
2.9702970297029703	1.2681919147581049	0.09330410500135113	0.02549421901417631	0.1264358649288505	0.07706189623991347	0.0	10.686657742381787	0.003382257618237239	27.852096156538337	3.9822198308824976	0.06708401257926651	0.4359663453016934	0.028907981485805687	0.0017144541998117286	9.164890924933162e-05	4.442889637668278e-06	6.4139617567818e-10	7.399131288940665e-10	2.522649148879115e-06	9.090027659124137e-07	3.076713407915951e-07	9.784057953043698e-08	2.9220203008012682e-08	1.101180401883294e-08	1.9116943045009344e-06	4.99988e-08
3.9603960396039604	1.1936777300293888	0.08800325782931667	0.026921040382452306	0.15275861985032557	0.1291273518509131	0.0	10.68429065215399	0.005749347846038625	21.240882047160987	10.41869390290918	0.24182404992994191	2.0341871581205786	0.17101129454517108	0.012771366089423758	0.0008604491313268512	5.282279853827824e-05	7.63052660458571e-09	1.134511975514841e-08	1.0846900690570373e-05	4.640180728257058e-06	1.8639851513141765e-06	7.061322263861053e-07	2.529799814611499e-07	1.2487004344292248e-07	2.1679399472535275e-05	4.99988e-08
4.9504950495049505	1.1423303166697747	0.08165245264704757	0.02582852537380701	0.16301412007887206	0.17766258517289493	0.0	10.681524962762968	0.008515037237065634	13.722045709558643	17.59010996368091	0.5892443267605512	6.455060431669136	0.680897995762626	0.06254275931251478	0.005128230663628998	0.00038131297841832506	5.5105251596718856e-08	1.0019853323372337e-07	3.131166164810441e-05	1.5730114587750066e-05	7.374713738445173e-06	3.248176146377228e-06	1.3508586950104893e-06	8.351824937687213e-07	0.00014500709517226265	4.99988e-08
5.9405940594059405	1.1154132019205605	0.07615261802510323	0.023710788961886598	0.1609592921775507	0.21425209885729504	0.0	10.678523460981861	0.011516539018173576	9.566423844957722	21.27966880551669	1.0553073495256726	15.107267721056422	1.992668597126542	0.22307016215022832	0.02194087694927088	0.0019377565196468831	2.8011998772607066e-07	6.081211160504238e-07	6.557638312676005e-05	3.8332837442947993e-05	2.07907599337772e-05	1.0538933587378896e-05	5.023578510694631e-06	3.844202763444754e-06	0.0006674650321428435	4.99988e-08
6.930693069306931	1.1109999073175594	0.07214278016215729	0.02148133074224976	0.15129816130531426	0.23456582041511492	0.0	10.675445308482239	0.014594691517793796	8.216542845879793	22.143803883244267	1.5410532708760403	28.184708017904832	4.591778897482709	0.6203256749419238	0.07244859986763742	0.0075115817025329075	1.0861296381991978e-06	2.7787483156390595e-06	0.00010835824534974532	7.216401253797972e-05	4.4640729466082726e-05	2.5764203196786223e-05	1.3943405096391012e-05	1.3191590873634346e-05	0.0022905034710876022	4.99988e-08
7.920792079207921	1.124472642426507	0.06964164446423741	0.01958000429257125	0.13829847877988272	0.23849522997919725	0.0	10.67242597618397	0.017614023816057308	7.823598617596727	22.07797206049764	1.9998293219057217	44.99531157279194	8.855166683829117	1.4221065206885921	0.19490311933995053	0.02347373553754191	3.394820138179358e-06	1.0137493840960558e-05	0.00015333816685985304	0.00011293506969927653	7.791350533920745e-05	5.035164070215945e-05	3.0546646572249803e-05	3.570840335708054e-05	0.006200311813256999	4.99988e-08
8.910891089108912	1.149864757147825	0.06836286807556072	0.018134961477779862	0.12504183827681611	0.22908357496441367	0.0	10.669563822666133	0.020476177333897425	7.717934302268922	21.763089144588044	2.4203765531431234	64.64419785849694	14.997996053806606	2.8131272473119107	0.44629903250722724	0.0617371431158149	8.929940565719614e-06	3.084168155220453e-05	0.00019684977053090874	0.00015601189968165517	0.00011716295158061433	8.308834085595016e-05	5.558926352086067e-05	7.993389593060123e-05	0.013879744683615136	4.99988e-08
