time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16
0.0	0.0	1e-08	0.0	0.000468	1e-06	0.0	0.0	0.0044	0.000149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	-1.2833119673635976e-13	0.0	0.00046799058391414224	9.900903917586891e-07	8.862637560703344e-11	3.360756741666349e-14	0.0044000001103265286	0.00014899935189534007	2.959266761184033e-12	9.18782681840921e-09	0.0	0.0	7.586317900935483e-10	0.0	0.0	0.0
2.0	0.0	-3.0213569797170084e-15	0.0	0.0004679898873194389	9.90102214808059e-07	9.580473594932774e-11	1.9372620508192606e-14	0.004400000234451927	0.0001489999764976375	8.672953928725478e-13	9.739872505039221e-09	0.0	0.0	2.582728579270327e-10	0.0	0.0	0.0
3.0	0.0	-1.0675126308634718e-13	0.0	0.0004679896205919937	9.90113832432315e-07	9.615791456308028e-11	1.855023563429142e-14	0.0044000003634362	0.000149000187327478	7.969759802926721e-13	9.870495978411806e-09	0.0	0.0	1.7648204290905342e-10	0.0	0.0	0.0
4.0	0.0	-7.347593620479131e-14	0.0	0.000467989574628209	9.901163341298605e-07	9.589714564824528e-11	1.830850004160893e-14	0.004400000494073918	0.00014900028015401418	7.727350600711937e-13	9.821309446837845e-09	0.0	0.0	2.1401952998198243e-10	0.0	0.0	0.0
5.0	0.0	6.909826660759472e-14	0.0	0.00046798974137340145	9.90108831038619e-07	9.80183209527887e-11	1.132872397380448e-14	0.004400000623922433	0.00014900046845628338	-2.4881346876309273e-13	9.751583045600147e-09	0.0	0.0	1.5379105751698602e-10	0.0	0.0	0.0
6.0	0.0	5.5917598204691274e-14	0.0	0.00046799038374913246	9.900897077167524e-07	1.0182520246104705e-10	-3.1137839346144663e-15	0.004400000751939227	0.00014900077919547834	-2.255375573734689e-12	9.626031972701796e-09	0.0	0.0	-3.396228497887383e-11	0.0	0.0	0.0
7.0	0.0	1.973113216676613e-13	0.0	0.0004679913020964861	9.900418786045815e-07	9.762513997604012e-11	-7.877225046600817e-15	0.004400000876200421	0.00014900104022935208	-2.818688461217639e-12	9.277732836212339e-09	0.0	0.0	-1.7610009512987982e-10	0.0	0.0	0.0
8.0	0.0	-1.3657246067297926e-13	0.0	0.0004679921408117692	9.900013812005828e-07	8.695225535048618e-11	-2.6751694857539212e-15	0.004400000994498769	0.00014900117094049584	-1.784292270810464e-12	8.741590320970777e-09	0.0	0.0	-1.917096106114735e-10	0.0	0.0	0.0
9.0	0.0	-7.441825904216832e-13	0.0	0.0004679925351359099	9.899929660382143e-07	7.39273127826994e-11	1.12869865712675e-14	0.004400001105658662	0.00014900112705760153	4.956380227653639e-13	8.130424947321235e-09	0.0	0.0	-3.575561914138817e-11	0.0	0.0	0.0
10.0	0.0	3.6135047223843616e-13	0.0	0.0004679922227911227	9.90013105631276e-07	7.0560900869126e-11	2.4143773351131185e-14	0.004400001210976909	0.00014900104688013474	1.8025223853652218e-12	7.794991303598821e-09	0.0	0.0	1.5397551902565912e-10	0.0	0.0	0.0
11.0	0.0	6.320616957798695e-13	0.0	0.0004679917051656258	9.900424250703682e-07	7.604928599262024e-11	2.5370195786001656e-14	0.004400001315245869	0.0001490010666829566	1.7388887403087168e-12	7.879525740220335e-09	0.0	0.0	2.409553584409205e-10	0.0	0.0	0.0
12.0	0.0	3.6584940277227745e-13	0.0	0.00046799126150831073	9.900596088338606e-07	8.744944724489353e-11	1.6472472719946182e-14	0.004400001421973306	0.0001490012196663413	4.701061802415989e-13	8.343068110285767e-09	0.0	0.0	1.936325995713008e-10	0.0	0.0	0.0
13.0	0.0	1.6285485506270212e-13	0.0	0.0004679912541995275	9.900407540441883e-07	9.619906373582721e-11	6.510647854513833e-15	0.004400001534742414	0.0001490014665187019	-8.660275341840583e-13	8.925164404640578e-09	0.0	0.0	5.4141293106114164e-11	0.0	0.0	0.0
14.0	0.0	-5.690214357193386e-13	0.0	0.00046799154622544336	9.900167597078347e-07	9.557634425181781e-11	4.0553857863828524e-15	0.00440000165255342	0.0001490016554897283	-8.83243741342586e-13	9.244459659553893e-09	0.0	0.0	-2.2682683327700386e-11	0.0	0.0	0.0
15.0	0.0	-6.520182275456434e-13	0.0	0.0004679917712036975	9.900014063876477e-07	8.904478304975526e-11	9.314147289665608e-15	0.004400001772284231	0.00014900175730863437	-5.052074284725373e-14	9.230580898379423e-09	0.0	0.0	-7.296438838321884e-12	0.0	0.0	0.0
16.0	0.0	5.2323221832675974e-14	0.0	0.0004679916835300402	9.90006315643382e-07	8.041302730118462e-11	1.9264781845299465e-14	0.004400001890851803	0.00014900177206083026	1.1164923676197946e-12	8.89328705766126e-09	0.0	0.0	9.896235087770979e-11	0.0	0.0	0.0
17.0	0.0	2.6752549140192585e-13	0.0	0.00046799126921561607	9.900290709483223e-07	7.661819047399306e-11	2.2556989440504893e-14	0.004400002005375003	0.00014900180093253409	1.5026351909637738e-12	8.499277990370206e-09	0.0	0.0	1.900371968415845e-10	0.0	0.0	0.0
18.0	0.0	4.3377477933518196e-13	0.0	0.00046799085452916596	9.900402186560885e-07	7.790507469242354e-11	1.9366470522921166e-14	0.00440000211656504	0.00014900190898579866	1.0011301147573457e-12	8.245297783066059e-09	0.0	0.0	1.975018311027365e-10	0.0	0.0	0.0
19.0	0.0	2.4338249342147363e-13	0.0	0.0004679906114523645	9.900364781241302e-07	8.223066470644747e-11	1.1957087510230001e-14	0.0044000022252652544	0.00014900208678451699	4.821928518145946e-14	8.181157460453442e-09	0.0	0.0	1.299184127136339e-10	0.0	0.0	0.0
20.0	0.0	-3.6035352443250835e-13	0.0	0.00046799068746965607	9.90020430575017e-07	8.509158696986827e-11	6.438425730875204e-15	0.004400002333525871	0.00014900228044149194	-4.802582263564284e-13	8.26854015494266e-09	0.0	0.0	4.2390176922761546e-11	0.0	0.0	0.0
21.0	0.0	-3.084862460170363e-13	0.0	0.0004679908395899275	9.90007306667798e-07	8.488463194914384e-11	8.407722371913028e-15	0.00440000244264529	0.00014900241224982295	-2.3262618906321233e-13	8.381667084395539e-09	0.0	0.0	1.6789420121286704e-11	0.0	0.0	0.0
22.0	0.0	-1.3697132944493957e-13	0.0	0.0004679908750734093	9.900078535186074e-07	8.359898872614507e-11	1.349388010132325e-14	0.004400002552925794	0.0001490024892800042	3.796639120828836e-13	8.493888102921707e-09	0.0	0.0	4.803963472555897e-11	0.0	0.0	0.0
23.0	0.0	9.770342414174674e-14	0.0	0.00046799069757057866	9.900226740549406e-07	8.266753026392236e-11	1.8827252568289363e-14	0.004400002664753324	0.00014900253020743278	9.8522895746691e-13	8.587337387917308e-09	0.0	0.0	1.1872761017326318e-10	0.0	0.0	0.0
24.0	0.0	3.6217132725006306e-13	0.0	0.00046799036499274376	9.900363025117593e-07	8.429876630258318e-11	1.947731750012832e-14	0.004400002778059186	0.00014900260574872187	9.40891597624718e-13	8.69437031506098e-09	0.0	0.0	1.5735261247448575e-10	0.0	0.0	0.0
25.0	0.0	1.8908751652985298e-13	0.0	0.0004679901114551759	9.900399401173197e-07	8.634043927522364e-11	1.6113225528166714e-14	0.004400002892678194	0.00014900273219872864	5.365100328338526e-13	8.784329741286201e-09	0.0	0.0	1.4588934952992132e-10	0.0	0.0	0.0
26.0	0.0	-1.0963084301772629e-13	0.0	0.0004679899932602348	9.900324760033275e-07	8.738183348031588e-11	1.1615945012405743e-14	0.00440000300798971	0.00014900289200231353	5.432051008984319e-14	8.812112184882943e-09	0.0	0.0	1.0119887035306027e-10	0.0	0.0	0.0
27.0	0.0	-2.0075369518345593e-13	0.0	0.0004679900229110871	9.900183170187869e-07	8.587618439221614e-11	9.930676284724942e-15	0.004400003123023667	0.00014900304743591922	-9.625787220401126e-14	8.733707793915261e-09	0.0	0.0	6.029645743986785e-11	0.0	0.0	0.0
28.0	0.0	-2.0893544732343283e-13	0.0	0.0004679900476302878	9.900123371355335e-07	8.253332846825722e-11	1.1809884412222924e-14	0.004400003236472754	0.0001490031594205513	2.0360114845495119e-13	8.557919621995463e-09	0.0	0.0	6.207783623091536e-11	0.0	0.0	0.0
29.0	0.0	-2.8656200619696504e-14	0.0	0.00046798997040823053	9.900138523569078e-07	8.004155834093316e-11	1.463786972292532e-14	0.00440000334801489	0.00014900324758179503	5.405689364122717e-13	8.383725209091176e-09	0.0	0.0	8.65636736212493e-11	0.0	0.0	0.0
30.0	0.0	1.9492463648019012e-13	0.0	0.0004679897758196688	9.900221091479503e-07	7.955962786415837e-11	1.6777142125351407e-14	0.004400003457773575	0.00014900332543445855	7.381935413371688e-13	8.276051134863792e-09	0.0	0.0	1.1996893655108143e-10	0.0	0.0	0.0
31.0	0.0	1.3899332873380743e-13	0.0	0.00046798954532752953	9.900298356933479e-07	8.142839662489195e-11	1.5882028736895944e-14	0.004400003566846308	0.00014900342696445713	6.093456585156757e-13	8.297135688400187e-09	0.0	0.0	1.282780737293684e-10	0.0	0.0	0.0
32.0	0.0	2.6255424180133154e-14	0.0	0.00046798935490516546	9.900333242023505e-07	8.179046162633835e-11	1.442911461138223e-14	0.0044000036758971494	0.00014900354531606486	4.613361831202043e-13	8.32785292229969e-09	0.0	0.0	1.1936975170513964e-10	0.0	0.0	0.0
33.0	0.0	-4.059658388077521e-14	0.0	0.00046798920097955833	9.900343549002177e-07	8.17790281546706e-11	1.3477222212714969e-14	0.004400003785196395	0.0001490036696119353	3.6713984311776103e-13	8.359610914798291e-09	0.0	0.0	1.0447415425353544e-10	0.0	0.0	0.0
34.0	0.0	-1.1368528332894936e-14	0.0	0.0004679890717663923	9.900347681132775e-07	8.199597450032665e-11	1.3555293078838883e-14	0.004400003894810544	0.000149003789457596	3.6267859523240063e-13	8.381477858385181e-09	0.0	0.0	9.42231786801279e-11	0.0	0.0	0.0
35.0	0.0	-2.5110388610334304e-14	0.0	0.00046798895115414245	9.900346078470938e-07	8.211630654516346e-11	1.3285225903837017e-14	0.004400004004578275	0.0001490039070166842	3.3100074396579713e-13	8.404288264867545e-09	0.0	0.0	8.63380241098405e-11	0.0	0.0	0.0
36.0	0.0	-9.97163531929089e-16	0.0	0.000467988844199195	9.900346053366834e-07	8.234386908502172e-11	1.3543134857340947e-14	0.004400004114711791	0.00014900401509905146	3.488220440161542e-13	8.408889768398512e-09	0.0	0.0	8.832660677393025e-11	0.0	0.0	0.0
37.0	0.0	-4.163397218440093e-15	0.0	0.00046798873912676323	9.900341468938044e-07	8.240442888143171e-11	1.3531361342992026e-14	0.004400004224910442	0.0001490041253432105	3.4704371721455763e-13	8.417283774964672e-09	0.0	0.0	8.817545482323858e-11	0.0	0.0	0.0
38.0	0.0	-5.079673036682613e-16	0.0	0.0004679886352330578	9.90033919999028e-07	8.243089775500696e-11	1.3642901121932716e-14	0.004400004335296986	0.00014900423222300707	3.5988002257219016e-13	8.417187098630123e-09	0.0	0.0	9.16321265548793e-11	0.0	0.0	0.0
