time	NGFR	L_NGFR	pTrkA	pTrkA_endo	Shc_pTrkA	Shc_pTrkA_endo	pShc_pTrkA	pShc_pTrkA_endo	Grb2_SOS_pShc_pTrkA	Grb2_SOS_pShc_pTrkA_endo	FRS2_pTrkA	FRS2_pTrkA_endo	pFRS2_pTrkA	pFRS2_pTrkA_endo	Crk_C3G_pFRS2_pTrkA	Crk_C3G_pFRS2_pTrkA_endo	Shc	Grb2_SOS_pShc	FRS2	Crk_C3G	Dok	pDok	Grb2	SOS	Grb2_SOS	Ras_GTP	Ras_GDP	B_Raf_Ras_GTP	B_Raf	c_Raf	Rap1_GTP	ppMEKcyt_ERKcyt	ppMEKcyt	ppERKcyt	dppERKcyt	MEKcyt	ERKcyt	MEKcyt_ERKcyt	pMEKcyt	pMEKcyt_ERKcyt	ppMEKnuc_ERKnuc	ppMEKnuc	ppERKnuc	dppERKnuc	MEKnuc	ERKnuc	MEKnuc_ERKnuc	pMEKnuc	pMEKnuc_ERKnuc	c_Raf_Ras_GTP	B_Raf_Rap1_GTP	Rap1_GDP	Crk	C3G	pDok_RasGAP	RasGAP	Grb2_pSOS	pShc	pSOS	pFRS2	mwd4cc05d6_6e19_4e2e_b540_45954f2df4f0	mwe009ad7f_90fd_4186_8855_77780724ddb8	mw5afa8250_0cf0_40a2_a97a_f7cf20a9cfbd	mwb4295eb0_bd92_4221_b49d_bbbd48ca25bc	mwa4903466_fc58_4bfe_b3ec_76a90f9d20e2	mwe979ec8f_a55c_470c_a554_9fa8013eab74	mw29fa4e00_a430_4f11_b62e_1bcbc0a767a0	mwa81400ac_76f5_4446_8a4d_6446ab4b11c9	mw6782adfa_29ee_41a8_acbb_4c86c6c81596	mwe599c4c1_2d8e_446c_bf3f_4c97baced8a9	mw46e8693e_348e_4f1d_8c49_c13485fae7ba	mwe0b9d340_24f5_4c7e_a80f_4faadae6c0fc	mw89ebbe2d_1ec2_457a_9367_6c5e86a1a924	mw555a08dc_922d_4b35_8f69_5c6e8a4ad614	mwf82ad06a_b8aa_40fa_a532_a1da44e3425f	mw4478fbeb_51b1_4764_92ad_a86d314ae0eb
0.0	6.189368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0004980158	0.0002993032	6.12296e-07	0.0009373994	3.7399380000000005e-05	6.260061999999999e-05	0.0	0.0001	0.0	0.0002	0.0005	0.0	0.0	0.0	0.0	0.0	0.0001469897	2.803697e-05	0.0001121076	0.0	0.0	0.0	0.0	0.0	0.0	0.001941234	1.599799e-05	0.0008432791	0.0	0.0	0.0	0.0	0.0002	0.0005019842	1.984189e-06	8.45291e-08	9.991547000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.000000000000001e-05	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
0.9900990099009901	6.188645791513578e-05	9.590880234357281e-13	1.6747283656026466e-12	2.3157479009166123e-12	5.530243398875637e-11	7.71994348360498e-11	1.0675550896384603e-11	1.504995756475009e-11	1.6590079654746207e-11	2.3554884801394705e-11	3.982064471026806e-12	5.513752872109363e-12	7.254748860475701e-11	1.1023893242628756e-10	1.7812830095728078e-10	2.7448809237153335e-10	0.000999997151587015	2.0060216363730607e-09	0.000999995556769072	0.0004980153490300476	0.00029828248305456757	1.4939505193100138e-06	0.0009373974746469488	3.7397454646729994e-05	6.260049918610611e-05	1.460402486873597e-10	9.998764141364476e-05	3.4892925880145604e-09	0.00019999600985004553	0.0004999912767464813	2.1871206986681206e-11	1.1821972446973831e-11	1.8887889803385853e-11	4.125078862479827e-11	3.008239680743773e-16	0.00014695242643880422	2.8036749150728428e-05	0.00011207770783570535	3.738747680736415e-08	2.9123670719416757e-08	6.326860565183822e-11	1.8234606610689372e-10	4.0104759158033217e-10	1.6122992330691854e-14	0.0019408630460631983	1.599812903656919e-05	0.0008431254937100996	3.5992119751636035e-07	1.5600213721765344e-07	8.723253518704411e-09	5.0085736247364e-10	0.00019999947727143062	0.0005019841983535597	1.9841873535599936e-06	2.2359152612222162e-07	9.977640757387777e-05	3.6646298440046083e-16	6.440190158546843e-10	2.1893335329471975e-16	3.79833229368257e-09	0.0	0.0	0.0	0.0	0.0	6.188642864748662e-05	0.00035994312859583775	3.8105904850559476e-08	2.973172865755283e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
1.9801980198019802	6.188647926547732e-05	9.589365720514073e-13	1.674463933082728e-12	2.3153345482794653e-12	5.5293702003095745e-11	7.718565517150522e-11	1.0673865250162743e-11	1.5047271271867882e-11	1.6587460161579886e-11	2.3550680460932002e-11	3.981435722861456e-12	5.5127686878789204e-12	7.253603378276379e-11	1.1021925445885577e-10	1.7810017561557563e-10	2.744390951278034e-10	0.0009999971520739336	2.0056785618211877e-09	0.0009999955575289918	0.0004980153491068654	0.00029828248351179194	1.493950121487276e-06	0.0009373974747747048	3.739745477448598e-05	6.260049940824558e-05	1.4601722326793505e-10	9.998764336211244e-05	3.4887424636964256e-09	0.00019999601048976016	0.0004999912781217992	2.186729516883672e-11	1.1818248753295775e-11	1.8881940506000506e-11	4.123779464180225e-11	3.0063591432405436e-16	0.000146952432742924	2.8036749109384747e-05	0.0001120777125748621	3.7381560251849784e-08	2.9119061919414825e-08	6.324867659653424e-11	1.822886290763011e-10	4.009212607170894e-10	1.611291509367026e-14	0.0019408631097287048	1.5998128999783693e-05	0.0008431255193728746	3.598642310052175e-07	1.559774456849708e-07	8.721878200800401e-09	5.007677732666052e-10	0.00019999947736493165	0.0005019841983538645	1.9841873538648636e-06	2.235914667205842e-07	9.97764076332794e-05	3.6623356875542907e-16	6.439088774029108e-10	2.1879629515163342e-16	3.797682242507239e-09	0.0	0.0	0.0	0.0	0.0	6.188645008922777e-05	0.0003598861665105319	7.620578036353268e-08	2.972703366330363e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
2.9702970297029703	6.188659233966768e-05	9.587866051138844e-13	1.6742022109292175e-12	2.3149945410462435e-12	5.528505955681609e-11	7.717432043027011e-11	1.0672196897662591e-11	1.5045061488503884e-11	1.6584867550582406e-11	2.354722199010623e-11	3.980813419529974e-12	5.51195914286949e-12	7.252469686785578e-11	1.1020306908867697e-10	1.7807233996445963e-10	2.74398794776918e-10	0.0009999971525019608	2.0053771978869244e-09	0.0009999955581964906	0.0004980153491747322	0.0002982824839644801	1.4939497276124784e-06	0.000937397474886829	3.7397454886610416e-05	6.260049960353864e-05	1.4599446186044717e-10	9.998764528822824e-05	3.4881986500978315e-09	0.00019999601110702464	0.0004999912794813401	2.1864087471657312e-11	1.1814561925749673e-11	1.8876050070070613e-11	4.122493116027873e-11	3.004474914201131e-16	0.00014695243816747965	2.80367491673139e-05	0.00011207771703904189	3.7375744672535314e-08	2.911453185558483e-08	6.322894654310037e-11	1.822317649667941e-10	4.0079621449213054e-10	1.610281572751523e-14	0.0019408631620195223	1.599812902172064e-05	0.0008431255431869928	3.5980824049410075e-07	1.5595317773113854e-07	8.720518659957931e-09	5.006943217372743e-10	0.00019999947744159087	0.0005019841983541338	1.9841873541341845e-06	2.2359140790715884e-07	9.977640769209283e-05	3.660044420739199e-16	6.438121218119031e-10	2.186594096678071e-16	3.797111833922865e-09	0.0	0.0	0.0	0.0	0.0	6.188656363779854e-05	0.00035982921947927393	1.1429962691826728e-07	2.972238468095769e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
3.9603960396039604	6.188661118299378e-05	9.586352004142681e-13	1.6739378563615234e-12	2.314633585459221e-12	5.527633014311921e-11	7.716228736961513e-11	1.0670511748830863e-11	1.5042715615766577e-11	1.6582248828563598e-11	2.3543550482225667e-11	3.980184856594177e-12	5.511099717460372e-12	7.251324540717358e-11	1.1018588622424948e-10	1.7804422286916102e-10	2.7435601057650185e-10	0.0009999971529479994	2.0050630885530134e-09	0.0009999955588922262	0.0004980153492453532	0.0002982824844222138	1.493949329350606e-06	0.0009373974750037247	3.7397455003506194e-05	6.260049980704409e-05	1.459714507260822e-10	9.998764723548422e-05	3.4876488678162194e-09	0.00019999601173485696	0.0004999912808558026	2.18606790987783e-11	1.1810841120972328e-11	1.8870105345123292e-11	4.1211948097537615e-11	3.0025846572223653e-16	0.00014695244378149386	2.8036749210063506e-05	0.00011207772158811899	3.7369856740044974e-08	2.9109945425249655e-08	6.320903371357548e-11	1.8217437417430095e-10	4.006699970007285e-10	1.6092685076717026e-14	0.0019408632165933521	1.599812903453986e-05	0.0008431255675121298	3.597515513040703e-07	1.5592860686166146e-07	8.719144197365979e-09	5.006162712799867e-10	0.00019999947752304971	0.0005019841983544141	1.9841873544144423e-06	2.235913484353646e-07	9.977640775156462e-05	3.657741891756904e-16	6.437112769575639e-10	2.1852185134570188e-16	3.7965171218710425e-09	0.0	0.0	0.0	0.0	0.0	6.188658256206827e-05	0.00035977228747569067	1.5238744664259168e-07	2.971769113409767e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
4.9504950495049505	6.188658684290097e-05	9.584831635195996e-13	1.673672341781978e-12	2.3142584961143585e-12	5.5267562406080174e-11	7.714978319031997e-11	1.0668819197206675e-11	1.5040277893319918e-11	1.6579618599777817e-11	2.353973524477651e-11	3.97955353536844e-12	5.510206641523586e-12	7.250174346014408e-11	1.1016803034918488e-10	1.7801598172365945e-10	2.743115505501564e-10	0.0009999971534057955	2.004740656294819e-09	0.0009999955596064036	0.0004980153493177671	0.00029828248488219595	1.4939489291337532e-06	0.0009373974751237375	3.7397455123519195e-05	6.26005000159092e-05	1.4594833322150634e-10	9.998764919174342e-05	3.487096543650381e-09	0.00019999601236833775	0.0004999912822366201	2.1857135177307586e-11	1.1807096000864101e-11	1.8864121782871285e-11	4.1198879834705264e-11	3.0006792324672453e-16	0.0001469524496145503	2.8036749228903247e-05	0.00011207772620906035	3.73639355063414e-08	2.9105333034445004e-08	6.318899042717463e-11	1.8211660756174818e-10	4.005429481913367e-10	1.6082472664962262e-14	0.0019408632739646775	1.599812903323606e-05	0.0008431255923086524	3.5969454032278876e-07	1.5590389637482162e-07	8.717763379846426e-09	5.005351146372835e-10	0.00019999947760775027	0.0005019841983547015	1.98418735470182e-06	2.2359128867007526e-07	9.977640781132991e-05	3.655420047482768e-16	6.436077606156178e-10	2.1838313909245957e-16	3.795906527860477e-09	0.0	0.0	0.0	0.0	0.0	6.188655812262435e-05	0.00035971537050281406	1.9046924059251096e-07	2.9712977991998094e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
5.9405940594059405	6.188658046800343e-05	9.583314835685286e-13	1.6734074737842418e-12	2.313891430276519e-12	5.5258816027568935e-11	7.713754645994454e-11	1.0667130770756084e-11	1.503789230997018e-11	1.6576994782561055e-11	2.3536001600546333e-11	3.978923751569944e-12	5.509332668725579e-12	7.249026962029654e-11	1.1015055653202299e-10	1.77987809627697e-10	2.7426804186755646e-10	0.0009999971538569268	2.0044229413553915e-09	0.0009999955603101284	0.0004980153493891645	0.00029828248534095	1.4939485299847723e-06	0.0009373974752419831	3.739745524176491e-05	6.260050022173556e-05	1.4592527424516042e-10	9.998765114304907e-05	3.486545618031285e-09	0.0001999960129986568	0.0004999912836139412	2.1853668206751453e-11	1.1803364817119121e-11	1.8858160497183164e-11	4.1185860366238956e-11	2.998781889550082e-16	0.00014695245553392143	2.803674923419344e-05	0.00011207773084127958	3.735803272797623e-08	2.9100735005219624e-08	6.316902187642396e-11	1.8205905642096647e-10	4.004163751608333e-10	1.6072303663650905e-14	0.0019408633325470168	1.5998129023995025e-05	0.000843125617213536	3.596377075942903e-07	1.558792630792839e-07	8.716386058805965e-09	5.004557214056859e-10	0.00019999947769061045	0.0005019841983549848	1.9841873549851616e-06	2.235912290649611e-07	9.977640787093503e-05	3.6531085446754207e-16	6.435057583404838e-10	2.18245044659529e-16	3.79530493517317e-09	0.0	0.0	0.0	0.0	0.0	6.188655172338079e-05	0.0003596584821499753	2.285395654002244e-07	2.970827591398398e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
6.930693069306931	6.18865806545032e-05	9.581800315489318e-13	1.6731430123244057e-12	2.3135257287565035e-12	5.525008307625618e-11	7.712535520529099e-11	1.066544493712909e-11	1.5035515595624063e-11	1.6574374994915007e-11	2.3532281831175175e-11	3.978294934415307e-12	5.508461943938671e-12	7.247881342711123e-11	1.1013314767339539e-10	1.779596808736875e-10	2.7422469492924627e-10	0.000999997154306739	2.004106158525241e-09	0.0009999955610117883	0.0004980153494603577	0.0002982824857989699	1.493948131474472e-06	0.0009373974753598807	3.739745535966263e-05	6.26005004269606e-05	1.4590225069936847e-10	9.998765309135652e-05	3.4859955388968737e-09	0.00019999601362783096	0.000499991284989146	2.185021425465062e-11	1.179964239287027e-11	1.8852213198984703e-11	4.117287152024884e-11	2.9968920305946784e-16	0.00014695246134299923	2.803674925249976e-05	0.00011207773544134311	3.735213940484597e-08	2.9096144353396496e-08	6.314910025805469e-11	1.820016404590987e-10	4.002901003068822e-10	1.6062174987860834e-14	0.0019408633896957853	1.5998129022426503e-05	0.0008431256418997055	3.595809660443542e-07	1.558546693765901e-07	8.715010854029074e-09	5.003766263971174e-10	0.00019999947777315944	0.0005019841983552673	1.984187355267692e-06	2.2359116955540523e-07	9.977640793044458e-05	3.650806306398357e-16	6.434040553847829e-10	2.1810750370783683e-16	3.79470511567147e-09	0.0	0.0	0.0	0.0	0.0	6.18865519129258e-05	0.0003596016419871289	2.66590577675179e-07	2.970358090141996e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
7.920792079207921	6.188658084100296e-05	9.58028579529335e-13	1.6728785508645693e-12	2.313160027236488e-12	5.5241350124943414e-11	7.711316395063744e-11	1.0663759103502097e-11	1.5033138881277944e-11	1.6571755207268956e-11	2.3528562061804007e-11	3.9776661172606685e-12	5.507591219151763e-12	7.246735723392592e-11	1.101157388147678e-10	1.779315521196779e-10	2.74181347990936e-10	0.000999997154756551	2.0037893756950906e-09	0.0009999955617134482	0.0004980153495315508	0.0002982824862569897	1.493947732964172e-06	0.0009373974754777782	3.7397455477560346e-05	6.260050063218564e-05	1.4587922715357652e-10	9.9987655039664e-05	3.485445459762462e-09	0.0001999960142570051	0.0004999912863643508	2.184676030254979e-11	1.1795919968621416e-11	1.884626590078624e-11	4.1159882674258724e-11	2.995002171639275e-16	0.00014695246715207706	2.8036749270806082e-05	0.00011207774004140665	3.7346246081715725e-08	2.9091553701573372e-08	6.312917863968543e-11	1.8194422449723094e-10	4.001638254529311e-10	1.6052046312070764e-14	0.001940863446844554	1.5998129020857984e-05	0.0008431256665858751	3.595242244944181e-07	1.558300756738963e-07	8.713635649252184e-09	5.002975313885486e-10	0.0001999994778557084	0.0005019841983555499	1.9841873555502224e-06	2.2359111004584937e-07	9.977640798995413e-05	3.648504068121294e-16	6.433023524290819e-10	2.179699627561447e-16	3.79410529616977e-09	0.0	0.0	0.0	0.0	0.0	6.188655210247081e-05	0.00035954480182428253	3.0464158995013353e-07	2.969888588885593e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
8.910891089108912	6.188658102750273e-05	9.578771275097382e-13	1.6726140894047332e-12	2.312794325716473e-12	5.5232617173630656e-11	7.710097269598389e-11	1.0662073269875105e-11	1.5030762166931826e-11	1.6569135419622904e-11	2.3524842292432845e-11	3.977037300106031e-12	5.506720494364855e-12	7.245590104074059e-11	1.100983299561402e-10	1.7790342336566834e-10	2.741380010526258e-10	0.000999997155206363	2.00347259286494e-09	0.0009999955624151078	0.000498015349602744	0.0002982824867150096	1.4939473344538718e-06	0.0009373974755956758	3.739745559545807e-05	6.260050083741066e-05	1.4585620360778454e-10	9.998765698797145e-05	3.4848953806280505e-09	0.00019999601488617926	0.0004999912877395556	2.184330635044896e-11	1.1792197544372565e-11	1.884031860258778e-11	4.114689382826861e-11	2.993112312683871e-16	0.00014695247296115489	2.8036749289112402e-05	0.00011207774464147018	3.734035275858547e-08	2.9086963049750244e-08	6.310925702131615e-11	1.8188680853536315e-10	4.0003755059898e-10	1.604191763628069e-14	0.0019408635039933225	1.5998129019289462e-05	0.0008431256912720445	3.594674829444821e-07	1.5580548197120253e-07	8.712260444475294e-09	5.002184363799798e-10	0.00019999947793825735	0.0005019841983558324	1.9841873558327524e-06	2.2359105053629351e-07	9.977640804946369e-05	3.6462018298442303e-16	6.43200649473381e-10	2.1783242180445255e-16	3.79350547666807e-09	0.0	0.0	0.0	0.0	0.0	6.18865522920158e-05	0.00035948796166143616	3.4269260222508807e-07	2.969419087629191e-11	0.0	0.0	0.0	0.0	0.0	2.0631e-05	12.0
