time	T	B	E	R	V
0.0	3.0	0.0	100.0	1.0	0.0
0.9900990099009901	3.627742749460225	0.010451139774394824	162.71070099256627	2.391730202449128	0.0
1.9801980198019802	4.386631686124541	0.025478501849511618	181.2856508385465	4.106905310569294	0.0
2.9702970297029703	5.303151467878188	0.04693193229906795	190.22420446086812	5.950938333515105	0.0
3.9603960396039604	6.408684617581763	0.07724636874508807	194.80564057721756	7.859503248375628	0.0
4.9504950495049505	7.740457069758991	0.11948252279348348	197.01432505759533	9.800587492653863	0.0
5.9405940594059405	9.342378602026127	0.17724603438970485	197.8144452698998	11.75597800924081	0.0
6.930693069306931	11.265903557050507	0.2544105222187073	197.73765769843246	13.714600848323062	0.0
7.920792079207921	13.570857997047993	0.3546108496618433	197.09901410357486	15.66946196582617	0.0
8.910891089108912	16.326143622630354	0.48058101608961235	196.09359159651277	17.61603840567354	0.0
9.900990099009901	19.610189078525956	0.6335465227881051	194.84561512331427	19.551358740093463	0.0
10.89108910891089	23.510970567947243	0.8129322122168408	193.43571190168046	21.47344884644655	0.0
11.881188118811881	28.125368682433628	1.0165261952448883	191.91697756802384	23.380986427988017	0.0
12.871287128712872	33.55757429571378	1.2410129694076741	190.3248372561601	25.27308106681817	0.0
13.861386138613861	39.91621664653584	1.4826315741217504	188.68324954386424	27.149132298273596	0.0
14.85148514851485	47.30988342223655	1.7377277445098422	187.00866357457915	29.008737115734938	0.0
15.841584158415841	55.8407654567608	2.0030922458501337	185.31256209657317	30.851629126107916	0.0
16.831683168316832	65.59632294416238	2.27609535510784	183.6031048831079	32.67763809826494	0.0
17.821782178217823	76.63916573936899	2.5546829270973794	181.88619760716097	34.48666272782801	0.0
18.81188118811881	88.99577465142566	2.8373020020431445	180.16619307515288	36.27865202970913	0.0
19.801980198019802	102.64522368006855	3.122803740522569	178.44635630882124	38.05359242051149	0.0
20.792079207920793	117.50958827375062	3.410349858747061	176.72917712901744	39.81149859555842	0.0
21.78217821782178	133.4480633343761	3.6993334861342473	175.01658329389622	41.552406974331426	0.0
