time	T_1	T_2	E_1_Innate	E_2_Adaptive
0.0	80000000.0	20000000.0	10500000.0	0.0
0.9900990099009901	38597989.8319141	6779941.634423771	10836371.699120972	64460766.08949855
1.9801980198019802	18611235.397617724	2336771.480341871	11099528.569913756	94844790.97268383
2.9702970297029703	8940830.72033296	809723.3834947608	11172870.378702909	108373736.35450067
3.9603960396039604	4338469.141952432	284686.69302959566	11050841.427981162	113633343.73204394
4.9504950495049505	2157689.110685126	102801.9718514782	10793776.057000061	114957663.5306711
5.9405940594059405	1110292.300157882	38443.52522132014	10465163.861903174	114446381.0264272
6.930693069306931	593841.7055174147	14947.580090123089	10106534.879508847	113084250.92902754
7.920792079207921	330653.30097302736	6050.734045704147	9740213.979128318	111329897.68062344
8.910891089108912	191665.44155791355	2549.6254797040133	9377238.977121439	109399672.00340189
9.900990099009901	115571.22329453337	1117.412387382099	9022848.299984219	107398053.54655854
10.89108910891089	72410.42729833059	508.76348213143405	8679421.86181688	105376884.6095014
11.881188118811881	47080.5123169557	240.33679513588177	8347935.514268461	103362570.71409242
12.871287128712872	31724.106559129774	117.63677413874294	8028668.011521739	101368851.59748034
13.861386138613861	22123.98960997873	59.580106402696345	7721547.680927365	99402963.65555817
14.85148514851485	15947.412531684735	31.18328840262633	7426325.810606223	97468702.0235325
15.841584158415841	11866.193796773614	16.84408933941826	7142665.4500814965	95567987.90224846
16.831683168316832	9103.03519996608	9.378609802139101	6870187.993411418	93701694.52443512
17.821782178217823	7191.0510452707995	5.376180555849764	6608498.156358838	91870094.88800223
18.81188118811881	5842.875842679218	3.169216438784886	6357197.60769224	90073111.116687
19.801980198019802	4877.5837876018795	1.9190654874318906	6115892.490206148	88310456.96646626
20.792079207920793	4178.888715972296	1.192403533520119	5884197.571170914	86581721.28186631
21.78217821782178	3670.6848844934593	0.7594620113336217	5661738.49179799	84886418.01222813
22.77227722772277	3302.428068025638	0.49534691174599255	5448152.923129775	83224016.84562604
23.762376237623762	3040.228556725588	0.33053816950245885	5243091.082262309	81593962.35892697
24.752475247524753	2861.3345664398025	0.2254482965095674	5046215.869722838	79995686.2222712
25.742574257425744	2750.67462386193	0.15703829948214465	4857202.781018764	78428615.12240344
26.73267326732673	2698.681960308481	0.11161759925732838	4675739.683916972	76892176.00235325
27.722772277227723	2699.9414745258337	0.08088684781225991	4501526.517287575	75385799.59554283
28.712871287128714	2752.386142273865	0.05971794995132122	4334274.946206538	73908922.86633287
29.7029702970297	2856.882367802943	0.04488390150015412	4173707.9953126553	72460990.74939772
30.693069306930692	3017.114766165262	0.03431822968024564	4019559.6747015193	71041457.44712672
31.683168316831683	3239.728622930294	0.026675335678341856	3871574.607944278	69649787.4633208
32.67326732673267	3534.7238387334546	0.02106491244097489	3729507.669001898	68285456.50307088
33.663366336633665	3916.1246709676657	0.01688882916017915	3593123.6332078027	66947952.341465704
34.65346534653465	4402.980175634033	0.013739338233515313	3462196.846733566	65636775.75122521
35.64356435643565	5020.785450541015	0.011334573717023158	3336510.918832465	64351441.57802508
36.633663366336634	5803.45821246081	0.00947707672900679	3215858.4415858802	63091480.06079581
37.62376237623762	6796.064520529063	0.008026750068412372	3100040.7428552243	61856438.512729056
38.613861386138616	8058.568979683113	0.006882983003842083	2988867.6797385146	60645883.50855752
39.603960396039604	9670.998739563302	0.005972683419482316	2882157.482191552	59459403.76772488
40.59405940594059	11740.571532606153	0.005242165258379014	2779736.6598310373	58296613.985817425
41.584158415841586	14411.566615629677	0.004651583645347752	2681439.9896336277	57157159.95476122
42.57425742574257	17879.043697487497	0.004171073887365935	2587110.6087695113	56040725.43542785
43.56435643564356	22407.982067375906	0.003778043212615644	2496600.2458450403	54947041.418204375
44.554455445544555	28360.08288270497	0.003455251027621592	2409769.636327687	53875898.64748381
45.54455445544554	36231.44297504931	0.0031894342691913893	2326489.185188256	52827164.62303536
46.53465346534654	46705.70029028846	0.002970313364791857	2246639.963584245	51800806.7652175
47.524752475247524	60729.26099113545	0.0027898664557712764	2170115.159081356	50796924.100537606
48.51485148514851	79618.11836593838	0.002641794303912373	2096822.1433994623	49815790.77207023
49.504950495049506	105209.96299593955	0.0025211217145796614	2026685.381737984	48857916.03074523
50.495049504950494	140081.3142179181	0.002423897153607481	1959650.487193343	47924127.29573409
51.48514851485149	187858.0571007271	0.00234696301686853	1895689.825964195	47015685.65273509
52.475247524752476	253660.1025211879	0.002287776312665067	1834810.2039513579	46134447.18368929
53.46534653465346	344738.2789725373	0.0022442643807512033	1777063.3044126262	45283089.387561984
54.45544554455446	471385.6808978371	0.0022147033680600284	1722559.6713958345	44465430.5669361
55.445544554455445	648238.2721008988	0.0021976089465412046	1671487.0767397182	43686882.807866864
56.43564356435643	896121.7073437998	0.0021916295005737314	1624133.9272785657	42955098.195357494
57.42574257425743	1244652.0501023007	0.0021954320205156462	1580917.6976981207	42280896.391218305
58.415841584158414	1735850.8265788853	0.002207570643891379	1542416.7755673844	41679604.304616705
59.4059405940594	2429071.5096133454	0.00222632799389879	1509400.9865136554	41173001.42072341
60.396039603960396	3407514.898810047	0.0022495217028974395	1482850.930303637	40792153.62824471
