time	FITC_Dextran_three_compartment_model_compartment_1	FITC_Dextran_three_compartment_model_compartment_2	FITC_Dextran_three_compartment_model_compartment_3	Pyranine_three_compartment_model_compartment_1	Pyranine_three_compartment_model_compartment_2	Pyranine_three_compartment_model_compartment_3	FITC_Dextran_single_compartment_model	Pyranine_single_compartment_model
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0
0.9900990099009901	6.513625938244634	0.11858055243950189	0.0014442955416100944	0.0	0.0	0.0	9.194308249117642	-0.0
1.9801980198019802	12.792951735566257	0.4629303778279295	0.011247619198105048	0.0	0.0	0.0	18.244111704765462	-0.0
2.9702970297029703	18.846405348101424	1.0166538570421546	0.036954748631985	0.0	0.0	0.0	27.15168151500283	-0.0
3.9603960396039604	24.682111572385715	1.7642427735796553	0.08527934405578651	0.0	0.0	0.0	35.919253132785755	-0.0
4.9504950495049505	30.30790294966044	2.691033688544705	0.16216342797087124	0.0	0.0	0.0	44.54902687697873	-0.0
5.9405940594059405	35.73133027862976	3.7831672316268214	0.272833342268659	0.0	0.0	0.0	53.043168484549014	-0.0
6.930693069306931	40.95967274995351	5.02754922815839	0.42185236638687457	0.0	0.0	0.0	61.403809654082345	-0.0
7.920792079207921	45.99994771619708	6.411813582349994	0.613170175706792	0.0	0.0	0.0	69.63304858075588	-0.0
8.910891089108912	50.85892011035042	7.92428684067881	0.8501693096154864	0.0	0.0	0.0	77.73295048290383	-0.0
9.900990099009901	55.54311152555415	9.55395436258274	1.1357088102503448	0.0	0.0	0.0	85.70554812030653	-0.0
10.89108910891089	60.05880896822125	11.290428028679683	1.4721651848924204	0.0	0.0	0.0	93.55284230433408	-0.0
11.881188118811881	64.41207329629475	13.123915419706691	1.8614708372477284	0.0	0.0	0.0	101.27680240007199	-0.0
12.871287128712872	68.60874735389783	15.045190402469547	2.3051501050973022	0.0	0.0	0.0	108.879366820555	-0.0
13.861386138613861	72.65446381378581	17.045565059246602	2.804353039070874	0.0	0.0	0.0	116.3624435132334	-0.0
14.85148514851485	76.55465273697402	19.11686290718808	3.3598870381616206	0.0	0.0	0.0	123.72791043879342	-0.0
15.841584158415841	80.31454886103683	21.25139334528046	3.9722464704660037	0.0	0.0	0.0	130.9776160424521	-0.0
16.831683168316832	83.93919862599054	23.441927279008237	4.641640384537171	0.0	0.0	0.0	138.1133797178451	-0.0
17.821782178217823	87.43346694753474	25.68167386956179	5.3680184203649155	0.0	0.0	0.0	145.1369922636238	-0.0
18.81188118811881	90.80204374659175	27.964258358875185	6.15109501983893	0.0	0.0	0.0	152.05021633287546	-0.0
19.801980198019802	94.04945024402053	30.28370092270422	6.990372033251443	0.0	0.0	0.0	158.85478687548115	-0.0
20.792079207920793	97.18004502889151	32.634396506740664	7.885159812237844	0.0	0.0	0.0	165.55241157352003	-0.0
21.78217821782178	100.19802990845281	35.01109560246034	8.834596875236581	0.0	0.0	0.0	172.14477126983127	-0.0
