time	Susceptible	Infected	Recovered	Confirmed
0.0	5999755.0	60.0	0.0	0.0
0.9900990099009901	5999670.699042054	76.46703642744754	6.72288617633712	61.11103534290442
1.9801980198019802	5999563.264412176	97.45153715603205	15.29078797514271	138.99326269404727
2.9702970297029703	5999426.351496272	124.19159439225062	26.209802709418632	238.2471066286155
3.9603960396039604	5999251.877906704	158.26387230030107	40.12469980162698	364.7335211967893
4.9504950495049505	5999029.5489414325	201.6757260334315	57.856821856892005	525.9185106791484
5.9405940594059405	5998746.254351241	256.98209251664764	80.45228505895889	731.3112711859366
6.930693069306931	5998385.302072463	327.43363151963314	109.24324043810513	993.021055582376
7.920792079207921	5997925.445767465	417.1641746431154	145.9256747170267	1326.4643831777719
8.910891089108912	5997339.652158388	531.4274296848129	192.65811812995418	1751.2622938012828
9.900990099009901	5996593.540911437	676.8950993036614	252.1867184601187	2292.3772708024785
10.89108910891089	5995643.413958611	862.0310733775615	328.0034656109309	2981.5515024033616
11.881188118811881	5994433.77246884	1097.5590393694365	424.5459357576105	3859.122556036678
12.871287128712872	5992894.198432225	1397.0434653296643	547.4487713031587	4976.309331145712
13.861386138613861	5990935.454711682	1777.60597029185	703.8591990117952	6398.080119017219
14.85148514851485	5988444.63431895	2260.7997220200455	902.831115860319	8206.734843170298
15.841584158415841	5985279.170180599	2873.662199031449	1155.814432147566	10506.353188221374
16.831683168316832	5981259.507276584	3649.9589721360653	1477.2580526541794	13428.275698626489
17.821782178217823	5976160.2507931	4631.614236989756	1885.3453884946755	17137.7895814166
18.81188118811881	5969699.65462837	5870.291819743734	2402.8794402267813	21842.17411166144
19.801980198019802	5961527.431701801	7429.03485828208	3058.328388495531	27800.205051424367
20.792079207920793	5951211.091295225	9383.781983054316	3887.0294075048746	35333.097314219296
21.78217821782178	5938221.394422463	11824.438830511535	4932.523959071138	44836.64278795663
22.77227722772277	5921918.135032742	14854.982595720701	6247.956627506341	56793.92574403263
23.762376237623762	5901538.375417937	18591.807677472294	7897.405045053691	71787.41185953803
24.752475247524753	5876190.537105181	23159.19729406861	9956.914331095111	90508.35126965457
25.742574257425744	5844859.3405161295	28680.49055674855	12514.882946196314	113760.28598092453
26.73267326732673	5806428.283721027	35263.35009157328	15671.294964063145	142452.07122333403
27.722772277227723	5759727.621051972	42977.783085413306	19535.143296592058	177574.45256602182
28.712871287128714	5703615.668963794	51826.61123901646	24219.298295063305	220153.42150212548
29.7029702970297	5637098.315315607	61710.33202888051	29832.145951983373	271174.2067035288
30.693069306930692	5559484.358267644	72391.92472245407	36465.68057580798	331473.0364340945
31.683168316831683	5470562.161051214	83471.55916313386	44180.50344753749	401600.7763381155
32.67326732673267	5370767.851760594	94384.57746748818	52989.352901082064	481673.21787083586
33.663366336633665	5261302.250161019	104435.6044371563	62842.135322281836	571235.010079542
34.65346534653465	5144151.046110279	112874.43465977814	73616.40428443428	669173.1149455076
35.64356435643565	5021977.580796827	119005.39983518358	85117.14760832387	773714.871759664
36.633663366336634	4897889.842870398	122306.04464177859	97088.11818511582	882530.9943027031
37.62376237623762	4775122.225518878	122521.69267858165	109234.00216080644	992937.0796417309
38.613861386138616	4656700.612094582	119706.90443466589	121249.50282167966	1102157.9806490685
39.603960396039604	4545162.661424881	114202.5054954208	132849.33925467718	1207600.4938250151
40.59405940594059	4442383.041130835	106559.08413187075	143793.14913154504	1307079.7256057442
41.584158415841586	4349518.147102472	97433.46042225871	153901.2281937826	1398962.164281483
42.57425742574257	4267052.953150335	87487.5108259422	163059.91437301473	1482214.6216507023
43.56435643564356	4194914.73713608	77310.64168027481	171218.00011730817	1556371.62106633
44.554455445544555	4132615.9124414404	67374.64696645153	178377.05060377618	1621447.3899883244
45.54455445544554	4079395.9931521476	58018.88346948991	184578.8031098469	1677821.3202685078
46.53465346534654	4034344.262783988	49457.66260386798	189892.2769684972	1726120.7976436391
47.524752475247524	3996495.238186864	41800.35466703883	194402.31983608424	1767117.0873100054
48.51485148514851	3964896.41008969	35076.21411677891	198200.43367626602	1801641.9421172577
49.504950495049506	3938651.8328681486	29258.545132769992	201378.05966294097	1830526.562336133
50.495049504950494	3916946.7345860368	24285.324762148866	204022.095208306	1854560.8454435014
51.48514851485149	3899058.3521811934	20075.25420400639	206212.22929779912	1874469.1643169937
52.475247524752476	3884357.472079405	16539.340196236422	208019.64199448473	1890898.5457298653
53.46534653465346	3872304.180263832	13588.666786688646	209506.6553963798	1904415.4975530913
54.45544554455446	3862440.374611603	11139.195630512973	210726.9999760036	1915508.4297818714
55.445544554455445	3854380.792948009	9114.399715255642	211726.44274893228	1924593.3645877936
56.43564356435643	3847803.693320565	7446.4077378180245	212543.59751651218	1932021.3014250943
57.42574257425743	3842441.875002625	6076.1838157814655	213210.7969456475	1938086.144235935
58.415841584158414	3838074.4190978515	4953.125296588968	213754.95100154108	1943032.5046040071
59.4059405940594	3834519.323151717	4034.344333813433	214198.34811838059	1947062.9843960782
60.396039603960396	3831627.075218859	3283.8092031189944	214559.37716333134	1950344.7384146804
61.386138613861384	3829275.137220691	2671.4561672672125	214853.16220139086	1953015.2444106408
62.37623762376238	3827363.2654185235	2172.3373769665463	215092.11072393478	1955187.2864805646
63.366336633663366	3825809.5775032886	1765.8399022170697	215286.38083196094	1956953.2017625226
64.35643564356435	3824547.2705732044	1434.991383547122	215444.2753263865	1958388.4627168514
65.34653465346534	3823521.8976807185	1165.8557850127045	215572.57150983746	1959554.675024421
66.33663366336634	3822689.117762512	947.0156904165614	215676.79549524898	1960502.0710518116
67.32673267326733	3822012.8431526516	769.1338969396619	215761.44925177412	1961271.573698625
68.31683168316832	3821463.718670547	624.58545186215	215830.19780749088	1961896.4980700903
69.3069306930693	3821017.875715757	507.15093338918234	215886.0231269421	1962403.9502239025
70.29702970297029	3820655.9134632177	411.7621533315973	215931.35028577218	1962815.9740976677
71.2871287128713	3820362.066961018	334.2922139462476	215968.150725969	1963150.4900990564
72.27722772277228	3820123.52862683	271.38276337204735	215998.02662138644	1963422.061988401
73.26732673267327	3819929.895374383	220.30223844520955	216022.27972122515	1963642.522665935
74.25742574257426	3819772.7184470105	178.82978438880667	216041.96746963236	1963821.4842989559
75.24752475247524	3819645.1371024316	145.16036336638842	216057.94871498432	1963966.7538192056
76.23762376237623	3819541.580676248	117.82729073474513	216070.9209150652	1964084.6711179402
77.22772277227723	3819457.5263573346	95.63906844178696	216081.45040378725	1964180.3841704242
78.21782178217822	3819389.302320593	77.62792273015472	216089.99700264286	1964258.0727540224
79.20792079207921	3819333.9277659752	63.00790777146434	216096.93402638682	1964321.130299855
80.1980198019802	3819288.9829723397	51.140816915203914	216102.56454021155	1964372.311670522
81.18811881188118	3819252.503752577	41.50845970889041	216107.13456766141	1964413.8532200414
82.17821782178218	3819222.895739709	33.690124499437424	216110.84381920518	1964447.5703165745
83.16831683168317	3819198.8647859218	27.344262360769598	216113.8544055209	1964474.9365461841
84.15841584158416	3819179.360450595	22.193605376923063	216116.29791318296	1964497.1480308326
