time	Bone	HSC	Ob_m	Ob_p	Ob_p_Tgfb_A	Ob_pro	Ocl_m	Ocl_p	Ocl_p_RANKL	Ocy_A	Ocy_I	Ocy_I_PTH	MSC	LOAD	MCSF	Ob_m_PTH	Ob_p_PTH	OPG	OPG_RANKL	PTH	RANKL	Sost	Tgfb_A	Tgfb_I	Wnt_A	Wnt_I	X	newbone	Bax	Bax_Bcl2	Bcl2	CREB	CREB_P	CREB_Runx2	Runx2	Source	Sink
0.0	2000.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1800.0	0.0	100.0	0.0	5.0	0.0	0.0	0.0	0.0	170.0	0.0	0.0	5.0	500.0	0.0	200.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	10.0	1.0	1.0
0.9900990099009901	2000.0	100.0	7.190751718380511e-13	3.623527915011212e-08	7.195949684957055e-12	0.00029367625148338694	9.757565258472338e-17	5.39212962500307e-05	4.926531588406744e-12	0.40266527329927826	1789.6376895386873	9.959627417863317	100.0	0.0	5.000495025730618	1.7184766721786777e-15	1.5610922834036831e-12	1.4417771877552616e-14	5.670211559656651e-22	159.7339143758719	0.00027684161815297504	1.3301197688944246	4.999752481367081	500.0	5.852415550502075	194.14758444949783	0.011455445544554453	3.6642613541472313e-19	100.0	3.456453624653831e-42	5.216122821358178e-41	100.0	2.088775129200257e-35	1.5615365075506549e-37	10.003960199986864	1.0	1.0
1.9801980198019802	2000.0	100.0	2.2353150802871404e-11	5.602178735729629e-07	2.2382436051422271e-10	0.002243007047314367	1.5601023816887187e-15	0.00010785259987817327	3.938365875701855e-11	1.5463073515126387	1779.725115767784	18.72854144071728	100.0	0.0	5.000990012312655	1.0421751583460486e-13	4.7240433060877e-11	4.492656785633224e-13	7.085598795829678e-20	150.67765448299167	0.0005534516025452586	2.6474703725433986	4.999504974777824	500.0	11.522418620644936	188.47758137935497	0.022910891089108914	2.2942243552259543e-17	100.0	1.6675839075630207e-37	1.355546472837472e-36	100.0	1.51111212760284e-31	2.2127374769752692e-33	10.00792000789413	1.0	1.0
2.9702970297029703	2000.0	100.0	1.6377787594933182e-10	2.714823477154779e-06	1.6406753785500596e-09	0.0071286302690354506	7.895393991353072e-15	0.00016179388164941667	1.3289719484725494e-10	3.3409391471742507	1770.243336825903	26.41567101304294	100.0	0.0	5.001484982878773	1.1190637813731033e-12	3.368564252142368e-10	3.2992442276567175e-12	1.177361757802758e-18	142.7200064960739	0.0008305781149693438	3.952428844934353	4.999257479240866	500.0	16.988123548895704	183.01187645110417	0.03436633663366337	2.5435577634029783e-16	100.0	8.626760600822294e-35	4.888426939497659e-34	100.0	2.593106782586648e-29	5.652853937449715e-31	10.011879423760602	1.0	1.0
3.9603960396039604	2000.0	100.0	6.619749421154132e-10	8.147812660420555e-06	6.633692013883158e-09	0.015732837423425773	2.4953944768837246e-14	0.00021574511280655006	3.1512537895341523e-10	5.705037930698768	1761.1692034823718	33.12568809109029	100.0	0.0	5.001979970817738	5.901480771110646e-12	1.3252694648081132e-09	1.3364601503081335e-11	8.54416268753118e-18	135.75422945363047	0.0011088895032002584	5.2453550808320815	4.999009992379769	500.0	22.21299465145045	177.7870053485494	0.04582178217821783	1.384582851035503e-15	100.0	7.163060529843743e-33	3.1214086429316463e-32	100.0	9.635849771426173e-28	2.819240584578876e-29	10.015838447625033	1.0	1.0
4.9504950495049505	2000.0	100.0	1.9280950718050803e-09	1.876747047392763e-05	1.932591279617393e-08	0.028360044238077968	6.094464437207537e-14	0.0002697062651041215	6.159912708789786e-10	8.565186128163226	1752.476297044256	38.9584289377617	100.0	0.0	5.002475014851996	2.105803516012338e-11	3.759024087979913e-09	3.9008980014604774e-11	3.932729903578924e-17	129.67862456873786	0.0013889786911258021	6.526589120396611	4.998762510071156	500.0	27.149228664867152	172.8507713351327	0.05727722772277229	5.096502832627419e-15	100.0	2.139824450433812e-31	7.609106416689268e-31	100.0	1.5397697804407327e-26	5.685054231811135e-28	10.019797079526034	1.0	1.0
5.9405940594059405	2000.0	100.0	4.56060941054919e-09	3.653136568095965e-05	4.57180952257157e-08	0.04493965790761108	1.2646019674663765e-13	0.00032367731076237435	1.0657956565643544e-09	11.855661811295743	1744.1360068155238	44.008226173679404	100.0	0.0	5.002970154774312	5.867308140975263e-11	8.665575220260919e-09	9.24597502318088e-11	1.3562648326678248e-16	124.39719254558062	0.0016713677516627067	7.79644919972908	4.9985150263141875	500.00000000000017	31.741589819819154	168.2584101801807	0.06873267326732677	1.4634623456326818e-14	100.0	3.337392212147422e-30	1.0068564375028825e-29	100.0	1.4410243895512101e-25	6.453261955317743e-27	10.023755319501934	1.0	1.0
6.930693069306931	2000.0	100.0	9.340556592239798e-09	6.329380835829112e-05	9.363800946502818e-08	0.06515295883131712	2.34510757537336e-13	0.00037765822236022475	1.6953120301298758e-09	15.517977159146811	1736.11861856459	48.36328184803262	100.0	0.0	5.003465428362769	1.3783805496139554e-10	1.7315240825410036e-08	1.8974633968167704e-10	3.831199014226875e-16	119.82024859764705	0.001956512981679369	9.055230618890775	4.998267533281347	500.0000000000005	35.931631443494176	164.06836855650567	0.0801881188118812	3.5390043234262444e-14	100.0	3.3092420966985443e-29	8.715882049200253e-29	100.0	9.316759271216463e-25	4.917489067485991e-26	10.027713167590605	1.0	1.0
7.920792079207921	2000.0	100.0	1.7214982845475574e-08	0.00010071301022652195	1.725700405645107e-07	0.08854457723562176	4.0056444271346207e-13	0.00043164897269157716	2.5358653947033107e-09	19.50037221230443	1728.3943096398145	52.10517856882584	100.0	0.0	5.003960869497295	2.859006991148312e-10	3.1173253288524186e-08	3.5039662550951447e-10	9.350967015076007e-16	115.86489831333256	0.0022448104418597756	10.303205392218183	4.998020021488932	500.0000000000012	39.662138518771485	160.3378614812284	0.09164356435643566	7.545573117927093e-14	100.0	2.3611135987188144e-28	5.541394391469788e-28	100.0	4.5988176148063494e-24	2.802419216994591e-25	10.031670623829223	1.0	1.0
8.910891089108912	2000.0	100.0	2.9273943976207136e-08	0.0001502056187685929	2.9341975056045786e-07	0.11460318597496584	6.42593494893257e-13	0.0004856495346064187	3.6193967712140385e-09	23.757277349528884	1720.9339824489819	55.308583546757276	100.0	0.0	5.004456507231061	5.394406514786052e-10	5.1853234168296906e-08	5.969987688567716e-10	2.041363511409069e-15	112.45531985226712	0.0025366017380644697	11.540622580321951	4.997772480032568	500.0000000000023	42.881543589400806	157.11845641059907	0.10309900990099007	1.4612388415174924e-13	100.0	1.3111541274525018e-27	2.785237064437867e-27	100.0	1.8482787781283609e-23	1.2798062714547332e-24	10.035627688254003	1.0	1.0
