time	G1	S	G2	R_apo	R_other	R_total	R_live
0.0	113516.0	25488.0	81655.99999999999	11800.0	3540.0	236000.0	220660.0
0.9900990099009901	115709.20864443318	37317.45466431434	74112.66634046343	12651.43559993153	3785.903086484306	243576.66833562677	227139.32964921097
1.9801980198019802	116453.41660756011	48861.63776480274	67521.92390891432	13525.011742505038	4038.4358927617836	250400.425916544	232836.97828127717
2.9702970297029703	116075.15688559832	60019.715623443764	61768.09786542027	14417.862021328592	4296.796955326603	256577.62935111756	237862.97037446237
3.9603960396039604	114836.57013119599	70723.23586942775	56750.93956495445	15327.520601050059	4560.296893241248	262198.5630598695	242310.7455655782
4.9504950495049505	112949.25408403712	80927.94979294114	52382.99222506061	16251.863045848491	4828.341841548278	267340.4009894356	246260.19610203887
5.9405940594059405	110584.55472895494	90607.86801766115	48587.568596604855	17189.057622150056	5100.419822311929	272069.46878768294	249779.99134322096
6.930693069306931	107881.37970360313	99750.85173890271	45297.16265853173	18137.524705640477	5376.089387347695	276443.0081940257	252929.3941010376
7.920792079207921	104952.24448017804	108355.28514655643	42452.176601292886	19095.90258189907	5654.970052181133	280510.5788621076	255759.70622802735
8.910891089108912	101888.02995287399	116427.52595428063	39999.881970180904	20063.01837932288	5936.734167160268	284315.1904238187	258315.43787733553
9.900990099009901	98761.781281725	123979.92723861548	37893.55827682851	21037.863184809958	6221.099959312366	287894.2299412913	260635.266797169
10.89108910891089	95631.78009010422	131029.28652484978	36091.76864923417	22019.57061338126	6507.825540568408	291280.23141813785	262752.8352641882
11.881188118811881	92544.05593074436	137595.62011963694	34557.74326366808	23007.39826524579	6796.703723579885	294501.521302875	264697.41931404936
12.871287128712872	89534.45858730447	143701.18867376086	33258.848865701424	24000.71161836202	7087.557518524376	297582.76526365307	266494.4961267667
13.861386138613861	86630.38084848317	149369.71986899807	32166.12822767186	24998.9699956964	7380.23620987864	300545.4351507281	268166.22894515307
14.85148514851485	83852.1995068733	154625.7876675731	31253.897224495464	26001.7143119568	7674.611930538201	303408.21064143686	269731.8843989419
15.841584158415841	81214.48636295431	159494.3173487515	30499.390044613163	27008.55635652149	7970.5766652286	306187.3267780691	271208.193756319
16.831683168316832	78727.02945042003	164000.19258140642	29882.44512614441	28019.169409568378	8268.03962644499	308896.8761939842	272609.66715797083
17.821782178217823	76395.69617438421	168167.9459178025	29385.225949329404	29033.280020299157	8566.924955090755	311549.073016906	273948.8680415161
18.81188118811881	74223.16369083403	172021.51790160142	28991.971973077216	30050.66080170685	8867.169705141052	314154.48407236056	275236.6535655127
19.801980198019802	72209.53704290227	175584.07284781497	28688.77588053732	31071.124117062252	9168.722077458015	316722.23196577484	276482.3857712546
20.792079207920793	70352.87188322876	178877.8615394232	28463.38396955849	32094.51655030687	9471.539872643114	319260.1738151604	277694.1173922104
21.78217821782178	68649.61574690929	181924.1227829812	28305.017042823732	33120.71406666032	9775.589136760183	321775.0587761347	278878.7555727142
22.77227722772277	67094.97958429012	184743.0171035986	28204.209557383492	34149.61778159601	10080.84297707338	324272.6670039416	280042.2062452722
23.762376237623762	65683.24946120837	187353.58693219337	28152.665112974664	35181.150266376135	10387.280527748408	326757.9323005009	281189.5015063764
24.752475247524753	64408.046874899024	189773.73851114733	28143.126613764354	36215.252326919894	10694.8860478624	329235.050374593	282324.9119998107
25.742574257425744	63262.54492893128	192020.24146825398	28169.25964673078	37251.88020024395	11003.64813615226	331707.57438031223	283452.046043916
26.73267326732673	62239.64664690455	194108.74260138487	28225.547778094213	38291.00311880985	11313.559048632465	334178.49919382593	284573.93702638365
27.722772277227723	61332.13080309946	196053.79095266055	28307.198628795733	39332.60119932802	11624.614106948497	336650.33569083223	285693.1203845557
28.712871287128714	60532.76996157746	197868.87167245217	28410.059703426028	40376.663617289385	11936.811186649287	339125.17614139436	286811.70133745566
29.7029702970297	59834.42486233545	199566.44653785415	28530.543023587717	41423.18703217688	12250.150275589105	341604.7517315433	287931.4144237773
30.693069306930692	59230.11866409899	201157.99934711948	28665.557739567	42472.17423319262	12564.633094032428	344090.4830780105	289053.67575078545
31.683168316831683	58713.09413958712	202654.08467889897	28812.44995529459	43523.6329782808	12880.26276885681	346583.5245209184	290179.6287737807
32.67326732673267	58276.85651752792	204064.378752494	28968.949068607155	44577.57500224803	13197.043555091905	349084.8028959691	291310.18433862913
33.663366336633665	57915.20429925617	205397.73134462768	29133.11999423716	45634.01517262709	13514.980598826603	351595.0514095747	292446.055638121
