time	G1	S	G2	R_apo	R_other	R_total	R_live
34.65346534653465	57622.25006588738	206662.21790439833	29303.32069312201	46692.97077437175	13834.079736197778	354114.83917397726	293587.78866340773
35.64356435643565	57392.43302057448	207865.1911699552	29478.164480837513	47754.46090661157	14154.347323771908	356644.5969017507	294735.7886713672
36.633663366336634	57220.52476715089	209013.3317313408	29656.48663469575	48818.50597665272	14475.790096177088	359184.6392060172	295890.3431331874
37.62376237623762	57101.62961302568	210112.6971047512	29837.314861919258	49885.12727815753	14798.415047330745	361735.1839051844	297051.64157969615
38.613861386138616	57031.18049619881	211168.7689860324	30019.84323147919	50954.34664200958	15122.229332048008	364296.36868776794	298219.7927137104
39.603960396039604	57004.93147450354	212186.49843972808	30203.409206693523	52026.18614972182	15447.24018519283	366868.26545583986	299394.8391209252
40.59405940594059	57018.9475704526	213170.3488544373	30387.4734494664	53100.66790049517	15773.454855883238	369450.8926307347	300576.7698743563
41.584158415841586	57069.592638849696	214124.3365557698	30571.602099194915	54177.81382416243	16100.88055457701	372044.2256725538	301765.5312938144
42.57425742574257	57153.51581734795	215052.06902130652	30755.451255566586	55257.64553318974	16429.52441112617	374648.20603853697	302961.03609422105
43.56435643564356	57267.63702403753	215956.7806794735	30938.75342414736	56340.18420783972	16759.39344214906	377262.74877764715	304163.1711276584
44.554455445544555	57409.13188773256	216841.36632702037	31121.30569462256	57425.45050916755	17090.49452622712	379887.7489447702	305371.8039093755
45.54455445544554	57575.41641854546	217708.41220276913	31302.959462167382	58513.46451551256	17422.834385711056	382523.08698470565	306586.788083482
46.53465346534654	57764.13167357982	218560.22475131246	31483.611533418767	59604.24567886882	17756.41957412309	385168.633211303	307807.967958311
47.524752475247524	57973.12862628578	219398.8572412599	31663.19640536681	60697.81279699739	18091.25646799454	387824.2515379044	309035.18227291247
48.51485148514851	58200.45338530846	220226.13425818743	31841.67962594353	61794.18399919538	18427.351262554497	390489.8025311893	310268.2672694394
49.504950495049506	58444.33289204877	221043.67421662406	32019.05207982606	62893.37674279373	18764.709970447875	393165.14590174047	311507.0591884989
50.495049504950494	58703.16118281764	221852.90998792904	32195.325094912492	63995.40781842015	19103.338422931683	395850.142507011	312751.3962656592
51.48514851485149	58975.48628153859	222655.10775775093	32370.526265686494	65100.29336218431	19443.242273031985	398544.6559401923	314001.120304976
52.475247524752476	59259.99776388287	223451.3842289215	32544.695902003856	66208.04887324724	19784.42700022949	401248.5537682849	315256.0778948082
53.46534653465346	59555.51501958481	224242.72227648296	32717.88402499719	67318.68923550191	20126.89791631583	403961.7084728827	316516.12132106494
54.45544554455446	59860.976222505815	225029.98516800322	32890.147837256045	68432.22874226014	20470.66017210986	406683.99814213504	317781.10922776506
55.445544554455445	60175.42800784493	225813.92945383076	33061.54960503261	69548.68112304705	20815.718764780904	409415.30695453624	319050.9070667083
56.43564356435643	60498.0158466572	226595.21662946438	33232.15489675423	70668.05957174805	21162.078545566284	412155.52549019014	320325.3873728758
57.42574257425743	60827.97510013273	227374.42366794424	33402.03112881944	71790.37677548976	21509.744227708798	414904.55090009497	321604.4298968964
58.415841584158414	61164.62273131133	228152.05251436323	33571.246375741444	72915.64494375083	21858.720394471686	417662.28695963847	322887.921621416
59.4059405940594	61507.34964816251	228928.53862905	33739.868407041955	74043.87583729482	22209.011507115956	420428.6440286652	324175.75668425445
60.396039603960396	61855.61364780939	229704.25866269594	33907.96391750949	75175.08079660157	22560.621912748436	423203.5389373648	325467.8362280148
61.386138613861384	62208.932931134805	230479.5373393205	34075.5979221386	76309.2707695446	22913.555851968766	425986.8948141072	326764.06819259387
62.37623762376238	62566.88015543245	231254.65361858613	34242.83329053766	77446.4563381207	23267.81746626038	428778.6408689373	328064.3670645562
63.366336633663366	62929.07699172153	232029.8462046063	34409.73039876792	78586.64774409086	23623.410805085037	431578.71214427165	329368.65359509573
64.35643564356435	63295.18915548855	232805.31846084018	34576.34687992468	79729.85491342825	23980.33983265097	434387.04924233264	330676.8544962534
65.34653465346534	63664.92187746412	233581.24278937123	34742.73745671139	80876.0874795099	24338.6084343363	437203.5980373929	331988.9021235467
66.33663366336634	64038.01578376705	234357.7645258627	34908.953841965704	82025.35480501332	24698.220422756083	440028.3093793649	333304.73415159545
67.32673267326733	64414.2431552506	235135.00539797475	35075.044694918724	83177.66600250397	25059.179543468515	442861.13879411656	334624.2932481441
68.31683168316832	64793.404536594004	235913.0665915597	35241.05562265535	84333.0299537202	25421.48948032156	445702.0461848509	335947.5267508091
69.3069306930693	65175.32567007184	236692.0314619055	35407.02921807781	85491.45532756549	25785.15386044231	448550.995538063	337274.38635005517
70.29702970297029	65559.85472572909	237471.96792887704	35573.005126457305	86652.95059684782	26150.176258879652	451407.9546367909	338604.82778106345
71.2871287128713	65946.8597846241	238252.93060827212	35739.02013277519	87817.52405389171	26516.560202934845	454272.89478249796	339938.8105256714
72.27722772277228	66336.22660851534	239034.96265037303	35905.108269118515	88985.1838248239	26884.309176124567	457145.79052895535	341276.2975280069
73.26732673267327	66727.85661364312	239818.09737713166	36071.30093207667	90155.93788284424	27253.426621862483	460026.61942755815	342617.25492285145
74.25742574257426	67121.66504695734	240602.35972295524	36237.62700804298	91329.79406046048	27623.915946853354	462915.3617852694	343961.6517779556
75.24752475247524	67517.57935927404	241387.76748690935	36404.11300472349	92506.76006069231	27995.78052420104	465812.0004358003	345309.4598509069
76.23762376237623	67915.53774943925	242174.33242582812	36570.78318527974	93686.84346733587	28369.023696255605	468716.5205241385	346660.6533605471
77.22772277227723	68315.48786327391	242962.06120724577	36737.659702571975	94870.05175434258	28743.648777214235	471628.90930464846	348015.20877309167
78.21782178217822	68717.38562794401	243750.95624166357	36904.76273229644	96056.3922944046	29119.659055501736	474549.15595181036	349373.104601904
79.20792079207921	69121.19422133514	244541.01639685908	37072.11060363738	97245.87236672742	29497.057795924917	477477.25138448394	350734.3212218316
80.1980198019802	69526.8831478194	245332.23762202228	37239.71992630181	98438.49916413554	29875.848241641528	480413.1881019206	352098.8406961435
81.18811881188118	69934.42742326803	246124.61348075772	37407.6057129607	99634.27979948012	30256.03361593493	483356.96003240155	353466.6466169865
82.17821782178218	70356.30602385124	246650.48578960926	37837.28073443178	100833.2266831865	30637.61864271569	486314.91787379445	354844.0725478923
83.16831683168317	70874.30418384343	246487.92399338307	38911.533047654324	102035.4441693133	31020.634056132865	489329.839450327	356273.7612248808
84.15841584158416	71578.32107898258	245677.63689399464	40549.75592914781	103241.22999644886	31405.16534214026	492452.1092407141	357805.713902125
85.14851485148515	72537.3611269037	244276.18742611687	42668.67379552095	104451.06112075078	31791.34881614135	495724.6322854337	359482.22234854155
86.13861386138613	73801.94023192619	242346.43388507914	45189.908942918715	105665.56408898807	32179.363318873442	499183.21046778554	361338.283059924
87.12871287128712	75406.44007878685	239955.10828994634	48040.53335293206	106885.4872635544	32569.422423387816	502856.9914086075	363402.0817216653
88.11881188118812	77371.35960357467	237170.6526324317	51153.50653843641	108111.67506809882	32961.767201642106	506768.9610441837	365695.5187744428
89.10891089108911	79705.45481089351	234061.33373297067	54467.98048691392	109345.04439758496	33356.65959226495	510936.47302062804	368234.7690307781
90.0990099009901	82407.75191757851	230693.6486083147	57929.464639499995	110586.56330267931	33754.37640152217	515371.80486959475	371030.8651653932
91.08910891089108	85469.41702662622	227131.02264761348	61489.853485546904	111837.23201430423	34155.203957096564	520082.7291311874	374090.2931597866
92.07920792079207	88875.4668946619	223432.7937016466	65107.32663494468	113098.06632648206	34559.433420823625	525073.0869785588	377415.58723125316
93.06930693069307	92606.3088556761	219653.466870633	68746.13646805094	114370.08330739023	34967.356752895794	530343.352254646	381005.91219436005
94.05940594059406	96639.10266253435	215842.2180238838	72376.30168326611	115654.28926371956	35379.26330735305	535891.1749407569	384857.6223696843
95.04950495049505	100948.94214582653	212042.6190788972	75973.22661378585	116951.66984424446	35795.43702755937	541711.8947103134	388964.78783850954
96.03960396039604	105509.85955580772	208292.55493510913	79517.26633087975	118263.18213676978	36216.15420133487	547799.0171599013	393319.68082179665
97.02970297029702	110295.65986844049	204624.300562831	82993.25662240564	119589.74858868436	36641.681728578646	554144.6473709401	397913.2170536771
98.01980198019803	115280.59591037643	201064.7269400878	86390.02620703599	120932.25256571604	37072.27584972047	560739.8774729368	402735.34905750025
99.00990099009901	120439.89779140498	197635.60596327748	89699.9063476435	122291.53535552887	37508.18128100863	567575.1267388634	407775.41010232596
100.0	125750.17183684149	194353.98685062566	92918.25055467742	123668.39442160417	37949.63070221803	574640.4343659668	413022.40924214455
