time	Susceptible	Exposed	Infected	Asymptomatic	Susceptible_quarantined	Exposed_quarantined	Hospitalised	Recovered
0.0	11081000.0	105.1	27.679	53.539	739.0	1.1642	1.0	2.0
0.9900990099009901	11078274.5266358	358.9168036279264	41.29145833594455	50.70236021631587	3177.859961044392	1.0278099502605507	5.060218786487957	20.09632832256925
1.9801980198019802	11074903.88261449	658.0074540208478	76.62003957775723	52.92778724877496	6178.503427690908	0.9074194102433534	11.769436666046618	46.86224359250685
2.9702970297029703	11070048.421549348	1081.0261990318543	134.35404520395352	61.05622795709215	10489.88928021819	0.8011693953727644	23.483942922584962	90.44588218171194
3.9603960396039604	11062714.059112074	1716.2438196566509	222.95146664455268	77.23136375450864	16994.334782285776	0.7074225881185325	42.904206528002085	161.0424523320707
4.9504950495049505	11051480.400508478	2687.3441317233273	358.13506331561246	105.13473980947137	26950.35159035825	0.6247425133699505	73.93482242319021	273.542973019315
5.9405940594059405	11034204.264278911	4179.846611154439	565.0676644494325	150.63036171629585	42255.883160185585	0.5518759190556795	122.56943463948991	450.6454648576201
6.930693069306931	11007615.373512752	6476.213603931691	882.735653880568	222.8529168089672	65806.41878793988	0.4877395371305532	198.08827164309304	727.2730075712792
7.920792079207921	10966730.9986533	10006.178469766592	1370.9334510068927	335.8919446042296	102012.96919900285	0.4314121742356142	314.82673116576666	1157.189600547296
8.910891089108912	10904012.121275421	15418.804404255705	2120.7374049934515	511.3175686624948	157548.2111831862	0.3821331291061082	494.8277440364517	1822.9803746632647
9.900990099009901	10808189.0843014	23681.83964209708	3269.6413512487134	781.8698447887556	242383.7753885165	0.33930780129480975	771.7873034706779	2850.987093392916
10.89108910891089	10662737.93420858	36208.436803596014	5022.411589561304	1196.6505487205443	371133.4255368382	0.30252034924257265	1196.8025830080467	4433.271238827954
11.881188118811881	10444165.999659417	54994.18990061971	7677.5674236647255	1827.9856879445213	564557.655863203	0.2715500199467063	1846.4512561847998	6858.976760294808
12.871287128712872	10120702.906862644	82706.34588114843	11655.831054136905	2779.48932248359	850693.6172469914	0.2463799234478112	2833.4714363005337	10556.980926494276
13.861386138613861	9652862.371738106	122587.1156002361	17518.630060122763	4193.2615443155255	1264298.432107153	0.22717167351687464	4319.369035259445	16149.16540229837
14.85148514851485	8998627.715054706	177918.3435959461	25949.55576101841	6251.021123521611	1842148.4768317977	0.2141571352065175	6525.989370272236	24506.78302730918
15.841584158415841	8126849.836332166	250732.26482348324	37652.229492085564	9159.48322326116	2611005.827229109	0.20738594503296018	9738.811423225616	36788.741198343065
16.831683168316832	7040101.703514837	339702.8379601569	53113.19816442245	13107.556540234677	3567190.8154310165	0.2063141671040805	14289.094046373095	54420.98399920838
17.821782178217823	5799000.743360986	438048.4489737345	72232.58362523343	18190.33753572294	4654990.333554993	0.20938998953008947	20499.5589359545	78962.77499520968
18.81188118811881	4526633.498876059	533502.7892190508	93973.65499551331	24321.329460165885	5763074.739927109	0.2140284588586247	28588.79610381815	111828.07328402101
19.801980198019802	3372906.132408366	612134.0980421765	116337.46521564994	31188.835609347905	6756879.9344034	0.21732098605120198	38559.72196723979	153914.24418206696
20.792079207920793	2451647.0935686417	664478.1154703253	136876.70658955272	38310.44521776492	7535175.474537395	0.21719907129900182	50130.69062714929	205298.88631786383
21.78217821782178	1798244.887778178	689223.9806912639	153535.07011169437	45172.45845098226	8067792.487825959	0.2131509979603759	62763.1665333709	265181.80020359345
22.77227722772277	1378397.9859305376	691733.1236437195	165267.07353979588	51369.45014393943	8387250.172853544	0.20596335757773535	75782.27061752386	332109.73865468556
23.762376237623762	1127751.7135873276	679744.9328716464	172101.43608165285	56669.08928605127	8552765.129918644	0.1969190381034119	88526.84821852614	404346.2396569689
24.752475247524753	985531.7636860592	660008.2106355918	174784.44208385996	60998.08913573323	8619913.19547473	0.18715691646967628	100461.27764435794	480203.6848846233
25.742574257425744	907934.0353088473	637108.8516739369	174340.16195167752	64391.11912145478	8628658.36779283	0.17744016316336367	111222.40540759813	558240.7772660467
26.73267326732673	867625.6478200061	613705.6965654481	171761.0344070588	66940.1420241116	8603914.91871101	0.1681906496684582	120613.90544887696	637329.2780653926
27.722772277227723	848772.3382417281	591165.6687920528	167862.88495952793	68759.06654308838	8560113.164501935	0.15960145844438725	128573.55206996921	716638.756867108
28.712871287128714	842449.1346744052	570106.6959547552	163252.90636954637	69963.54513492012	8505387.99365994	0.15173466248901998	135133.86612398393	795586.0460626924
29.7029702970297	843599.4985917476	550747.2543961148	158352.5987799398	70661.09641684484	8444349.249526538	0.14458446290864307	140387.0485524393	873778.1773470457
30.693069306930692	849282.2018262252	533104.2145356614	153438.16035716308	70947.14336080196	8379678.099884956	0.1381128084613352	144457.94961399934	950961.8938302086
31.683168316831683	857721.1477638346	517097.96804255276	148680.17896975917	70904.10415056699	8312992.367193801	0.13226814406132503	147485.05700140452	1026983.6025736675
32.67326732673267	867799.9113333146	502606.68494171556	144176.1293149879	70601.92999313732	8245307.115304314	0.12699490924831613	149608.05036938234	1101759.4027448678
33.663366336633665	878790.5145025138	489493.95957529626	139974.71374541658	70099.25503481715	8177282.025196763	0.12223821533415907	150960.21996031518	1175253.3801659949
34.65346534653465	890203.9942802347	477622.7462716282	136093.17645791	69444.74340981379	8109357.854317504	0.11794605619941582	151664.269171571	1247462.1813516766
35.64356435643565	901704.962703305	466862.2110974443	132529.21123562008	68678.43486023317	8041834.572033382	0.11407026014291911	151830.363181642	1318404.1649762874
36.633663366336634	913060.6604216222	457090.88169909135	129268.95048965067	67832.99926084405	7974918.023911305	0.11056679686736054	151555.6054548177	1388111.8145939896
37.62376237623762	924109.2658286674	448197.8392445655	126292.21303568681	66934.86456926558	7908749.005768091	0.10739575453074258	150924.37864594345	1456626.447267683
38.613861386138616	934739.3781056053	440082.87093927775	123575.87947303994	66005.20953535859	7843422.115916088	0.1045211513604051	150009.1735320714	1523994.5290407347
39.603960396039604	944876.2498158014	432656.07785399223	121096.00961587662	65060.8253914346	7778998.423715049	0.10191066938401752	148871.66183304865	1590265.1142532118
40.59405940594059	954472.2496752483	425837.2112354571	118829.12669625937	64114.85664687994	7715514.256497744	0.09953535777230627	147563.85881894265	1655488.0721133251
41.584158415841586	963500.0675559288	419554.89055590844	116752.95677069545	63177.433369175465	7652987.4661096735	0.09736933173754644	146129.28195859172	1719712.8669138462
42.57425742574257	971947.7499277685	413745.7898452582	114846.8171236714	62256.20781866536	7591422.0102549335	0.09538948101835792	144604.05156452395	1782987.729344272
43.56435643564356	979814.9923114809	408353.8407271073	113091.78209744082	61356.80759496826	7530811.374556192	0.09357519527713011	143017.90473882583	1845359.1061118448
