time	P
0.0	10.0
0.9900990099009901	10.523401676599953
1.9801980198019802	11.048578317141496
2.9702970297029703	11.577493555303068
3.9603960396039604	12.112072319126105
4.9504950495049505	12.654222425340146
5.9405940594059405	13.205853343923925
6.930693069306931	13.768892532943505
7.920792079207921	14.345299493594904
8.910891089108912	14.93707756872186
9.900990099009901	15.546283361811515
10.89108910891089	16.175033507548047
11.881188118811881	16.82550837643079
12.871287128712872	17.499952147019094
13.861386138613861	18.200668533285917
14.85148514851485	18.930011318956087
15.841584158415841	19.6903687397969
16.831683168316832	20.48414069097143
17.821782178217823	21.31370774598639
18.81188118811881	22.181391087501098
19.801980198019802	23.089402710981698
20.792079207920793	24.039785703142204
21.78217821782178	25.034345042220863
22.77227722772277	26.07457022671687
23.762376237623762	27.161552088805767
24.752475247524753	28.29589728625439
25.742574257425744	29.477645140442352
26.73267326732673	30.706192401030126
27.722772277227723	31.98023209705741
28.712871287128714	33.297712592069935
29.7029702970297	34.65582227911428
30.693069306930692	36.05100368363336
31.683168316831683	37.47899877140861
32.67326732673267	38.934924609861646
33.663366336633665	40.413375928944824
34.65346534653465	41.90854884438492
35.64356435643565	43.41437835426928
36.633663366336634	44.92468144951377
37.62376237623762	46.43329774387837
38.613861386138616	47.934220477109434
39.603960396039604	49.42171221104094
40.59405940594059	50.89040130846935
41.584158415841586	52.33535719839869
42.57425742574257	53.75214399530206
43.56435643564356	55.136853513834765
44.554455445544555	56.48611964515035
45.54455445544554	57.7971166698671
46.53465346534654	59.06754446982217
47.524752475247524	60.29560348178631
48.51485148514851	61.47996218829019
49.504950495049506	62.61971959061858
50.495049504950494	63.71436476873786
51.48514851485149	64.76373527175096
52.475247524752476	65.76797569099809
53.46534653465346	66.7274974716934
54.45544554455446	67.64294068625982
55.445544554455445	68.51513841282755
56.43564356435643	69.34508377112353
57.42574257425743	70.13389999487542
58.415841584158414	70.88281349699683
59.4059405940594	71.59312985286851
60.396039603960396	72.26621261230014
61.386138613861384	72.90346476193024
62.37623762376238	73.50631265262761
63.366336633663366	74.07619219201561
64.35643564356435	74.61453709554735
65.34653465346534	75.12276898530877
66.33663366336634	75.6022891483666
67.32673267326733	76.05447176270428
68.31683168316832	76.4806584162348
69.3069306930693	76.88215376100928
70.29702970297029	77.26022215485992
71.2871287128713	77.61608515592144
72.27722772277228	77.95091975313498
73.26732673267327	78.26585722481404
74.25742574257426	78.56198252905975
75.24752475247524	78.84033415061936
76.23762376237623	79.10190430577444
77.22772277227723	79.34763945435382
78.21782178217822	79.57844113480583
79.20792079207921	79.79516686288228
80.1980198019802	79.99863137891151
81.18811881188118	80.18960785383189
82.17821782178218	80.36882926774798
83.16831683168317	80.5369898627394
84.15841584158416	80.69474661334658
85.14851485148515	80.84272073189058
86.13861386138613	80.98149919012974
87.12871287128712	81.11163622703575
88.11881188118812	81.23365486817634
89.10891089108911	81.34804838726778
90.0990099009901	81.45528174853446
91.08910891089108	81.55579301371478
92.07920792079207	81.64999471793301
93.06930693069307	81.73827519628531
94.05940594059406	81.82099985874135
95.04950495049505	81.89851241667606
96.03960396039604	81.97113606109107
97.02970297029702	82.03917459483954
98.01980198019803	82.10291351354277
99.00990099009901	82.16262103589374
100.0	82.21854908531101
