time	C	T	H	I	E
0.0	737100.0	7616700.0	25000000.0	0.0	0.0
0.9900990099009901	1431581.1770081425	7599797.107534219	17770266.996948928	8142.780758484054	1704.9916774399617
1.9801980198019802	2393660.265203139	7858475.966373175	14315714.940346979	10958.788565221123	2344.105382518726
2.9702970297029703	2999938.0879820357	8575538.629231308	12027744.435674949	11564.759356621276	2582.8217185986327
3.9603960396039604	3241607.6614975473	9511045.303700762	10131258.507959068	11171.179349493252	2671.7695724694104
4.9504950495049505	3322400.49313212	10449849.001274891	8441295.655693201	10456.576423256201	2704.8646155682436
5.9405940594059405	3348619.043990316	11315048.159424424	6933913.869625863	9751.25792701004	2717.2345243458562
6.930693069306931	3357439.218878299	12091442.971330617	5609138.396702404	9157.504754451511	2722.0133289676282
7.920792079207921	3360681.8853756655	12782084.364210637	4463424.211703518	8680.221148128949	2724.118197200253
8.910891089108912	3362101.858783564	13394516.059387656	3488057.4417641857	8298.215668046025	2725.4009795390493
9.900990099009901	3362931.4139427715	13936927.707701616	2671205.272945146	7989.471442713764	2726.5713116636266
10.89108910891089	3363595.801918569	14417088.135438107	1999523.4698061699	7736.770249943266	2727.9098683212897
11.881188118811881	3364250.862703264	14842068.051278444	1458973.7568923186	7527.5040382511625	2729.525087527143
12.871287128712872	3364954.067297871	15218201.770310432	1035051.7442973806	7352.472452624042	2731.4349216417427
13.861386138613861	3365717.548074149	15551123.093266854	712673.7422730026	7204.854659512864	2733.5834404521925
14.85148514851485	3366523.4283469683	15845821.830978291	476042.56283957127	7079.4938354160595	2735.8446892161764
15.841584158415841	3367331.321052443	16106704.047668096	308878.71735270217	6972.4191371520865	2738.045216235466
16.831683168316832	3368089.9900556207	16337652.401698045	195235.55700105501	6880.523207517886	2740.01306021619
17.821782178217823	3368753.557084523	16542086.62976096	120670.42909540972	6801.338933510411	2741.630703747942
18.81188118811881	3369294.8631261233	16723022.91277946	73217.95974347313	6732.881033732018	2742.86019745462
19.801980198019802	3369709.4193072096	16883128.699068826	43765.42257906065	6673.531860155287	2743.731688568724
20.792079207920793	3370010.3522886042	17024769.713523597	25845.299978897387	6621.958406286348	2744.312644805015
21.78217821782178	3370219.6661889935	17150048.17980583	15112.334254486817	6577.051561539554	2744.678906166258
22.77227722772277	3370360.709057482	17260833.524649337	8764.27089719604	6537.88112014071	2744.897323867872
23.762376237623762	3370453.7870505126	17358787.696199887	5047.754014768176	6503.661865776763	2745.0193803489565
24.752475247524753	3370514.596403316	17445386.938688233	2890.1440898966425	6473.727468910557	2745.081417647625
25.742574257425744	3370554.3572782776	17521941.183817778	1646.3894019713757	6447.50998833396	2745.1075816857924
26.73267326732673	3370580.6650912887	17589611.64139846	933.7413746408097	6424.5234996399395	2745.113212046832
27.722772277227723	3370598.4668624625	17649426.834253658	527.5257097342022	6404.3508496923105	2745.1077139509352
28.712871287128714	3370610.8985274597	17702297.176883526	297.0225964848171	6386.632837264946	2745.0966788583382
29.7029702970297	3370619.9123488483	17749028.15882782	166.74061977231318	6371.05931117948	2745.083331042933
30.693069306930692	3370626.711228066	17790332.19926957	93.35838102028872	6357.36180301784	2745.069465012732
31.683168316831683	3370632.0341980015	17826839.25551615	52.15064265970262	6345.307398566554	2745.05603160728
32.67326732673267	3370636.3375109006	17859106.280856542	29.072235604994223	6334.693615542914	2745.043494828109
33.663366336633665	3370639.906625408	17887625.633461356	16.177572554463946	6325.344103066051	2745.0320445715006
34.65346534653465	3370642.9242142662	17912832.538160175	8.987850837744967	6317.105015411738	2745.021721203347
35.64356435643565	3370645.510942841	17935111.69892244	4.986393656981983	6309.841941656636	2745.0124872906863
36.633663366336634	3370647.749722497	17954803.153409828	2.7629730385825013	6303.437295761986	2745.00426817283
37.62376237623762	3370649.700080508	17972207.453350056	1.5292869070530226	6297.788089828559	2744.996974414155
38.613861386138616	3370651.406680423	17987590.24654302	0.8456274245479056	6292.804027703452	2744.9905138589775
39.603960396039604	3370652.904404738	18001186.32856119	0.46719262211299717	6288.405867633401	2744.9847977994605
40.59405940594059	3370654.221424855	18013203.224914532	0.25791884495587747	6284.524011863637	2744.979743862725
41.584158415841586	3370655.381093004	18023824.35774691	0.1422914063366953	6281.097288466468	2744.9752771072376
42.57425742574257	3370656.4031420182	18033211.845055547	0.07845427740574107	6278.0718966330915	2744.971330171373
43.56435643564356	3370657.304474866	18041508.974965487	0.04323414423625039	6275.400491477145	2744.9678429453315
44.554455445544555	3370658.099707296	18048842.392718025	0.02381419207778523	6273.0413883133215	2744.964762025843
45.54455445544554	3370658.801558515	18055324.033694677	0.013111939951245872	6270.957869573173	2744.962040093526
46.53465346534654	3370659.421145362	18061052.831948604	0.007216736120456262	6269.117580147652	2744.9596352858875
47.524752475247524	3370659.968212774	18066116.23030444	0.003970779183427637	6267.491999113345	2744.9575106019574
48.51485148514851	3370660.451320289	18070591.515066486	0.002184177255247266	6266.055977597991	2744.9556333543874
49.504950495049506	3370660.8779967367	18074546.995704267	0.001201134109398541	6264.787334038441	2744.953974674139
50.495049504950494	3370661.254870899	18078043.047517046	0.0006603880001293039	6263.666499339982	2744.9525090673405
51.48514851485149	3370661.587783294	18081133.033192936	0.000363012886508049	6262.676205499187	2744.951214021258
52.475247524752476	3370661.881882659	18083864.11732805	0.00019951249964613767	6261.8012121440615	2744.950069655207
53.46534653465346	3370662.141709744	18086277.986338366	0.00010963586793983893	6261.028066200019	2744.9490584119376
54.45544554455446	3370662.3712703907	18088411.48475819	6.023883631824824e-05	6260.344890531283	2744.948164785108
55.445544554455445	3370662.574099468	18090297.17762091	3.309395817061677e-05	6259.741197962905	2744.9473750787865
56.43564356435643	3370662.7533169035	18091963.847527646	1.8179214196897307e-05	6259.207727546453	2744.946677195268
57.42574257425743	3370662.911676884	18093436.933968086	9.985463484495319e-06	6258.736300350778	2744.9460604478895
58.415841584158414	3370663.051611106	18094738.92165428	5.484357633183769e-06	6258.319692381699	2744.9455153958856
59.4059405940594	3370663.1752668098	18095889.683689505	3.0119788096450844e-06	6257.951522588044	2744.9450336986865
60.396039603960396	3370663.2845402705	18096906.784914587	1.6540557339363903e-06	6257.626154101982	2744.944607987348
61.386138613861384	3370663.381106293	18097805.750006154	9.083095214715012e-07	6257.338607141552	2744.9442317510757
62.37623762376238	3370663.466444202	18098600.30040372	4.988932274272899e-07	6257.084482184973	2744.94389923708
63.366336633663366	3370663.541860777	18099302.563949343	2.739733893277678e-07	6256.859892106804	2744.94360536207
64.35643564356435	3370663.608510426	18099923.259727243	1.5045706811442729e-07	6256.661402431414	2744.9433456343004
65.34653465346534	3370663.667413026	18100471.861814875	8.26190540172945e-08	6256.485978470338	2744.9431160845756
66.33663366336634	3370663.719469633	18100956.743793372	4.5395309565572594e-08	6256.330938726766	2744.942913205414
67.32673267326733	3370663.765476351	18101385.306414217	2.505618400274789e-08	6256.193913771622	2744.9427338973405
68.31683168316832	3370663.806136684	18101764.091609646	1.3840934827400146e-08	6256.072809552266	2744.9425754209556
69.3069306930693	3370663.842072229	18102098.88121691	7.607295830239337e-09	6255.965775649299	2744.9424353554614
70.29702970297029	3370663.873832211	18102394.785102244	4.188347570908197e-09	6255.871176956403	2744.9423115616546
71.2871287128713	3370663.901901983	18102656.31981667	2.3154548147170264e-09	6255.787568420104	2744.9422021489063
72.27722772277228	3370663.9267104464	18102887.477348473	1.272238865645861e-09	6255.71367297514	2744.9421054463205
73.26732673267327	3370663.948636628	18103091.78605003	6.97271501279473e-10	6255.6483619982755	2744.942019977177
74.25742574257426	3370663.9680154696	18103272.364319813	3.865987434120401e-10	6255.590638094245	2744.9419444364253
75.24752475247524	3370663.985142984	18103431.968495663	2.132149337054022e-10	6255.539619744134	2744.9418776706084
76.23762376237623	3370664.0002807598	18103573.03464539	1.1600621185846374e-10	6255.494527914498	2744.9418186603502
77.22772277227723	3370664.013659952	18103697.71561471	6.339107059463495e-11	6255.45467418926	2744.941766504833
78.21782178217822	3370664.0254848697	18103807.91441372	3.572607713019302e-11	6255.419450076888	2744.9417204078104
79.20792079207921	3370664.035936134	18103905.313531153	2.0707188585344674e-11	6255.388317626701	2744.9416796653327
80.1980198019802	3370664.045173379	18103991.400077313	1.1766260442347996e-11	6255.3608013779385	2744.941643655216
81.18811881188118	3370664.0533376485	18104067.48804118	6.334712470187552e-12	6255.3364812374375	2744.9416118277254
82.17821782178218	3370664.0605535647	18104134.738497246	3.4368949295524942e-12	6255.31498601396	2744.9415836971134
83.16831683168317	3370664.0669312812	18104194.177775852	2.1206141024573284e-12	6255.295987603987	2744.9415588340134
84.15841584158416	3370664.072568174	18104246.713187106	1.3733618249651156e-12	6255.279195960566	2744.9415368588584
85.14851485148515	3370664.0775503106	18104293.146707263	7.50185833432172e-13	6255.264354715425	2744.9415174361543
86.13861386138613	3370664.0819537523	18104334.187078238	3.1637407513650876e-13	6255.2512373098525	2744.941500269413
87.12871287128712	3370664.085845715	18104370.460662525	1.514034162775806e-13	6255.239643523046	2744.941485096614
88.11881188118812	3370664.089285608	18104402.521087755	1.3640061552753731e-13	6255.229396387224	2744.941471686165
89.10891089108911	3370664.092325945	18104430.857716344	1.1438192571628344e-13	6255.220339479106	2744.9414598333587
90.0990099009901	3370664.095013139	18104455.903082073	5.134026637369358e-14	6255.212334542373	2744.9414493572635
91.08910891089108	3370664.09738821	18104478.039466284	1.4266372929018039e-15	6255.205259385135	2744.9414400979676
92.07920792079207	3370664.099487412	18104497.60473641	-3.912404421413862e-15	6255.199006013044	2744.941431914142
93.06930693069307	3370664.101342788	18104514.89751795	1.1765579550101043e-14	6255.193478975648	2744.941424680871
94.05940594059406	3370664.1029826594	18104530.18175841	1.5887577238384618e-14	6255.18859390735	2744.9414182877463
95.04950495049505	3370664.104432058	18104543.690751344	5.032184250838374e-15	6255.184276241052	2744.941412637182
96.03960396039604	3370664.105713108	18104555.630691495	-4.457692897959794e-15	6255.180460071636	2744.9414076429293
97.02970297029702	3370664.10684536	18104566.18378883	-2.633063334008546e-15	6255.177087160452	2744.941403228771
98.01980198019803	3370664.107846077	18104575.51094086	1.0675150998520967e-14	6255.1741060811355	2744.9413993274047
99.00990099009901	3370664.1087305355	18104583.754517812	2.286150272680317e-14	6255.171471329104	2744.9413958792793
100.0	3370664.109512259	18104591.04056155	2.6176627384452867e-14	6255.169142618562	2744.941392831672
