time	CRP	PC	PC_CRP	C4	C4a	C4b	C2	C1	PC_CRP_C1	C2a	C2b	C4b_C2a	C3	C3a	C3b	dC3b	MASP	dC4b_C2a	GlcNac	GlcNac_LF	LF	GlcNac_LF_MASP	PC_CRP_LF	PC_CRP_LF_MASP	GlcNac_LF_CRP	GlcNac_LF_CRP_C1	C4BP	C4BP_PC_CRP	C4BP_GlcNac_LF_CRP	iC4b_C2a	C4BP_C4b	C4b_C2a_C4BP	dC4b_C2a_C4BP	PC_CRP_LF_C1	C4BP_PC_CRP_LF	GlcNac_LF_CRP_MASP	PC_CRP_LF_C1_MASP	GlcNac_LF_C1_MASP	GlcNac_HF	HF	GlcNac_HF_MASP	X
0.0	2.0	0.0327796	0.0	770.0	0.0	0.0	310.0	2470.0	0.0	0.0	0.0	0.0	4650.0	0.0	0.0	0.0	6.8	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005
0.9900990099009901	1.9982573848328418	0.031036984832843326	7.2082657198023705e-06	769.9999922866434	7.713356826231124e-06	1.43815201014395e-07	309.99999263863464	2469.9999870869433	1.2907700218386434e-05	7.361365148299406e-06	7.361365208443494e-06	1.6892331743734187e-15	4650.0	1.066930884696814e-15	9.154008069583708e-16	6.328028909389685e-17	6.799999998899727	1.2326592591765437e-17	-1.7715728634837394e-31	-2.2002061325886206e-29	19.9999999900093	1.3849639436389688e-28	4.260796533590914e-09	3.7273262629792664e-10	-2.6420754701773887e-35	-7.741784251707354e-36	259.9101770961345	0.0017224897761163938	-6.6309640024777336e-34	6.18975535935012e-15	7.569541565074451e-06	5.186781776568818e-14	3.6666263329394743e-16	4.629630679371125e-09	0.0	-2.3971617630172502e-36	7.275414322007309e-10	0.0	0.0	0.0	0.0	0.0005
1.9801980198019802	1.9966087773821666	0.029388377382168374	7.292020028677542e-06	769.9999688914736	3.110852658233875e-05	3.861082909523328e-07	309.99997032297233	2469.9999739775667	2.6007743829493324e-05	2.967702634997792e-05	2.9677027498293573e-05	1.9314576684256054e-14	4650.0	2.341718793510225e-14	1.792334098475779e-14	2.1176569248909912e-15	6.799999996007929	1.6654419671443286e-16	3.253126225115443e-30	2.8538125480664927e-28	19.99999997985896	5.3037992587230845e-27	4.871018287170415e-09	5.806081286551066e-10	1.5788903896591957e-34	8.708959499600383e-35	259.8204560946847	0.0033579032781689434	1.2179705878518564e-32	1.3581469030384383e-13	3.072241714307723e-05	9.844689832591732e-13	8.14963120244057e-15	1.1277954874711956e-08	0.0	8.35146143229599e-36	3.4114639202232947e-09	0.0	0.0	0.0	0.0	0.0005
2.9702970297029703	1.9950489634433577	0.027828563443359818	7.37176906495567e-06	769.9999296351267	7.036487354500426e-05	7.269726535230527e-07	309.9999328917451	2469.9999607338855	3.9241366859917376e-05	6.710824814614047e-05	6.710825475656087e-05	8.55670775409399e-14	4650.0	1.5019805633805257e-13	1.0516097891668619e-13	1.6194615349801367e-14	6.799999991826174	8.40909179415039e-16	2.736438868581004e-29	1.8267925246021084e-27	19.999999969594203	2.4250507632045242e-26	5.018447548320286e-09	6.392998471024273e-10	1.0523507238789624e-33	1.0534895136894532e-33	259.73083864054064	0.004904393580074602	1.4019982572600846e-31	8.708731409242479e-13	6.963789428107336e-05	5.598077715834101e-12	5.248815075693259e-14	1.7213525806738563e-08	0.0	1.3028160266321002e-34	7.534527487572965e-09	0.0	0.0	0.0	0.0	0.0005
3.9603960396039604	1.9935730354169765	0.02635263541697848	7.447676981457357e-06	769.9998743511298	0.00012564887044296685	1.1674638417023585e-06	309.99988019463115	2469.999947363635	5.260132920846699e-05	0.00011980534540868055	0.00011980536866136311	2.53235712124301e-13	4650.0	5.809202562736482e-13	3.763678987109809e-13	6.881078671957826e-14	6.7999999867086	2.7889737694731815e-15	7.211028702117253e-29	3.353234748090377e-27	19.999999959220514	2.097331801194391e-26	5.08313070087951e-09	6.598562330056345e-10	1.9982622221513962e-33	3.8750642447710676e-33	259.6413196193913	0.006366875362506707	5.088130840467251e-31	3.3673083010317167e-12	0.0001244813833485814	1.94159676658563e-11	2.0342982082412352e-13	2.2404957297737425e-08	0.0	4.88736257542628e-34	1.2631545668699746e-08	0.0	0.0	0.0	0.0	0.0005
4.9504950495049505	1.9921763692686083	0.02495596926861058	7.5199042349526195e-06	769.9998028836424	0.00019711635785549887	1.7085746278545777e-06	309.99981208993944	2469.9999338738635	6.608069179830743e-05	0.00018790999828614916	0.00018791006037853614	5.96567976003691e-13	4649.999999999998	1.6890170695407044e-12	1.02074580747792e-12	2.107066714407875e-13	6.799999980907569	7.273495360233697e-15	1.057159938485921e-28	4.3277942024312124e-27	19.99999994874315	2.4949897678299352e-26	5.1399072260198374e-09	6.719769562802433e-10	2.6922473316618967e-33	8.19536104111866e-33	259.5518942130385	0.007749979443651548	1.0524986746626171e-30	9.787555633380178e-12	0.0001954077211352625	5.107987237463407e-11	5.921824426452636e-13	2.702451122312539e-08	0.0	1.0075153886752425e-33	1.842045569669002e-08	0.0	0.0	0.0	0.0	0.0005
5.9405940594059405	1.990854607417937	0.023634207417939302	7.588607239567226e-06	769.9997150869992	0.0002849130009779324	2.351241310723407e-06	309.99972844400384	2469.9999202712306	7.967280934223127e-05	0.00027155585700863044	0.00027155599597721263	1.2122942427403137e-12	4649.999999999996	4.078414381145449e-12	2.3154787214411643e-12	5.230011603866024e-13	6.799999974601946	1.6196323031842654e-14	1.3530613166378782e-28	5.512639695852026e-27	19.999999938167157	2.66112080447872e-26	5.190049500627484e-09	6.827465906593537e-10	3.5271026826666506e-33	1.3814359206047146e-32	259.4625578817359	0.009058069897773772	1.7336604906787453e-30	2.3626889778899684e-11	0.00028256162069863455	1.1261233380547868e-10	1.4309999385389768e-12	3.124473722634259e-08	0.0	1.647705706986504e-33	2.471530816725096e-08	0.0	0.0	0.0	0.0	0.0005
6.930693069306931	1.9896036425464754	0.02238324254647754	7.653938037465721e-06	769.9996108249143	0.00038917508594214724	3.0963484005132047e-06	309.9996291307506	2469.9999065621037	9.337132303918936e-05	0.00037086897409860343	0.00037086924924621185	2.2205237176845157e-12	4649.999999999991	8.647623540318767e-12	4.637286329756793e-12	1.1230053908207522e-12	6.799999967919073	3.224394156720397e-14	1.7044727263867632e-28	6.838496237423388e-27	19.999999927497363	3.108346006842301e-26	5.2369561414651935e-09	6.926176317435912e-10	4.49774458386092e-33	2.1013233036834993e-32	259.3733063471057	0.010295260254948261	2.5815747321104032e-30	5.008266655961421e-11	0.000386078462394022	2.1962833703901466e-10	3.0356936435305603e-12	3.5184749635654105e-08	0.0	2.440633962199234e-33	3.1388311023191087e-08	0.0	0.0	0.0	0.0	0.0005
7.920792079207921	1.9884196016347064	0.021199201634708367	7.716044182209073e-06	769.9994899697141	0.0005100302861249375	3.944733042834872e-06	309.99951403132343	2469.999892752571	0.0001071701519235028	0.00048596817851474897	0.0004859686763887536	3.765447078251719e-12	4649.999999999984	1.6655690368661488e-11	8.471753939782245e-12	2.169003898554055e-12	6.799999960950449	5.903618163563861e-14	2.0860542336947848e-28	8.233435179894204e-27	19.999999916738386	3.5577221237812704e-26	5.282876041785997e-09	7.024291500722502e-10	5.591139909910426e-33	3.007265845784067e-32	259.2841355753159	0.011465429472710838	3.613793669467431e-30	9.64336680633248e-11	0.0005060850552080904	3.9148175149044625e-10	5.848771410794533e-12	3.89291839026918e-08	0.0	3.402918423171964e-33	3.834712388033672e-08	0.0	0.0	0.0	0.0	0.0005
8.910891089108912	1.987298831828849	0.020078431828851117	7.775068553203356e-06	769.9993524016896	0.000647598310625093	4.89718806669421e-06	309.9993830337535	2469.9998788484495	0.00012106348427633731	0.0006169654054920308	0.000616966246369553	6.015933440634726e-12	4649.99999999997	2.9787386817114495e-11	1.4420613976095287e-11	3.863970921412939e-12	6.799999953761734	1.0127238774404546e-13	2.458955138112507e-28	9.507593134164728e-27	19.99999990589463	3.5424547659803393e-26	5.326535727569537e-09	7.123118174597704e-10	6.578616889105725e-33	4.1040463125075815e-32	259.19504176221494	0.012572236078093602	4.835852053297195e-30	1.724144938116065e-10	0.0006427002816808679	6.513732458957591e-10	1.0462285722498909e-11	4.25405615573375e-08	0.0	4.519186930854492e-33	4.552595419089181e-08	0.0	0.0	0.0	0.0	0.0005
