time	alpha	beta	gamma
52.475247524752476	0.007486217779242465	0.08253658273281192	0.9099771994879462
53.46534653465346	0.0074862177746573165	0.08253658270977292	0.9099771995155703
54.45544554455446	0.007486217771227324	0.08253658269253862	0.9099771995362346
55.445544554455445	0.007486217770111887	0.0825365826869349	0.9099771995429538
56.43564356435643	0.007486217768937425	0.08253658268103414	0.9099771995500289
57.42574257425743	0.007486217768780561	0.08253658268024622	0.9099771995509737
58.415841584158414	0.007486217769497979	0.08253658268385074	0.9099771995466517
59.4059405940594	0.007486217770508571	0.08253658268892858	0.9099771995405632
60.396039603960396	0.007486217771378729	0.08253658269330072	0.9099771995353209
61.386138613861384	0.007486217771461432	0.08253658269371617	0.9099771995348226
62.37623762376238	0.007486217773350484	0.08253658270320771	0.909977199523442
63.366336633663366	0.007486217775480981	0.08253658271391241	0.9099771995106068
64.35643564356435	0.007486217777361663	0.08253658272336195	0.9099771994992766
65.34653465346534	0.007486217778322485	0.0825365827281897	0.9099771994934881
66.33663366336634	0.007486217777514623	0.08253658272413077	0.9099771994983549
67.32673267326733	0.007486217776001567	0.08253658271652861	0.90997719950747
68.31683168316832	0.007486217777270453	0.08253658272290422	0.9099771994998256
69.3069306930693	0.007486217778260626	0.08253658272787939	0.9099771994938602
70.29702970297029	0.007486217778653527	0.08253658272985355	0.9099771994914932
71.2871287128713	0.007486217778059713	0.08253658272686988	0.9099771994950707
72.27722772277228	0.007486217776018849	0.08253658271661544	0.9099771995073661
73.26732673267327	0.0074862177746838005	0.08253658270990738	0.9099771995154093
74.25742574257426	0.007486217774194701	0.08253658270744978	0.9099771995183561
75.24752475247524	0.007486217773634829	0.08253658270463655	0.9099771995217292
76.23762376237623	0.007486217773012205	0.08253658270150802	0.9099771995254803
77.22772277227723	0.0074862177723343725	0.08253658269810205	0.9099771995295641
78.21782178217822	0.007486217771609961	0.082536582694462	0.9099771995339285
79.20792079207921	0.007486217771001796	0.08253658269140615	0.9099771995375927
80.1980198019802	0.007486217770412285	0.08253658268844404	0.9099771995411444
81.18811881188118	0.007486217769850618	0.08253658268562185	0.9099771995445284
82.17821782178218	0.007486217769325988	0.08253658268298576	0.9099771995476893
83.16831683168317	0.007486217768847587	0.08253658268058196	0.9099771995505717
84.15841584158416	0.007486217768424607	0.08253658267845665	0.9099771995531202
85.14851485148515	0.007486217768066238	0.082536582676656	0.9099771995552793
86.13861386138613	0.007486217767781675	0.0825365826752262	0.9099771995569939
87.12871287128712	0.007486217767580107	0.08253658267421343	0.9099771995582084
88.11881188118812	0.0074862177674707275	0.08253658267366389	0.9099771995588676
89.10891089108911	0.007486217767462729	0.08253658267362374	0.9099771995589159
90.0990099009901	0.007486217767565301	0.08253658267413919	0.9099771995582979
91.08910891089108	0.007486217767787638	0.08253658267525642	0.9099771995569585
92.07920792079207	0.00748621776813893	0.0825365826770216	0.9099771995548421
93.06930693069307	0.00748621776862837	0.08253658267948094	0.9099771995518935
94.05940594059406	0.00748621776926515	0.08253658268268062	0.9099771995480571
95.04950495049505	0.007486217769763694	0.0825365826851857	0.9099771995450536
96.03960396039604	0.007486217769740205	0.08253658268506772	0.9099771995451953
97.02970297029702	0.00748621776972628	0.0825365826849978	0.9099771995452793
98.01980198019803	0.00748621776972193	0.082536582684976	0.9099771995453058
99.00990099009901	0.007486217769727169	0.08253658268500237	0.9099771995452743
100.0	0.007486217769742008	0.08253658268507696	0.9099771995451851
