time	alpha	beta	gamma
0.0	0.462	0.2	0.338
0.9900990099009901	0.35103022084547697	0.3315615211297031	0.31740825802482003
1.9801980198019802	0.3063945574366229	0.3323775230099927	0.36122791955338424
2.9702970297029703	0.26542545139097984	0.3276993958550005	0.4068751527540192
3.9603960396039604	0.22720737212765088	0.3194229867336712	0.4533696411386775
4.9504950495049505	0.19172145632870133	0.3077285522797398	0.5005499913915584
5.9405940594059405	0.1590125566494371	0.29275853342006375	0.5482289099304988
6.930693069306931	0.12917366180579926	0.27467159269382213	0.5961547455003783
7.920792079207921	0.10234369583889341	0.2536842503428589	0.6439720538182474
8.910891089108912	0.07870347633949648	0.23013521573635193	0.6911613079241515
9.900990099009901	0.05846382814021528	0.20458756066793304	0.7369486111918516
10.89108910891089	0.04183457719983424	0.17798117276019873	0.7801842500399668
11.881188118811881	0.028955815330045643	0.1518125421589906	0.8192316425109636
12.871287128712872	0.019774975219050955	0.12818771104044038	0.8520373137405086
13.861386138613861	0.013900966190321978	0.10936706104259147	0.8767319727670867
14.85148514851485	0.010575251589977273	0.09660034169333041	0.8928244067166925
15.841584158415841	0.008891575848281649	0.08926740935627896	0.9018410147954398
16.831683168316832	0.008104990123903933	0.08557849091187424	0.906316518964222
17.821782178217823	0.00775424092306892	0.08387041019862077	0.9083753488783107
18.81188118811881	0.007601442484691978	0.08311313882411624	0.9092854186911922
19.801980198019802	0.00753558914899612	0.08278421235548625	0.909680198495518
20.792079207920793	0.007507341899543306	0.08264264245571054	0.9098500156447465
21.78217821782178	0.007495250378180357	0.08258195340266808	0.9099227962191517
22.77227722772277	0.007490079088304783	0.08255598169901258	0.9099539392126829
23.762376237623762	0.007487868245219616	0.08254487523331963	0.909967256521461
24.752475247524753	0.007486923212497335	0.08254012719030354	0.9099729495971997
25.742574257425744	0.007486519300758422	0.08253809775310902	0.9099753829461331
26.73267326732673	0.007486346656868773	0.08253723029340236	0.9099764230497294
27.722772277227723	0.0074862728616595054	0.08253685950154363	0.9099768676367974
28.712871287128714	0.007486241319972376	0.08253670101647342	0.9099770576635547
29.7029702970297	0.007486227849411075	0.08253663333178854	0.9099771388188009
30.693069306930692	0.007486222082318749	0.08253660435423578	0.909977173563446
31.683168316831683	0.007486219630967964	0.08253659203706393	0.9099771883319686
32.67326732673267	0.007486218586238587	0.08253658678768179	0.90997719462608
33.663366336633665	0.007486218121718284	0.08253658445362902	0.9099771974246531
34.65346534653465	0.007486217926910944	0.08253658347480229	0.9099771985982872
35.64356435643565	0.007486217861168694	0.08253658314447272	0.9099771989943591
36.633663366336634	0.007486217833505299	0.08253658300546785	0.9099771991610274
37.62376237623762	0.007486217804536505	0.08253658285990559	0.9099771993355583
38.613861386138616	0.007486217773779367	0.0825365827053629	0.9099771995208581
39.603960396039604	0.007486217757297043	0.08253658262254558	0.9099771996201577
40.59405940594059	0.007486217750862802	0.08253658259021575	0.9099771996589218
41.584158415841586	0.007486217755587657	0.08253658261395624	0.9099771996304564
42.57425742574257	0.007486217764382685	0.08253658265814856	0.9099771995774691
43.56435643564356	0.007486217770400364	0.08253658268838478	0.9099771995412153
44.554455445544555	0.007486217781795883	0.08253658274564342	0.9099771994725612
45.54455445544554	0.007486217790966759	0.08253658279172411	0.9099771994173097
46.53465346534654	0.007486217788069048	0.08253658277716364	0.9099771994347678
47.524752475247524	0.007486217795904351	0.08253658281653405	0.9099771993875622
48.51485148514851	0.007486217798955522	0.08253658283186543	0.9099771993691798
49.504950495049506	0.007486217790743293	0.08253658279060079	0.9099771994186565
50.495049504950494	0.0074862177889114066	0.08253658278139613	0.9099771994296931
51.48514851485149	0.007486217785222785	0.08253658276286174	0.9099771994519161
