time	PAMP	R	R_0	E_int	Callose	Path	Path_bulk	PRR	PRR_0	E
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
0.9900990099009901	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1.9801980198019802	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2.9702970297029703	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
3.9603960396039604	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
4.9504950495049505	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
5.9405940594059405	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
6.930693069306931	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
7.920792079207921	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
8.910891089108912	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
9.900990099009901	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10.89108910891089	0.0036364943439218035	0.9999798932037088	2.010679629131209e-05	0.0008631220654210042	2.4042892628069423e-06	0.08525402841826457	1.0	0.00010795231019552596	0.9998920476898043	0.002859182605174161
11.881188118811881	0.014745450398493367	0.9996994284548815	0.0003005715451186486	0.005861120788381454	4.331599362977735e-05	0.17148177852048657	1.0	0.0009220578458477755	0.9990779421541519	0.009474483124361348
12.871287128712872	0.031351749072828165	0.9987468879614553	0.0012531120385449346	0.015520789373096639	0.0002133453185666459	0.2495658960000321	1.0	0.0029800336143328897	0.9970199663856667	0.017422455524097127
13.861386138613861	0.0519090589664884	0.9967892638974242	0.0032107361025760237	0.028931908620467652	0.0006334477143665289	0.3202363050075881	1.0	0.006594612754794173	0.9934053872452058	0.026000323757742454
14.85148514851485	0.07524052872551545	0.9936270154114313	0.006372984588568994	0.045039754693034284	0.0014328782596581082	0.3841227793961851	1.0	0.011910323657953137	0.9880896763420466	0.03499291460421726
15.841584158415841	0.1004528658614991	0.989179778459445	0.010820221540555048	0.06293055566346195	0.002733747716317789	0.44176407333912227	1.0	0.01894774327903902	0.9810522567209606	0.04433199955006809
16.831683168316832	0.12686857887586253	0.9834598522709507	0.016540147729049458	0.08186999265931932	0.004640789773621814	0.49362082420368014	1.0	0.02763827458691009	0.9723617254130896	0.05399741209212706
17.821782178217823	0.15397295099804195	0.9765466768654837	0.023453323134516514	0.10128623260525693	0.007235266874550622	0.5400899581051073	1.0	0.037851515022491455	0.9621484849775084	0.06398161496068447
18.81188118811881	0.1813730221911639	0.9685650273002766	0.031434972699723736	0.12074374680841604	0.01057211131226555	0.5815189930757894	1.0	0.04941668392846739	0.9505833160715323	0.07427332989075291
19.801980198019802	0.20876630861466358	0.9596671876032579	0.04033281239674238	0.1399186128838953	0.014679515132277738	0.618219181391325	1.0	0.06213923985658306	0.9378607601434166	0.08484878211631189
20.792079207920793	0.2359173280207799	0.950018818856848	0.049981181143152247	0.15857713741309923	0.01956028601125588	0.650476846983816	1.0	0.07581360371741924	0.9241863962825805	0.0956674480995254
21.78217821782178	0.26264028744561124	0.9397881289320131	0.06021187106798701	0.17655760973548068	0.025194390078028605	0.6785625886121961	1.0	0.09023274481777542	0.9097672551822243	0.10667119641861686
