time	Glucose	Lysine	Schiff	Amadori	Glyoxal	CML
0.0	0.25	0.0034	0.0	0.0	0.0	0.0
0.9900990099009901	0.24999177262053363	0.003392596808960553	6.519575381281538e-06	8.639175599276437e-08	7.874719904710724e-07	3.608178626460207e-08
1.9801980198019802	0.24998541886573913	0.00338708548332171	1.0655554244170799e-05	3.0030159292613933e-07	1.575389364971957e-06	8.869604659739209e-08
2.9702970297029703	0.24998027493560557	0.0033827912976913104	1.3345567716610923e-05	5.962652473491161e-07	2.362661713282393e-06	1.4801696578122444e-07
3.9603960396039604	0.24997592223830345	0.0033792923772692765	1.5105507573639877e-05	9.456163691783555e-07	3.1489632661562155e-06	2.1109426848445117e-07
4.9504950495049505	0.24997208964798934	0.003376315970315588	1.6259061010968905e-05	1.3297885597593325e-06	3.93413399825184e-06	2.764674256474051e-07
5.9405940594059405	0.2499685998388177	0.0033736838171451538	1.7015223624001707e-05	1.7366392926782735e-06	4.718083065903513e-06	3.4329770333031097e-07
6.930693069306931	0.24996533629831152	0.003371278853896711	1.7510017253927823e-05	2.1581906904491615e-06	5.500757841771748e-06	4.1108988352255507e-07
7.920792079207921	0.2499622227318874	0.0033690244455217475	1.783208189689031e-05	2.589219024907409e-06	6.28212676389425e-06	4.795381113962553e-07
8.910891089108912	0.24995920780522365	0.003366869012876361	1.8041388129483403e-05	3.026209817116731e-06	7.062167812991629e-06	5.484223185515423e-07
9.900990099009901	0.24995625862281576	0.003364779527665455	1.81758628078111e-05	3.466911324834049e-06	7.840870162679431e-06	6.176230521011407e-07
10.89108910891089	0.24995335343314526	0.0033627341485287865	1.826062763199385e-05	3.909834915426885e-06	8.618227268275252e-06	6.870593812248181e-07
11.881188118811881	0.24995047748889393	0.0033607180578198517	1.831291237738984e-05	4.353971587132433e-06	9.394234527160886e-06	7.566678538420639e-07
12.871287128712872	0.24994762128079448	0.0033587217172278937	1.834348700770082e-05	4.798671045754694e-06	1.0168891458867103e-05	8.264221132472111e-07
13.861386138613861	0.2499447784688111	0.0033567387551103212	1.8359788703270162e-05	5.243500007254867e-06	1.0942197319208422e-05	8.962934572156994e-07
14.85148514851485	0.2499419448173947	0.003354764915356694	1.8366775107168133e-05	5.68816930681592e-06	1.1714152463791368e-05	9.66263100108598e-07
15.841584158415841	0.24993911757333587	0.0033527974361979274	1.836756911682033e-05	6.132491292578561e-06	1.2484758443712988e-05	1.0363230408141817e-06
16.831683168316832	0.2499362949495689	0.003350834525569785	1.836418686536021e-05	6.576344468311368e-06	1.325401716098342e-05	1.1064684718396553e-06
17.821782178217823	0.24993347574402205	0.0033488749765004057	1.8358017352183156e-05	7.0196473914141205e-06	1.402193052237854e-05	1.1766946676283165e-06
18.81188118811881	0.2499306591332651	0.003346917961102377	1.8350035731709548e-05	7.462344546678061e-06	1.47885004744164e-05	1.246997297221623e-06
19.801980198019802	0.24992784457143202	0.003344962930735034	1.8340885407134692e-05	7.904399427730782e-06	1.55537291276393e-05	1.3173735412210344e-06
20.792079207920793	0.24992503170795494	0.0033430095335020894	1.8330970866996686e-05	8.345788902746368e-06	1.6317618732969753e-05	1.3878218803266854e-06
21.78217821782178	0.24992222030169267	0.003341057527431109	1.8320569280876675e-05	8.786497332205466e-06	1.7080171586655938e-05	1.458341241960167e-06
22.77227722772277	0.24991941021687938	0.0033391067765021027	1.8309833156636195e-05	9.226516291787117e-06	1.7841390038298196e-05	1.5289310723105726e-06
23.762376237623762	0.24991660135345123	0.003337157180358518	1.8298877652774088e-05	9.665839800522902e-06	1.8601276429257682e-05	1.5995907831814919e-06
24.752475247524753	0.24991379365269245	0.003335208680215896	1.8287769060518054e-05	1.0104464708053471e-05	1.9359833118984518e-05	1.6703199880898505e-06
25.742574257425744	0.24991098707972095	0.003333261241231246	1.8276545945570814e-05	1.0542389495262144e-05	2.0117062473404987e-05	1.7411183979674858e-06
26.73267326732673	0.24990818159251532	0.003331314821309178	1.8265256858866942e-05	1.0979612152957357e-05	2.0872966842837466e-05	1.8119856227743727e-06
27.722772277227723	0.24990537716489836	0.0033293693942978053	1.8253931341015864e-05	1.1416131756166821e-05	2.162754858323925e-05	1.8829213623114017e-06
28.712871287128714	0.24990257377301056	0.003327424936354944	1.8242596616769452e-05	1.1851947537679596e-05	2.2380810045479626e-05	1.9539253098800404e-06
29.7029702970297	0.24989977141175115	0.0033254814424953454	1.8231257807434786e-05	1.2287060014021465e-05	2.313275358596683e-05	2.02499724768977e-06
30.693069306930692	0.24989697007108963	0.003323538902778285	1.821992583466451e-05	1.2721469363215e-05	2.3883381554291314e-05	2.0961369354851317e-06
