time	PolyQ	Proteasome	NatP	MisP	MisP_Proteasome	AggP1	AggP2	AggP3	AggP4	AggP5	AggPolyQ1	AggPolyQ2	AggPolyQ3	AggPolyQ4	AggPolyQ5	SeqAggP	AggP_Proteasome	mRFPu	mRFPu_Proteasome	PolyQ_Proteasome	ROS	p38_P	p38	p38death	PIdeath	Source	Sink
0.0	1000.0	1000.0	19500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	10.0	0.0	100.0	0.0	0.0	1.0	1.0
0.9900990099009901	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
1.9801980198019802	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
2.9702970297029703	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
3.9603960396039604	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
4.9504950495049505	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
5.9405940594059405	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
6.930693069306931	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
7.920792079207921	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
8.910891089108912	1000.0	1000.0	19500.0	1.0743654440386004e-25	6.636549527042334e-41	-6.628456481028645e-48	-3.92696873385337e-80	-2.3389671972701023e-112	-1.3814373356763396e-144	-8.2052951567023e-177	3.4331226595218434e-27	1.0593816390295617e-42	3.260860005599238e-58	1.0059409132974009e-73	3.1172743504640564e-89	1.3429264698598507e-103	2.1159606811304738e-43	300.0	4.119747191426212e-26	1.3732490638087374e-26	10.0	1.3757734187054446e-27	100.0	1.5326701953552687e-45	6.563336425869173e-62	1.0	1.0
