time	Mdm2	p53	Mdm2_p53	Mdm2_mRNA	p53_mRNA	ATMA	ATMI	p21	p21_mRNA	p21step1	p21step2	p53_P	Mdm2_P	p21_basal	p38	p38_P	GADD45	IR	damDNA	ROS	basalROS	Sink	Source
0.0	5.0	5.0	95.0	10.0	10.0	0.0	200.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	100.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	1.0
0.9900990099009901	5.051608389245343	5.030684991045331	94.95113783375629	9.999506497892702	10.0	1.9602331469418927e-11	199.99999999998042	1.0377267488243993e-13	0.9999765358460174	0.0003960271152849913	7.842116282867548e-09	1.7322217140375712e-13	5.792098044149039e-11	7.0	100.0	1.701369691784838e-20	1.0446096498048049e-19	0.0	9.900696015397675e-09	1.383364255749638e-24	10.0	1.0	1.0
1.9801980198019802	5.102683515794396	5.060898650364081	94.90278667789134	9.999016059290073	10.0	7.839474201390424e-11	199.99999999992164	8.28221868840202e-13	0.9999530740584472	0.0007920292545830249	3.1367343283642766e-08	1.2425388253828313e-12	4.168258532111313e-10	7.0	100.0	5.344347955313633e-19	1.6667669253093385e-18	0.0	1.9800803888712596e-08	8.721584615917402e-23	10.0	1.0	1.0
2.9702970297029703	5.153228296469799	5.090643249073384	94.85494384503727	9.99852863729922	10.0	1.7635552980340028e-10	199.9999999998237	2.7947835312946893e-12	0.9999296146092791	0.0011880064197900338	7.05740860654607e-08	3.803876049213709e-12	1.2802183305735256e-09	7.0	100.0	3.884092685058458e-18	8.373717356216902e-18	0.0	2.970032365428911e-08	9.177490910232166e-22	10.0	1.0	1.0
3.9603960396039604	5.203245747871039	5.119921162143952	94.80760654660578	9.998044185308208	10.0	3.1346298547493447e-10	199.9999999996866	6.6240612437800225e-12	0.9999061574706682	0.001583958612815052	1.2546073502570838e-07	8.234630279907485e-12	2.780611920485835e-09	7.0	100.0	1.590695246965433e-17	2.637122766833825e-17	0.0	3.959925534705139e-08	4.939765095439477e-21	10.0	1.0	1.0
4.9504950495049505	5.252738983510367	5.1487348648874285	94.76077189586735	9.997562656937017	10.0	4.896954063256727e-10	199.99999999951035	1.293658825197739e-11	0.9998827026149071	0.0019798858355567534	1.960256803074876e-07	1.4780069299766212e-11	5.0075945947617595e-09	7.0	100.0	4.733319358845611e-17	6.421784688526e-17	0.0	4.949759900193188e-08	1.8144675452955816e-20	10.0	1.0	1.0
5.9405940594059405	5.30171121281755	5.177086932317067	94.71443690881028	9.997084006062616	10.0	7.050310999487961e-10	199.999999999295	2.23527344874797e-11	0.9998592500144405	0.002375788089902711	2.8226731211949463e-07	2.3602092438774486e-11	8.023650011643388e-09	7.0	100.0	1.1535502046746494e-16	1.329696379874417e-16	0.0	5.9395354653862885e-08	5.272331970953553e-20	10.0	1.0	1.0
6.930693069306931	5.350165737097215	5.204980035258886	94.66859850812321	9.996608186830413	10.0	9.594483851210947e-10	199.9999999990406	3.549268301126738e-11	0.9998357996418719	0.0027716653777293426	3.8418402082382897e-07	3.4811966734133545e-11	1.1874778383661743e-08	7.0	100.0	2.4490679961761265e-16	2.461791925625742e-16	0.0	6.929252233777428e-08	1.302050190375461e-19	10.0	1.0	1.0
7.920792079207921	5.398105942747356	5.232416933596179	94.62325352996598	9.996135153657365	10.0	1.2529255914375906e-09	199.9999999987471	5.297643668623134e-11	0.9998123514699658	0.003167517700902287	5.017741969253937e-07	4.849328358331188e-11	1.6597943415500093e-08	7.0	100.0	4.697465686953295e-16	4.198286292005013e-16	0.0	7.918910208859372e-08	2.8534050325720485e-19	10.0	1.0	1.0
8.910891089108912	5.445535298311138	5.259400473444187	94.57839872687288	9.995664861241423	10.0	1.5854410592745767e-09	199.9999999984146	7.542381973911077e-11	0.9997889054716531	0.0035633450612764087	6.350362310623587e-07	6.471002405978152e-11	2.2223685785910067e-08	7.0	100.0	8.334216325689045e-16	6.723445887520613e-16	0.0	8.908509394124689e-08	5.700959979579187e-19	10.0	1.0	1.0
