time	Susceptible	Exposed	Infected	Asymptomatic	Susceptible_isolated	Quarantined	Hospitalised	Recovered	Deceased	Recovered_from_hospitals	Total_reported_cases	Total_population
0.0	1336210000.0	501.23	0.22839	991.29	0.0	0.0	2.0	240.76	0.0	0.0	21.0	1336211733.50839
0.9900990099009901	1336208458.6452053	1754.526928027726	116.74467105419853	632.2017667858994	63.63949197415557	1.4557929883763854e-05	25.795823723892482	683.9207591679397	0.005170948185549501	0.3270887493836707	45.12808342146168	1336211646.0393302
1.9801980198019802	1336206889.5995724	2666.6546208690875	275.4799172124055	476.02752022133325	297.48798211229115	4.905896040379949e-05	114.60478094010782	1015.4768373311745	0.04073013725911709	2.5763881555688286	136.2218992329358	1336211323.2384682
2.9702970297029703	1336205011.5331528	3537.325250693963	442.694249845867	429.2677214602092	714.7006295434973	0.00010319194352325925	275.55353104929367	1323.9535807799905	0.14533576851578084	9.193225895666126	303.8920927134756	1336210744.7739556
3.9603960396039604	1336202731.5454152	4461.007415780444	616.4324620810206	446.57494219635555	1310.5872715631426	0.00018128773153836756	509.08032231495935	1659.2938250748282	0.35906155767770714	22.71246812736598	551.1518520000029	1336209914.8540604
4.9504950495049505	1336200038.3168185	5440.184827988704	799.2723419376149	503.75003365093363	2082.6197470124575	0.0002882803616347708	816.2977550122478	2053.3255154542576	0.7223198048633747	45.69039819197327	881.7104730090841	1336208834.8495376
5.9405940594059405	1336196975.7078187	6425.642712161312	989.9598202007465	585.4776870270331	3029.6290182855505	0.0004253564970429521	1198.73283183817	2527.5682102896353	1.2763384625092116	80.73489358471518	1299.7440638853934	1336207504.3562484
6.930693069306931	1336193636.3734689	7336.993730012538	1181.443188700631	679.5864719426344	4145.461039767522	0.0005858568134685052	1655.9549803176214	3095.5176490421445	2.0627715301431686	130.48078144435524	1807.4985332921194	1336205929.9145086
7.920792079207921	1336190151.5692747	8083.334251190073	1361.6782016181344	774.7179250396686	5412.547203433801	0.000753225226432021	2183.0874474222574	3762.6324644195533	3.1219055646528107	197.47639121386723	2402.685744200777	1336204133.932117
8.910891089108912	1336186670.9261887	8587.082890887803	1516.186589976862	860.101033910679	6798.040613021842	0.0009033264080974746	2769.206188677574	4525.857571601256	4.4896983473981935	283.9962352870399	3076.692122312013	1336202160.1542752
