time	S	ES
0.0	0.0	0.0
0.9900990099009901	0.9779457895171842	-0.9779457895171842
1.9801980198019802	1.9319821304623959	-1.9319821304623959
2.9702970297029703	2.862693575784953	-2.862693575784953
3.9603960396039604	3.770650387894389	-3.770650387894389
4.9504950495049505	4.656408887080704	-4.656408887080704
5.9405940594059405	5.520511791067547	-5.520511791067547
6.930693069306931	6.363488549155631	-6.363488549155631
7.920792079207921	7.185855668542892	-7.185855668542892
8.910891089108912	7.9881170267717865	-7.9881170267717865
9.900990099009901	8.770764181619818	-8.770764181619818
10.89108910891089	9.534276673434508	-9.534276673434508
11.881188118811881	10.2791223195077	-10.2791223195077
12.871287128712872	11.005757499186066	-11.005757499186066
13.861386138613861	11.714627433463571	-11.714627433463571
14.85148514851485	12.406166458469134	-12.406166458469134
15.841584158415841	13.080798291560562	-13.080798291560562
16.831683168316832	13.738936290687956	-13.738936290687956
17.821782178217823	14.380983707647989	-14.380983707647989
18.81188118811881	15.007333935396343	-15.007333935396343
19.801980198019802	15.618370748970605	-15.618370748970605
20.792079207920793	16.214468540587987	-16.214468540587987
21.78217821782178	16.79599254903516	-16.79599254903516
22.77227722772277	17.363299083596736	-17.363299083596736
23.762376237623762	17.916735742259984	-17.916735742259984
24.752475247524753	18.456641624682867	-18.456641624682867
25.742574257425744	18.983347539964733	-18.983347539964733
26.73267326732673	19.497176209448025	-19.497176209448025
27.722772277227723	19.998442464355563	-19.998442464355563
28.712871287128714	20.48745343868684	-20.48745343868684
29.7029702970297	20.964508757407536	-20.964508757407536
30.693069306930692	21.429900720126053	-21.429900720126053
31.683168316831683	21.883914480103094	-21.883914480103094
32.67326732673267	22.326828218963307	-22.326828218963307
33.663366336633665	22.758913317149467	-22.758913317149467
34.65346534653465	23.180434520278798	-23.180434520278798
35.64356435643565	23.591650101280717	-23.591650101280717
36.633663366336634	23.992812018637313	-23.992812018637313
37.62376237623762	24.3841660707737	-24.3841660707737
38.613861386138616	24.76595204672759	-24.76595204672759
39.603960396039604	25.138403873005494	-25.138403873005494
40.59405940594059	25.501749756904598	-25.501749756904598
41.584158415841586	25.856212326353322	-25.856212326353322
42.57425742574257	26.20200876637332	-26.20200876637332
43.56435643564356	26.539350952094388	-26.539350952094388
44.554455445544555	26.868445578564277	-26.868445578564277
45.54455445544554	27.189494287410675	-27.189494287410675
46.53465346534654	27.50269379043523	-27.50269379043523
47.524752475247524	27.808235990091838	-27.808235990091838
48.51485148514851	28.10630809705818	-28.10630809705818
49.504950495049506	28.397092744961178	-28.397092744961178
50.495049504950494	28.68076810231638	-28.68076810231638
51.48514851485149	28.95750798165121	-28.95750798165121
52.475247524752476	29.227481945992082	-29.227481945992082
53.46534653465346	29.490855412778167	-29.490855412778167
54.45544554455446	29.74778975524516	-29.74778975524516
55.445544554455445	29.99844240126372	-29.99844240126372
56.43564356435643	30.242966929787116	-30.242966929787116
57.42574257425743	30.481513164898285	-30.481513164898285
58.415841584158414	30.714227267525114	-30.714227267525114
59.4059405940594	30.94125182509424	-30.94125182509424
60.396039603960396	31.1627259395704	-31.1627259395704
61.386138613861384	31.378785312387	-31.378785312387
62.37623762376238	31.58956232667731	-31.58956232667731
63.366336633663366	31.79518612880721	-31.79518612880721
64.35643564356435	31.995782707669356	-31.995782707669356
65.34653465346534	32.19147497186886	-32.19147497186886
66.33663366336634	32.382382825369895	-32.382382825369895
67.32673267326733	32.568623240683216	-32.568623240683216
68.31683168316832	32.75031033033293	-32.75031033033293
69.3069306930693	32.92755541692164	-32.92755541692164
70.29702970297029	33.1004671013667	-33.1004671013667
71.2871287128713	33.26915132937046	-33.26915132937046
72.27722772277228	33.433711456628814	-33.433711456628814
73.26732673267327	33.59424831186616	-33.59424831186616
74.25742574257426	33.750860258607574	-33.750860258607574
75.24752475247524	33.90364325552595	-33.90364325552595
76.23762376237623	34.05269091524029	-34.05269091524029
77.22772277227723	34.198094561593884	-34.198094561593884
78.21782178217822	34.3399432858919	-34.3399432858919
79.20792079207921	34.478324001176524	-34.478324001176524
80.1980198019802	34.613321495546884	-34.613321495546884
81.18811881188118	34.745018484154365	-34.745018484154365
82.17821782178218	34.873495659882536	-34.873495659882536
83.16831683168317	34.998831742711964	-34.998831742711964
84.15841584158416	35.12110352822446	-35.12110352822446
85.14851485148515	35.240385934335	-35.240385934335
86.13861386138613	35.35675204730065	-35.35675204730065
87.12871287128712	35.47027316652466	-35.47027316652466
88.11881188118812	35.58101884824123	-35.58101884824123
89.10891089108911	35.68905694806226	-35.68905694806226
90.0990099009901	35.79445366281052	-35.79445366281052
91.08910891089108	35.89727357075908	-35.89727357075908
92.07920792079207	35.99757967132702	-35.99757967132702
93.06930693069307	36.09543342368823	-36.09543342368823
94.05940594059406	36.190894784426256	-36.190894784426256
95.04950495049505	36.28402224420957	-36.28402224420957
96.03960396039604	36.37487286386089	-36.37487286386089
97.02970297029702	36.463502309017535	-36.463502309017535
98.01980198019803	36.549964884373196	-36.549964884373196
99.00990099009901	36.63431356694985	-36.63431356694985
100.0	36.716600038548236	-36.716600038548236
