time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_14	species_15	species_16	species_17	PIP3Active	PIP3Inactive	PDK1Inactive	PDK1Active	mTORC2Active	mTORC1Active	mTORC1Inactive	bRafMutated	PLX4032	Grb2Active	Grb2Inactive	freeFGFR	pFGFR	freeTNFR1	pTNFR1	freeTNFR2	pTNFR2	TRADD_TRAF2_TRAF5_RIP1_Active	TRADD_TRAF2_TRAF5_RIP1_Inactive	TRAF1_TRAF2_TRAF3_Active	TRAF1_TRAF2_TRAF3_Inactive	NIKActive	NIKInactive	IKKbeta_IKKalfa_IKKgamma_Active	IKKbeta_IKKalfa_IKKgamma_Inactive	TAB1_TAB2_TAB3_TAK1_Active	TAB1_TAB2_TAB3_TAK1_Inactive	Tpl2_NF_kB_Active	Tpl2_NF_kB_Inactive	bRafMutatedInactive	TRADD_TRAF2_TRAF5_RIP1_bRafINH_Active	TRADD_TRAF2_TRAF5_RIP1_bRafINH_Inactive	TAB1_TAB2_TAB3_TAK1_bRafINH_Inactive	TAB1_TAB2_TAB3_TAK1_bRafINH_Active	NIK_bRafINH_Active	NIK_bRafINH_Inactive	IKKbeta_IKKalfa_IKKgamma_bRafINH_Active	IKKbeta_IKKalfa_IKKgamma_bRafINH_Inactive	Tpl2_NF_kB_bRafINH_Active	Tpl2_NF_kB_bRafINH_Inactive	TRAF1_TRAF2_TRAF3_bRafINH_Active	TRAF1_TRAF2_TRAF3_bRafINH_Inactive	Tpl2_NF_kB_RasINH_Active	Tpl2_NF_kB_RasINH_Inactive	mTORC2Inactive	MAP3K8_inhibitor	MAP3K8_NF_kB_inhibited	species_25	species_30	PTENActive	HSP90_Cdc37Active	PHLPPActive	TCL1Active	CTMPActive	FGF	proFGFR	TNF	proTNFR1	proTNFR2
0.0	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	1e-11	0.0	0.0	0.0	1e-11	1e-10	1e-09	0.0	1e-11	1e-11	0.0	1e-11	0.0	1e-11	0.0	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-11	0.0	1e-12	0.0	0.0	1.5e-12	1.5e-12	0.0	0.0	1.5e-12	0.0	1.5e-12	0.0	1.5e-12	0.0	4.5e-12	0.0	2.25e-12	1e-11	1e-11	0.0	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
0.9900990099009901	9.556441666923527e-12	1.4557681614372737e-15	1.5951301667543698e-13	9.840486983324562e-12	2.2992287679739212e-14	9.97700771232026e-12	-2.886515880729741e-14	1.0028865158807296e-11	1.0620832469441619e-14	9.989379167530551e-12	-1.6916474069473554e-11	1.0665742231796585e-11	9.141931408699382e-13	9.08580685913006e-12	1.0813431980944547e-12	8.918656801905546e-12	8.907008657085855e-15	9.991092991342914e-12	9.998990047954697e-12	1.0099520453026104e-15	5.44835579241847e-15	1.1357055756523394e-13	9.886429442434762e-12	1.199889144231366e-11	9.999966555592166e-10	1.6572424179075516e-12	8.342757582092449e-12	1.4557681614372982e-15	9.556441666923584e-12	1.4557681614372982e-15	9.556441666923584e-12	1.4557681614372982e-15	9.556441666923584e-12	8.298522175798981e-13	9.170147782420102e-12	8.298522175798981e-13	9.170147782420102e-12	8.001371663915948e-14	9.919986283360842e-12	1.0310011452161923e-13	9.896899885478382e-12	8.001371663915948e-14	9.919986283360842e-12	1.3585172731712622e-14	8.650806196398302e-13	8.800110855768641e-11	4.061521986904422e-12	6.887562260515936e-13	6.170187503915063e-13	4.133281965972566e-12	4.133281965972566e-12	6.170187503915063e-13	4.126887858395497e-12	6.234098357519533e-13	3.3260027755920805e-12	1.4235517222532625e-12	8.672307458435008e-13	3.6327692541564994e-12	7.821056451318136e-14	2.1717894354868185e-12	9.994551644207585e-12	9.878665792232943e-12	1.2133420776705543e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
1.9801980198019802	9.22417265654987e-12	1.4224793397891116e-15	5.463115070265828e-13	9.453688492973418e-12	1.3374802237186194e-13	9.866251977628136e-12	-2.3414179479409073e-13	1.0234141794794088e-11	-1.655336424506849e-11	2.655336424506848e-11	-1.359768008499668e-10	1.657559933480881e-11	1.6773813788747113e-12	8.322618621125288e-12	2.126300457272316e-12	7.873699542727686e-12	2.039590912252737e-14	9.979604090877471e-12	9.995421827140033e-12	4.578172859965604e-15	3.2770478169693477e-14	4.555608940381146e-13	9.544439105961882e-12	-5.452305947436952e-11	9.999933111554034e-10	2.728049946071083e-12	7.271950053928918e-12	1.4224793397891303e-15	9.224172656549923e-12	1.4224793397891303e-15	9.224172656549923e-12	1.4224793397891303e-15	9.224172656549923e-12	1.3701662490936042e-12	8.629833750906397e-12	1.3701662490936042e-12	8.629833750906397e-12	2.7495091696719635e-13	9.725049083032805e-12	4.0941402651163215e-13	9.590585973488369e-12	2.7495091696719635e-13	9.725049083032805e-12	8.247687484063072e-14	7.379178177604092e-13	1.545230594743696e-10	2.744347295100398e-11	-6.218279027890846e-14	-3.288676948390088e-13	2.7710337045527214e-11	2.7710337045527214e-11	-3.288676948390088e-13	2.7662735649819577e-11	-2.81290364414443e-13	2.5989218894068217e-11	1.3863084735831292e-12	1.5358245980671067e-12	2.9641754019328935e-12	1.164558382679369e-13	2.1335441617320628e-12	9.967229521830308e-12	9.820394693042673e-12	1.7960530695732744e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
2.9702970297029703	8.891903646176214e-12	1.3891905181409492e-15	9.331099973777285e-13	9.066890002622271e-12	2.4450375706398466e-13	9.755496242936013e-12	-4.39418430780884e-13	1.0439418430780884e-11	-3.311734932260641e-11	4.31173493226064e-11	-2.5503712763046e-10	2.2485456437821033e-11	2.4405696168794845e-12	7.559430383120514e-12	3.171257716450177e-12	6.828742283549825e-12	3.1884809587968884e-14	9.96811519041203e-12	9.99185360632537e-12	8.146393674628595e-15	6.009260054696847e-14	7.975512305109951e-13	9.202448769489e-12	-1.210450103910527e-10	9.999899667515902e-10	3.798857474234614e-12	6.201142525765387e-12	1.3891905181409624e-15	8.891903646176262e-12	1.3891905181409624e-15	8.891903646176262e-12	1.3891905181409624e-15	8.891903646176262e-12	1.9104802806073103e-12	8.08951971939269e-12	1.9104802806073103e-12	8.08951971939269e-12	4.698881172952331e-13	9.530111882704768e-12	7.157279385016449e-13	9.284272061498355e-12	4.698881172952331e-13	9.530111882704768e-12	1.5136857694954879e-13	6.107550158809882e-13	2.2104501039105271e-10	5.082542391510353e-11	-8.131218066094105e-13	-1.2747541400695232e-12	5.128739212508186e-11	5.128739212508186e-11	-1.2747541400695232e-12	5.119858344124365e-11	-1.1859905645808385e-12	4.865243501254433e-11	1.3490652249129957e-12	2.2044184502907127e-12	2.2955815497092875e-12	1.5470111202269242e-13	2.0952988879773074e-12	9.939907399453033e-12	9.7621235938524e-12	2.3787640614759943e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
3.9603960396039604	8.559634635802558e-12	1.3559016964927868e-15	1.319908487728874e-12	8.680091512271126e-12	3.5525949175610734e-13	9.644740508243892e-12	-6.446950667676773e-13	1.0644695066767677e-11	-4.9681334400144335e-11	5.968133440014433e-11	-3.740974544109532e-10	2.8395313540833256e-11	3.2037578548842572e-12	6.7962421451157406e-12	4.216214975628038e-12	5.783785024371964e-12	4.3373710053410386e-14	9.956626289946589e-12	9.988285385510707e-12	1.1714614489291589e-14	8.741472292424347e-14	1.1395415669838756e-12	8.860458433016121e-12	-1.8756696130773585e-10	9.99986622347777e-10	4.869665002398146e-12	5.130334997601855e-12	1.3559016964927945e-15	8.559634635802603e-12	1.3559016964927945e-15	8.559634635802603e-12	1.3559016964927945e-15	8.559634635802603e-12	2.4507943121210163e-12	7.549205687878984e-12	2.4507943121210163e-12	7.549205687878984e-12	6.648253176232699e-13	9.335174682376731e-12	1.0220418504916577e-12	8.977958149508343e-12	6.648253176232699e-13	9.335174682376731e-12	2.2026027905846688e-13	4.835922140015673e-13	2.8756696130773587e-10	7.420737487920307e-11	-1.5640608229399123e-12	-2.220640585300038e-12	7.48644472046365e-11	7.48644472046365e-11	-2.220640585300038e-12	7.473443123266772e-11	-2.0906907647472343e-12	7.131565113102045e-11	1.3118219762428624e-12	2.8730123025143183e-12	1.6269876974856817e-12	1.9294638577744796e-13	2.0570536142225516e-12	9.912585277075758e-12	9.703852494662128e-12	2.961475053378714e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
4.9504950495049505	8.261966759254264e-12	1.3260967520732572e-15	1.7310406287560751e-12	8.268959371243923e-12	5.008073834702006e-13	9.499192616529798e-12	-1.0600571358056096e-12	1.1060057135805609e-11	-6.96691289186204e-11	7.96691289186204e-11	-5.312873492083507e-10	3.7806768739131914e-11	3.913757678936554e-12	6.086242321063446e-12	5.254870526698542e-12	4.745129473301459e-12	5.658480759068458e-14	9.943415192409315e-12	9.983441716879808e-12	1.6558283120189987e-14	1.8418821799831116e-13	1.5509957336522417e-12	8.449004266347756e-12	-2.471558555972236e-10	9.99983277960107e-10	5.7723363475300746e-12	4.227663652469927e-12	1.3260967520732615e-15	8.261966759254305e-12	1.3260967520732615e-15	8.261966759254305e-12	1.3260967520732615e-15	8.261966759254305e-12	2.9093995620305837e-12	7.090600437969417e-12	2.9093995620305837e-12	7.090600437969417e-12	8.730754737291183e-13	9.126924526270883e-12	1.3769483885060774e-12	8.623051611493924e-12	8.730754737291183e-13	9.126924526270883e-12	3.2862657009640237e-13	3.5029776903497897e-13	3.471558555972237e-10	1.0445966578124177e-10	-2.2600944399513183e-12	-3.126878960720797e-12	1.0532707516630625e-10	1.0532707516630625e-10	-3.126878960720797e-12	1.051267019171171e-10	-2.9265967327206504e-12	1.0088532575637153e-10	1.2951857759895167e-12	3.533610605680751e-12	9.663893943192482e-13	2.1112110004766744e-13	2.0388788999523326e-12	9.815811782001694e-12	9.678924323356876e-12	3.2107567664312427e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
5.9405940594059405	8.019832486563379e-12	1.3018833081773591e-15	2.181227423999783e-12	7.818772576000217e-12	7.021954645594354e-13	9.297804535440563e-12	-1.812598942194295e-12	1.1812598942194294e-11	-9.515201727234367e-11	1.0515201727234366e-10	-7.496738607464622e-10	5.2838165829304524e-11	4.538391967710476e-12	5.461608032289523e-12	6.283412057707587e-12	3.716587942292414e-12	7.255997090783329e-14	9.927440029092165e-12	9.976550999324875e-12	2.3449000675123777e-14	3.924287256322332e-13	2.07393690672809e-12	7.926063093271908e-12	-2.9561743763738195e-10	9.99979933598347e-10	6.405155027437213e-12	3.594844972562789e-12	1.3018833081773627e-15	8.019832486563416e-12	1.3018833081773627e-15	8.019832486563416e-12	1.3018833081773627e-15	8.019832486563416e-12	3.2368650888265207e-12	6.76313491117348e-12	3.2368650888265207e-12	6.76313491117348e-12	1.1026924560224444e-12	8.897307543977558e-12	1.8098443836767405e-12	8.190155616323261e-12	1.1026924560224444e-12	8.897307543977558e-12	5.003481891730751e-13	2.07162252388012e-13	3.95617437637382e-10	1.4573861085030604e-10	-2.8680068205081994e-12	-3.9694835773855956e-12	1.4684080563509692e-10	1.4684080563509692e-10	-3.9694835773855956e-12	1.4652329040056966e-10	-3.652090375549995e-12	1.415396235826331e-10	1.3116231642845756e-12	4.181376333585213e-12	3.1862366641478614e-13	1.9708327165277394e-13	2.052916728347226e-12	9.60757127436777e-12	9.707510379589899e-12	2.9248962041010144e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
6.930693069306931	7.777698213872493e-12	1.2776698642814603e-15	2.6314142192434906e-12	7.36858578075651e-12	9.035835456486701e-13	9.096416454351329e-12	-2.5651407485829808e-12	1.2565140748582981e-11	-1.2063490562606693e-10	1.3063490562606692e-10	-9.680603722845739e-10	6.786956291947713e-11	5.1630262564843976e-12	4.836973743515601e-12	7.311953588716631e-12	2.6880464112833696e-12	8.853513422498202e-14	9.911464865775016e-12	9.969660281769941e-12	3.033971823005757e-14	6.006692332661553e-13	2.596878079803939e-12	7.403121920196058e-12	-3.440790196775403e-10	9.999765892365865e-10	7.03797370734435e-12	2.9620262926556515e-12	1.2776698642814638e-15	7.777698213872529e-12	1.2776698642814638e-15	7.777698213872529e-12	1.2776698642814638e-15	7.777698213872529e-12	3.5643306156224577e-12	6.4356693843775425e-12	3.5643306156224577e-12	6.4356693843775425e-12	1.3323094383157704e-12	8.66769056168423e-12	2.2427403788474036e-12	7.757259621152597e-12	1.3323094383157704e-12	8.66769056168423e-12	6.720698082497479e-13	6.402673574104495e-14	4.4407901967754035e-10	1.8701755591937026e-10	-3.475919201065081e-12	-4.812088194050393e-12	1.8835453610388759e-10	1.8835453610388759e-10	-4.812088194050393e-12	1.8791987888402224e-10	-4.377584018379339e-12	1.8219392140889466e-10	1.3280605525796344e-12	4.829142061489675e-12	-3.2914206148967595e-13	1.8304544325788043e-13	2.0669545567421193e-12	9.399330766733849e-12	9.736096435822921e-12	2.6390356417707855e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
7.920792079207921	7.535563941181607e-12	1.2534564203855618e-15	3.081601014487198e-12	6.918398985512801e-12	1.1049716267379049e-12	8.895028373262093e-12	-3.3176825549716664e-12	1.3317682554971666e-11	-1.4611779397979018e-10	1.5611779397979017e-10	-1.1864468838226855e-09	8.290096000964973e-11	5.78766054525832e-12	4.2123394547416795e-12	8.340495119725678e-12	1.6595048802743245e-12	1.0451029754213073e-13	9.895489702457869e-12	9.962769564215006e-12	3.723043578499136e-14	8.089097409000774e-13	3.119819252879787e-12	6.880180747120209e-12	-3.925406017176986e-10	9.999732448748264e-10	7.670792387251487e-12	2.329207612748514e-12	1.253456420385565e-15	7.53556394118164e-12	1.253456420385565e-15	7.53556394118164e-12	1.253456420385565e-15	7.53556394118164e-12	3.891796142418395e-12	6.108203857581606e-12	3.891796142418395e-12	6.108203857581606e-12	1.5619264206090966e-12	8.438073579390905e-12	2.6756363740180668e-12	7.324363625981934e-12	1.5619264206090966e-12	8.438073579390905e-12	8.437914273264206e-13	-7.910878090592208e-14	4.925406017176987e-10	2.282965009884345e-10	-4.0838315816219626e-12	-5.654692810715191e-12	2.2986826657267825e-10	2.2986826657267825e-10	-5.654692810715191e-12	2.2931646736747483e-10	-5.103077661208683e-12	2.2284821923515623e-10	1.3444979408746933e-12	5.476907789394138e-12	-9.76907789394138e-13	1.6900761486298694e-13	2.080992385137013e-12	9.191090259099927e-12	9.764682492055945e-12	2.353175079440557e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
8.910891089108912	7.334425613314105e-12	1.2333426800597021e-15	3.604188938945475e-12	6.395811061054525e-12	1.366829408211342e-12	8.633170591788657e-12	-4.217456012960349e-12	1.4217456012960349e-11	-1.7335140028974106e-10	1.8335140028974102e-10	-1.4674754896735647e-09	1.0432979264891842e-10	6.338384739158994e-12	3.6616152608410045e-12	9.370362318147935e-12	6.296376818520677e-13	1.2271680544295531e-13	9.877283194557043e-12	9.953768541767177e-12	4.623145823281925e-14	1.1110745820712161e-12	3.722757168332994e-12	6.277242831667003e-12	-4.32815386080048e-10	9.99969900539313e-10	8.472896662642125e-12	1.527103337357877e-12	1.2333426800597055e-15	7.334425613314134e-12	1.2333426800597055e-15	7.334425613314134e-12	1.2333426800597055e-15	7.334425613314134e-12	4.1341246996428745e-12	5.865875300357127e-12	4.1341246996428745e-12	5.865875300357127e-12	1.7842703727182064e-12	8.215729627281795e-12	3.1379908403651595e-12	6.8620091596348415e-12	1.7842703727182064e-12	8.215729627281795e-12	1.1110242850204899e-12	-2.576858112763239e-13	5.328153860800481e-10	2.807795120822128e-10	-4.646876793759156e-12	-6.448880202324663e-12	2.825825129849799e-10	2.825825129849799e-10	-6.448880202324663e-12	2.8186004159265145e-10	-5.7266281194834965e-12	2.7471119621993783e-10	1.401186477775922e-12	6.0546494759100844e-12	-1.554649475910083e-12	1.1177386607593786e-13	2.138226133924062e-12	8.888925417928787e-12	9.85333829436433e-12	1.466617056356702e-13	1e-08	5e-12	1e-11	1e-11	1e-11	1e-11	1e-11	1e-08	5e-12	1e-08	5e-12	5e-12
