time	NatP	MisP	Ub	E1	E2	E3	DUB	Proteasome	ROS	E1_Ub	E2_Ub	E3_MisP	MisP_Ub	MisP_Ub2	MisP_Ub3	MisP_Ub4	MisP_Ub5	MisP_Ub6	MisP_Ub7	MisP_Ub8	MisP_Ub4_Proteasome	MisP_Ub5_Proteasome	MisP_Ub6_Proteasome	MisP_Ub7_Proteasome	MisP_Ub8_Proteasome	degUb4	degUb5	degUb6	degUb7	degUb8	totMisP	refNatP	AggP	SeqAggP	AggP_Proteasome	ATP	ADP	AMP	Source
0.0	500.0	0.0	500.0	100.0	100.0	100.0	200.0	100.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000.0	1000.0	1000.0	1.0
0.9900990099009901	500.0000000195949	0.009892643270497867	493.6455359661457	93.95326860220185	99.69226736444789	99.99999167323006	200.0	100.0	10.0	6.046731397798164	0.30773263555209845	8.326769951414405e-06	5.122560290843552e-10	1.9768573079896599e-13	5.571185825600205e-17	1.2306929729386954e-20	2.19615437205334e-24	3.1880414244770966e-28	3.735123122245305e-32	3.465336925843563e-36	8.400874754662272e-25	1.2663146020986603e-28	1.6005442988433114e-32	1.671605393356619e-36	1.4112716789761827e-40	0.0	0.0	0.0	0.0	0.0	0.00990099009913926	1.9594900346343916e-08	-2.431598362881184e-11	-8.040855506536399e-15	-8.040855506536399e-15	10000.0	1000.0	1000.0	1.0
1.9801980198019802	500.0000000783346	0.01976861385439029	487.7284817335619	88.88677349624892	98.84170825291136	99.9999667273719	200.0	100.00000000000004	10.0	11.113226503751072	1.158291747088624	3.32726281442473e-05	1.5528533137790413e-08	4.558566356509911e-11	9.766139261525737e-14	1.6503978887494243e-16	2.310889000096909e-19	2.7740117358697687e-22	2.9279391580486005e-25	2.7736268496929077e-28	2.2449274564139634e-20	2.6366711929356162e-23	2.737117940536948e-26	2.5571835082989824e-29	2.1846271809024075e-32	0.0	0.0	0.0	0.0	0.0	0.019801980199054225	7.833556031619e-08	-9.650072761003402e-11	-6.394865135883404e-14	-6.394865135883404e-14	10000.0	1000.0	1000.0	1.0
2.9702970297029703	500.00000017615264	0.029627943229821523	482.17816529147893	84.62977196882287	97.54839343594723	99.99992526090526	200.0	100.00000000000018	10.0	15.37022803117714	2.451606564052739	7.47390947992033e-05	1.1119777434417106e-07	1.046562364711342e-09	7.199262265208761e-12	3.901971854269013e-14	1.7457810254347187e-16	6.652118321258992e-19	2.207142370132161e-21	6.498834145267286e-24	8.053289384491293e-18	3.01354461231703e-20	9.886323561397281e-23	2.886461472628301e-25	7.606551863814025e-28	0.0	0.0	0.0	0.0	0.0	0.029702970300519348	1.761560117831847e-07	-2.1541505963795934e-10	-2.145536261740008e-13	-2.145536261740009e-13	10000.0	1000.0	1000.0	1.0
3.9603960396039604	500.00000031298214	0.039470663013858244	476.9373513773291	81.03766183735281	95.89968999828326	99.999867463584	200.0	100.00000000000048	10.0	18.96233816264721	4.100310001716692	0.00013253641607308952	4.393108147868511e-07	9.289243149883689e-09	1.4400516044463052e-10	1.760890979600296e-12	1.7779381367249435e-14	1.528616579161427e-16	1.1441378987415799e-18	7.624112299988651e-21	4.918611276568996e-16	4.1480481086704194e-18	3.0632493582629955e-20	2.010565525970993e-22	1.1931554595911587e-24	0.0	0.0	0.0	0.0	0.0	0.03960396040430783	3.129904115075317e-07	-3.799275772049837e-10	-5.055619422508823e-13	-5.055619422508833e-13	10000.0	1000.0	1000.0	1.0
4.9504950495049505	500.00000048875694	0.04929680512577437	471.9597456105811	77.98945357856387	93.97029338229392	99.99979364086133	200.0	100.00000000000094	10.0	22.01054642143611	6.029706617706054	0.00020635913874656278	1.2484794394713476e-06	4.874211435747209e-08	1.401362188463784e-09	3.184925295922601e-11	5.984873402830773e-13	9.583643563803347e-15	1.3362939957307743e-16	1.6669354905252684e-18	1.132558317987638e-14	1.7785559087551284e-16	2.4487493344177416e-18	2.999680119034438e-20	3.340639825511038e-22	0.0	0.0	0.0	0.0	0.0	0.04950495051119155	4.887730420082692e-07	-5.889150400409771e-10	-9.815635675157582e-13	-9.815635675157627e-13	10000.0	1000.0	1000.0	1.0
5.9405940594059405	500.0000007034104	0.05910640194510229	467.20791591784774	75.38483356185831	91.82308562023606	99.99970422651184	200.0	100.00000000000153	10.0	24.61516643814168	8.176914379763886	0.00029577348823488426	2.8718854127575045e-06	1.8262158860134513e-07	8.601133240130996e-09	3.21089050468558e-10	9.925561530956525e-12	2.6171053292596825e-13	6.0135510280900035e-15	1.246242598785778e-16	1.397790888063512e-13	3.608328166063328e-15	8.168285707032426e-17	1.6448685959375414e-18	3.029801889076382e-20	0.0	0.0	0.0	0.0	0.0	0.05940594062194101	7.034383130820591e-07	-8.412627920731316e-10	-1.6860405659783428e-12	-1.6860405659783565e-12	10000.0	1000.0	1000.0	1.0
6.930693069306931	500.0000009568765	0.06889948642254516	462.6515820382232	73.14118788149493	89.51040105589307	99.99959978581613	200.0	100.00000000000149	10.0	26.858812118505078	10.489598944106897	0.0004002141839498886	5.694671242307646e-06	5.403166672422586e-07	3.8245432071419305e-08	2.153200314747693e-09	1.0058029279953157e-10	4.012600602988737e-12	1.3964194409280948e-13	4.4299518642206194e-15	1.1183293089710732e-12	4.359852984833579e-14	1.4920414802137425e-15	4.545896924717274e-17	1.2789809359534311e-18	0.0	0.0	0.0	0.0	0.0	0.06930693073732543	9.569207638673443e-07	-1.1358651567064975e-09	-2.661375796695654e-12	-2.661375796695684e-12	10000.0	1000.0	1000.0	1.0
7.920792079207921	500.00000124908905	0.07867609211158265	458.26622076886366	71.19080530219891	87.07542870401882	99.99948101140113	200.0	99.99999999999707	10.0	28.809194697801093	12.924571295981147	0.0005189885989370592	1.010800200672778e-05	1.340696950049044e-06	1.338253134886013e-07	1.067052992344666e-08	7.076784102378703e-10	4.0145786627656915e-11	1.9887856038255313e-12	9.098703191484132e-14	6.493255720381461e-12	3.5916389167617933e-13	1.746391222616146e-14	7.567666765943057e-16	3.063881580571605e-17	0.0	0.0	0.0	0.0	0.0	0.07920792085811272	1.2491550651988969e-06	-1.4716257659743797e-09	-3.948861973988569e-12	-3.948861973988598e-12	10000.0	1000.0	1000.0	1.0
8.910891089108912	500.00000157998204	0.08843625310509969	454.0319365047238	69.47837023775045	84.55358988260944	99.99934871353736	200.0	99.9999999999738	10.0	30.52162976224956	15.446410117390517	0.0006512864627051962	1.6459443453249815e-05	2.9009516522785144e-06	3.8874043379230007e-07	4.18271238135775e-08	3.754590993401542e-09	2.8882261739494074e-10	1.9426170735898085e-11	1.225738889845178e-12	2.942901232079031e-11	2.2014240452770467e-12	1.4501681065971254e-13	8.524035776216532e-15	4.747852145522941e-16	0.0	0.0	0.0	0.0	0.0	0.08910891098506943	1.5800760219014623e-06	-1.847457797862794e-09	-5.588711009721712e-12	-5.588711009721538e-12	10000.0	1000.0	1000.0	1.0
9.900990099009901	500.00000194948973	0.09818000388086927	449.93255117841005	67.95878631343372	81.97380467189977	99.99920380642068	200.0	99.99999999988651	10.0	32.041213686566294	18.026195328100176	0.0007961935793792131	2.5009603689836697e-05	5.622839679667108e-06	9.725134558464127e-07	1.3587443979035678e-07	1.5893771362960348e-08	1.5967719499920304e-09	1.4047161866212776e-10	1.1810232609429267e-11	1.0944614410056666e-10	1.0658285702968875e-11	9.159793352663619e-13	7.034750676167382e-14	5.2059349757311136e-15	0.0	0.0	0.0	0.0	0.0	0.09900990111896092	1.9496185746475048e-06	-2.2622841071414694e-09	-7.620063538658347e-12	-7.620063538656903e-12	10000.0	1000.0	1000.0	1.0
10.89108910891089	500.0000023575464	0.10790737907739298	445.9548735115435	66.59532869535481	79.35960892601011	99.99904729172177	200.0	99.99999999961624	10.0	33.404671304645156	20.640391073989814	0.0009527082782900699	3.590287926081348e-05	9.954795427955971e-06	2.1514667545468457e-06	3.7822801708248907e-07	5.589945466738694e-08	7.113985035791157e-09	7.941456331023113e-10	8.657762650905125e-11	3.4617658305330645e-10	4.2546100605634757e-11	4.626087422522607e-12	4.502971072488342e-13	4.3062567319255486e-14	0.0	0.0	0.0	0.0	0.0	0.10891089126055112	2.357717801055618e-06	-2.7150372437033756e-09	-1.008099851785439e-11	-1.0080998517847307e-11	10000.0	1000.0	1000.0	1.0
