time	U	I	V
0.0	75.0	100.0	10.0
0.9900990099009901	73.03189641755135	103.1685327878926	10.015309844213908
1.9801980198019802	71.309704353082	106.18571347612944	10.058299822555774
2.9702970297029703	69.79247046967174	109.07476305215324	10.125048774998765
3.9603960396039604	68.44692247567305	111.85475250559998	10.212203470177993
4.9504950495049505	67.24587423953054	114.54140318195721	10.316889948872687
5.9405940594059405	66.16699755163923	117.14771715585672	10.436639902549043
6.930693069306931	65.19186823838497	119.6844772015831	10.569329283939926
7.920792079207921	64.30521925731553	122.16064609080263	10.713126917155158
8.910891089108912	63.494351242276664	124.58368763315691	10.866451325571136
9.900990099009901	62.748663897704	126.95982640983831	11.027934350428676
10.89108910891089	62.05928091592496	129.29425912975182	11.196390406750998
11.881188118811881	61.41874785142742	131.59132753843915	11.370790438740842
12.871287128712872	60.82078734385578	133.85466056206374	11.550239807557208
13.861386138613861	60.26009975260232	136.08729167064098	11.733959480976417
14.85148514851485	59.732199976192575	138.29175616973458	11.921270002112797
15.841584158415841	59.233283314903495	140.47017212731708	12.111577805521964
16.831683168316832	58.760114799972484	142.62430787733868	12.304363522112432
17.821782178217823	58.30993750694409	144.75563850674052	12.499171965675798
18.81188118811881	57.88039639319861	146.86539320930166	12.695603551565233
19.801980198019802	57.46947484806056	148.9545950616379	12.893306933540972
20.792079207920793	57.07544169806936	151.02409448835581	13.091972678407178
21.78217821782178	56.69680684753695	153.0745974526025	13.291327826255676
22.77227722772277	56.332284077502315	155.1066892245209	13.491131207571488
23.762376237623762	55.98075979322233	157.1208544352153	13.691169407528067
24.752475247524753	55.64126672926107	159.1174940036178	13.891253284270471
25.742574257425744	55.31296179785271	161.09693942481036	14.091214962038675
26.73267326732673	54.99510740595109	163.05946482947485	14.29090523146897
27.722772277227723	54.68705568508403	165.0052971558839	14.490191299743067
28.712871287128714	54.388235155758174	166.9346247320736	14.688954839600669
29.7029702970297	54.098139453395014	168.84760450206838	14.887090296864969
30.693069306930692	53.816317810421225	170.7443680895463	15.084503422738296
31.683168316831683	53.54236696373619	172.62502691193333	15.281109992543891
32.67326732673267	53.275924322563526	174.48967645130193	15.476834692242853
33.663366336633665	53.016662169470735	176.33839983036623	15.671610145600475
34.65346534653465	52.76428274740402	178.1712707909084	15.865376064228025
35.64356435643565	52.51851409168642	179.98835616820816	16.058078503146106
36.633663366336634	52.27910649499117	181.78971793669143	16.24966920784506
37.62376237623762	52.045829507539224	183.57541489278654	16.44010504038778
38.613861386138616	51.818469390543655	185.34550403082525	16.62934747393095
39.603960396039604	51.59682695423595	187.10004165906398	16.817362146629957
40.59405940594059	51.38071572098814	188.83908429686184	17.00411846694971
41.584158415841586	51.169960365175186	190.5626893866206	17.189589263830666
42.57425742574257	50.96439538659747	192.2709158506044	17.373750475722204
43.56435643564356	50.76386398424032	193.96382451609728	17.55658087389434
44.554455445544555	50.568217092824014	195.64147843492484	17.73806181442266
45.54455445544554	50.37731256122878	197.30394311227292	17.918177015925952
46.53465346534654	50.19101446549513	198.95128665113074	18.096912362433677
47.524752475247524	50.0091925100402	200.58357984348373	18.274255723651095
48.51485148514851	49.83172151694482	202.20089620933368	18.450196793002046
49.504950495049506	49.658480990599244	203.80331199233487	18.62472694133251
50.495049504950494	49.48935474744761	205.39090611999697	18.797839084882074
51.48514851485149	49.32423059217231	206.96376014043017	18.96952756406566
52.475247524752476	49.16300004268151	208.52195813531952	19.13978803387299
53.46534653465346	49.00555808989431	210.06558661769526	19.30861736310201
54.45544554455446	48.85180299100034	211.59473441656468	19.476013542542088
55.445544554455445	48.70163608772875	213.10949255323587	19.641975600277068
56.43564356435643	48.55496164822515	214.60995411097107	19.806503524035346
57.42574257425743	48.41168672748967	216.096214100982	19.96959818952167
58.415841584158414	48.27172104365273	217.56836932656202	20.131261294186285
59.4059405940594	48.134976868118315	219.02651824683088	20.291495296077454
60.396039603960396	48.00136892711496	220.47076084164522	20.450303357255798
61.386138613861384	47.87081431214126	221.9011984783909	20.607689290999517
62.37623762376238	47.743232397452374	223.31793378126764	20.763657512272836
63.366336633663366	47.618544766580676	224.7210705044523	20.918212992561
64.35643564356435	47.49667514522774	226.11071340933785	21.071361217972232
65.34653465346534	47.37754933711968	227.4869681464149	21.22310814967178
66.33663366336634	47.2610951633682	228.84994114154983	21.37346018663684
67.32673267326733	47.147242405854506	230.19973948694832	21.522424130992874
68.31683168316832	47.03592275425671	231.5364708370735	21.670007155849937
69.3069306930693	46.927069755640666	232.86024330967766	21.816216775278374
70.29702970297029	46.82061876586209	234.171165391905	21.96106081611628
71.2871287128713	46.71650690263437	235.46934585132115	22.104547391491003
72.27722772277228	46.61467300031429	236.75489365175346	22.246684876025
73.26732673267327	46.51505756627854	238.02791787387426	22.38748188265461
74.25742574257426	46.417602738601595	239.28852764045251	22.5269472409301
75.24752475247524	46.32225224479655	240.53683204613878	22.665089976664802
76.23762376237623	46.22895136153074	241.77294009160596	22.80191929284236
77.22772277227723	46.13764687530062	242.99696062186516	22.937444551720514
78.21782178217822	46.04828704402559	244.2090022686078	23.071675258072624
79.20792079207921	45.96082155946933	245.40917339637934	23.20462104348251
80.1980198019802	45.875201510420446	246.5975820524238	23.336291651622616
81.18811881188118	45.791379346625085	247.7743359201607	23.466696924489
82.17821782178218	45.709308843418846	248.9395422758966	23.595846789481893
83.16831683168317	45.62894506707724	250.09330794874617	23.723751247322646
84.15841584158416	45.550244340852366	251.23573928357135	23.85042036074787
85.14851485148515	45.4731642116769	252.3669421067834	23.975864243933213
86.13861386138613	45.39766341752849	253.48702169485128	24.100093052603917
87.12871287128712	45.32370185545174	254.59608274536663	24.223116974792962
88.11881188118812	45.25124055023401	255.6942293505216	24.344946222209707
89.10891089108911	45.180241623728854	256.7815649728626	24.46559102218346
90.0990099009901	45.110668264822344	257.858192423189	24.58506161014819
91.08910891089108	45.04248470015376	258.9242138408275	24.703368222725743
92.07920792079207	44.97565616528328	259.97973067526385	24.820521091146347
93.06930693069307	44.91014887672922	261.0248436701712	24.936530435288013
94.05940594059406	44.84593000315039	262.0596528448385	25.051406457059162
95.04950495049505	44.782967640864584	263.08425748765876	25.165159336865702
96.03960396039604	44.72123078509664	264.0987561373073	25.27779922692782
97.02970297029702	44.66068930642891	265.10324657839925	25.38933624829837
98.01980198019803	44.60131392548461	266.0978258311707	25.49978048633658
99.00990099009901	44.54307618717806	267.08259014083353	25.609141986128055
100.0	44.48594843834483	268.05763497407094	25.717430749713262
