time	Ca_cyt	CaER	CaM	CaPr	Pr
0.0	0.35	0.76	0.29	85.45	34.55
1.0	0.23218974992817276	0.7238643746464781	0.30706518805663224	85.64409199925927	34.355908000740584
2.0	0.056930942418786726	0.8821679132916969	0.2998765130697192	85.21489135213545	34.78510864786444
3.0	0.07159557756169073	1.0378760306020454	0.29794790528180065	84.58510867890287	35.41489132109708
4.0	0.37909199737036525	0.729241746941134	0.5344259279840451	84.56623730292878	35.433762697071046
5.0	0.25791354768346475	0.7168496728124303	0.5187635444347579	84.79963358332769	35.200366416672196
6.0	0.30908825471111845	0.7168361098011335	0.48681262375679984	84.87631681105705	35.12368318894286
7.0	0.25124292817172617	0.7223433418657168	0.4595394726387505	85.02122581381029	34.97877418618962
8.0	0.30815184779921434	0.7137641589932662	0.43346313711804646	85.1029389677554	34.8970610322445
9.0	0.23753423099782303	0.7297609015058981	0.4097265361211314	85.20451601849393	34.79548398150596
10.0	0.32635747554173855	0.7163726844430502	0.3906307982371571	85.2456285937373	34.75437140626258
11.0	0.22043168056863674	0.7342014239879427	0.3736887635067523	85.34800756945243	34.65199243054742
12.0	0.05732572308920182	0.8896683203218706	0.3649461778333796	84.92421628428967	35.075783715710195
13.0	0.07228601281923441	1.0442830776796113	0.36258021832532045	84.30026080316085	35.699739196838955
14.0	0.3744415328281692	0.7250428431896254	0.6005734374124749	84.32309334476324	35.676906655236614
15.0	0.26603723987818534	0.7144216248449086	0.5761345308894873	84.571738137184	35.42826186281585
16.0	0.2994524712238598	0.7125742130818836	0.5384958348845209	84.69626733691028	35.30373266308958
17.0	0.26422571396230565	0.7195393484620793	0.5045059296941948	84.83959317341235	35.16040682658749
18.0	0.2886752072828677	0.7126214544514333	0.4733133690109872	84.9675854988672	35.032414501132656
19.0	0.26244550594851296	0.7236611423614117	0.44398443568182505	85.06697218187827	34.93302781812157
20.0	0.2806017559289199	0.7135670030985143	0.4184974792251928	85.19114031477599	34.80885968522384
21.0	0.2602834172281335	0.7287574456544461	0.393297103210394	85.25149838731221	34.74850161268759
22.0	0.2717619833919662	0.7144785262496791	0.373228384122225	85.37741037512012	34.62258962487965
23.0	0.2431820395503431	0.7438219356993547	0.35162548724884857	85.37502826865654	34.62497173134322
24.0	0.26768021577582535	0.7126506022792704	0.34002121057498036	85.52163253280689	34.47836746719287
25.0	0.08173719496622413	0.8194985084417872	0.3254826187233168	85.33833829637304	34.661661703626685
26.0	0.06364706108529643	0.9851426049539778	0.32345053219181424	84.70198039033124	35.29801960966852
27.0	0.4779620129266712	1.000049337447802	0.3282602454823298	84.20879965535254	35.79120034464726
28.0	0.2883952485789907	0.7061369140951856	0.5546414463583201	84.66849130960667	35.33150869039302
29.0	0.26821439723095286	0.72787682294459	0.5181737052290557	84.74758349007415	35.25241650992553
30.0	0.2734365749727932	0.7123811291051251	0.4882246764038519	84.92414020299097	35.075859797008704
31.0	0.2827209152876567	0.7237102928369138	0.45720320502720757	84.99362509325556	35.006374906744135
32.0	0.2611294444876028	0.717723887659495	0.4318518653380109	85.14056754352207	34.85943245647762
33.0	0.29538329998391055	0.7223508031871871	0.40599445837581033	85.1912356537638	34.808764346235876
34.0	0.2459161774364876	0.7237044660321844	0.3856868049788954	85.31651873851894	34.683481261480736
35.0	0.2739832494257463	0.7524220349761044	0.36421500177224064	85.25946860358061	34.74053139641903
36.0	0.24856078698873377	0.7181286757192362	0.3585479174604837	85.44473284029209	34.55526715970752
37.0	0.059189841174745246	0.8556498842663488	0.34675437988274477	85.13119310222858	34.86880689777097
38.0	0.06711751097640527	1.014691223112473	0.34463611453592247	84.49557313842972	35.50442686156988
39.0	0.4291528264135989	0.7771500093549831	0.5453060673918685	84.28102286659873	35.718977133400855
40.0	0.27508557045562804	0.7097805957813724	0.5673258147462503	84.6164887874336	35.38351121256594
41.0	0.2920626825076936	0.7194171923888129	0.5297299954957152	84.71134856595393	35.28865143404563
42.0	0.2657157766094748	0.7164688846329866	0.49777179008674266	84.87732152451129	35.12267847548821
43.0	0.2934056622296486	0.7154311337643056	0.4665965372388965	84.97848365375724	35.021516346242265
44.0	0.2573523627233201	0.7223287652971728	0.4388584850998537	85.09789863568825	34.90210136431124
45.0	0.292998846659108	0.7134369372898701	0.4136294175789726	85.19873573386519	34.80126426613428
46.0	0.24458374925727433	0.7303360836838917	0.389785541318515	85.27492975073277	34.725070249266714
47.0	0.2957091418852747	0.7107023561593694	0.37109543632890213	85.37709968816124	34.622900311838166
48.0	0.20647143040950555	0.7484003629308442	0.35102078239731194	85.39584398827752	34.604156011721955
49.0	0.05829714163482877	0.9037515395833241	0.3434826426168215	84.95276612956428	35.047233870435235
50.0	0.07575302607928189	1.056342951673263	0.3411628890278267	84.33422361111597	35.66577638888345
51.0	0.3556175671537334	0.7151727564810666	0.5836641296121532	84.4490348884729	35.55096511152641
52.0	0.2591730630066589	0.7182224761096903	0.5534972488277332	84.6539480372432	35.346051962756164
53.0	0.301163143224942	0.710997552116994	0.5186715176730842	84.78016057761432	35.21983942238506
54.0	0.2592020692337617	0.7226576901823599	0.48622234487155447	84.90527779055016	35.094722209449245
55.0	0.28874851216532277	0.7116202653570578	0.4572852249950043	85.03562952642595	34.96437047357338
56.0	0.25723574293910645	0.7274797542030284	0.4291808340190581	85.11612190417208	34.88387809582729
57.0	0.27966568084282034	0.7125134994286116	0.40592053785191273	85.24659817003464	34.753401829964766
58.0	0.24865790740044533	0.7367062847425948	0.38175533910088677	85.2774955972252	34.722504402774234
59.0	0.2726233833850461	0.7122960522953004	0.36516900967178306	85.4175163687462	34.58248363125324
60.0	0.15058516992250776	0.7828323959608321	0.34642537946180957	85.33238372838649	34.66761627161293
61.0	0.06084870705650795	0.955511710189745	0.34316386445969743	84.7444489943453	35.255551005654155
62.0	0.10624114938155677	1.092972147688746	0.3402870201706863	84.16072217918031	35.83927782081913
63.0	0.3097343368964939	0.7043493775679379	0.5796684810763744	84.55419422852596	35.445805771473566
64.0	0.25879995018615987	0.725433086018776	0.5417006929936086	84.67266493376403	35.327335066235534
65.0	0.2852708695462282	0.7099080933844797	0.5089151547710826	84.83943613783129	35.16056386216832
66.0	0.27039865817121705	0.7242344943598196	0.4761336586958181	84.92812872960597	35.071871270393636
67.0	0.2722074163760609	0.7142462140284136	0.4484969019032069	85.07682011989715	34.92317988010242
68.0	0.2793398907968137	0.7241859092547778	0.42073788656435873	85.14096492592633	34.85903507407324
69.0	0.2594907580164873	0.7187485063609504	0.39816962473392886	85.27283671760375	34.72716328239589
70.0	0.29228846739230585	0.726412705008068	0.37485677848780996	85.30263359862394	34.69736640137572
71.0	0.24282612413369187	0.7238321115841966	0.35824668663679493	85.42885868298205	34.57114131701756
72.0	0.07194157836327128	0.8427718222245981	0.34455993753213	85.17873138260957	34.821268617390096
73.0	0.06580351788858471	1.0048346372253085	0.3424113834534067	84.5452123993963	35.45478760060334
74.0	0.4556914418360161	0.8164544393222334	0.5089566501471081	84.24266420028626	35.757335799713324
75.0	0.27961468760020536	0.7082667764690068	0.5677077361127155	84.61648726207252	35.38351273792708
76.0	0.28561176536866506	0.7218464671866792	0.5299598182911127	84.70716309271982	35.29283690727983
77.0	0.2681139883947341	0.7150992341418548	0.49820174482231894	84.87868209574823	35.121317904251406
78.0	0.2918681345501686	0.7171745411422153	0.4667235874005906	84.97253935127827	35.02746064872138
79.0	0.25846959598939395	0.7209703505528886	0.4393142536594027	85.10039198716113	34.89960801283857
80.0	0.2949107731739929	0.71465711241241	0.41371607660054205	85.19159647077383	34.80840352922583
81.0	0.24477992911898086	0.7286637376154959	0.3903102026879368	85.27932430966689	34.72067569033274
82.0	0.3024415372452561	0.7116489855997229	0.3712443627545485	85.36598506933721	34.63401493066238
83.0	0.21159243900948024	0.7434531927862403	0.35177184699998293	85.40750740184518	34.59249259815444
84.0	0.05803534932700231	0.8978445140499531	0.34385404439655126	84.97517041688656	35.02482958311309
85.0	0.07430980133860053	1.0513609200913339	0.34156853355961525	84.35397238405723	35.64602761594244
86.0	0.36242755642415836	0.7184618790439	0.5829103857045098	84.4320833845818	35.56791661541789
87.0	0.26057155669280696	0.7171290175211272	0.555161928237453	84.65026466027246	35.349735339727225
88.0	0.3018379921191052	0.7117098501251479	0.5199733517175591	84.77142920050962	35.22857079949002
89.0	0.25937524546246576	0.7219767792605315	0.48761975015475134	84.90223863687595	35.09776136312367
90.0	0.290205680557003	0.711766695245213	0.45843748872764833	85.02897758355111	34.97102241644853
91.0	0.25637173051264733	0.727071587486641	0.43035273843528743	85.11393096579926	34.88606903420044
92.0	0.28183038848213143	0.7122609762465215	0.4069039669682888	85.24150983865823	34.75849016134146
93.0	0.24678101257800028	0.7363045174288846	0.3827273840003662	85.27709138170464	34.72290861829508
94.0	0.2757447592388092	0.7116561980365179	0.3659530170183485	85.41381838054134	34.586181619458316
95.0	0.16085740617911934	0.7769140946534527	0.34682025929251975	85.34420517803659	34.65579482196305
96.0	0.06037341894892065	0.9492219119077474	0.34318573332976193	84.76999600010066	35.23000399989899
97.0	0.09846830013428727	1.0899695862020862	0.34042305350354474	84.17996114104282	35.820038858956785
98.0	0.314358485053571	0.704552991783793	0.5808412687680924	84.5440644727385	35.455935527261126
99.0	0.25743442600556327	0.7249448645236102	0.543118923683468	84.67031042116582	35.32968957883388
100.0	0.2876146091099127	0.7096056807691566	0.5101609533991903	84.83331885421642	35.1666811457833
