time	C	I	R
0.0	9000.0	100.0	1000.0
0.9900990099009901	10852.55489605391	119.68270787232309	1205.8394328948787
1.9801980198019802	13058.29635314224	143.62760349693914	1450.9218170158038
2.9702970297029703	15671.237252052551	172.77351991712004	1741.2485835613938
3.9603960396039604	18747.13636466236	208.2597928837276	2083.01515162915
4.9504950495049505	22339.83945841943	251.47073180238996	2482.2043842688236
5.9405940594059405	26495.45876150744	304.08954416115574	2943.9398623897127
6.930693069306931	31243.66727702295	368.16368945934977	3471.5185863358797
7.920792079207921	36585.361090412385	446.18409122394246	4065.0401211569265
8.910891089108912	42476.11185618187	541.181137393296	4719.567984020202
9.900990099009901	48805.3662936797	656.8409619661143	5422.818477075512
10.89108910891089	55372.49343130533	797.6461228917519	6152.499270145029
11.881188118811881	61862.81601954124	969.0454437272637	6873.646224393464
12.871287128712872	67829.89595880506	1177.6583885728733	7536.655106533888
13.861386138613861	72694.429798597	1431.5196858184495	8077.158866510767
14.85148514851485	75774.18415688432	1740.3695696091	8419.353795209357
15.841584158415841	76361.01877209621	2115.9929137023646	8484.55764134401
16.831683168316832	73855.88418819131	2572.604264996829	8206.209354243467
17.821782178217823	67955.28575112128	3127.2593319709445	7550.587305680128
18.81188118811881	58850.00963731166	3800.231242034284	6538.889959701286
19.801980198019802	47355.53162493517	4615.178542642384	5261.725736103901
20.792079207920793	34868.1151236759	5598.622036158047	3874.2350137417616
21.78217821782178	23072.283992391902	6777.31967941816	2563.5871102657625
22.77227722772277	13443.547206032303	8169.110006530721	1493.72746733692
23.762376237623762	6757.004936107614	9752.188590010266	750.7783262341779
24.752475247524753	2892.553644832242	11359.740740261592	321.39484942580395
25.742574257425744	1079.4938118509579	12341.768223509389	119.94375687232836
26.73267326732673	402.6279673244812	11017.40162566045	44.736440813831145
27.722772277227723	201.788036395217	6651.538985828641	22.42089293280184
28.712871287128714	156.03628613679442	2940.9322971631464	17.337365126310484
29.7029702970297	155.67753719964477	1365.6737924453007	17.297504133293863
30.693069306930692	171.41025259150697	779.4355315658177	19.04558362127855
31.683168316831683	196.13302705825564	530.4675311031816	21.7925585620284
32.67326732673267	228.3876721502579	406.98872217119714	25.37640801669532
33.663366336633665	268.39741335228416	338.4422092931043	29.821934816920475
34.65346534653465	317.0819795158611	297.77916026606675	35.23133105731793
35.64356435643565	375.7856860405627	273.15383459748097	41.753965115618094
36.633663366336634	446.20251768123285	258.8301035859167	49.57805752013702
37.62376237623762	530.364300874502	251.8520898038744	58.929366763833585
38.613861386138616	630.6494347203292	250.6767205184246	70.07215941336995
39.603960396039604	749.7939187620225	254.55816531441357	83.31043541800251
40.59405940594059	890.8924583013381	263.25145403470856	98.98805092237092
41.584158415841586	1057.377330420653	276.86407126609015	117.48637004673921
42.57425742574257	1252.9598181897788	295.78195990261605	139.21775757664213
43.56435643564356	1481.5144218007792	320.6363629600638	164.61271353341994
44.554455445544555	1746.880245931058	352.29568124342524	194.09780510345092
45.54455445544554	2052.547575738834	391.8748574674182	228.0608417487594
46.53465346534654	2401.1919492367424	440.75874950089536	266.79910547074917
47.524752475247524	2794.0154498617785	500.63772720856906	310.4461610957533
48.51485148514851	3229.859758680144	573.5544020879627	358.8733065200161
49.504950495049506	3704.0745437560045	661.9605044166261	411.56383819511166
50.495049504950494	4207.167775954201	768.7826066253216	467.4630862171336
51.48514851485149	4723.343571229383	897.4944918152231	524.8159523588204
52.475247524752476	5229.159468001297	1052.1920396789399	581.0177186668104
53.46534653465346	5692.711401616246	1237.6627199427498	632.5234890684717
54.45544554455446	6073.9610035223795	1459.4346768357664	674.8845559469308
55.445544554455445	6326.991136382302	1723.777178647616	702.9990151535887
56.43564356435643	6404.979147562767	2037.5995603481992	711.664349729196
57.42574257425743	6268.308668421663	2408.1492010548536	696.4787409357401
58.415841584158414	5895.2814858392585	2842.3196759390567	655.0312762043619
59.4059405940594	5293.27758877092	3345.206861471139	588.1419543078797
60.396039603960396	4506.32715884672	3917.2163931514424	500.70301764963494
61.386138613861384	3614.0003265233872	4548.410389794221	401.55559183593135
62.37623762376238	2717.936364643281	5207.823107214123	301.99292940480876
63.366336633663366	1917.320728945303	5824.856818148158	213.03563654947794
64.35643564356435	1281.792411096626	6263.838264095905	142.42137901073608
65.34653465346534	834.7512890495419	6315.283209226207	92.7501432277268
66.33663366336634	556.2208617004325	5778.986655885903	61.802317966714625
67.32673267326733	402.45182956029873	4688.157899803559	44.716869951144226
68.31683168316832	328.62224943874537	3414.5844806975015	36.513583270971644
