time	C	I	R
69.3069306930693	301.8788735728836	2355.077865897363	33.54209706365367
70.29702970297029	302.8293046682232	1635.3338710281996	33.64770051869138
71.2871287128713	321.56765408139483	1188.6554425787776	35.72973934237712
72.27722772277228	353.5775070877284	916.7007578200914	39.286389676414174
73.26732673267327	397.14886813257306	749.091598359297	44.12765201473023
74.25742574257426	452.03451994960454	644.1530099371536	50.22605777217816
75.24752475247524	518.7964413882962	578.4525775785177	57.6440490431439
76.23762376237623	598.482913998522	538.8431213014057	66.49810155539117
77.22772277227723	692.4511914133556	517.8749620015694	76.93902126815041
78.21782178217822	802.2449664757585	511.3322117505697	89.13832960841735
79.20792079207921	929.4791395418557	516.920032605204	103.27545994909487
80.1980198019802	1075.7027374658753	533.5556449339024	119.52252638509711
81.18811881188118	1242.218229336376	560.9792450785433	138.02424770404153
82.17821782178218	1429.8387851828143	599.5393411602787	158.8709761314235
83.16831683168317	1638.5680800389425	650.0767132907922	182.06312000432658
84.15841584158416	1867.1930447331317	713.8661154947847	207.46589385923644
85.14851485148515	2112.791621155324	792.5922612260658	234.7546245728134
86.13861386138613	2370.1786261635966	888.3450094918344	263.35318068484366
87.12871287128712	2631.3467836191553	1003.6219728138559	292.3718648465724
88.11881188118812	2885.0090219400663	1141.3266459963293	320.5565579933402
89.10891089108911	3116.4099011547814	1304.7469057405742	346.2677667949754
90.0990099009901	3307.63749161261	1497.4915862442017	367.5152768458453
91.08910891089108	3438.7058876814117	1723.3499481969873	382.07843196460107
92.07920792079207	3489.64779746632	1986.0168612425055	387.7386441629242
93.06930693069307	3443.69631895694	2288.589956515143	382.6329243285487
94.05940594059406	3291.293276881573	2632.6859903900067	365.69925298684126
95.04950495049505	3034.1457624283044	3016.933911339268	337.12730693647796
96.03960396039604	2688.0020630966133	3434.4846740801854	298.6668958996234
97.02970297029702	2282.5522337869	3869.090216101094	253.61691486521082
98.01980198019803	1857.3044992822524	4289.4870763980125	206.3671665869166
99.00990099009901	1453.696774502766	4642.987318929395	161.52186383364034
100.0	1105.710433499469	4852.776946336212	122.8567148332741
