time	Population_of_Eggs	Population_of_Larvae	Population_of_Pupae
0.0	10000.0	5000.0	3000.0
0.9900990099009901	7144.946576982621	3687.4938996604888	2604.5294188850867
1.9801980198019802	5244.365133853112	3047.7943412221302	2225.726666439136
2.9702970297029703	3979.1664541080654	2598.693126175219	1897.2050072306
3.9603960396039604	3136.935933202538	2257.0558792549014	1619.906675247801
4.9504950495049505	2576.271223443494	1993.9825853668337	1389.201941257537
5.9405940594059405	2203.0421507235824	1792.352393789726	1199.3830725106216
6.930693069306931	1954.5871680026694	1639.3249259766033	1044.7502667616002
7.920792079207921	1789.1930892961425	1524.5418407856114	919.963523391591
8.910891089108912	1679.0918509478915	1439.5143752220172	820.1764193853185
9.900990099009901	1605.7985215818537	1377.3171090779174	741.0840259276599
10.89108910891089	1557.007861184679	1332.3737593939425	678.928990488289
11.881188118811881	1524.5283905073059	1300.2714361050928	630.4837805349216
12.871287128712872	1502.9071213790485	1277.5842530354814	593.0178084118891
13.861386138613861	1488.5140517512968	1261.7040341573122	564.2546289565263
14.85148514851485	1478.9327243832834	1250.6822769275345	542.3230941995995
15.841584158415841	1472.5545273403816	1243.0886409242967	525.7057959831604
16.831683168316832	1468.3086232062892	1237.8896679782044	513.1876792210128
17.821782178217823	1465.4821658503047	1234.3490239214411	503.80715013450623
18.81188118811881	1463.6006205007131	1231.948380569019	496.81134263649454
19.801980198019802	1462.348093944178	1230.3266084615484	491.61653275693004
20.792079207920793	1461.5142992645847	1229.2342689063867	487.7740960795599
21.78217821782178	1460.959250185573	1228.5003034579424	484.9419402471881
22.77227722772277	1460.5897593340783	1228.0080966108312	482.861030584527
23.762376237623762	1460.3437928166832	1227.6785308547287	481.3364441313988
24.752475247524753	1460.1800552649295	1227.458138509268	480.22231252341624
25.742574257425744	1460.071056745349	1227.3108996262365	479.41001279023993
26.73267326732673	1459.9984974753165	1227.2126094922105	478.81901020300904
27.722772277227723	1459.9501954646998	1227.1470356481364	478.38982680570575
28.712871287128714	1459.9180412792412	1227.1033094306104	478.07868771181955
29.7029702970297	1459.8966365463405	1227.0741627497048	477.85347462904684
30.693069306930692	1459.8823876379045	1227.0547401406961	477.6906869161273
