time	receptor	R_smad_cyt	R_smad_P_cyt	smad4_cyt	R_smad_P_smad4_cyt	R_smad_P_smad4_nuc	R_smad_nuc	R_smad_P_nuc	smad4_nuc	Pi
0.0	10000.0	162000.0	0.0	120000.0	0.0	0.0	18000.0	0.0	30000.0	0.0
0.9900990099009901	9901.532716307667	152390.8389451216	1488.6610934967086	125067.37523615357	729.8569249944002	9850.483663213137	15456.822972776901	83.33640039789587	14352.284175639095	51.862114797217615
1.9801980198019802	9804.142744388426	142143.58529572512	1448.5433514638678	120930.95341481866	686.7682156683545	20973.976588400437	14471.484103537285	275.6424452056722	7408.301781112681	373.2449658726182
2.9702970297029703	9707.818297579604	132808.97771857964	1450.9444778282627	113874.98477016279	647.6817943898274	30979.385529510495	13595.36911997236	517.6413597201371	4497.947905937012	1086.965048483666
3.9603960396039604	9612.547718174168	124392.0772789937	1472.7891009232426	106017.01556102127	612.0015348246255	39946.268881434764	12811.668014932353	765.195188891985	3424.7140227194977	2220.1089384164657
4.9504950495049505	9518.319476009821	116828.87878713671	1503.8555120212227	98278.23262925619	579.2398702092953	47993.04935283436	12105.626854711503	989.3496230876297	3149.47814770027	3734.839963820213
5.9405940594059405	9425.12216707359	110029.00284723626	1539.2824517323033	91021.4366446802	549.0582547132798	55234.443509600045	11466.35954499868	1181.8533917201603	3195.0615910066235	5569.757181626454
6.930693069306931	9332.944512121621	103904.94664788128	1576.6776512057327	84360.65422951023	521.1966717905448	61764.65621751109	10886.567497381051	1345.95531423105	3353.492881188275	7667.5775904597585
7.920792079207921	9241.775355314128	98382.25239419198	1614.8473702077647	78306.04663096929	495.4583805300209	67659.0070741333	10360.849556808045	1487.5852241296463	3539.487914367579	9983.491809852627
8.910891089108912	9151.603662865231	93399.06020049956	1653.1755611444016	72827.94026168405	471.69056405864745	72979.76812012632	9884.632010891122	1611.673543280708	3720.601054131133	12483.893000841557
9.900990099009901	9062.418521707592	88902.96274700512	1691.3124860221249	67883.60741418596	449.765804169061	77780.58818058099	9453.757686498935	1721.6130957244961	3886.0386010641296	15143.053832300438
10.89108910891089	8974.20913817168	84848.32113558584	1729.0209586583778	63427.93038046926	429.56966351561294	82109.04571777719	9064.372471690858	1819.670052772844	4033.4542382380746	17940.46902208514
11.881188118811881	8886.964836679428	81194.54231785078	1766.1030368783884	59417.40570782025	410.9940767345652	86008.03004126219	8712.900093725899	1907.4304335488832	4163.570174183139	20859.18006716779
12.871287128712872	8800.675058452242	77905.05641320719	1802.3671152469108	55811.48727563196	393.934485499746	89516.51886422792	8396.032896732399	1986.090225086551	4278.059374640568	23884.78499956378
13.861386138613861	8715.329360233101	74946.69582632164	1837.6150872499081	52572.899794235345	378.2889637882983	92670.0628740292	8110.721660756036	2056.615587855646	4378.748367947336	27004.842228680864
14.85148514851485	8630.917413022682	72289.2856709507	1871.639502729497	49667.57230805413	363.9582606957388	95501.12749671955	7854.162828164418	2119.8262407408647	4467.34193453079	30208.48823535571
15.841584158415841	8547.429000829261	69905.34334757816	1904.2257653188901	47064.44446600753	350.8461944589585	98039.36167962059	7623.784227343946	2176.4387856802064	4545.347659913119	33486.17242846597
16.831683168316832	8464.854019432343	67769.83636143646	1935.1568756271786	44735.24086180721	338.86012465429906	100311.82614017799	7417.23027019034	2227.090227914456	4614.072873360683	36829.45969990577
17.821782178217823	8383.182475159765	65859.97374211266	1964.21937677181	42654.24744770931	327.91138243726647	102343.19647325705	7232.347186615017	2272.3518388069583	4674.644696596546	40230.87529554148
18.81188118811881	8302.404483678241	64155.01914472712	1991.2096883040988	40798.10078535216	317.91561327386273	104155.94872117294	7067.168589970358	2312.738242552388	4728.0348802012	43683.7783837116
19.801980198019802	8222.510268797085	62636.119805538925	2015.9402718544225	39145.59245747068	308.79302171080263	105770.53134301782	6919.9015286839485	2348.7140291948385	4775.083177800854	47182.256525629076
20.792079207920793	8143.490161285048	61286.14840498903	2038.2452136834859	37677.48818122739	300.468523003832	107205.52575057196	6788.913115824675	2380.698991927788	4816.517545196983	50721.0362005777
21.78217821782178	8065.334597700098	60089.55626884494	2057.9849130765033	36376.36043650877	292.8718122390796	108477.79668631026	6672.717795583854	2409.072523946085	4852.971064942035	54295.406127474846
22.77227722772277	7988.034119232	59032.23699221671	2075.049659496695	35226.433391079	285.9373629571013	109602.63325083589	6569.965286419079	2434.177448075263	4884.995995128157	57901.15104450649
23.762376237623762	7911.579370557553	58101.39988144176	2089.3619736492087	34213.43907814712	279.604366761465	110593.8811244106	6479.42922648217	2456.3234272555433	4913.075430680967	61534.49419124157
24.752475247524753	7835.961098708368	57285.452740247325	2100.8776776742393	33324.483971334295	273.8166241870131	111464.0663811788	6399.996534377241	2475.790042336126	4937.633023300044	65192.04712458135
25.742574257425744	7761.170151951015	56573.89357893899	2109.58574180369	32547.925269456875	268.5223958143986	112224.51120481697	6330.657487361488	2492.829591265216	4959.041129911914	68870.76577967589
26.73267326732673	7687.197478679439	55957.2108310308	2115.5070226880266	31873.25632233833	263.6742216099231	112885.44176960083	6270.496508982502	2507.6696460886515	4977.627686451067	72567.9118898581
27.722772277227723	7614.034126319479	55426.791658717186	2118.692061857481	31291.000723308647	259.2287153937862	113456.08852049272	6218.683650114676	2520.5153934248933	4993.682040805013	76281.0190389256
28.712871287128714	7541.671240245379	54974.83789430274	2119.2181450035177	30792.614624661845	255.14634098250468	113944.77910298524	6174.4667385138355	2531.5517782129373	5007.45993137061	80007.86272964503
29.7029702970297	7470.100062708148	54594.28919237484	2117.185833587792	30370.396907062783	251.39117560912177	114359.02416280175	6137.164170137154	2540.945465490103	5019.187754526516	83746.43396760103
30.693069306930692	7399.311931775668	54278.75292266325	2112.7151827957173	30017.406807062274	247.93066627075743	114705.59628626925	6106.158308401704	2548.846633600084	5029.066240397896	87494.91591729391
31.683168316831683	7329.298280284364	54022.44033540313	2105.9418377333395	29727.388608224202	244.73538338685591	114990.60237894107	6080.889454611221	2555.3906099251517	5037.273629448056	91251.66325057695
32.67326732673267	7260.050634802361	53820.10855688274	2097.0131774062634	29494.703022072386	241.77877636000392	115219.54977594965	6060.850353871919	2560.699359530188	5043.9684256181345	95015.18386914556
33.663366336633665	7191.560614603993	53667.00796510676	2086.0846428436525	29314.264854638062	239.03693451793575	115397.406422621	6045.581198363702	2564.88283654772	5049.29178822317	98784.12271587022
34.65346534653465	7123.81993065551	53558.83451385062	2073.316352557812	29181.486550584203	236.48835646775106	115528.6554787434	6034.665090539544	2568.0402078416423	5053.369614204818	102557.24742718495
35.64356435643565	7056.820384611901	53491.686593433216	2058.870076021075	29092.227204028008	234.1137302755394	115617.34471212803	6027.723929902384	2570.2609582405034	5056.314353568582	106333.43560975445
36.633663366336634	6990.553867824685	53462.02603634951	2042.9066060041039	29042.746622784365	231.89572618752234	115667.13105676515	6024.414688247739	2571.6258864467272	5058.226594263125	110111.6635500521
37.62376237623762	6925.012360360558	53466.64289960749	2025.583545250065	29029.664038109342	229.81880305300666	115681.32071155473	6024.426040034218	2572.208000501238	5059.196447283075	113890.99618845753
38.613861386138616	6860.187930030773	53502.62367976031	2007.0535025328343	29049.921061827612	227.8690290985727	115662.90515074004	6027.475316468683	2572.073321400303	5059.304758333938	117670.57820933129
39.603960396039604	6796.072731431152	53567.32264133237	1987.462677617412	29100.748507293916	226.0339172417146	115614.59340673908	6033.305753955622	2571.281603114553	5058.6241687254505	121449.62611607196
40.59405940594059	6732.659004992587	53658.33596392258	1966.9498038114966	29179.636709188093	224.30227476156398	115538.84097097929	6041.6840096745445	2569.886976851287	5057.220045071221	125227.4211756763
41.584158415841586	6669.9390760419365	53773.47843723088	1945.6454099856028	29284.30899855149	222.66406690966937	115437.87563978422	6052.397919152064	2567.938526938334	5055.151294754798	129003.30313104356
42.57425742574257	6607.90535387319	53910.762456259596	1923.671360704451	29412.698013033398	221.11029366617473	115313.72061140918	6065.254472741943	2565.480805219435	5052.471081891435	132776.6645914162
43.56435643564356	6546.550330828807	54068.37909109523	1901.1406326013882	29562.924547349234	219.63287902259356	115168.21511705105	6080.077989921809	2562.5542903087317	5049.227456577325	136546.94602212415
44.554455445544555	6485.866581391097	54244.681025845384	1878.1572858287532	29733.278672820914	218.22457169790255	115003.03284693272	6096.708472140511	2559.195797555518	5045.4639085486515	140313.6312642636
