time	p100	p52	NIK	p100_NIK	p100t
0.0	0.0	0.0	10.0	0.0	2.5
0.9900990099009901	0.4829134610610458	0.00019715580341976674	9.9881527299775	0.011847270022506415	2.5
1.9801980198019802	0.9424282477749495	0.001537011386584217	9.954226987076105	0.04577301292390484	2.5
2.9702970297029703	1.3799042231838228	0.005052638340671267	9.900607784507137	0.0993922154928756	2.5
3.9603960396039604	1.7967385565917917	0.011660488796984017	9.829601708649271	0.1703982913507389	2.5
4.9504950495049505	2.1943349258120346	0.022165001367690788	9.74341069222309	0.2565893077769182	2.5
5.9405940594059405	2.5740788567773696	0.037264321563334854	9.644113030831347	0.355886969168659	2.5
6.930693069306931	2.9373185607150485	0.057556799514456754	9.533650668441906	0.4663493315581003	2.5
7.920792079207921	3.2853505812586903	0.08354797975849401	9.413821781185911	0.586178218814096	2.5
8.910891089108912	3.6194095456955697	0.11565784389915013	9.286277716234412	0.7137222837655914	2.5
9.900990099009901	3.9406613446929906	0.1542281123542596	9.152523417713354	0.8474765822866498	2.5
10.89108910891089	4.250199116236063	0.19952945218061116	9.01392056376867	0.986079436231333	2.5
11.881188118811881	4.54904147613148	0.25176847393199997	8.871692740720546	1.1283072592794579	2.5
12.871287128712872	4.83813250817038	0.3110944313792746	8.726932082028243	1.273067917971758	2.5
13.861386138613861	5.118343098509969	0.377605563846136	8.580606896805987	1.4193931031940135	2.5
14.85148514851485	5.3904732662514725	0.45135504224411577	8.433569901246027	1.5664300987539754	2.5
15.841584158415841	5.655255203802685	0.5323564970206335	8.286566744916819	1.7134332550831848	2.5
16.831683168316832	5.913356795070804	0.6205891197979844	8.140244591822393	1.8597554081776118	2.5
17.821782178217823	6.1653854268026995	0.7160023408830919	7.9951605737032825	2.0048394262967246	2.5
18.81188118811881	6.411891948473137	0.8185200926424245	7.851789980898005	2.1482100191020024	2.5
19.801980198019802	6.653374669609393	0.928044674395397	7.710534095187884	2.2894659048121224	2.5
20.792079207920793	6.890283310999799	1.0444602384092523	7.571727600506898	2.4282723994931095	2.5
21.78217821782178	7.123022848582926	1.1676359190684116	7.43564553221852	2.5643544677814885	2.5
22.77227722772277	7.351957206583776	1.297428628534959	7.3025097446653655	2.697490255334644	2.5
