time	TNFR_E	TNF_E	TNF_TNFR_E	TNFR	RIP	TRADD	TRAF2	FADD	TNF_TNFR_TRADD	TNFRC1	TNFRCint1	TNFRCint2	TNFRCint3	TNFRC2	FLIP	TNFRC2_FLIP	TNFRC2_pCasp8	TNFRC2_FLIP_FLIP	TNFRC2_pCasp8_pCasp8	TNFRC2_FLIP_pCasp8	TNFRC2_FLIP_pCasp8_RIP_TRAF2	IKK	IKKa	A20	NFkB	IkBa	IkBa_NFkB	PIkBa	NFkB_N	IkBa_N	IkBa_NFkB_N	A20_mRNA	IkBa_mRNA	XIAP_mRNA	FLIP_mRNA	BAR	XIAP	pCasp8	pCasp3	pCasp6	Casp8	Casp3	Casp6	BAR_Casp8	XIAP_Casp3	PARP	cPARP
0.0	0.005	0.2688	0.0	0.00028	0.20256	0.29344	0.33056	0.30944	0.0	0.0	0.0	0.0	0.0	0.0	0.0320472	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.104434	0.000115365	0.00101518	0.0151032	0.0	0.000691431	0.0013839	9.00189e-05	5.56657e-05	5.31517e-05	0.000219646	0.000139056	0.28789	7.83371	3.2	0.8	0.064	0.0	0.0	0.0	0.0	0.0	1.66667	0.0
0.9900990099009901	0.004987329403742066	0.26878732905173136	1.2662709238721746e-05	0.00028	0.20255999997807977	0.2934399921131744	0.3305599999780857	0.30944	7.786400926084642e-09	2.190454027230937e-11	1.0187051710493093e-14	4.656890505813544e-18	2.0246642889215652e-21	8.796777673098968e-23	0.032047199994399096	2.506011259283182e-25	3.3629519126526365e-24	1.0011601622895487e-27	1.1373352895332546e-25	1.0126107657418919e-25	2.6406853261688375e-29	0.6399999994821248	5.17875163659426e-10	0.10443400001866576	0.0001153650058797654	0.0010151800154541196	0.015103199996392681	3.268704365217985e-13	0.0006914310004050283	0.0013838999967837955	9.001889584735167e-05	5.566569997629443e-05	5.315169998050617e-05	0.00021964600000250775	0.0001390559999795017	0.2878899999990638	7.833710000423188	3.200000000118809	0.7999999999801987	0.06400000000237618	3.0691738038949266e-26	5.183191440051793e-29	1.2400414946003903e-32	1.834330995799938e-27	1.0114646216750928e-28	1.6666699999743004	6.458696490516417e-30
1.9801980198019802	0.0049746930059551145	0.26877469160101797	2.5275528281035963e-05	0.00028	0.20255999985144532	0.29343996853530485	0.3305599998515062	0.30944	3.078413021797771e-08	1.48392520482025e-10	1.0552062920554643e-13	6.792275036389582e-17	3.8727833124373476e-20	2.1211268498891553e-21	0.03204719998879861	7.025485107254475e-24	9.91242912569787e-23	3.3966517828624986e-26	3.923845622563276e-24	3.3863007321514404e-24	1.0476313360091241e-27	0.6399999947192316	5.280768315187191e-09	0.10443400003732933	0.00011536501569273973	0.0010151800307874929	0.015103199988694176	4.701951092501428e-12	0.0006914310009082352	0.0013838999936543058	9.001889175464878e-05	5.5665699952617016e-05	5.315169996103362e-05	0.0002196460000050303	0.00013905599995902177	0.2878899999981275	7.833710000846333	3.2000000002376106	0.7999999999603984	0.0640000000047522	1.2277613314602023e-24	2.185410627257209e-27	6.061601714637323e-31	8.54820020942941e-26	4.943967819386787e-27	1.6666699999486008	3.1571655689477635e-28
2.9702970297029703	0.004962090735719931	0.2687620875783143	3.783857868954328e-05	0.00028	0.2025599995257724	0.29343992931770424	0.33055999952603793	0.30944	6.850981488438e-08	4.735189780696288e-10	4.611289089175459e-13	3.9111231533441306e-16	2.8088719434975404e-19	1.8951264236237983e-20	0.032047199983198535	7.170998750233605e-23	1.0690067533429684e-21	4.175684067185952e-25	4.909390087912312e-23	4.0941165036814057e-23	1.5013112023042947e-26	0.6399999773121271	2.2687872846386942e-08	0.10443400005599071	0.00011536504048591847	0.0010151800459889163	0.015103199965738542	2.6660780750792356e-11	0.0006914310016290105	0.0013838999906103625	9.001888772144567e-05	5.566569992897367e-05	5.315169994158711e-05	0.0002196460000075729	0.0001390559999385655	0.2878899999971912	7.833710001269437	3.2000000003564044	0.7999999999405994	0.06400000000712808	1.7749990130360547e-23	3.312418163429618e-26	1.0676032893392025e-29	1.4410433604726128e-24	8.706979072340472e-26	1.6666699999229013	5.5605965332162746e-27
3.9603960396039604	0.004949522511105386	0.268749516903296	5.035199639571033e-05	0.00028	0.202559998917559	0.2934398745150263	0.33055999891831656	0.30944	1.2052635989480148e-07	1.0804188717566283e-09	1.31585426078315e-12	1.3504710828001078e-15	1.1297531169881233e-18	8.710893298495964e-20	0.032047199977598875	3.5685349186035333e-22	5.517841469705036e-21	2.3261922361429408e-24	2.7644004208315854e-22	2.2559503719822643e-22	9.135084628393367e-26	0.6399999362060294	6.379397062848629e-08	0.10443400007464988	0.00011536510858880993	0.0010151800610273543	0.0151031998988811	9.091124746134591e-11	0.0006914310028826112	0.0013838999876504188	9.001888374766235e-05	5.566569990537655e-05	5.315169992217637e-05	0.0002196460000101462	0.00013905599991814358	0.2878899999962551	7.8337100016924985	3.2000000004751907	0.7999999999208017	0.06400000000950379	1.085616908454252e-22	2.0768475457904136e-25	7.270815957382067e-29	9.598766354118976e-24	5.929565348876044e-25	1.666669999897202	3.787001881376343e-26
4.9504950495049505	0.004936988230528181	0.26873697947637515	6.281594931872167e-05	0.00028	0.20255999792941135	0.2934398041943273	0.33055999793116997	0.30944	1.8632070292767395e-07	2.0658946173882493e-09	3.054385890503695e-12	3.7332886744949356e-15	3.611536722351445e-18	3.1827065145289167e-19	0.032047199971999625	1.4105254530810037e-21	2.2754010635116243e-20	1.0394710577558323e-23	1.2503907608012743e-21	9.946276105147577e-22	4.5024652718427635e-25	0.6399998542760866	1.4572391331319752e-07	0.10443400009330683	0.00011536526986347768	0.0010151800758188337	0.015103199737417715	2.478095086943076e-10	0.0006914310055101419	0.0013838999847712767	9.00188798342593e-05	5.5665699881860674e-05	5.3151699902829385e-05	0.0002196460000127811	0.00013905599989778685	0.2878899999953189	7.833710002115519	3.2000000005939695	0.7999999999010051	0.06400000001187937	5.383012756459579e-22	1.0571974307775097e-24	4.078537442748444e-28	5.254670984935627e-23	3.3259891343983835e-24	1.666669999871503	2.124310427805794e-25
5.9405940594059405	0.00492448779913357	0.26872447520456133	7.523059409230716e-05	0.00028	0.20255999647422324	0.29343971841804545	0.33055999647776046	0.30944	2.654315783945971e-07	3.516336238363961e-09	6.142597764354662e-12	8.763218187742113e-15	9.657142264351631e-18	9.628043514120426e-19	0.0320471999664008	4.578896692084531e-21	7.717340926499458e-20	3.8019205909541486e-23	4.628872794030896e-21	3.58507624932228e-21	1.8126516309926857e-24	0.6399997117468913	2.8825310865715257e-07	0.1044340001119616	0.00011536559878942862	0.0010151800902073527	0.015103199405310797	5.731910872697912e-10	0.0006914310110664898	0.0013838999819670505	9.00188759844333e-05	5.5665699858503164e-05	5.31516998836079e-05	0.00021964600001554547	0.0001390559998775632	0.28788999999438264	7.833710002538498	3.200000000712741	0.7999999998812097	0.06400000001425481	2.180364672903424e-21	4.3870289389267296e-24	1.8685158148146806e-27	2.3523897299349425e-22	1.5236553403757834e-23	1.666669999845804	9.732213242413785e-25
6.930693069306931	0.00491202111968354	0.268712003992528	8.759609124953448e-05	0.00028	0.20255999446550352	0.29343961725016504	0.3305599944719289	0.30944	3.573990534108691e-07	5.51734974565657e-09	1.1156158669812771e-11	1.8279225568080103e-14	2.2654934271096866e-17	2.531405445098047e-18	0.032047199960802394	1.2820650475448933e-20	2.2594666491617157e-19	1.194263412853076e-22	1.471097200416921e-20	1.1086307878899109e-20	6.246750922264188e-24	0.6399994852769517	5.147230481350017e-07	0.10443400013061419	0.00011536620608813447	0.0010151801039186986	0.015103198789102525	1.177486787735325e-09	0.0006914310222806992	0.001383899979226575	9.001887220549223e-05	5.5665699835461585e-05	5.315169986463797e-05	0.000219646000018578	0.00013905599985761133	0.2878899999934464	7.8337100029614355	3.2000000008315057	0.7999999998614157	0.0640000000166301	7.558934630416214e-21	1.554654293194312e-23	7.310830930901454e-27	9.009011949304215e-22	5.961113294752539e-23	1.666669999820105	3.80787807593296e-24
7.920792079207921	0.004899588096757503	0.2686995657467307	9.991259831723468e-05	0.00028	0.20255999182131948	0.29343950075346037	0.3305599918321289	0.30943999999999994	4.617853410566519e-07	8.149838370410062e-09	1.8764499949625012e-11	3.486085107859761e-14	4.8123506154116555e-17	5.993244641533174e-18	0.03204719995520441	3.2166241671804553e-20	5.946616040566301e-19	3.3699212335592602e-22	4.2006030423108276e-20	3.0718392314362556e-20	1.942048941842002e-23	0.6399991491038055	8.508961943555267e-07	0.10443400014926459	0.00011536723992174597	0.0010151801165065647	0.015103197736174847	2.209999429803052e-09	0.0006914310435939335	0.001383899976529226	9.001886851216944e-05	5.5665699813038556e-05	5.315169984616171e-05	0.00021964600002214525	0.0001390559998381977	0.28788999999251025	7.833710003384332	3.200000000950263	0.7999999998416227	0.06400000001900524	2.364795506865863e-20	4.970030691549626e-23	2.613799248383143e-26	3.149947422343366e-21	2.1310534860903978e-22	1.6666699997944063	1.3614146957561705e-23
8.910891089108912	0.004887188635617651	0.26868716037429463	0.00011218027168214564	0.00028	0.20255998846271145	0.2934393689902456	0.3305599884798335	0.3094399999999998	5.781667789782494e-07	1.1491609472537161e-08	2.97167636264772e-11	6.182433968030729e-14	9.397926854188623e-17	1.2909790953708177e-17	0.03204719994960684	7.283375758684838e-20	1.4097232061780377e-18	8.49869360087852e-22	1.0704507581664333e-19	7.607096822331121e-20	5.344824682746081e-23	0.6399986756551783	1.3243448215414402e-06	0.1044340001679128	0.00011536888411850234	0.0010151801273324663	0.015103196056318428	3.856630072192512e-09	0.0006914310813628281	0.001383899973841902	9.001886492893047e-05	5.566569979172795e-05	5.3151699828574275e-05	0.00021964600002668204	0.00013905599981975717	0.28788999999157405	7.833710003807186	3.2000000010690135	0.7999999998218311	0.06400000002138025	6.543942080769784e-20	1.400492500672254e-22	8.157067339694225e-26	9.648331466243614e-21	6.649936248640886e-22	1.6666699997687078	4.2486814803951716e-23
