time	C	X	M	Y	Z
0.0	0.0	0.0	0.0	1.0	1.0
1.0	0.1470792296671817	0.005873782666242593	0.07680222457837982	1.1915104075631275	0.9487472293837276
2.0	0.2731513815252531	0.027769633213689044	0.20966776699968467	1.3621901471513564	0.9094992358451234
3.0	0.3707136278257568	0.06772947529519169	0.36614334927564157	1.5133322363338293	0.8819182336025542
4.0	0.43259361430324345	0.1287623341598395	0.5264567161476629	1.647551600141507	0.8642514700796348
5.0	0.4521496068638025	0.21148893370927904	0.6702324134894598	1.768608799887611	0.8534523524412608
6.0	0.425146560770834	0.3110927712228503	0.7767606453653223	1.8811268571980846	0.8454187166488886
7.0	0.35241865179443044	0.41725973700186914	0.8327345082384453	1.9901188655927733	0.8354372866543692
8.0	0.24199819081991386	0.5178775830508618	0.8394055186031479	2.1003189944592977	0.8188506407448505
9.0	0.112586363644395	0.6021516390824397	0.792530860679874	2.215292022746069	0.7919799623659948
10.0	0.02182153533022526	0.658282474571623	0.6580648361806201	2.3351082370163976	0.7545435360999516
11.0	0.013776597415968692	0.6770901298677791	0.4757311866823508	2.451732716232407	0.7145457689934128
12.0	0.013709059943127265	0.6624564216475654	0.30540236997383086	2.5608374731924233	0.6766185471237547
13.0	0.01471431900812735	0.6201453034808714	0.16204275144546917	2.6626226895673186	0.6409241191991794
14.0	0.01696242915065446	0.556651553895911	0.06699788411025757	2.7574108359700955	0.6074864920396891
15.0	0.0209218274645181	0.4822290319293948	0.030680219966251913	2.845450252838698	0.5763891334781334
16.0	0.027369152915814682	0.40667437890412106	0.02705666840817998	2.926881663792616	0.5478125981429374
17.0	0.03769563959656414	0.3348712576611805	0.034749524913345216	3.0016774876923544	0.5221012916687371
18.0	0.053905914523341154	0.26956941537268314	0.0501462130514452	3.069551370202915	0.4998635523097485
19.0	0.07773135804909988	0.21368957119735613	0.07560437655968562	3.129933501312805	0.4820089963553375
20.0	0.10899799998311988	0.17068380214095144	0.11437909850016546	3.182153161970103	0.4695754768971133
21.0	0.14461191274265428	0.14377905817058764	0.16811287931816768	3.225846107161207	0.46331751553636885
22.0	0.17921071845962283	0.13473316694057536	0.23532056386326167	3.2613748970058394	0.4632621600602367
23.0	0.20682461590888518	0.14326413947551034	0.3112477799742553	3.290015830939417	0.4684840934442298
24.0	0.22231176477836717	0.16759102103826876	0.38873668576817244	3.3138559608126874	0.4771691760795585
25.0	0.22211136250234628	0.20502566281897366	0.4592382511425027	3.335511316094953	0.4868661392547254
26.0	0.20467420805490263	0.2518724489442974	0.5135393604751641	3.3577798337055174	0.49481811908186907
27.0	0.17102946255551604	0.30301961132249655	0.5421131713080125	3.383261286578464	0.4983435415620959
28.0	0.1257254646728774	0.3517110400023427	0.5350196838155914	3.4139057553827294	0.49530693885352334
29.0	0.07835057168341276	0.38962800672533204	0.482658074464773	3.450402292459304	0.48477282425098117
30.0	0.04403444825458014	0.40784157296060186	0.3841586709111891	3.491351279166213	0.4679084830647221
31.0	0.03155976173211506	0.4003255569751206	0.2637278140313441	3.533199134898476	0.4481519399538651
32.0	0.03200991588732813	0.36804895838837703	0.15817712230236944	3.572797825838117	0.42869858821795603
33.0	0.0388244727752131	0.3184460971511695	0.09220336355219155	3.608790367173521	0.41105123882632494
34.0	0.051887105020153215	0.2623727706051259	0.07054714018426972	3.6403961106188656	0.39617916825757693
35.0	0.07236293992311804	0.20966370692919095	0.07988288135507526	3.6667546795262567	0.3851665093801287
36.0	0.1001498129246476	0.16697697154051103	0.10942100481613286	3.6869704759421493	0.3791718493051761
37.0	0.13266415244073523	0.13862822141576225	0.1554339815597812	3.7004801366947713	0.37905464573092856
38.0	0.16517744227266057	0.1268296331127795	0.2153011160538593	3.7074677255164574	0.384935229350377
39.0	0.19226334762210115	0.131577414564656	0.28459431740259267	3.7090553478719306	0.39596514912343733
40.0	0.20917433390730725	0.15129080598136035	0.3569208887591549	3.707191231735905	0.41039867368110255
41.0	0.21255673490283822	0.18356678088012626	0.42461015090235504	3.7043506168739206	0.42586144517260605
42.0	0.2007684947183009	0.2252372890507361	0.4793388021015247	3.7031855830960145	0.4396853879809055
43.0	0.17426599802431017	0.27198818225119237	0.5125133438704764	3.706168319518038	0.4492660230425264
44.0	0.136254630433903	0.3180747753468856	0.515384652942826	3.7152012293931684	0.45246956004853156
45.0	0.09363103510549337	0.35633502183923865	0.47958853756365394	3.7311331368095004	0.4481531402229639
46.0	0.05758879376267467	0.37877907789896204	0.40160292586711865	3.75314511607361	0.43684005978748003
47.0	0.03869284009259291	0.37879758823782134	0.2946152067	3.778417137608278	0.4211387954355113
48.0	0.03527052554243359	0.3549328205395809	0.18966384443327616	3.8034944162204725	0.4044434775639315
49.0	0.04038330663869606	0.31228835172252417	0.11497307802066864	3.8262497996901423	0.38894943608510835
50.0	0.052224018765706884	0.2605070096764095	0.0825325545250497	3.84554120637306	0.3759358329383799
51.0	0.07142612031192272	0.209792809295036	0.08483956970364594	3.8603692107245227	0.36658482179247814
52.0	0.09783368421183261	0.16769957955380782	0.11024681240110447	3.8697597920962266	0.3620971651679689
53.0	0.12903443169740783	0.13905563554501227	0.15311062621693228	3.8730837946508134	0.36336519162003567
54.0	0.16055361705132684	0.12633414943191032	0.21008762213231116	3.870458479329328	0.3705462339373619
55.0	0.18718655750776325	0.1297150189528448	0.2767196598296852	3.8629389709331092	0.3828321920891198
56.0	0.2043352356192368	0.14774395390513573	0.3468372291631511	3.852409431985849	0.39851783079284075
57.0	0.2087211010516646	0.1781217637672315	0.41306612943260435	3.8412832204817167	0.4152700779990596
58.0	0.19869026503756537	0.21783403305830767	0.46739968459261333	3.8321524228028765	0.4304630759787127
59.0	0.17454589448863303	0.2628119913014523	0.5015778326836785	3.8274375905434903	0.4415288488732596
60.0	0.13911142248428313	0.307642361858298	0.507262701816652	3.8290145750555866	0.44634694299935285
61.0	0.09853486309057444	0.3455633455052398	0.47654814261930073	3.837766989221944	0.4437265701566402
62.0	0.0628006041522697	0.3689748010310718	0.4055830334298059	3.853035144846804	0.4340146129874155
63.0	0.042166289745050295	0.37130163659935006	0.3046287156329945	3.8722701474966756	0.4195210639181249
64.0	0.03708255083963013	0.35043049288774003	0.2015720341955532	3.8920644535879085	0.403556939547736
65.0	0.04135041483723265	0.3105557579356533	0.12479671589275114	3.9100560552764208	0.38852219465079135
66.0	0.05261899848091947	0.26067489686377754	0.08847993733933582	3.9249371120450305	0.3758414473204096
67.0	0.0712412716513184	0.2109121324081534	0.08771956376381826	3.9356437177955104	0.3667460109950307
68.0	0.09701946794242972	0.16909820556668548	0.11119897179528676	3.94117196793795	0.36245323158873044
69.0	0.12762051535163088	0.14028455378359092	0.15261759719444143	3.9408671594742697	0.3638689263104818
70.0	0.15868942870876546	0.12708655086987208	0.20830410465305355	3.934816165514028	0.3711700718777308
71.0	0.18511933812206607	0.1297975312675184	0.27376879414706234	3.9240403345365427	0.38357310275210854
72.0	0.20236624172145334	0.14704311293376543	0.3429281497724099	3.910391365126522	0.39939755861709425
73.0	0.20717006578599714	0.17657582741518374	0.40852511007241793	3.896254351593773	0.41633234643451494
74.0	0.19786118766696073	0.2154407927844265	0.462677237681718	3.8841975124152315	0.4317704055636688
75.0	0.17467558663528251	0.2596619680095531	0.49725621859447744	3.876623563201237	0.44315748696629015
76.0	0.14028741783532905	0.3039547420678466	0.5040801962407137	3.8754023920195917	0.4483755644712649
77.0	0.10055790381181692	0.34171586859294517	0.4754177379916529	3.881436235094675	0.4462114988278916
78.0	0.06501577210977741	0.3655034432335848	0.40731514680974074	3.8941313637523653	0.4369407014007877
79.0	0.04373497074368491	0.3687739205603758	0.3089528267703434	3.9110509827186055	0.4227514183122591
80.0	0.037926238732461544	0.3491673372164628	0.20684670278828443	3.928825555842478	0.4069030626396644
81.0	0.041784897280830076	0.31048919220352117	0.12927116588259802	3.9450081718366197	0.39186839937612955
82.0	0.052763472798052255	0.26143174042774114	0.09125000471057935	3.958220868891986	0.3791340103322551
83.0	0.07108992940598288	0.2120494891897415	0.08903619631359935	3.967372467664308	0.3699524523317288
84.0	0.09655535640475729	0.1702808094132825	0.11155633276369382	3.9714466757518747	0.36554826276078156
85.0	0.1268760990705055	0.14128385013154104	0.15225063891811755	3.9697757253744106	0.36683569077449657
86.0	0.15776036101232133	0.12775516485106708	0.20730895692280696	3.9624284437304995	0.3740058476342776
87.0	0.1841441055245081	0.1300587461064725	0.27223470522752974	3.9504059024716316	0.386292430360877
88.0	0.20149830798255125	0.1468686408433734	0.3409875735782856	3.9355417672625284	0.40203088631501754
89.0	0.20655843707267668	0.1759654551216085	0.4063635910012672	3.9202077121009467	0.41892213753535634
90.0	0.1976352310406309	0.21442257862816524	0.46053276268311083	3.9069633798712733	0.43436679449030197
