time	V_membrane	n	s
0.0	-65.0	0.05	0.025
0.9900990099009901	-65.21706597223925	0.04806571251464281	0.024998987504826167
1.9801980198019802	-65.41806503990733	0.04620626922946041	0.024997969281902985
2.9702970297029703	-65.60415630819301	0.04441879230672396	0.024996945891334832
3.9603960396039604	-65.77640377288255	0.04270051195382695	0.02499591783123622
4.9504950495049505	-65.93578488060703	0.04104876279213796	0.02499488554613727
5.9405940594059405	-66.08319809491343	0.03946098057288568	0.02499384943391624
6.930693069306931	-66.21947009659013	0.037934698426013734	0.024992809851910994
7.920792079207921	-66.34536220360287	0.036467543397669167	0.024991767122053168
8.910891089108912	-66.46157612703308	0.035057233012352564	0.024990721535129566
9.900990099009901	-66.56875922772993	0.033701571997411084	0.024989673354519206
10.89108910891089	-66.6675092688216	0.032398449119312715	0.024988622819408356
11.881188118811881	-66.75837874378888	0.031145834069215707	0.02498757014757258
12.871287128712872	-66.84187877781338	0.02994177443220967	0.02498651553774913
13.861386138613861	-66.91848267724234	0.028784392775880137	0.024985459171719782
14.85148514851485	-66.98862913354951	0.027671883845955213	0.02498440121611769
15.841584158415841	-67.0527251387385	0.026602511845295287	0.02498334182401029
16.831683168316832	-67.11114862950633	0.02557460780547382	0.024982281136282126
17.821782178217823	-67.16425089075908	0.02458656705385003	0.024981219282853392
18.81188118811881	-67.21235873232244	0.023636846774391502	0.024980156383749556
19.801980198019802	-67.25577647067445	0.022723963653476502	0.024979092550047453
20.792079207920793	-67.2947877355697	0.02184649160903769	0.024978027884714756
21.78217821782178	-67.32965711079414	0.021003059605005148	0.02497696248335296
22.77227722772277	-67.36063162884885	0.020192349546966273	0.024975896434858584
23.762376237623762	-67.38794213190616	0.019413094255800404	0.024974829822011598
24.752475247524753	-67.41180451945594	0.01866407551307523	0.02497376272200433
25.742574257425744	-67.43242088093726	0.01794412218369238	0.02497269520691163
26.73267326732673	-67.44998053330865	0.017252108407389114	0.02497162734411417
27.722772277227723	-67.4646609681829	0.016586951859316912	0.02497055919667811
28.712871287128714	-67.47662872288022	0.01594761207280621	0.024969490823699057
29.7029702970297	-67.48604017286988	0.015333088829865086	0.024968422280609873
30.693069306930692	-67.493042260681	0.014742420610760624	0.02496735361946018
31.683168316831683	-67.4977731638714	0.014174683103102074	0.024966284889169126
32.67326732673267	-67.5003629102117	0.013628987765680646	0.024965216135755454
33.663366336633665	-67.50093394013241	0.01310448044994138	0.024964147402545322
34.65346534653465	-67.49960162524414	0.012600340072902973	0.024963078730362045
35.64356435643565	-67.49647474580067	0.01211577734051719	0.02496201015769908
36.633663366336634	-67.4916559308814	0.011650033519363725	0.024960941720878132
37.62376237623762	-67.48524206303117	0.011202379256948137	0.02495987345419322
