time	IX	IX_TF_VIIa	TF_VIIa	IXa	X	X_TF_VIIa	Xa	VIIIa_IXa	X_VIIIa_IXa	V	Va	VIII	VIIIa	IIa	II	II_Va_Xa	Va_Xa	mIIa
0.0	9e-08	0.0	5e-09	0.0	1.7e-07	0.0	0.0	0.0	0.0	2e-08	0.0	7e-10	0.0	0.0	1.4e-06	0.0	0.0	0.0
0.9900990099009901	8.86394961208275e-08	1.0505201790759737e-09	2.8797522589015433e-09	3.099829129459276e-10	1.6772042663634547e-07	1.0698814611882736e-09	1.1964091176303641e-09	2.6844347543737668e-15	4.232050240963518e-15	1.9696926288031314e-08	2.897706887282367e-10	6.944081792563157e-10	5.584914633561415e-12	1.966798294723993e-15	1.399895023812252e-06	7.62019447712537e-12	5.6828287633231756e-12	9.735402647228491e-11
1.9801980198019802	8.831195040486771e-08	1.0490642021617666e-09	2.8864587781584796e-09	6.388139712755189e-10	1.6651116010136208e-07	1.0646309997268798e-09	2.2626634122176412e-09	4.149848840181603e-14	7.040817185402924e-14	1.8604370689834876e-08	1.2340649817058396e-09	6.683687725318675e-10	3.15195400469177e-11	4.117009643608786e-13	1.3981112287685076e-06	9.285904358419936e-11	6.870528487508045e-11	1.795500486943706e-09
2.9702970297029703	8.797719159106007e-08	1.0475420144297494e-09	2.8932163375040974e-09	9.744975539123775e-10	1.6530540977298452e-07	1.0593956207129976e-09	2.9477667058587427e-09	2.45934863856966e-13	4.1618174309738287e-13	1.6014600384466488e-08	3.298225972434637e-09	5.907244585650322e-10	1.0861389810663004e-10	9.814396954112541e-12	1.390599034854849e-06	3.9444018400592234e-10	2.927334590929566e-10	8.996710564190779e-09
3.9603960396039604	8.763735708906809e-08	1.0459628799930016e-09	2.9000498768597408e-09	1.3136205273793162e-09	1.64097906680748e-07	1.0541412047324463e-09	2.8415264849867243e-09	1.0838974196517103e-12	1.8629288726514995e-12	1.043633291886138e-08	7.558758087351883e-09	3.9636036363716885e-10	3.0069407705253824e-10	1.273536257895633e-10	1.3666056036211018e-06	1.1438446486370635e-09	8.610643451496747e-10	3.21231981044712e-08
4.9504950495049505	8.729586584329176e-08	1.0443795672171775e-09	2.9069966147952835e-09	1.6503759096949048e-09	1.6287197057689733e-07	1.0487777556011033e-09	2.111245571037883e-09	3.395958915468084e-12	6.012477094015847e-12	3.4437694460618107e-09	1.2593942879142846e-08	1.344051299132444e-10	5.561895716485366e-10	8.966230581982067e-10	1.312477561070781e-06	2.224475917889569e-09	1.7378117569057742e-09	8.44013399531309e-08
5.9405940594059405	8.69526244086955e-08	1.042831724527507e-09	2.9141508562003058e-09	1.9838171151179394e-09	1.6160215051283335e-07	1.0431713554947716e-09	1.6856704990029057e-09	7.306378664236294e-12	1.3343483458569409e-11	1.307534970344307e-10	1.421371784314227e-08	4.6279225673899495e-12	6.747253219157532e-10	3.599491627000857e-09	1.2267056230623152e-06	3.0873978852557104e-09	2.5681307745675886e-09	1.6660748742542783e-07
6.930693069306931	8.660476373084114e-08	1.041319310100025e-09	2.921611488003516e-09	2.3190802358250847e-09	1.6026919303357022e-07	1.03722314730767e-09	1.836090478780294e-09	1.2229655172677236e-11	2.2669300062531853e-11	-9.490695460024953e-11	1.3260337701274162e-08	-1.5483065878546084e-12	6.666518227669074e-10	9.89075610129821e-09	1.1201796615491894e-06	3.5757443869114823e-09	3.2588248600255022e-09	2.6635383796257454e-07
7.920792079207921	8.624917217676521e-08	1.0398249125131908e-09	2.9294476137045668e-09	2.6600503579385188e-09	1.5886161179031703e-07	1.0308814186963728e-09	2.18032961333565e-09	1.7833863790198888e-11	3.318645644292949e-11	1.5479196418607786e-11	1.2090778868831535e-08	7.310597203300906e-13	6.482511010040015e-10	2.1416247412820066e-08	1.0008767564634545e-06	3.908685231483767e-09	3.985056694680735e-09	3.737983108932829e-07
8.910891089108912	8.588414968924584e-08	1.0383438505882776e-09	2.9377090706776714e-09	3.0087219531279485e-09	1.5737118933951003e-07	1.02410102356578e-09	2.651024072761476e-09	2.409792852090999e-11	4.4752559343016534e-11	-5.530393836978188e-11	1.1146618807092622e-08	-1.3913374403456775e-12	6.325433372086612e-10	4.0074979177989505e-08	8.733392113331283e-07	4.108542199137191e-09	4.800142931196844e-09	4.8247726729043e-07
