time	X_1_EGFR	X_4_EGFR_EGFR	X_2_ErbB3	X_6_ErbB3_ErbB3	X_5_EGFR_ErbB3	X_3_MET	X_7_MET_MET	X_10_p_MET_MET	X_8_p_EGFR_ErbB3	X_9_p_ErbB3_ErbB3
0.0	3.6e-12	0.0	5.5e-14	0.0	0.0	7.4e-12	0.0	0.0	0.0	0.0
0.9900990099009901	3.4521422901926946e-12	6.547938147617187e-14	3.667474424287332e-14	7.079417386779487e-16	1.675401792550014e-14	-5.135409314910766e-11	2.8251448624586553e-11	1.1254151785269353e-12	1.4514604717037997e-16	5.095837219575605e-18
1.9801980198019802	3.403262322156331e-12	8.759587708109132e-14	3.1920467552854115e-14	7.404766235414665e-16	2.0769971943394517e-14	-5.583456338964791e-11	2.9275668693922186e-11	2.3414308171508175e-12	7.7616885298360305e-16	2.621088345996047e-17
2.9702970297029703	3.381569567057856e-12	9.741356132445186e-14	2.98660533659298e-14	7.166934141147929e-16	2.1952427570191126e-14	-5.171658436510813e-11	2.618922692397221e-11	3.368901133805245e-12	1.651099823301758e-15	4.8507877542516175e-17
3.9603960396039604	3.3763352910457156e-12	9.96031637448215e-14	2.9035547519559496e-14	6.901331513841549e-16	2.1746775193327602e-14	-4.5626588189531645e-11	2.255718386485939e-11	3.956012669609204e-12	2.7118233236121268e-15	6.278546838359505e-17
4.9504950495049505	3.3711010150335753e-12	1.0179276616519114e-13	2.8205041673189193e-14	6.63572888653517e-16	2.154112281646408e-14	-3.953659201395516e-11	1.892514080574657e-11	4.543124205413163e-12	3.772546823922495e-15	7.706305922467393e-17
5.9405940594059405	3.36735497828762e-12	1.0343749163577212e-13	2.7820145345192917e-14	6.539631082291373e-16	2.1607753674828098e-14	-3.334616683748334e-11	1.5553053724124977e-11	4.820206445939616e-12	4.162501621740179e-15	5.0828072348241534e-17
6.930693069306931	3.3676472707392118e-12	1.0360369645083898e-13	2.8644408034595495e-14	6.90348369842141e-16	2.2413223618953206e-14	-2.688322811039423e-11	1.2886355781086407e-11	4.256025870962318e-12	2.7323291741448236e-15	-8.53375749951043e-17
7.920792079207921	3.367939563190804e-12	1.0376990126590582e-13	2.9468670723998066e-14	7.267336314551447e-16	2.321869356307832e-14	-2.0420289383305096e-11	1.0219657838047829e-11	3.691845295985019e-12	1.3021567265494652e-15	-2.2150322233845032e-16
8.910891089108912	3.368231855642396e-12	1.0393610608097268e-13	3.0292933413400644e-14	7.631188930681485e-16	2.4024163507203433e-14	-1.3957350656215968e-11	7.552959895009248e-12	3.12766472100772e-12	-1.2801572104589313e-16	-3.5766886968179654e-16
9.900990099009901	3.368524148093988e-12	1.0410231089603952e-13	3.111719610280322e-14	7.995041546811522e-16	2.4829633451328544e-14	-7.494411929126841e-12	4.88626195197067e-12	2.563484146030421e-12	-1.5581881686412515e-15	-4.938345170251426e-16
