time	T_1	T_2	G	I
0.0	500000.0	1000000.0	1.0	1.0
0.9900990099009901	499778.806509776	999200.075815008	0.5879593203287368	0.8452950406174629
1.9801980198019802	499587.9871042914	998491.0951833474	0.36072671972864406	0.7443770036847362
2.9702970297029703	499420.05980005296	997882.6407312243	0.2354673558901898	0.6839165395345405
3.9603960396039604	499266.5271501974	997368.2453959299	0.1664337592210442	0.6537867706387497
4.9504950495049505	499119.50753539876	996929.0671581954	0.1283707017242245	0.6450781627907525
5.9405940594059405	498973.1330842411	996542.8565904315	0.10735218460529841	0.6496418075421819
6.930693069306931	498824.0245714583	996190.7542783621	0.09571287327417533	0.6607928638472192
7.920792079207921	498670.85019248404	995859.4425257577	0.08923992069086341	0.6739338356330464
8.910891089108912	498513.5369377698	995540.454369089	0.08561899036701216	0.68646357262434
9.900990099009901	498352.60390599613	995228.7147438776	0.08357760321349879	0.6972268315413095
10.89108910891089	498188.75309620966	994921.2757095038	0.08241473491281731	0.7059254670181457
11.881188118811881	498022.6671876457	994616.4505526908	0.08174307016821557	0.7126874697440456
12.871287128712872	497854.9303873636	994313.2792849367	0.08134782729701742	0.7178081689353758
13.861386138613861	497686.0108807363	994011.2150429238	0.08110935804729152	0.7216151969428879
14.85148514851485	497516.26977238513	993709.944691515	0.08096063766552758	0.7244076220115772
15.841584158415841	497345.9789222494	993409.2874140315	0.08086386568253215	0.7264347192281765
16.831683168316832	497175.33972489374	993109.1376218947	0.08079754844877743	0.7278938434167971
17.821782178217823	497004.499707458	992809.4328019046	0.08074934464357103	0.7289362960208419
18.81188118811881	496833.5660673295	992510.1353415431	0.08071208651312406	0.7296756180772194
19.801980198019802	496662.6162300637	992211.222192616	0.08068155632130931	0.7301957627349712
20.792079207920793	496491.705861765	991912.6789398434	0.08065523534868306	0.7305581558560521
21.78217821782178	496320.87483884103	991614.4963637063	0.08063159527816892	0.7308073991109637
22.77227722772277	496150.15164056956	991316.6684231625	0.08060969302535662	0.7309756966401851
23.762376237623762	495979.55655226595	991019.1910548746	0.08058893658620266	0.7310862041340401
24.752475247524753	495809.1039858418	990722.0614472387	0.0805689480256012	0.7311555190981934
25.742574257425744	495638.80415271164	990425.2775941475	0.08054948217320888	0.7311955100897741
26.73267326732673	495468.6642656113	990128.8380159184	0.08053037761143225	0.7312146489490596
27.722772277227723	495298.6893998435	989832.7415817447	0.08051152663140264	0.731218975179597
28.712871287128714	495128.8831075235	989536.9873952611	0.08049285656482764	0.731212788957009
29.7029702970297	494959.2478574921	989241.5747190434	0.08047431787451177	0.7311991501645919
30.693069306930692	494789.78534799063	988946.5029246183	0.08045587652035052	0.7311802346203193
31.683168316831683	494620.496729576	988651.7714587412	0.08043750895034042	0.7311575888254893
32.67326732673267	494451.382763664	988357.3798204747	0.08041919877865225	0.7311323115798067
33.663366336633665	494282.44393522193	988063.3275454764	0.08040093455513353	0.7311051833022432
