time	T_Tumour_Cells	N_Natural_Killer_Cells	L_CD8_T_Cells	C_Lymphocytes	M_Chemotherapy_Drug	I_IL_2
0.0	10000000.0	250000000.0	526800.0	2250000000.0	0.0	1073.0
0.9900990099009901	15238601.836295484	250013644.51332968	176697.6388499323	2250000000.0	0.0	83.17487843569067
1.9801980198019802	23156001.619805444	250015195.51610455	219601.44656414128	2250000000.0	0.0	100.96692127759154
2.9702970297029703	35037622.709882006	250017442.287261	254157.13002483096	2250000000.0	0.0	123.78768500971368
3.9603960396039604	52680268.83850337	250020379.96679023	285681.0677933316	2250000000.0	0.0	153.2336062795205
4.9504950495049505	78469075.02338156	250024095.74452803	315194.29013772943	2250000000.0	0.0	192.987464639909
5.9405940594059405	115312906.6213181	250028712.9975733	342666.4037589314	2250000000.0	0.0	246.11220135868248
6.930693069306931	166266467.4397438	250034336.407655	368353.668761182	2250000000.0	0.0	315.197468959762
7.920792079207921	233652670.01264593	250041004.29343876	392641.98974526086	2250000000.0	0.0	401.263525869868
8.910891089108912	317690322.9220785	250048633.80850852	415755.439887439	2250000000.0	0.0	502.4083938448188
9.900990099009901	415146145.2974234	250056990.98573872	437519.63647823484	2250000000.0	0.0	613.0789565149378
10.89108910891089	519075415.9124261	250065722.4199244	457366.8520216316	2250000000.0	3.340106475005209e-23	724.8543988664645
11.881188118811881	620455073.6470766	250074449.36871913	474604.5675821569	2250000000.0	7.717539847164276e-23	828.7931637137826
12.871287128712872	711102668.5348048	250082873.02421024	488759.71537419304	2250000000.0	-2.8039138240570355e-22	918.130383879855
13.861386138613861	786058310.0353093	250090830.38936496	499767.62010627845	2250000000.0	-3.5580807240926083e-22	989.7674352606779
14.85148514851485	844132943.913866	250098284.75688848	507934.3096330591	2250000000.0	-1.6539788235738417e-22	1044.0229652522073
15.841584158415841	886900065.2800394	250105279.7024106	513770.44920367276	2250000000.0	-8.461397942051006e-23	1083.336829944683
16.831683168316832	917230689.6110249	250111892.07885015	517825.9393498583	2250000000.0	-5.523996014553583e-23	1110.909983673778
17.821782178217823	938171450.9323589	250118201.17940378	520588.2034031033	2250000000.0	-5.476774534490382e-23	1129.8062751466402
18.81188118811881	952362674.215938	250124274.45611036	522443.7694203431	2250000000.0	-3.6969495906461145e-23	1142.5513423220075
19.801980198019802	961858933.488679	250130163.84705645	523678.72256605	2250000000.0	-1.908069274502693e-23	1151.055966281924
20.792079207920793	968159807.1883771	250135907.12160048	524495.6795802696	2250000000.0	-2.347881921366482e-24	1156.6913826309628
21.78217821782178	972317005.5834825	250141530.8417333	525034.1118167004	2250000000.0	-1.751737808677188e-23	1160.4092318057405
22.77227722772277	975049654.6337905	250147053.34533438	525388.2637071135	2250000000.0	-1.9428914808196752e-23	1162.8558972918927
23.762376237623762	976841511.9550668	250152487.19177216	525621.0554581966	2250000000.0	-1.252651166310179e-23	1164.4643540825532
24.752475247524753	978014585.4380713	250157840.9857979	525774.1654385651	2250000000.0	-9.647489649744888e-24	1165.5220177992544
25.742574257425744	978781752.4948281	250163120.66945106	525875.0602368228	2250000000.0	-1.0488737110735464e-23	1166.2185610700537
26.73267326732673	979283119.2181453	250168330.40978962	525941.7802608729	2250000000.0	-1.0071060319503787e-23	1166.6786751686632
27.722772277227723	979610629.7126396	250173473.19764394	525986.1488742492	2250000000.0	-6.4689512078523635e-24	1166.9841282545156
28.712871287128714	979824507.9042666	250178551.2467731	526015.9039020692	2250000000.0	-3.417069027647748e-24	1167.1884539900627
29.7029702970297	979964152.0342547	250183566.2579924	526036.1046919227	2250000000.0	-2.1998714036608128e-24	1167.3266637865972
30.693069306930692	980055316.0908086	250188519.59314606	526050.0573812393	2250000000.0	-1.3186649608307157e-24	1167.4216402298305
31.683168316831683	980114825.5713063	250193412.3893104	526059.9215370388	2250000000.0	-7.874648005418382e-25	1167.488331721842
32.67326732673267	980153669.3248032	250198245.63367316	526067.107491513	2250000000.0	-4.699773374750591e-25	1167.5365011055283
33.663366336633665	980179022.6370264	250203020.21255034	526072.5361612065	2250000000.0	-2.8072577601921683e-25	1167.572523520838
34.65346534653465	980195569.9941479	250207736.94346383	526076.8088542885	2250000000.0	-1.6774494089501558e-25	1167.6005616337975
35.64356435643565	980206369.3010855	250212396.59613115	526080.3181828973	2250000000.0	-1.005293119730739e-25	1167.6233333513396
36.633663366336634	980213416.9719677	250216999.90622306	526083.320573395	2250000000.0	-6.007226874654476e-26	1167.6426137646217
37.62376237623762	980218015.9134784	250221547.58435622	526085.9834793895	2250000000.0	-3.5914550342859893e-26	1167.6595619931168
38.613861386138616	980221016.5883181	250226040.32201788	526088.4163086762	2250000000.0	-2.1462044361460473e-26	1167.6749352912623
