time	T_Tumour_Cells	N_Natural_Killer_Cells	L_CD8_T_Cells	C_Lymphocytes	M_Chemotherapy_Drug	I_IL_2
39.603960396039604	980222974.0785397	250230478.7954591	526090.6905726169	2250000000.0	-1.2826932701538051e-26	1167.6892285458564
40.59405940594059	980224250.704002	250234863.66827166	526092.8530506189	2250000000.0	-7.666616649084478e-27	1167.7027654171368
41.584158415841586	980225082.8937197	250239195.59310007	526094.9343686776	2250000000.0	-4.580889797375146e-27	1167.7157577309113
42.57425742574257	980225625.022454	250243475.21279588	526096.9546229185	2250000000.0	-2.737706748055269e-27	1167.7283444124541
43.56435643564356	980225977.9514952	250247703.16120145	526098.9270409556	2250000000.0	-1.6367953161294254e-27	1167.740616835513
44.554455445544555	980226207.3475755	250251880.06368542	526100.8603319129	2250000000.0	-9.782323902889164e-28	1167.7526350928417
45.54455445544554	980226356.1244262	250256006.53753546	526102.7602825662	2250000000.0	-5.84846616096933e-28	1167.7644390466492
46.53465346534654	980226452.2972486	250260083.19223875	526104.6307649763	2250000000.0	-3.4960135020983272e-28	1167.7760553050903
47.524752475247524	980226514.0924355	250264110.62969536	526106.4743920396	2250000000.0	-2.0902203756509164e-28	1167.7875017609117
48.51485148514851	980226553.46402	250268089.44439188	526108.2929686499	2250000000.0	-1.252591951761492e-28	1167.7987907150039
49.504950495049506	980226578.2922667	250272020.22354218	526110.0877737877	2250000000.0	-7.514915711963073e-29	1167.8099308294736
50.495049504950494	980226593.6453257	250275903.5472046	526111.8597224148	2250000000.0	-4.4995473220815226e-29	1167.8209282484706
51.48514851485149	980226602.7825446	250279739.98839158	526113.6094942371	2250000000.0	-2.691875656402851e-29	1167.8317874896363
52.475247524752476	980226607.8639725	250283530.1131715	526115.3376247582	2250000000.0	-1.6152000666689005e-29	1167.8425120745294
53.46534653465346	980226610.3241649	250287274.4807612	526117.0445532799	2250000000.0	-9.695364105171155e-30	1167.8531048608838
54.45544554455446	980226611.0827243	250290973.6436136	526118.730649948	2250000000.0	-5.7958407593480634e-30	1167.8635682298777
55.445544554455445	980226610.7259732	250294628.14750332	526120.3962390994	2250000000.0	-3.451249669236632e-30	1167.8739042477252
56.43564356435643	980226609.591629	250298238.53160813	526122.041610161	2250000000.0	-2.1311460814578738e-30	1167.88411474111
57.42574257425743	980226607.9134635	250301805.3285938	526123.6670362446	2250000000.0	-1.4822081630704567e-30	1167.894201425921
58.415841584158414	980226606.0528892	250305329.0647038	526125.272803903	2250000000.0	-1.056355805962505e-30	1167.9041661132542
59.4059405940594	980226604.076338	250308810.2598158	526126.8591589354	2250000000.0	-7.615048077160099e-31	1167.9140103340765
60.396039603960396	980226602.088477	250312249.4275334	526128.4263491787	2250000000.0	-4.76467390788788e-31	1167.9237356355775
61.386138613861384	980226600.046143	250315647.07525334	526129.9746006631	2250000000.0	-2.490490291652626e-31	1167.9333434160085
62.37623762376238	980226597.9401529	250319003.70424673	526131.5041409545	2250000000.0	-1.0507100814160098e-31	1167.9428350863516
63.366336633663366	980226595.7640727	250322319.80973256	526133.0151952545	2250000000.0	-5.695140448928058e-32	1167.9522120430443
64.35643564356435	980226593.5597986	250325595.88095316	526134.5079922299	2250000000.0	-6.056331509274752e-32	1167.9614757085178
65.34653465346534	980226591.367628	250328832.40124393	526135.9827575674	2250000000.0	-6.994648088896846e-32	1167.970627486869
66.33663366336634	980226589.208525	250332029.84810367	526137.4397118753	2250000000.0	-6.387208059628766e-32	1167.979668748528
67.32673267326733	980226587.0923018	250335188.6932671	526138.8790716797	2250000000.0	-3.2429563762994996e-32	1167.9886008376368
68.31683168316832	980226584.9981487	250338309.40277103	526140.3010469736	2250000000.0	-3.8018583431571415e-33	1167.9974250551456
69.3069306930693	980226582.9204186	250341392.4370259	526141.70584712	2250000000.0	1.489600359649527e-32	1168.0061426994298
70.29702970297029	980226580.8473934	250344438.25088394	526143.0936781624	2250000000.0	9.779045267093549e-33	1168.0147550477554
71.2871287128713	980226578.7923725	250347447.2937056	526144.4647468496	2250000000.0	-1.602411458770605e-33	1168.0232633839632
72.27722772277228	980226576.7355648	250350420.0094218	526145.8192531951	2250000000.0	-4.3575780587341713e-32	1168.031668947198
73.26732673267327	980226574.7064645	250353356.8366109	526147.1574010933	2250000000.0	-7.890421071707717e-32	1168.0399730050888
74.25742574257426	980226572.7063615	250356258.2085509	526148.479388399	2250000000.0	-1.0601166036523918e-31	1168.0481767852796
75.24752475247524	980226570.7153816	250359124.55328625	526149.7854078631	2250000000.0	-1.5025718745196394e-31	1168.0562814818634
76.23762376237623	980226568.7928268	250361956.29371276	526151.0756600456	2250000000.0	-1.3875843267184487e-31	1168.0642883444698
77.22772277227723	980226566.8776928	250364753.847586	526152.3503277088	2250000000.0	-1.4751194436336257e-31	1168.0721985015632
78.21782178217822	980226565.0095611	250367517.62765586	526153.609604246	2250000000.0	-1.2862326379821885e-31	1168.0800131565643
79.20792079207921	980226563.1800294	250370248.04166642	526154.8536745925	2250000000.0	-9.249741617124948e-32	1168.0877334561083
80.1980198019802	980226561.3724762	250372945.49243835	526156.0827203721	2250000000.0	-5.91116619124972e-32	1168.0953605255422
81.18811881188118	980226559.5838513	250375610.37794375	526157.2969227429	2250000000.0	-3.171097016862942e-32	1168.102895488536
82.17821782178218	980226557.815458	250378243.09132674	526158.4964612594	2250000000.0	-7.576128648005091e-33	1168.1103394591667
83.16831683168317	980226556.0574951	250380844.0210062	526159.6815118679	2250000000.0	3.2885384086299624e-33	1168.1176935281183
84.15841584158416	980226554.3113645	250383413.55069715	526160.852249776	2250000000.0	3.18462331422894e-33	1168.1249587826494
85.14851485148515	980226552.5811502	250385952.05948716	526162.0088484233	2250000000.0	-1.9353698120086255e-33	1168.1321362993108
86.13861386138613	980226550.8706387	250388459.92189142	526163.1514791357	2250000000.0	-6.335616496053102e-33	1168.1392271414602
87.12871287128712	980226549.177231	250390937.50789052	526164.2803103676	2250000000.0	-1.3824251740248276e-32	1168.1462323538867
88.11881188118812	980226547.5095267	250393385.1830168	526165.3955099551	2250000000.0	-1.4419745368587665e-32	1168.1531529787144
89.10891089108911	980226545.8645558	250395803.30837113	526166.4972422292	2250000000.0	-1.1338346032940606e-32	1168.1599900353149
90.0990099009901	980226544.2416238	250398192.2407071	526167.5856698299	2250000000.0	-6.214715140433334e-33	1168.1667445327307
91.08910891089108	980226542.639645	250400552.3324705	526168.6609533798	2250000000.0	-8.541356198727077e-34	1168.1734174674518
92.07920792079207	980226541.0584805	250402883.93184045	526169.7232516736	2250000000.0	5.736630284500654e-33	1168.180009824716
93.06930693069307	980226539.4925138	250405187.38281026	526170.7727208923	2250000000.0	7.073668582822242e-33	1168.1865225730671
94.05940594059406	980226537.9449518	250407463.02520004	526171.8095164441	2250000000.0	7.258394978650088e-33	1168.192956677025
95.04950495049505	980226536.4138625	250409711.19474372	526172.8337912115	2250000000.0	5.258894470237659e-33	1168.1993130849924
96.03960396039604	980226534.899409	250411932.22332168	526173.845696585	2250000000.0	1.2815103643114992e-33	1168.2055927363126
97.02970297029702	980226533.401969	250414126.4387866	526174.8453821421	2250000000.0	-4.9260795956393547e-33	1168.211796559113
98.01980198019803	980226531.9228538	250416294.16458252	526175.8329955698	2250000000.0	-1.002061490340558e-32	1168.2179254698513
99.00990099009901	980226530.4638481	250418435.7201453	526176.808682785	2250000000.0	-1.0530723914605603e-32	1168.2239803740508
100.0	980226529.0162748	250420551.42499128	526177.772588396	2250000000.0	-2.1650949017583978e-32	1168.2299621682264
