time	STAT5A	STAT5B	pApB	pApA	pBpB	nucpApA	nucpApB	nucpBpB
55.445544554455445	45.161222760357525	16.34190340761581	28.308611101498958	6.646358055775125e-06	8.702773797342372e-07	54.24457639436317	19.4545200566921	12.560721846811356
56.43564356435643	45.561726773072344	16.40050339624953	28.145306165239234	6.5864733239322405e-06	8.534282398015304e-07	53.962798201189855	19.780877486353084	12.449895622643007
57.42574257425743	45.96507297498284	16.460695805331405	27.981578656313484	6.5269266369547855e-06	8.370458865208861e-07	53.68076033613543	20.105334642570583	12.339434610838554
58.415841584158414	46.37116740922012	16.522385751751415	27.81747615639056	6.46768885997724e-06	8.211048903907323e-07	53.39848827286209	20.42788695327845	12.229364748177073
59.4059405940594	46.77992274955948	16.5854846200133	27.653043460156464	6.408734757762182e-06	8.055818840814866e-07	53.11600529590234	20.748530381000897	12.119709963824963
60.396039603960396	47.19125754653254	16.649909545150273	27.488322802416928	6.350042541725488e-06	7.904553660500384e-07	52.83333277951934	21.067261391917807	12.010492339794308
61.386138613861384	47.60509555786296	16.715582944371253	27.3233540634719	6.291593472198517e-06	7.757055251437513e-07	52.55049043402199	21.384076927425223	11.901732256652467
62.37623762376238	48.02136515347267	16.782432092384457	27.158174955049056	6.2333715089135605e-06	7.613140837429987e-07	52.26749652338324	21.698974377959793	11.793448525981445
63.366336633663366	48.43999878630693	16.85038873582022	26.99282118886524	6.175363003481619e-06	7.472641572561546e-07	51.984368057609025	22.011951558874788	11.6856585109479
64.35643564356435	48.860932521325175	16.919388742705944	26.827326629640677	6.117556428508084e-06	7.335401280682363e-07	51.70112096286751	22.323006688177294	11.578378236190094
65.34653465346534	49.2841056161363	16.989371783527453	26.661723434127254	6.0599421387218825e-06	7.201275322907539e-07	51.417770231940494	22.632138365962206	11.471622488056198
66.33663366336634	49.709460147969075	17.060281041064318	26.49604217741865	6.002512160057915e-06	7.070129578036715e-07	51.134330057085506	22.939345555407964	11.365404906033756
67.32673267326733	50.136940676446414	17.13206294280939	26.330311969293486	5.945260003130017e-06	6.941839524629536e-07	50.850813949357125	23.244627565016867	11.259738067248357
68.31683168316832	50.56649394725636	17.204666919443586	26.164560559067343	5.888180496982104e-06	6.816289409411827e-07	50.567234842502366	23.547984032301617	11.15463356295697
69.3069306930693	50.99806862934631	17.27804518510657	25.998814430857934	5.831269645276046e-06	6.693371504194106e-07	50.28360518427819	23.84941490869111	11.050102068327222
70.29702970297029	51.43161507636781	17.352152533854895	25.833098891751224	5.774524495362914e-06	6.572985424516101e-07	49.999937018733625	24.148920445355746	10.946153407212703
71.2871287128713	51.867085113314786	17.426946153051382	25.66743815253957	5.71794302312148e-06	6.455037517213504e-07	49.71624205912257	24.446501180005463	10.842796611690217
72.27722772277228	52.30443184688775	17.502385452812955	25.5018554014158	5.661524030433561e-06	6.339440303311909e-07	49.43253175201106	24.742157924617292	10.740039976625123
73.26732673267327	52.74360949733589	17.57843191029594	25.336372871175143	5.605267054682442e-06	6.2261119745608e-07	49.14881733345943	25.035891754027034	10.63789110963192
74.25742574257426	53.184573246765716	17.655048925699216	25.171011901304848	5.549172287351096e-06	6.114975933386218e-07	48.86510987918129	25.327703995213305	10.536356977385898
75.24752475247524	53.627279103626456	17.73220168986529	25.005792995013223	5.493240501481322e-06	6.005960374860408e-07	48.581420348798986	25.61759621727235	10.435443948320705
76.23762376237623	54.07168378213725	17.80985706272235	24.840735871531326	5.437472987154183e-06	5.898997906818436e-07	48.297759624666206	25.90557022204406	10.335157831943512
77.22772277227723	54.51774459464275	17.887983461285454	24.675859514253116	5.381871493761022e-06	5.794025203104487e-07	48.01413854601763	26.19162803531692	10.2355039151619
78.21782178217822	54.965419355653	17.966550756488356	24.511182215038406	5.3264381783292906e-06	5.690982687485373e-07	47.730567938925155	26.475771898572958	10.136486995844038
79.20792079207921	55.414666295717275	18.045530177553122	24.346721615242224	5.271175558897799e-06	5.589814243440866e-07	47.447058642741446	26.75800426119752	10.038111414014312
80.1980198019802	55.86544398540013	18.124894224190434	24.18249474334558	5.2160864730175855e-06	5.490466950491926e-07	47.16362153294861	27.038327773175155	9.940381080589887
81.18811881188118	56.31771126749918	18.204616585323198	24.01851804975903	5.161174040339793e-06	5.392890842293249e-07	46.880267541095286	27.316745278194166	9.843299504064886
82.17821782178218	56.77142719689101	18.284672063948697	23.854807438968695	5.106441628923726e-06	5.297038685064187e-07	46.597007672054694	27.593259807138665	9.746869815260267
83.16831683168317	57.22655098734182	18.365036507693656	23.691378299219764	5.051892824900287e-06	5.20286577470498e-07	46.3138530188506	27.86787457194261	9.651094790277572
84.15841584158416	57.68304196422872	18.44568674427159	23.528245530080945	4.997531404942345e-06	5.110329749822828e-07	46.03081477543041	28.140592959757765	9.555976871904038
85.14851485148515	58.1408595233528	18.5266005220628	23.365423567796554	4.943361311582254e-06	5.019390421232557e-07	45.74790424733369	28.411418527451687	9.461518189397601
86.13861386138613	58.59996309458402	18.60775645484486	23.20292640884815	4.8893866307357795e-06	4.930009614630823e-07	45.46513286070508	28.680354996375453	9.367720576956973
87.12871287128712	59.060312110201664	18.68913397060401	23.040767631756875	4.8356115713460685e-06	4.842151026132982e-07	45.18251216970569	28.947406247397968	9.274585590897633
88.11881188118812	59.5218659774069	18.77071326402975	22.878960417299165	4.782040446880602e-06	4.7557800892984535e-07	44.90005386251078	29.21257631618252	9.182114525658436
89.10891089108911	59.984584054549465	18.852475252336102	22.71751756729058	4.728677658449818e-06	4.670863852435114e-07	44.61776976605618	29.47586938868331	9.090308428750781
90.0990099009901	60.44842563099545	18.93440153439014	22.556451521947196	4.675527679490344e-06	4.587370866032992e-07	44.33567184956553	29.737289796861972	8.999168114655422
91.08910891089108	60.9133499100182	19.016474352635242	22.395774376046084	4.622595041721952e-06	4.5052710786634915e-07	44.053772227072706	29.996842014591255	8.908694177828764
92.07920792079207	61.379315994631746	19.098676557767458	22.235497893903677	4.569884322329742e-06	4.424535741146841e-07	43.772083158971576	30.254530653743817	8.81888700483111
93.06930693069307	61.84628287632013	19.180991576171618	22.07563352317085	4.517400132382219e-06	4.34513731864632e-07	43.490617052616074	30.510360460467645	8.729746785573374
94.05940594059406	62.314209425305044	19.263403378825387	21.91619240799755	4.4651471053438335e-06	4.267049406172234e-07	43.20938646241709	30.764336311560047	8.641273524095727
95.04950495049505	62.783054382723456	19.345896452081412	21.75718540139373	4.413129887541475e-06	4.1902466542541307e-07	42.928404089320786	31.01646321097251	8.553467048743668
96.03960396039604	63.25277635650902	19.428455772097415	21.598623076029213	4.361353131407266e-06	4.1147047095115397e-07	42.64768277908863	31.266746286569294	8.466327021173727
97.02970297029702	63.723333818480384	19.511066780336193	21.440515734568187	4.309821478266757e-06	4.0404001152929945e-07	42.36723552017788	31.515190786943766	8.379852945028071
98.01980198019803	64.19468510259951	19.59371536049932	21.28287341940439	4.258539563594746e-06	3.9673103026008656e-07	42.08707544127841	31.761802078351206	8.294044174133669
99.00990099009901	64.66678840463429	19.67638781680601	21.12570592181747	4.207512001143904e-06	3.895413500650911e-07	41.807215808393806	32.006585641727675	8.208899920275226
100.0	65.1396017834443	19.759070854036146	20.969022790380823	4.156743376564479e-06	3.824688687588325e-07	41.527670021421905	32.249547069835366	8.12441926039712
